cluster_uid,target,sources,n_sources,silhouette_score,note
739f40a4c4cd,ACTA2,NR1H2;KLF15;ETS1;STAT5B;FOSL2,5,0.2232,exp03_kidney_cortex-coregtor-r1
9b2b6645d348,ACTB,NFE2L1;VEZF1,2,0.1741,exp03_kidney_cortex-coregtor-r1
7379c69d2321,APOE,POU3F3;JUND,2,0.2752,exp03_kidney_cortex-coregtor-r1
fb36913aaaec,APP,CIC;NFIC;SSRP1;VEZF1;SMARCA1;KDM2A;ATF6B;LRRFIP1;ARNT;SKI;NCOR2;PBX2;STAT6;E4F1;SFPQ;NR2F2;UBP1;TRIM28;CTNNB1;SIRT6;NFKB1;ZBTB4;HDAC3;NR1H2;HOXA5;HDAC1,26,0.1887,exp03_kidney_cortex-coregtor-r1
bf9d72ff1bca,BCL2L1,RELB;LMO2,2,0.3857,exp03_kidney_cortex-coregtor-r1
bf58fe6cb5bf,CD14,ABL1;PPARD,2,0.4298,exp03_kidney_cortex-coregtor-r1
cb8af0c972d6,CDK4,HMGB1;THAP11;RFXANK;GTF2F1;USF2;NFYC;CTNNB1;UBP1;DRAP1;HDAC3;APEX1;GTF3A;ZSCAN18;E4F1;RFX5;NONO;EWSR1;SMARCC1;THRA;NR1H2;CREB3;SMARCA1;ZNF76;SF1;SND1;CXXC1;ZNF384;ZNF362,28,0.2947,exp03_kidney_cortex-coregtor-r1
68a3b8545aab,CDKN1A,NFIL3;RELA;RELB;DDIT3;ARID5A;SMAD3;MAFF;ATF4;MBD2;HES4;JUND;HMGA1;MAFK;NR1D1;HMGB2;XBP1;RARA;ETS2;BHLHE40;STAT3;BCL3;ETS1;FOSL2,23,0.4365,exp03_kidney_cortex-coregtor-r1
84148402c413,CDKN1C,NFE2L1;KLF2,2,0.712,exp03_kidney_cortex-coregtor-r1
2ee7fdbcef1e,CLU,ABL1;KLF10,2,0.2574,exp03_kidney_cortex-coregtor-r1
6395714b3956,CRYAB,MLXIPL;NR4A2;HTATIP2;KLF15;XBP1;HES1;TFCP2L1;NR4A1;NR2F6,9,0.2725,exp03_kidney_cortex-coregtor-r1
c47efc4b68aa,DUSP1,HES1;JUNB;FOS;EGR1;JUND;ATF3;JUN;KLF6;NR4A1;BHLHE40;TCF7L1;DDIT3;NR1D1;THRA;PHF1;ZBTB4;KLF2;MEF2D;GATA2;NR2F2;MAFF,21,0.2415,exp03_kidney_cortex-coregtor-r1
