"Regulator","Target"
"ID1","HLA-E"
"ID1","ID3"
"ID1","NFKBIA"
"ID1","SPARC"
"LMO2","HLA-E"
"LMO2","SOD2"
"LMO2","ACTB"
"LMO2","ID3"
"LMO2","NFKBIA"
"LMO2","MCL1"
"LMO2","SPARC"
"SOX9","HLA-E"
"SOX9","NFKBIA"
"SOX9","TIMP1"
"SOX9","VIM"
"SOX9","APOE"
"SOX9","PDK4"
"SOX9","MCL1"
"STAT3","HLA-E"
"STAT3","SOD2"
"STAT3","ACTB"
"STAT3","BMI1"
"STAT3","NFKBIA"
"STAT3","MCL1"
"STAT3","MAT2A"
"STAT3","SPARC"
"HMGB2","HLA-E"
"HMGB2","SOD2"
"HMGB2","ACTB"
"HMGB2","BMI1"
"HMGB2","TAGLN"
"HMGB2","NFKBIA"
"HMGB2","PER1"
"HMGB2","PRKACA"
"HMGB2","MCL1"
"HMGB2","MAT2A"
"HMGB2","SPARC"
"BCL6","HLA-E"
"BCL6","SOD2"
"BCL6","ACTB"
"BCL6","NFKBIA"
"BCL6","HSP90AA1"
"BCL6","TIMP1"
"BCL6","VIM"
"BCL6","PER1"
"BCL6","CARM1"
"BCL6","VEGFA"
"BCL6","MCL1"
"BCL6","MAT2A"
"ARID5A","HLA-E"
"ARID5A","SOD2"
"ARID5A","ACTB"
"ARID5A","BMI1"
"ARID5A","TAGLN"
"ARID5A","NFKBIA"
"ARID5A","HSP90AA1"
"ARID5A","TIMP1"
"ARID5A","FASN"
"ARID5A","HSPA4"
"ARID5A","PER1"
"ARID5A","PRKACA"
"ARID5A","CARM1"
"ARID5A","MCL1"
"ARID5A","MAT2A"
"ARID5A","SPARC"
"NKX6-2","HLA-E"
"NKX6-2","SOD2"
"NKX6-2","ACTB"
"NKX6-2","ID3"
"NKX6-2","NDRG1"
"NKX6-2","BMI1"
"NKX6-2","TAGLN"
"NKX6-2","NFKBIA"
"NKX6-2","HSP90AA1"
"NKX6-2","TIMP1"
"NKX6-2","FASN"
"NKX6-2","CRYAB"
"NKX6-2","HSPA4"
"NKX6-2","VIM"
"NKX6-2","PER1"
"NKX6-2","PRKACA"
"NKX6-2","APOE"
"NKX6-2","MCL1"
"NKX6-2","MAT2A"
"NKX6-2","SPARC"
"CEBPD","HLA-E"
"CEBPD","GADD45B"
"CEBPD","SOD2"
"CEBPD","ACTB"
"CEBPD","ID3"
"CEBPD","NDRG1"
"CEBPD","TAGLN"
"CEBPD","NFKBIA"
"CEBPD","HLA-DRB1"
"CEBPD","HSP90AA1"
"CEBPD","TIMP1"
"CEBPD","CRYAB"
"CEBPD","VIM"
"CEBPD","PER1"
"CEBPD","CDKN1A"
"CEBPD","APOE"
"CEBPD","VEGFA"
"CEBPD","HSPA1A"
"CEBPD","PDK4"
"CEBPD","MCL1"
"CEBPD","MAT2A"
"DDIT3","HLA-E"
"DDIT3","SOD2"
"DDIT3","ACTB"
"DDIT3","BMI1"
"DDIT3","NFKBIA"
"DDIT3","HSP90AA1"
"DDIT3","FASN"
"DDIT3","HSPA4"
"DDIT3","PER1"
"DDIT3","PRKACA"
"DDIT3","STMN1"
"DDIT3","CARM1"
"DDIT3","MCL1"
"DDIT3","MAT2A"
"MYRF","HLA-E"
"MYRF","SOD2"
"MYRF","PKD1"
"MYRF","ACTB"
"MYRF","ID3"
"MYRF","NDRG1"
"MYRF","APP"
"MYRF","BMI1"
"MYRF","TAGLN"
"MYRF","NFKBIA"
"MYRF","HLA-DRB1"
"MYRF","HSP90AA1"
"MYRF","FASN"
"MYRF","CRYAB"
"MYRF","HSPA4"
"MYRF","VIM"
"MYRF","PER1"
"MYRF","PRKACA"
"MYRF","STMN1"
"MYRF","CARM1"
"MYRF","APOE"
"MYRF","PIK3R1"
"MYRF","MCL1"
"MYRF","MAT2A"
"MYRF","SPARC"
"FOSL2","HLA-E"
"FOSL2","GADD45B"
"FOSL2","SOD2"
"FOSL2","PKD1"
"FOSL2","ACTB"
"FOSL2","APP"
"FOSL2","BMI1"
"FOSL2","NFKBIA"
"FOSL2","HSP90AA1"
"FOSL2","FASN"
"FOSL2","HSPA4"
"FOSL2","PER1"
"FOSL2","PRKACA"
"FOSL2","STMN1"
"FOSL2","CARM1"
"FOSL2","DUSP1"
"FOSL2","VEGFA"
"FOSL2","PIK3R1"
"FOSL2","MCL1"
"FOSL2","MAT2A"
"JUN","HLA-E"
"JUN","GADD45B"
"JUN","SOD2"
"JUN","ACTB"
"JUN","APP"
"JUN","BMI1"
"JUN","NFKBIA"
"JUN","HLA-DRB1"
"JUN","HSP90AA1"
"JUN","FASN"
"JUN","CRYAB"
"JUN","HSPA4"
"JUN","PER1"
"JUN","PRKACA"
"JUN","STMN1"
"JUN","CDKN1A"
"JUN","CARM1"
"JUN","DUSP1"
"JUN","VEGFA"
"JUN","HSPA1A"
"JUN","PIK3R1"
"JUN","MCL1"
"JUN","MAT2A"
"JUN","SPARC"
"JUNB","HLA-E"
"JUNB","GADD45B"
"JUNB","SOD2"
"JUNB","ACTB"
"JUNB","ID3"
"JUNB","APP"
"JUNB","BMI1"
"JUNB","TAGLN"
"JUNB","NFKBIA"
"JUNB","HSP90AA1"
"JUNB","FASN"
"JUNB","HSPA4"
"JUNB","PER1"
"JUNB","PRKACA"
"JUNB","STMN1"
"JUNB","CDKN1A"
"JUNB","CARM1"
"JUNB","DUSP1"
"JUNB","APOE"
"JUNB","VEGFA"
"JUNB","HSPA1A"
"JUNB","PIK3R1"
"JUNB","MCL1"
"JUNB","MAT2A"
"JUNB","SPARC"
"NFIL3","HLA-E"
"NFIL3","GADD45B"
"NFIL3","SOD2"
"NFIL3","PKD1"
"NFIL3","ACTB"
"NFIL3","APP"
"NFIL3","BMI1"
"NFIL3","TAGLN"
"NFIL3","NFKBIA"
"NFIL3","HLA-DRB1"
"NFIL3","HSP90AA1"
"NFIL3","TIMP1"
"NFIL3","FASN"
"NFIL3","CRYAB"
"NFIL3","HSPA4"
"NFIL3","PER1"
"NFIL3","PRKACA"
"NFIL3","STMN1"
"NFIL3","CARM1"
"NFIL3","VEGFA"
"NFIL3","PIK3R1"
"NFIL3","MCL1"
"NFIL3","MAT2A"
"NFIL3","SPARC"
"FOS","HLA-E"
"FOS","GADD45B"
