"Regulator","Target"
"NR2F2","ACTB"
"NR2F2","APP"
"NR2F2","TKT"
"NR2F2","BCL2L1"
"NR2F2","SQSTM1"
"NR2F2","HSPA4"
"NR2F2","OGA"
"NR2F2","SUMO1"
"NR2F2","PCNA"
"NR2F2","PRKACA"
"RELA","ACTB"
"RELA","HLA-E"
"RELA","FN1"
"RELA","TKT"
"RELA","BCL2L1"
"RELA","SQSTM1"
"RELA","SOD2"
"RELA","TIMP1"
"RELA","MCL1"
"RELA","HSPA4"
"RELA","OGA"
"RELA","NDRG1"
"RELA","VIM"
"RELA","MAT2A"
"RELA","PCNA"
"RELA","NFKBIA"
"ZNF189","ACTB"
"ZNF189","APP"
"ZNF189","TXN"
"ZNF189","BCL2L1"
"ZNF189","FASN"
"ZNF189","OGA"
"ZNF189","MAT2A"
"ZNF189","PCNA"
"ZNF189","PRKACA"
"DRAP1","ACTB"
"DRAP1","TXN"
"DRAP1","TKT"
"DRAP1","BCL2L1"
"DRAP1","SQSTM1"
"DRAP1","HSPA4"
"DRAP1","OGA"
"DRAP1","SUMO1"
"DRAP1","PCNA"
"DRAP1","PRKACA"
"STAT1","ACTB"
"STAT1","APP"
"STAT1","HLA-E"
"STAT1","TKT"
"STAT1","BCL2L1"
"STAT1","SQSTM1"
"STAT1","SOD2"
"STAT1","TIMP1"
"STAT1","MCL1"
"STAT1","CLU"
"STAT1","HSPA4"
"STAT1","OGA"
"STAT1","VIM"
"STAT1","PCNA"
"STAT1","HSP90AA1"
"STAT1","PRKACA"
"NCOR2","ACTB"
"NCOR2","APP"
"NCOR2","HLA-E"
"NCOR2","TKT"
"NCOR2","BCL2L1"
"NCOR2","SQSTM1"
"NCOR2","MCL1"
"NCOR2","FASN"
"NCOR2","HSPA4"
"NCOR2","OGA"
"NCOR2","NDRG1"
"NCOR2","MAT2A"
"NCOR2","PCNA"
"NCOR2","PRKACA"
"NCOR2","NFKBIA"
"PIR","ACTB"
"PIR","TXN"
"PIR","APOE"
"PIR","TKT"
"PIR","BCL2L1"
"PIR","SQSTM1"
"PIR","PDK4"
"PIR","SOD2"
"PIR","TIMP1"
"PIR","MCL1"
"PIR","CLU"
"PIR","HSPA4"
"PIR","OGA"
"PIR","SUMO1"
"PIR","VIM"
"PIR","MAT2A"
"PIR","PCNA"
"PIR","PRKACA"
"PIR","NFKBIA"
"HDAC3","ACTB"
"HDAC3","TXN"
"HDAC3","TKT"
"HDAC3","BCL2L1"
"HDAC3","SQSTM1"
"HDAC3","MCL1"
"HDAC3","HSPA4"
"HDAC3","OGA"
"HDAC3","SUMO1"
"HDAC3","MAT2A"
"HDAC3","PCNA"
"HDAC3","PRKACA"
"HDAC3","NFKBIA"
"EMX2","ACTB"
"EMX2","TXN"
