cluster_uid,target,sources,n_sources,method
18544e3634f0,FASN,APEX1;ARID5A;ARNT2;ATF2;ATF3;ATF4;BHLHE22;BHLHE40;BHLHE41;CEBPG;CIC;CREBL2;CTBP1;DBP;DDIT3;DEAF1;EGR1;EGR3;ELK1;ENO1;ERF;ETS2;EWSR1;FOS;FOXG1;FOXJ3;GTF2F1;GTF3A;HES4;HIF1A;HLF;HMGA1;HSF4;JAZF1;JUN;JUNB;JUND;KLF13;KLF16;KLF9;LHX2;MAFG;MAZ;MEF2C;MEF2D;MEIS3;MESP1;MLX;MLXIPL;MTA3;NCOA1;NCOR2;NEUROD2;NFE2L1;NFIL3;NPAS2;NR1D1;NR2E1;PPARD;RBFOX2;SCRT1;SND1;SOX2;SREBF1;SREBF2;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZBTB18;ZBTB7A;ZNF189;ZSCAN18,75,exp03-coregnet
aae36aaeafda,FN1,ARID5A;ATF3;ATF4;BCL6;BHLHE41;CEBPD;DDIT3;EGR1;ERF;ETS2;FOS;HIF3A;HLF;HMGA1;HSF4;ID1;JUN;JUNB;KLF9;MAZ;MEF2C;MLXIPL;MYRF;NFIL3;NR4A1;RBFOX2;RELA;RFX5;SREBF2;STAT2;STAT3;TFE3;XBP1,33,exp03-coregnet
c2bed11525be,GADD45B,ARID5A;ATF3;BCL6;CEBPB;CEBPD;EGR1;FOS;JUN;JUNB;NFIL3;NR4A1;XBP1,12,exp03-coregnet
a21a56f14cc8,HBA2,EGR3,1,exp03-coregnet
52e2d43f7dcf,HBB,EGR3,1,exp03-coregnet
a57c7f0668ec,HLA-DRB1,ATF3;BHLHE22;CEBPD;EGR3;FOS;MEF2C;NFIL3;XBP1,8,exp03-coregnet
9244b1d6a42e,HLA-E,ARID5A;ATF3;ATF4;BCL6;BHLHE40;BHLHE41;CEBPB;DDIT3;EGR1;ERF;ETS2;FOS;HES5;HIF1A;HIF3A;HMGA1;HMGB2;HSF4;ID1;JUN;JUNB;JUND;KLF9;LMO2;MLXIPL;MYRF;NCOR2;NFIL3;NKX6-2;NR4A1;RELA;RFX4;STAT1;STAT2;STAT3;TFE3;XBP1,37,exp03-coregnet
33cd03bff6a5,HSP90AA1,APEX1;ARID5A;ATF2;ATF3;ATF4;BHLHE22;BHLHE40;BHLHE41;CEBPB;CEBPG;CIC;CREBL2;CTBP1;DBP;DDIT3;EGR1;EGR3;ENO1;ERF;ETS2;EWSR1;FEZF2;FOS;FOXG1;GTF2F1;GTF3A;HES4;HIF1A;HLF;HMGA1;HMGB2;HSF4;ID2;ID4;JAZF1;JUN;JUNB;JUND;KLF13;KLF9;MAFG;MAZ;MEF2C;MEF2D;MESP1;MLX;MLXIPL;MTA3;NEUROD2;NFIL3;NPAS2;NR4A1;RBFOX2;SMARCA1;SND1;SREBF2;STAT1;STAT3;TBPL1;TEF;TFE3;UBP1;XBP1;ZBTB18;ZNF32;ZSCAN18,66,exp03-coregnet
139958363f07,HSPA1A,ATF3;CEBPD;EGR1;EGR3;FOS;JUN;JUNB;MYRF;NFIL3;NR4A1,10,exp03-coregnet
2d0bc9d5d10d,HSPA4,APEX1;ARID5A;ARNT2;ATF2;ATF3;ATF4;BHLHE22;BHLHE40;BHLHE41;CEBPB;CEBPG;CIC;CREBL2;CREBZF;CTBP1;DDIT3;DEAF1;DRAP1;E4F1;EGR1;EGR3;EMX2;ENO1;ERF;ETS2;EWSR1;FOS;FOXG1;FOXJ3;GTF2F1;GTF3A;HDAC3;HIF1A;HLF;HMGA1;HMGB2;ID2;ID4;JAZF1;JUN;JUND;KLF13;KLF15;KLF16;KLF9;LHX2;MAFG;MAZ;MEF2C;MEF2D;MEIS3;MESP1;MLX;MLXIPL;MTA3;NCOA1;NCOR2;NEUROD2;NFE2L1;NFIL3;NPAS2;NR1D2;NR2E1;NR2F2;PBX1;PIR;PPARD;RBFOX2;RELA;RFX5;SMARCA1;SND1;SOX2;SOX9;SREBF2;STAT1;STAT2;STAT3;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZBTB18;ZBTB7A;ZGPAT;ZNF32;ZSCAN18,89,exp03-coregnet
11df735a1dd2,ID3,ATF3;BCL6;CEBPD;ETS2;FOS;HIF3A;HSF4;ID1;JUN;JUNB;MYRF;NFIL3;NKX6-2;NR4A1;RFX4;STAT2,16,exp03-coregnet
3fcc7d641d08,MAT2A,APEX1;ARID5A;ARNT2;ATF2;ATF3;ATF4;BCL6;BHLHE22;BHLHE40;BHLHE41;CEBPB;CEBPG;CIC;CREBZF;CTBP1;DDIT3;E4F1;EGR1;EGR3;ENO1;ERF;ETS2;EWSR1;FOS;FOXG1;FOXJ3;GTF2F1;GTF3A;HDAC3;HES4;HIF1A;HIF3A;HLF;HMGA1;HMGB2;HSF4;ID1;ID2;ID4;JUN;JUNB;JUND;KLF13;KLF9;LHX2;MAFG;MAZ;MEF2C;MEF2D;MESP1;MLX;MLXIPL;MTA3;MYRF;NCOA1;NCOR2;NFE2L1;NFIL3;NKX6-2;NPAS2;NR2E1;NR4A1;PIR;PPARD;RBFOX2;RELA;RFX4;SMARCA1;SND1;SOX2;SOX9;SREBF1;SREBF2;STAT2;STAT3;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZBTB18;ZGPAT;ZNF189;ZNF692;ZSCAN18,86,exp03-coregnet
f044565a6ef7,MCL1,APEX1;ARID5A;ARNT2;ATF2;ATF3;ATF4;BCL6;BHLHE40;BHLHE41;CEBPB;CEBPG;CIC;CREBZF;CTBP1;DBP;DDIT3;E4F1;EGR1;EGR3;ENO1;ERF;ETS2;EWSR1;FOS;FOXG1;FOXJ3;GTF2F1;GTF3A;HDAC3;HES1;HES4;HIF1A;HLF;HMGA1;HMGB2;HSF4;ID1;ID2;ID4;JUN;JUNB;JUND;KLF13;KLF16;KLF9;LHX2;LMO2;MAFG;MAZ;MEF2C;MEF2D;MESP1;MLX;MTA3;MYRF;NCOA1;NCOR2;NFE2L1;NFIL3;NKX6-2;NPAS2;NR2E1;NR4A1;PIR;PPARD;RBFOX2;RELA;RFX4;RFX5;SMARCA1;SND1;SOX2;SOX9;SREBF1;SREBF2;STAT1;STAT2;STAT3;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZGPAT;ZSCAN18,86,exp03-coregnet
8771f21ef408,NDRG1,ARID5A;ATF3;ATF4;BCL6;BHLHE41;CEBPB;CEBPG;CREBZF;DDIT3;EGR1;EGR3;ERF;ETS2;FOS;HES4;HES5;HIF1A;HMGB2;HSF4;ID1;ID2;JUN;JUNB;JUND;KLF13;KLF9;MAZ;MYRF;NCOR2;NFIL3;NKX6-2;NPAS2;NR4A1;PPARD;RELA;SOX10;SREBF1;STAT2;STAT3;TFE3;XBP1;ZNF692,42,exp03-coregnet
f3813d01487a,NFKBIA,APEX1;ARID5A;ARNT2;ATF3;ATF4;BCL6;BHLHE40;BHLHE41;CEBPB;CEBPG;CIC;CREBZF;DBP;DDIT3;E4F1;EGR1;EGR3;ELK1;ENO1;ERF;ETS2;EWSR1;FOS;FOXG1;FOXJ3;HDAC3;HES4;HIF1A;HIF3A;HLF;HMGA1;HMGB2;HSF4;ID1;ID2;ID4;JUN;JUNB;JUND;KLF13;KLF15;KLF9;LHX2;LMO2;MAFG;MEF2C;MEF2D;MESP1;MLX;MLXIPL;MTA3;MYRF;NCOA1;NCOR2;NFE2L1;NFIL3;NKX6-2;NPAS2;NR1D1;NR1D2;NR4A1;PIR;PPARD;RBFOX2;RELA;RFX4;RFX5;SMARCA1;SND1;SOX9;SREBF1;SREBF2;STAT2;STAT3;TBPL1;TEF;TFE3;UBP1;XBP1;ZGPAT;ZNF692;ZSCAN18,82,exp03-coregnet
38499c3b847b,OGA,APEX1;ARNT2;ATF2;ATF4;BHLHE22;BHLHE40;BHLHE41;CEBPG;CIC;CREBL2;CREBZF;CTBP1;DBP;DDIT3;DEAF1;DRAP1;E4F1;EGR3;ELK1;EMX2;ENO1;ERF;EWSR1;FOXG1;FOXJ3;GTF2F1;GTF3A;HDAC3;HES4;HIF1A;HLF;HMGA1;HMGB2;HSF4;ID2;ID4;JAZF1;JUND;KLF13;KLF15;KLF16;KLF9;LHX2;MAFG;MAZ;MEF2C;MEF2D;MEIS3;MESP1;MLX;MLXIPL;MTA3;NCOA1;NCOR2;NEUROD2;NFE2L1;NPAS2;NR1D2;NR2E1;NR2F2;PBX1;PIR;PPARD;RBFOX2;RELA;RFX5;SMARCA1;SND1;SOX2;SOX9;SREBF2;STAT1;STAT2;STAT3;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZBTB18;ZBTB7A;ZGPAT;ZNF189;ZNF32;ZNF692;ZSCAN18,87,exp03-coregnet
92d0ce7fe06c,PCNA,APEX1;ARNT2;ATF2;ATF4;BHLHE22;BHLHE40;BHLHE41;CEBPG;CIC;CREBL2;CREBZF;CTBP1;DBP;DDIT3;DEAF1;DRAP1;E4F1;EGR3;ELK1;EMX2;ENO1;ERF;EWSR1;FOXG1;FOXJ3;GTF2F1;GTF3A;HDAC3;HES4;HIF1A;HLF;HMGA1;HMGB2;HSF4;ID2;ID4;JAZF1;JUND;KLF13;KLF15;KLF16;KLF9;LHX2;MAFG;MAZ;MEF2C;MEF2D;MEIS3;MESP1;MLX;MTA3;NCOA1;NCOR2;NEUROD2;NFE2L1;NPAS2;NR1D2;NR2E1;NR2F2;PBX1;PIR;PPARD;RBFOX2;RELA;RFX4;RFX5;SMARCA1;SND1;SOX2;SOX9;SREBF1;SREBF2;STAT1;STAT2;STAT3;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZBTB18;ZBTB7A;ZGPAT;ZNF189;ZNF32;ZNF692;ZSCAN18,88,exp03-coregnet
ad84ae13da00,PDK4,ATF3;BCL6;BHLHE22;BHLHE41;CEBPD;DDIT3;EMX2;ENO1;FEZF2;FOS;HIF1A;HIF3A;HMGB2;HSF4;ID4;JUN;MYRF;NFIL3;PIR;RFX4;SOX9;STAT3;TFE3;XBP1,24,exp03-coregnet
a1a53f36e305,PER1,ARID5A;ATF3;BCL6;BHLHE22;BHLHE40;BHLHE41;CEBPB;CEBPD;DDIT3;EGR1;EGR3;ERF;ETS2;FOS;HES4;HIF1A;HIF3A;HMGB2;HSF4;ID1;ID2;ID4;JUN;JUNB;JUND;KLF9;LHX2;MEF2D;MLXIPL;MYRF;NFIL3;NKX6-2;NR1D1;NR4A1;RFX4;SOX2;SOX9;SREBF1;SREBF2;STAT2;STAT3;XBP1,42,exp03-coregnet
593dd5e86edd,PRKACA,APEX1;ARNT2;ATF2;ATF4;BHLHE22;BHLHE40;BHLHE41;CEBPG;CIC;CREBL2;CREBZF;CTBP1;DBP;DDIT3;DEAF1;DRAP1;E4F1;EGR3;ELK1;EMX2;ENO1;ERF;EWSR1;FOXG1;FOXJ3;GTF2F1;GTF3A;HDAC3;HIF1A;HLF;HMGA1;HMGB2;HSF4;JAZF1;JUND;KLF13;KLF16;KLF9;LHX2;MAFG;MAZ;MEF2C;MEF2D;MEIS3;MESP1;MLX;MLXIPL;MTA3;NCOA1;NCOR2;NEUROD2;NFE2L1;NPAS2;NR1D2;NR2F2;PBX1;PIR;PPARD;RBFOX2;RFX5;SMARCA1;SND1;SOX2;SREBF2;STAT1;STAT3;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZBTB18;ZBTB7A;ZGPAT;ZNF189;ZNF32;ZSCAN18,78,exp03-coregnet
4de38c0d9392,SOCS3,CEBPD;FOS,2,exp03-coregnet
0028663570bf,SOD2,APEX1;ARID5A;ARNT2;ATF2;ATF3;ATF4;BCL6;BHLHE40;BHLHE41;CEBPB;CEBPG;CIC;CREBL2;DDIT3;E4F1;EGR3;ENO1;ERF;ETS2;EWSR1;GTF3A;HES5;HIF1A;HMGA1;HMGB2;ID2;JUN;JUNB;JUND;KLF13;KLF9;LHX2;MAFG;MAZ;MEF2C;MESP1;MLX;MTA3;NCOA1;NFE2L1;NFIL3;NPAS2;NR2E1;PIR;PPARD;RELA;RFX4;SMARCA1;SND1;SOX9;SREBF2;STAT1;STAT2;STAT3;TBPL1;TFE3;THRA;XBP1;ZSCAN18,59,exp03-coregnet
e7fbabd60cfe,SPARC,ATF3;BCL6;BHLHE22;BHLHE41;CEBPB;CEBPD;FEZF2;FOS;HIF1A;HIF3A;HMGB2;ID2;ID4;JUN;JUNB;NFIL3;NR2E1;RFX4;SOX2;SOX9;XBP1,21,exp03-coregnet
3d147a9348ec,SQSTM1,APEX1;ARID5A;ARNT2;ATF2;ATF3;ATF4;BCL6;BHLHE22;BHLHE40;BHLHE41;CEBPB;CEBPG;CIC;CREBL2;CTBP1;DBP;DDIT3;DEAF1;DRAP1;E4F1;EGR3;EMX2;ENO1;ERF;ETS2;EWSR1;FOS;FOXG1;FOXJ3;GTF2F1;GTF3A;HDAC3;HES4;HIF1A;HLF;HMGA1;HMGB2;HSF4;ID2;ID4;JAZF1;JUN;JUNB;JUND;KLF13;KLF15;KLF16;KLF9;LHX2;MAFG;MAZ;MEF2C;MEF2D;MESP1;MLX;MTA3;NCOA1;NCOR2;NFE2L1;NFIL3;NPAS2;NR1D1;NR1D2;NR2E1;NR2F2;PBX1;PIR;PPARD;RBFOX2;RELA;RFX4;RFX5;SMARCA1;SND1;SOX2;SOX9;SREBF1;SREBF2;STAT1;STAT2;STAT3;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZBTB18;ZBTB7A;ZGPAT;ZNF32;ZSCAN18,92,exp03-coregnet
cbb393231377,STMN1,APEX1;ATF2;ATF3;BHLHE22;CREBL2;DBP;DDIT3;EGR1;EGR3;ELK1;FEZF2;FOS;FOXG1;GTF3A;HLF;HMGA1;ID2;JAZF1;JUN;MAFG;MAZ;MEF2C;MEF2D;MEIS3;MESP1;MLX;MLXIPL;MTA3;MYRF;NEUROD2;NPAS2;NR1D1;NR4A1;RBFOX2;SCRT1;SREBF2;TBPL1;TEF;THRA;UBP1;ZBTB18;ZBTB7A;ZNF32;ZSCAN18,44,exp03-coregnet
4e1684326f38,SUMO1,APEX1;ARNT2;ATF2;ATF4;BHLHE22;BHLHE41;CEBPG;CIC;CREBL2;CTBP1;DBP;DDIT3;DEAF1;DRAP1;E4F1;EGR3;ELK1;EMX2;ENO1;EWSR1;FEZF2;FOXG1;FOXJ3;GTF2F1;GTF3A;HDAC3;HIF1A;HLF;HMGA1;HMGB2;HSF4;ID2;ID4;JAZF1;JUND;KLF13;KLF16;KLF9;LHX2;MAFG;MAZ;MEF2C;MEF2D;MEIS3;MESP1;MLX;MLXIPL;MTA3;NCOA1;NEUROD2;NFE2L1;NPAS2;NR1D2;NR2E1;NR2F2;PBX1;PIR;PPARD;RBFOX2;RFX5;SMARCA1;SND1;SOX2;SOX9;SREBF2;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZBTB18;ZBTB7A;ZNF32;ZSCAN18,75,exp03-coregnet
0ecc6243b467,TAGLN,ATF3;BCL6;CEBPD;ERF;ETS2;FOS;HIF3A;HSF4;ID1;JUNB;KLF9;MYRF;NFIL3;NKX6-2;NR4A1;STAT2;ZNF692,17,exp03-coregnet
be767b283510,TIMP1,ARID5A;ATF3;ATF4;BCL6;BHLHE40;BHLHE41;CEBPB;CEBPD;CEBPG;DBP;DDIT3;EGR1;EGR3;ENO1;ERF;ETS2;FOS;HES5;HIF1A;HMGA1;HMGB2;ID1;ID2;JUN;JUNB;JUND;KLF9;LMO2;MESP1;MYRF;NFIL3;NR1D1;NR4A1;PIR;RELA;RFX4;SMARCA1;STAT1;STAT2;STAT3;TFE3;XBP1,42,exp03-coregnet
fac0aea719eb,TKT,APEX1;ARID5A;ARNT2;ATF2;ATF3;ATF4;BHLHE22;BHLHE40;BHLHE41;CEBPB;CEBPG;CIC;CREBL2;CTBP1;DBP;DDIT3;DEAF1;DRAP1;E4F1;EGR3;ELK1;EMX2;ENO1;ERF;ETS2;EWSR1;FEZF2;FOS;FOXG1;FOXJ3;GTF2F1;GTF3A;HDAC3;HIF1A;HLF;HMGA1;HMGB2;ID2;ID4;JAZF1;JUN;JUND;KLF13;KLF15;KLF16;KLF9;LHX2;MAFG;MAZ;MEF2C;MEF2D;MEIS3;MESP1;MLX;MTA3;NCOA1;NCOR2;NEUROD2;NFE2L1;NFIL3;NPAS2;NR1D1;NR2E1;NR2F2;PBX1;PIR;PPARD;RBFOX2;RELA;RFX5;SMARCA1;SND1;SOX2;SOX9;SREBF2;STAT1;STAT2;STAT3;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZBTB18;ZBTB7A;ZNF32;ZSCAN18,88,exp03-coregnet
35a3f6dc5870,TXN,APEX1;ARNT2;ATF2;ATF4;BHLHE22;BHLHE41;CEBPG;CIC;CREBL2;CTBP1;DBP;DDIT3;DEAF1;DRAP1;E4F1;EGR3;ELK1;EMX2;ENO1;EWSR1;FEZF2;FOXG1;FOXJ3;GTF2F1;GTF3A;HDAC3;HES4;HIF1A;HLF;HMGA1;HMGB2;HSF4;ID2;ID4;JAZF1;JUND;KLF13;KLF16;KLF9;LHX2;MAFG;MAZ;MEF2C;MEF2D;MEIS3;MESP1;MLX;MLXIPL;MTA3;NCOA1;NEUROD2;NFE2L1;NPAS2;NR1D2;NR2E1;PBX1;PIR;PPARD;RBFOX2;RFX5;SMARCA1;SND1;SOX2;SOX9;SREBF2;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZBTB18;ZBTB7A;ZNF189;ZNF32;ZSCAN18,76,exp03-coregnet
050921448bb6,VEGFA,ATF3;BCL6;BHLHE22;CEBPD;EGR1;EGR3;FOS;HIF3A;JUN;NFIL3;NR4A1;XBP1,12,exp03-coregnet
bd556c6642a1,VIM,APEX1;ATF3;ATF4;BCL6;BHLHE22;BHLHE40;BHLHE41;CEBPB;CEBPD;CEBPG;CIC;CREBL2;DBP;DDIT3;EGR1;EGR3;ELK1;EMX2;ENO1;ERF;ETS2;FEZF2;FOS;FOXG1;HIF1A;HIF3A;HLF;HMGA1;HMGB2;HSF4;ID2;ID4;JAZF1;JUN;JUNB;JUND;KLF16;KLF9;LHX2;MAFG;MEF2C;MEF2D;MEIS3;MESP1;MLX;NCOA1;NEUROD2;NFIL3;NPAS2;NR1D1;NR2E1;NR4A1;PIR;RELA;RFX4;RFX5;SMARCA1;SND1;SOX2;SOX9;SREBF1;SREBF2;STAT1;STAT2;STAT3;TEF;TFE3;THRA;XBP1;ZBTB18;ZSCAN18,71,exp03-coregnet
