cluster_uid,target,sources,n_sources,n_percent,silhouette_score,method,goa_lin_similarity,goa_resnik_similarity,goa_jc_similarity,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,grn_collectri_precision,grn_collectri_recall,grn_collectri_f1,grn_collectri_jaccard
359c84f731f3,ACTA2,EZR;SMPX;CYCS;GOT1;PRDX5,5,35.7143,0.5175,exp02_heart_atrial_appendage-coregtor-n_five,0.21492,0.66793,0.21825,0.48333,0.58333,0.48333,4.39092,11.73817,6.23761,0.0,0.0,0.0,0.0
58aa9137eec4,ACTB,SF1;CLK1;BHLHE40;TAGLN2;ATF4;ID2,6,60.0,0.6415,exp02_heart_atrial_appendage-coregtor-n_five,0.30597,0.94663,0.29216,0.48889,0.44444,0.5,4.66068,4.20327,4.74205,0.0,0.0,0.0,0.0
aece0a3c7de1,APOE,CLK1;SNRNP70;ID1;ID2;JUN,5,25.0,0.2481,exp02_heart_atrial_appendage-coregtor-n_five,0.31287,1.01438,0.30162,0.55,0.63333,0.5,39.00934,18.48407,9.72561,0.2,0.041666666666666664,0.06896551724137931,0.03571428571428571
83896e735d4e,APP,PRNP;YWHAE,2,100.0,0.0,exp02_heart_atrial_appendage-coregtor-n_five,0.45396,2.01699,0.30403,0.5,0.5,1.0,8.06155,13.64318,45.74761,0.0,0.0,0.0,0.0
30002d4f6bcb,CLU,TAGLN2;ID2;SF1;NPDC1;EGR1,5,31.25,0.3251,exp02_heart_atrial_appendage-coregtor-n_five,0.27687,0.68529,0.29916,0.48333,0.46667,0.46667,3.33853,3.24891,5.04634,0.0,0.0,0.0,0.0
ee74fc7a9c8b,CLU,NUCB1;CLK1,2,12.5,0.2304,exp02_heart_atrial_appendage-coregtor-n_five,0.25978,0.56629,0.26701,0.5,0.33333,0.5,0.63254,0.0,1.0679,0.0,0.0,0.0,0.0
ff6020408e82,CRYAB,TPI1;SMPX;SUCLG1;DRAP1;UGP2;YWHAE,6,66.6667,0.3114,exp02_heart_atrial_appendage-coregtor-n_five,0.27224,0.8087,0.26189,0.42778,0.58889,0.44444,6.76887,18.47667,10.65638,0.0,0.0,0.0,0.0
417e993cb39b,DUSP1,FOS;JUNB,2,100.0,0.0,exp02_heart_atrial_appendage-coregtor-n_five,0.62357,2.50077,0.51366,1.0,1.0,1.0,46.82797,133.39083,30.84886,0.0,0.0,0.0,0.0
deb4c38d8b43,FN1,TPI1;DRAP1,2,20.0,0.7609,exp02_heart_atrial_appendage-coregtor-n_five,0.31834,1.01117,0.27372,0.5,0.5,0.5,2.57427,0.1163,6.11072,0.0,0.0,0.0,0.0
213d560d662d,FN1,ENO1;P4HB;ID2;TAGLN2;PKM,5,50.0,0.257,exp02_heart_atrial_appendage-coregtor-n_five,0.35277,1.19589,0.30824,0.6,0.68333,0.65,44.52304,40.77866,58.36951,0.0,0.0,0.0,0.0
c0a6d0207bbd,FN1,CEBPD;CSNK2B,2,20.0,0.161,exp02_heart_atrial_appendage-coregtor-n_five,0.3706,1.04528,0.35668,0.5,0.5,0.5,4.30452,0.90377,7.75592,0.0,0.0,0.0,0.0
95f1740683ef,HBB,RPL35;ATF4;CEBPD;NPDC1;BHLHE40,5,29.4118,0.2527,exp02_heart_atrial_appendage-coregtor-n_five,0.36739,1.0121,0.36349,0.53333,0.51667,0.55,7.17554,13.55575,2.42984,0.2,0.01694915254237288,0.03125,0.015873015873015872
8e00171f5775,HLA-E,CLK1;JUNB;SF1;ID2;JUN,5,55.5556,0.3945,exp02_heart_atrial_appendage-coregtor-n_five,0.38328,1.1365,0.35024,0.6,0.56667,0.55,15.90072,22.56294,10.11307,0.0,0.0,0.0,0.0
fb956d9357e4,HSP90AA1,EPAS1;SMPX,2,11.1111,0.8492,exp02_heart_atrial_appendage-coregtor-n_five,0.18716,0.48785,0.2351,0.33333,0.5,0.25,0.0,0.11007,0.0,0.0,0.0,0.0,0.0
17754105b30a,HSP90AA1,YWHAE;CYCS;PRNP;SOD1;ID1;CLK1,6,33.3333,0.3812,exp02_heart_atrial_appendage-coregtor-n_five,0.28018,0.98705,0.24296,0.53333,0.65556,0.63333,6.70061,26.36014,13.25301,0.0,0.0,0.0,0.0
e7cae7ed5587,HSPA1A,ID1;SOD1;HSPA5;CLK1;ATF4,5,71.4286,0.6193,exp02_heart_atrial_appendage-coregtor-n_five,0.3168,1.13134,0.26568,0.55,0.58333,0.55,3.05834,23.20113,6.22767,0.0,0.0,0.0,0.0
9cecaf3517d6,ID3,ID1;NPDC1,2,25.0,0.6822,exp02_heart_atrial_appendage-coregtor-n_five,0.28564,0.27813,0.38741,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.5,0.047619047619047616,0.08695652173913042,0.045454545454545456
16573708104d,ID3,ID2;JUN;FOS;SNRNP70;TAGLN2,5,62.5,0.2421,exp02_heart_atrial_appendage-coregtor-n_five,0.32908,1.24089,0.27409,0.6,0.58333,0.55,46.22809,11.01333,14.95351,0.2,0.047619047619047616,0.07692307692307693,0.04
7da398fc1057,MAT2A,HNRNPA1;CD59;SF1;EGR1;JUNB,5,38.4615,0.4365,exp02_heart_atrial_appendage-coregtor-n_five,0.37462,1.16819,0.32244,0.58333,0.6,0.6,16.21948,25.86714,17.05722,0.0,0.0,0.0,0.0
bfa0371e55b1,MCL1,EGR1;JUNB;FOS,3,100.0,0.0,exp02_heart_atrial_appendage-coregtor-n_five,0.60664,2.40526,0.48488,0.83333,1.0,0.83333,24.60873,149.4807,19.41337,0.0,0.0,0.0,0.0
186021eb088f,PDK4,HNRNPA1;CSNK2B,2,18.1818,0.2673,exp02_heart_atrial_appendage-coregtor-n_five,0.36444,1.07379,0.35144,0.5,0.5,0.5,28.36984,11.90445,38.02905,0.0,0.0,0.0,0.0
48a5ef16d34e,PDK4,CD59;HADHB;UGP2;EPAS1;SF1;NFE2L1,6,54.5455,0.2524,exp02_heart_atrial_appendage-coregtor-n_five,0.3014,0.87196,0.28288,0.5,0.45556,0.5,5.72041,2.09943,8.02737,0.0,0.0,0.0,0.0
aaca6d71f0c8,RHOA,P4HB;RPL6;RPS10;YWHAE,4,80.0,0.4545,exp02_heart_atrial_appendage-coregtor-n_five,0.41278,1.22407,0.38823,0.66667,0.58333,0.66667,85.13051,10.48552,85.47103,0.0,0.0,0.0,0.0
07c0324ead53,SPARC,NUCB1;SNRNP70,2,10.0,0.3025,exp02_heart_atrial_appendage-coregtor-n_five,0.24313,0.63489,0.23372,0.5,0.5,0.5,1.94695,3.10278,2.9805,0.0,0.0,0.0,0.0
c1a45e7a1d83,SPARC,TAGLN2;NPDC1;CLK1;CEBPD;EGR1,5,25.0,0.259,exp02_heart_atrial_appendage-coregtor-n_five,0.24846,0.50727,0.30389,0.46667,0.46667,0.48333,1.22716,5.55806,1.94178,0.0,0.0,0.0,0.0
ed1eaba84cd2,SPARC,PKM;SF1;ZNF358,3,15.0,0.1213,exp02_heart_atrial_appendage-coregtor-n_five,0.41838,1.05328,0.36224,0.44444,0.5,0.5,10.82908,2.46349,20.40038,0.0,0.0,0.0,0.0
d443eb69338a,TAGLN,DRAP1;CD59;TAGLN2;SMPX;HSPA5,5,50.0,0.4296,exp02_heart_atrial_appendage-coregtor-n_five,0.22502,0.6427,0.23812,0.46667,0.41667,0.48333,5.00677,4.32097,8.06519,0.0,0.0,0.0,0.0
0d14664d8480,TIMP1,CSNK2B;TAGLN2,2,12.5,0.6147,exp02_heart_atrial_appendage-coregtor-n_five,0.29792,0.74259,0.31284,0.5,0.5,0.5,15.16917,4.2984,17.2316,0.0,0.0,0.0,0.0
ae2547cff0fd,TIMP1,TPI1;ATF4;P4HB;ID2;DRAP1,5,31.25,0.1933,exp02_heart_atrial_appendage-coregtor-n_five,0.31702,1.19111,0.2672,0.48333,0.55,0.5,6.90367,6.25371,9.28964,0.0,0.0,0.0,0.0
3ead7b8266fe,VEGFA,BHLHE40;ENO1;TPI1;CEBPD;ATF4,5,62.5,0.4778,exp02_heart_atrial_appendage-coregtor-n_five,0.45202,1.57625,0.39157,0.65,0.6,0.65,19.58069,42.62669,16.5973,0.4,0.014084507042253521,0.0272108843537415,0.013793103448275862
e972a9991048,VIM,TAGLN2;HNRNPA1;RPL6,3,100.0,0.0,exp02_heart_atrial_appendage-coregtor-n_five,0.35816,0.91064,0.34884,0.5,0.66667,0.5,91.9541,37.23738,103.16648,0.0,0.0,0.0,0.0
