cluster_uid,target,sources,n_sources,n_percent,silhouette_score,method
f83a461f2513,ACTA2,TEAD3;ID2;ATF4;ETS2;YBX1;CBX7;ID1;ELF3;PRNP;PRDX5;SOD1;BHLHE40;TAGLN2,13,100.0,0.0,exp02_bladder-coregtor-default
62faaa1a6519,ACTB,TEAD3;ELF3;PRDX5;ID1;YBX1;PRNP;CBX7;ID2,8,100.0,0.0,exp02_bladder-coregtor-default
b4e62dc53e86,APP,YWHAE;YWHAZ;PRDX5;EZR;EPAS1;RPL35;NFE2L2;STAT6;PKM;BCL6;HNRNPA1;FOSL2;JUN;NUCB1;ID2,15,100.0,0.0,exp02_bladder-coregtor-default
9004c1682917,CDKN1A,ETS2;JUNB;ID2;HSPA5;FOSL2;CEBPD;TAGLN2;YWHAE;BHLHE40;ELF3;CBX7;NUCB1;BCL6;CEBPB;EZR;HNRNPA1,16,80.0,0.237,exp02_bladder-coregtor-default
79eb1a81c25a,CLU,YBX1;ID1;ELF3;TRIM28;SOD1;BCL6;NFE2L1;RPL6;RPS10;NUCB1;PHF1;ENO1;TEAD3;RPL35;UBB;ID2;ATF4;PRDX5;CBX7;UBXN1,20,100.0,0.0,exp02_bladder-coregtor-default
0621a3b714fa,DUSP1,FOS;ID2;FOSL2;CEBPB;ID1;JUN;YBX1;JUNB;CBX7;EZR;PRDX5;TEAD3;TRIM28;HNRNPA1;NR4A1;JUND;EGR1;EPAS1;SOD1,19,95.0,0.457,exp02_bladder-coregtor-default
d9436079063d,FN1,TEAD3;CBX7;PRNP;YBX1;ID2;SOD1;ENO1;NFE2L1;JUNB;ETS2;BHLHE40;NR4A1,12,92.3077,0.5741,exp02_bladder-coregtor-default
16284fc39d4f,GADD45B,BCL6;TRIM28;EPAS1;HSPA5;CEBPD;ETS2;NUCB1;CEBPB;FOSL2;CSNK2B;JUN;LDB1;ENO1;RPS4X;EWSR1,15,78.9474,0.4607,exp02_bladder-coregtor-default
8c7c441a5f8b,GSTP1,EZR;PKM;PRDX5;CBX7;ID1;ELF3;ATF4;JUNB,8,100.0,0.0,exp02_bladder-coregtor-default
6d74870c5260,HLA-DRB1,PKM;CBX7;TAGLN2;TEAD3;HSPA5;SOD1;RPL6;YBX1;PRNP;STAT6;NR4A1;BHLHE40;HNRNPA1;BCL6;YWHAE;TRIM28;CEBPB,17,94.4444,0.3587,exp02_bladder-coregtor-default
8d2691fb0d12,HLA-E,BHLHE40;PKM;HNRNPA1;STAT6;RPL6;CEBPB;NR4A1;TAGLN2;EWSR1;CSNK2B;ID2;CEBPD;SF1;CBX7;HSPA5;TRIM28;PRDX5;RPL35;YWHAE;UBB;PRNP;YBX1;ATF4;RPS10;ELF3;CLK1;EGR1;TEAD3;SOD1;LDB1,30,100.0,0.0,exp02_bladder-coregtor-default
de85fb0fbd3d,HSP90AA1,CSNK2B;HSPA5;STAT6;PKM;YWHAE;PRNP;RPL6;RPS10;BCL6;UBXN1;ATF4;TEAD3;PHF1;SNRNP70;NFE2L2;CBX7;JUN;ENO1;TPI1;CLK1;RPL35;TRIM28;FOSL2;EZR;SOD1;CEBPD;TAGLN2;PRDX5,28,90.3226,0.2835,exp02_bladder-coregtor-default
297134671a4a,HSP90AA1,RPS4X;YWHAZ,2,6.4516,0.0801,exp02_bladder-coregtor-default
08257068a1b8,ID3,ID1;ID2;ELF3;PRDX5;YBX1;FOSL2;BHLHE40;TEAD3,8,100.0,0.0,exp02_bladder-coregtor-default
7ba3f6e5462d,MAT2A,EZR;ETS2;NUCB1;EWSR1;CEBPB;NR4A1;ID2;PHF1;BCL6;CSNK2B;ID1;UBXN1;FOSL2;YWHAE;FOS;CEBPD;SOD1;SF1;YWHAZ;HSPA5,20,90.9091,0.3161,exp02_bladder-coregtor-default
cc561206b6af,NFKBIA,HNRNPA1;CEBPB;LDB1;FOSL2;EZR;ID2;JUN;JUND;EPAS1;ELF3;EWSR1;PRDX5;ETS2;CSNK2B;NR4A1;FOS;ID1;PKM;YWHAE;YBX1;JUNB;TRIM28;EGR1;RPS4X;TEAD3;RPL6;CBX7,27,96.4286,0.4894,exp02_bladder-coregtor-default
2720b57ecdb2,PDK4,ID2;FOS;NFE2L2;JUNB;CEBPD;HSPA5;EGR1;EPAS1;BCL6;STAT6;FOSL2;PRNP;NFE2L1;CEBPB;YWHAE;ID1;TAGLN2;BHLHE40;ETS2;UBXN1;SF1;PRDX5;ELF3;CLK1;RPL6;PKM;NR4A1;TPI1;NUCB1,29,93.5484,0.3768,exp02_bladder-coregtor-default
ce82b532ae0d,PDLIM7,TEAD3;PRDX5;CBX7;YWHAE;ELF3;ID2;ETS2;ATF4;PKM;NFE2L2;HNRNPA1;ID1;EZR;FOS;STAT6;TAGLN2;PHF1,17,100.0,0.0,exp02_bladder-coregtor-default
2ab247945542,RHOA,YBX1;PRNP;ENO1;NFE2L1;ELF3;TPI1;EPAS1;NUCB1;BCL6;SNRNP70;ID2;YWHAE;NFE2L2;JUNB;FOS;YWHAZ;HSPA5;SOD1;EGR1;CEBPD;ID1;PHF1;ATF4;RPL35;TAGLN2;JUND;RPL6;LDB1;TRIM28;EWSR1;BHLHE40,31,91.1765,0.38,exp02_bladder-coregtor-default
a5c722759b4a,RHOA,JUN;PRDX5,2,5.8824,0.2576,exp02_bladder-coregtor-default
e9666a8558ba,SPARC,TRIM28;TAGLN2;BCL6;NFE2L1;NUCB1;CBX7;TEAD3;STAT6;RPL6;SF1;EWSR1;UBXN1,12,60.0,0.3086,exp02_bladder-coregtor-default
30382d7407c4,SPARC,CEBPD;EZR;HNRNPA1;RPS4X,4,20.0,0.1107,exp02_bladder-coregtor-default
7df5a7018bf1,TAGLN,TEAD3;PRDX5;CBX7;YBX1;ID2;SNRNP70;ATF4;ELF3;UBXN1;ETS2;SOD1;EPAS1;ID1;HNRNPA1;LDB1;BHLHE40,16,100.0,0.0,exp02_bladder-coregtor-default
80751a617000,TIMP1,ENO1;NUCB1;BCL6;JUND;TPI1;RPL6;YBX1;HSPA5;TEAD3;ELF3;TAGLN2;LDB1;JUN;ETS2;PHF1;SNRNP70;CSNK2B;YWHAZ;CEBPB,19,100.0,0.0,exp02_bladder-coregtor-default
0b5229c75d51,TIMP3,EPAS1;PRDX5;JUND;UBB;STAT6;CEBPB;TRIM28;JUN;LDB1;ENO1;SOD1;TPI1;CLK1;PHF1;CEBPD;TAGLN2;NR4A1;RPL6;NFE2L2;PKM,20,90.9091,0.398,exp02_bladder-coregtor-default
242d92215b56,TKT,SOD1;CBX7;TRIM28;NFE2L1;UBXN1;TAGLN2,6,85.7143,0.5891,exp02_bladder-coregtor-default
13e1a8e9a417,TXN,RPL6;NR4A1,2,14.2857,0.3835,exp02_bladder-coregtor-default
17cec3bfdb5b,TXN,YBX1;BCL6;ENO1;NUCB1;CLK1;SOD1;TEAD3;HSPA5;TPI1;JUN;YWHAE;EGR1,12,85.7143,0.295,exp02_bladder-coregtor-default
0eae988f1f5d,VIM,CLK1;CEBPD;TPI1;PKM;UBB;RPL35;ENO1;TRIM28;SF1;CSNK2B;EZR;JUND;CEBPB;PRDX5;ELF3;JUN;YWHAZ;TAGLN2,18,94.7368,0.456,exp02_bladder-coregtor-default
