Unnamed: 0,cluster_uid,target,sources,n_sources,silhouette_score,note,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_jaccard,exp_name,dataset,tool,result_name,Unnamed: 0.2,Unnamed: 0.1,grn_collectri_f1,method
24,92d0ce7fe06c,PCNA,APEX1;ARNT2;ATF2;ATF4;BHLHE22;BHLHE40;BHLHE41;CEBPG;CIC;CREBL2;CREBZF;CTBP1;DBP;DDIT3;DEAF1;DRAP1;E4F1;EGR3;ELK1;EMX2;ENO1;ERF;EWSR1;FOXG1;FOXJ3;GTF2F1;GTF3A;HDAC3;HES4;HIF1A;HLF;HMGA1;HMGB2;HSF4;ID2;ID4;JAZF1;JUND;KLF13;KLF15;KLF16;KLF9;LHX2;MAFG;MAZ;MEF2C;MEF2D;MEIS3;MESP1;MLX;MTA3;NCOA1;NCOR2;NEUROD2;NFE2L1;NPAS2;NR1D2;NR2E1;NR2F2;PBX1;PIR;PPARD;RBFOX2;RELA;RFX4;RFX5;SMARCA1;SND1;SOX2;SOX9;SREBF1;SREBF2;STAT1;STAT2;STAT3;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZBTB18;ZBTB7A;ZGPAT;ZNF189;ZNF32;ZNF692;ZSCAN18,88,,,0.47063,0.47799,0.47888,5.63163,6.76779,4.25953,0.53163,1.63358,0.46642,0.04545,0.08511,0.03053,exp03,amygdala,coregnet,r1,,,,exp03-coregnet
25,ad84ae13da00,PDK4,ATF3;BCL6;BHLHE22;BHLHE41;CEBPD;DDIT3;EMX2;ENO1;FEZF2;FOS;HIF1A;HIF3A;HMGB2;HSF4;ID4;JUN;MYRF;NFIL3;PIR;RFX4;SOX9;STAT3;TFE3;XBP1,24,,,0.44988,0.57488,0.47554,7.37964,18.60473,4.73227,0.50561,1.70491,0.42435,0.0,0.0,0.0,exp03,amygdala,coregnet,r1,,,,exp03-coregnet
26,a1a53f36e305,PER1,ARID5A;ATF3;BCL6;BHLHE22;BHLHE40;BHLHE41;CEBPB;CEBPD;DDIT3;EGR1;EGR3;ERF;ETS2;FOS;HES4;HIF1A;HIF3A;HMGB2;HSF4;ID1;ID2;ID4;JUN;JUNB;JUND;KLF9;LHX2;MEF2D;MLXIPL;MYRF;NFIL3;NKX6-2;NR1D1;NR4A1;RFX4;SOX2;SOX9;SREBF1;SREBF2;STAT2;STAT3;XBP1,42,,,0.46525,0.58614,0.47724,7.37387,22.67496,4.99229,0.55695,1.89888,0.46754,0.16667,0.26923,0.11475,exp03,amygdala,coregnet,r1,,,,exp03-coregnet
27,593dd5e86edd,PRKACA,APEX1;ARNT2;ATF2;ATF4;BHLHE22;BHLHE40;BHLHE41;CEBPG;CIC;CREBL2;CREBZF;CTBP1;DBP;DDIT3;DEAF1;DRAP1;E4F1;EGR3;ELK1;EMX2;ENO1;ERF;EWSR1;FOXG1;FOXJ3;GTF2F1;GTF3A;HDAC3;HIF1A;HLF;HMGA1;HMGB2;HSF4;JAZF1;JUND;KLF13;KLF16;KLF9;LHX2;MAFG;MAZ;MEF2C;MEF2D;MEIS3;MESP1;MLX;MLXIPL;MTA3;NCOA1;NCOR2;NEUROD2;NFE2L1;NPAS2;NR1D2;NR2F2;PBX1;PIR;PPARD;RBFOX2;RFX5;SMARCA1;SND1;SOX2;SREBF2;STAT1;STAT3;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZBTB18;ZBTB7A;ZGPAT;ZNF189;ZNF32;ZSCAN18,78,,,0.47336,0.47883,0.48524,6.2005,6.21853,4.45707,0.53281,1.62937,0.46891,0.05128,0.08511,0.03306,exp03,amygdala,coregnet,r1,,,,exp03-coregnet
28,4de38c0d9392,SOCS3,CEBPD;FOS,2,,,0.5,1.0,0.5,36.69932,68.85715,14.95378,0.57771,2.19586,0.4892,0.5,0.02703,0.02632,exp03,amygdala,coregnet,r1,,,,exp03-coregnet
29,0028663570bf,SOD2,APEX1;ARID5A;ARNT2;ATF2;ATF3;ATF4;BCL6;BHLHE40;BHLHE41;CEBPB;CEBPG;CIC;CREBL2;DDIT3;E4F1;EGR3;ENO1;ERF;ETS2;EWSR1;GTF3A;HES5;HIF1A;HMGA1;HMGB2;ID2;JUN;JUNB;JUND;KLF13;KLF9;LHX2;MAFG;MAZ;MEF2C;MESP1;MLX;MTA3;NCOA1;NFE2L1;NFIL3;NPAS2;NR2E1;PIR;PPARD;RELA;RFX4;SMARCA1;SND1;SOX9;SREBF2;STAT1;STAT2;STAT3;TBPL1;TFE3;THRA;XBP1;ZSCAN18,59,,,0.50896,0.53244,0.51188,7.73588,13.03735,5.86254,0.51489,1.70422,0.43709,0.13559,0.2,0.08791,exp03,amygdala,coregnet,r1,,,,exp03-coregnet
30,e7fbabd60cfe,SPARC,ATF3;BCL6;BHLHE22;BHLHE41;CEBPB;CEBPD;FEZF2;FOS;HIF1A;HIF3A;HMGB2;ID2;ID4;JUN;JUNB;NFIL3;NR2E1;RFX4;SOX2;SOX9;XBP1,21,,,0.47937,0.64365,0.50754,10.20521,32.71449,7.81718,0.54645,1.90207,0.45003,0.04762,0.04348,0.02326,exp03,amygdala,coregnet,r1,,,,exp03-coregnet
31,3d147a9348ec,SQSTM1,APEX1;ARID5A;ARNT2;ATF2;ATF3;ATF4;BCL6;BHLHE22;BHLHE40;BHLHE41;CEBPB;CEBPG;CIC;CREBL2;CTBP1;DBP;DDIT3;DEAF1;DRAP1;E4F1;EGR3;EMX2;ENO1;ERF;ETS2;EWSR1;FOS;FOXG1;FOXJ3;GTF2F1;GTF3A;HDAC3;HES4;HIF1A;HLF;HMGA1;HMGB2;HSF4;ID2;ID4;JAZF1;JUN;JUNB;JUND;KLF13;KLF15;KLF16;KLF9;LHX2;MAFG;MAZ;MEF2C;MEF2D;MESP1;MLX;MTA3;NCOA1;NCOR2;NFE2L1;NFIL3;NPAS2;NR1D1;NR1D2;NR2E1;NR2F2;PBX1;PIR;PPARD;RBFOX2;RELA;RFX4;RFX5;SMARCA1;SND1;SOX2;SOX9;SREBF1;SREBF2;STAT1;STAT2;STAT3;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZBTB18;ZBTB7A;ZGPAT;ZNF32;ZSCAN18,92,,,0.48744,0.50848,0.49526,7.17274,10.35844,5.25505,0.53373,1.67617,0.46372,0.01087,0.05,0.00901,exp03,amygdala,coregnet,r1,,,,exp03-coregnet
32,cbb393231377,STMN1,APEX1;ATF2;ATF3;BHLHE22;CREBL2;DBP;DDIT3;EGR1;EGR3;ELK1;FEZF2;FOS;FOXG1;GTF3A;HLF;HMGA1;ID2;JAZF1;JUN;MAFG;MAZ;MEF2C;MEF2D;MEIS3;MESP1;MLX;MLXIPL;MTA3;MYRF;NEUROD2;NPAS2;NR1D1;NR4A1;RBFOX2;SCRT1;SREBF2;TBPL1;TEF;THRA;UBP1;ZBTB18;ZBTB7A;ZNF32;ZSCAN18,44,,,0.43508,0.47798,0.45155,4.71787,7.79099,2.88668,0.53736,1.64681,0.47606,0.04545,0.1,0.03226,exp03,amygdala,coregnet,r1,,,,exp03-coregnet
33,4e1684326f38,SUMO1,APEX1;ARNT2;ATF2;ATF4;BHLHE22;BHLHE41;CEBPG;CIC;CREBL2;CTBP1;DBP;DDIT3;DEAF1;DRAP1;E4F1;EGR3;ELK1;EMX2;ENO1;EWSR1;FEZF2;FOXG1;FOXJ3;GTF2F1;GTF3A;HDAC3;HIF1A;HLF;HMGA1;HMGB2;HSF4;ID2;ID4;JAZF1;JUND;KLF13;KLF16;KLF9;LHX2;MAFG;MAZ;MEF2C;MEF2D;MEIS3;MESP1;MLX;MLXIPL;MTA3;NCOA1;NEUROD2;NFE2L1;NPAS2;NR1D2;NR2E1;NR2F2;PBX1;PIR;PPARD;RBFOX2;RFX5;SMARCA1;SND1;SOX2;SOX9;SREBF2;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZBTB18;ZBTB7A;ZNF32;ZSCAN18,75,,,0.46417,0.48036,0.47637,5.56931,5.97836,4.01781,0.52639,1.63158,0.4605,0.0,0.0,0.0,exp03,amygdala,coregnet,r1,,,,exp03-coregnet
34,0ecc6243b467,TAGLN,ATF3;BCL6;CEBPD;ERF;ETS2;FOS;HIF3A;HSF4;ID1;JUNB;KLF9;MYRF;NFIL3;NKX6-2;NR4A1;STAT2;ZNF692,17,,,0.45637,0.57353,0.46042,6.67512,17.63427,3.41026,0.61594,1.82461,0.55921,0.0,0.0,0.0,exp03,amygdala,coregnet,r1,,,,exp03-coregnet
35,be767b283510,TIMP1,ARID5A;ATF3;ATF4;BCL6;BHLHE40;BHLHE41;CEBPB;CEBPD;CEBPG;DBP;DDIT3;EGR1;EGR3;ENO1;ERF;ETS2;FOS;HES5;HIF1A;HMGA1;HMGB2;ID1;ID2;JUN;JUNB;JUND;KLF9;LMO2;MESP1;MYRF;NFIL3;NR1D1;NR4A1;PIR;RELA;RFX4;SMARCA1;STAT1;STAT2;STAT3;TFE3;XBP1,42,,,0.51713,0.60008,0.5182,8.66293,24.61795,5.93624,0.53289,1.86856,0.44038,0.19048,0.21053,0.11111,exp03,amygdala,coregnet,r1,,,,exp03-coregnet
36,fac0aea719eb,TKT,APEX1;ARID5A;ARNT2;ATF2;ATF3;ATF4;BHLHE22;BHLHE40;BHLHE41;CEBPB;CEBPG;CIC;CREBL2;CTBP1;DBP;DDIT3;DEAF1;DRAP1;E4F1;EGR3;ELK1;EMX2;ENO1;ERF;ETS2;EWSR1;FEZF2;FOS;FOXG1;FOXJ3;GTF2F1;GTF3A;HDAC3;HIF1A;HLF;HMGA1;HMGB2;ID2;ID4;JAZF1;JUN;JUND;KLF13;KLF15;KLF16;KLF9;LHX2;MAFG;MAZ;MEF2C;MEF2D;MEIS3;MESP1;MLX;MTA3;NCOA1;NCOR2;NEUROD2;NFE2L1;NFIL3;NPAS2;NR1D1;NR2E1;NR2F2;PBX1;PIR;PPARD;RBFOX2;RELA;RFX5;SMARCA1;SND1;SOX2;SOX9;SREBF2;STAT1;STAT2;STAT3;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZBTB18;ZBTB7A;ZNF32;ZSCAN18,88,,,0.48356,0.50712,0.49371,7.11688,9.88935,5.31294,0.52717,1.67389,0.45572,0.03409,0.10714,0.02655,exp03,amygdala,coregnet,r1,,,,exp03-coregnet
37,35a3f6dc5870,TXN,APEX1;ARNT2;ATF2;ATF4;BHLHE22;BHLHE41;CEBPG;CIC;CREBL2;CTBP1;DBP;DDIT3;DEAF1;DRAP1;E4F1;EGR3;ELK1;EMX2;ENO1;EWSR1;FEZF2;FOXG1;FOXJ3;GTF2F1;GTF3A;HDAC3;HES4;HIF1A;HLF;HMGA1;HMGB2;HSF4;ID2;ID4;JAZF1;JUND;KLF13;KLF16;KLF9;LHX2;MAFG;MAZ;MEF2C;MEF2D;MEIS3;MESP1;MLX;MLXIPL;MTA3;NCOA1;NEUROD2;NFE2L1;NPAS2;NR1D2;NR2E1;PBX1;PIR;PPARD;RBFOX2;RFX5;SMARCA1;SND1;SOX2;SOX9;SREBF2;TBPL1;TEF;TFE3;THRA;UBP1;XBP1;ZBTB18;ZBTB7A;ZNF189;ZNF32;ZSCAN18,76,,,0.46307,0.4738,0.47401,5.42621,5.63208,3.88698,0.52729,1.62315,0.46295,0.02632,0.1,0.02128,exp03,amygdala,coregnet,r1,,,,exp03-coregnet
38,050921448bb6,VEGFA,ATF3;BCL6;BHLHE22;CEBPD;EGR1;EGR3;FOS;HIF3A;JUN;NFIL3;NR4A1;XBP1,12,,,0.44697,0.75,0.48485,11.84028,46.21455,7.17439,0.58037,2.00994,0.48293,0.5,0.04225,0.04054,exp03,amygdala,coregnet,r1,,,,exp03-coregnet
39,bd556c6642a1,VIM,APEX1;ATF3;ATF4;BCL6;BHLHE22;BHLHE40;BHLHE41;CEBPB;CEBPD;CEBPG;CIC;CREBL2;DBP;DDIT3;EGR1;EGR3;ELK1;EMX2;ENO1;ERF;ETS2;FEZF2;FOS;FOXG1;HIF1A;HIF3A;HLF;HMGA1;HMGB2;HSF4;ID2;ID4;JAZF1;JUN;JUNB;JUND;KLF16;KLF9;LHX2;MAFG;MEF2C;MEF2D;MEIS3;MESP1;MLX;NCOA1;NEUROD2;NFIL3;NPAS2;NR1D1;NR2E1;NR4A1;PIR;RELA;RFX4;RFX5;SMARCA1;SND1;SOX2;SOX9;SREBF1;SREBF2;STAT1;STAT2;STAT3;TEF;TFE3;THRA;XBP1;ZBTB18;ZSCAN18,71,,,0.48021,0.53119,0.48823,6.95634,14.05021,4.89922,0.5505,1.76763,0.47604,0.09859,0.14,0.0614,exp03,amygdala,coregnet,r1,,,,exp03-coregnet
0,96bac7effe1c,ACTA2,AHR;BHLHE40;EHF;ELF3;ETS1;FOS;FOSB;FOXQ1;GATA2;GATA3;GATA5;HES1;HES4;HIF1A;HMGA1;ID1;ID2;IRF6;JUNB;KDM5D;KLF5;PLAGL1;TBX3,23,,,0.48353,0.55336,0.46904,7.60244,17.65754,6.37805,0.56424,1.84,0.48398,0.0,0.0,0.0,exp03,bladder,coregnet,r1,,,,exp03-coregnet
1,f25ac7579cb7,ACTB,AHR;ATF3;BHLHE40;BHLHE41;EHF;ELF3;ETS1;FOS;FOSB;FOXQ1;GATA2;GATA3;HES1;HES4;HMGA1;ID1;IRF6;JUNB;KDM5D;KLF5;NR4A1;PITX1;SNAI2;TBX3;ZEB1,25,,,0.48722,0.55778,0.48056,8.42607,21.04115,6.73834,0.5856,1.87864,0.51108,0.04,0.04762,0.02222,exp03,bladder,coregnet,r1,,,,exp03-coregnet
2,0e732d27825d,APOE,AHR;ATF3;BHLHE40;EGR1;EHF;ELF3;FOS;FOSB;FOXQ1;GATA3;HES1;HMGA1;ID1;IRF6;JUNB;KDM5D;KLF5,17,,,0.48284,0.57598,0.48039,7.1015,21.03236,5.96075,0.56816,1.82398,0.49812,0.0,0.0,0.0,exp03,bladder,coregnet,r1,,,,exp03-coregnet
3,b4e92c494f84,CDKN1A,AHR;BHLHE40;CEBPB;EGR1;EHF;ELF3;ETS1;ETS2;FOS;FOSL2;FOXQ1;GATA3;HES1;HES4;HIF3A;ID1;ID2;IRF6;KDM5D;KLF5;NR4A1;TEAD1,22,,,0.48196,0.57504,0.47403,7.49467,19.68314,6.06676,0.5795,1.85471,0.50575,0.59091,0.05118,0.04943,exp03,bladder,coregnet,r1,,,,exp03-coregnet
4,71d128fb1206,CDKN1C,AHR;ATF3;CEBPD;EHF;ELF3;FOSB;FOXQ1;GATA3;HES1;ID1;ID4;IRF6;KDM5D;KLF5;NR2F1;PLAGL1;TBX3,17,,,0.45221,0.52328,0.44608,4.84497,8.7918,3.61885,0.57879,1.75451,0.51628,0.11765,0.05128,0.03704,exp03,bladder,coregnet,r1,,,,exp03-coregnet
5,7e2d3e4380e6,CLU,AHR;ATF3;BHLHE40;BHLHE41;EGR1;EHF;ELF3;FOS;FOSB;FOXQ1;GATA2;GATA3;HES1;HES4;HIF1A;HMGA1;ID1;ID2;IRF6;JUNB;KLF5;NR4A1;PLAGL1;TBX3;TEAD2,25,,,0.50611,0.57722,0.49944,8.58863,21.64154,6.59881,0.5745,1.90798,0.49073,0.08,0.08,0.04167,exp03,bladder,coregnet,r1,,,,exp03-coregnet
6,2de74782f0e3,CRYAB,AHR;BHLHE40;BHLHE41;EHF;ELF3;FOS;FOSB;FOXQ1;GATA2;GATA3;HES1;HMGA1;ID1;IRF6;JUNB;KDM5D;KLF5;PLAGL1;TBX3,19,,,0.47758,0.54386,0.47661,7.76441,14.02245,6.55278,0.56001,1.79636,0.49186,0.15789,0.125,0.075,exp03,bladder,coregnet,r1,,,,exp03-coregnet
7,b1a0d13c4132,CSF1,ATF3;EGR1;EHF;ELF3;FOS;FOXQ1;GATA2;GATA3;ID1;IRF6;KLF5;MYC;STAT1;TBX3;XBP1,15,,,0.5127,0.67619,0.51587,12.62544,39.14401,11.13573,0.57087,1.98145,0.47329,0.4,0.16667,0.13333,exp03,bladder,coregnet,r1,,,,exp03-coregnet
8,febb146f15fa,DUSP1,ATF3;BHLHE40;EGR1;EHF;ELF3;FOS;FOXQ1;GATA3;HES1;HES4;ID1;IRF6;JUNB;KDM5D;KLF5;NR4A1,16,,,0.47917,0.5875,0.47083,7.17462,22.28194,5.10244,0.57705,1.81003,0.51058,0.0625,0.03448,0.02273,exp03,bladder,coregnet,r1,,,,exp03-coregnet
9,0084145ce88e,FN1,AHR;ATF3;BHLHE40;BHLHE41;EHF;ELF3;FOS;FOSB;FOXQ1;GATA2;GATA3;HES1;HES4;HMGA1;ID1;IRF6;JUNB;KLF5;NR4A1;TBX3;TEAD2,21,,,0.49683,0.55079,0.49365,8.98603,17.8587,6.82567,0.59222,1.92096,0.51546,0.09524,0.03077,0.02381,exp03,bladder,coregnet,r1,,,,exp03-coregnet
10,1cc9c7003736,GADD45B,AHR;BCL3;BCL6;CEBPD;EHF;ELF3;FOXQ1;GATA3;ID1;IRF6;KLF5;KLF9;MYC;NFIL3;TBX3,15,,,0.46667,0.58889,0.47619,7.55182,18.15078,6.72209,0.57923,1.83788,0.50233,0.06667,0.04348,0.02703,exp03,bladder,coregnet,r1,,,,exp03-coregnet
11,834d55783d29,HBB,ATF3;EHF;ELF3;FOXQ1;GATA3;ID1;IRF6;KDM5D;KLF5;NR4A1,10,,,0.44815,0.54444,0.45556,5.79858,11.39998,4.75851,0.60233,1.75124,0.55127,0.0,0.0,0.0,exp03,bladder,coregnet,r1,,,,exp03-coregnet
12,2e1a6b8515d3,HLA-DRB1,AHR;BHLHE40;CREB3L1;EHF;ELF3;ETS1;FOXQ1;GATA3;HES1;HIF3A;ID1;IRF6;JUNB;KDM5D;KLF5;NR2F1;NR4A1;PLAGL1,18,,,0.45861,0.51852,0.44989,4.61515,9.03005,3.55113,0.59487,1.81849,0.52706,0.05556,0.03333,0.02128,exp03,bladder,coregnet,r1,,,,exp03-coregnet
13,d67462d75455,HLA-E,AHR;ATF3;BHLHE40;CEBPB;CEBPD;CREB3L1;EGR1;EHF;ELF3;ETS1;ETS2;FOS;FOSB;FOXQ1;GATA3;HES1;HIF1A;ID1;ID2;IRF6;JUNB;KLF4;KLF5;MAFF;NR4A1;SNAI2;STAT1;TBX3;XBP1,29,,,0.51396,0.64573,0.50944,9.60134,34.59486,6.75625,0.5855,2.02677,0.48949,0.10345,0.05769,0.03846,exp03,bladder,coregnet,r1,,,,exp03-coregnet
14,b1d364b434bb,HSPA1A,AHR;BHLHE40;EHF;ELF3;FOS;FOSB;FOXQ1;GATA2;GATA3;HES1;HES4;HMGA1;ID1;IRF6;JUNB;KDM5D;KLF5;TBX3,18,,,0.47277,0.53922,0.4695,7.96352,14.77102,6.56338,0.56504,1.80955,0.49369,0.0,0.0,0.0,exp03,bladder,coregnet,r1,,,,exp03-coregnet
15,0d0b180b8c3c,ID3,BHLHE40;EHF;ELF3;FOXQ1;GATA2;GATA3;HES1;HSF4;ID1;ID2;IRF6;KDM5D;KLF5,13,,,0.45299,0.51709,0.44872,6.72554,11.51848,5.86217,0.56403,1.79312,0.48938,0.15385,0.09524,0.0625,exp03,bladder,coregnet,r1,,,,exp03-coregnet
16,574b5fa8f778,MT1A,AHR;EHF;ELF3;FOXQ1;GATA2;GATA3;HES1;ID1;IRF6;KDM5D;KLF5;TBX3,12,,,0.45455,0.54798,0.45202,7.51226,11.09441,7.10345,0.5671,1.83336,0.48682,0.0,0.0,0.0,exp03,bladder,coregnet,r1,,,,exp03-coregnet
17,ed766be69b0e,NDRG1,AHR;ATF3;BHLHE40;CEBPB;CEBPD;EHF;ELF3;ETS1;FOSB;FOSL2;FOXQ1;GATA3;HES1;ID1;ID4;IRF6;KDM5D;KLF5;KLF9;NR4A1,20,,,0.47719,0.56404,0.47368,7.39997,18.12242,5.40589,0.58423,1.81644,0.5207,0.05,0.05,0.02564,exp03,bladder,coregnet,r1,,,,exp03-coregnet
18,d74ac2ad72fa,PDK4,BHLHE40;EHF;ELF3;FOXQ1;GATA3;HES1;ID1;IRF6;KDM5D;KLF15;KLF5;KLF9;ZBTB16,13,,,0.44872,0.5,0.45085,5.40718,7.1616,5.45975,0.57636,1.79092,0.51277,0.0,0.0,0.0,exp03,bladder,coregnet,r1,,,,exp03-coregnet
19,5fd8d2d66518,PDLIM7,AHR;BHLHE40;EHF;ELF3;ETS1;FOS;FOSB;FOXQ1;GATA2;GATA3;HES1;HMGA1;HSF4;ID1;IRF6;JUNB;KDM5D;KLF5;TBX3,19,,,0.47953,0.54776,0.47271,8.667,16.76738,7.45793,0.5727,1.83613,0.50029,0.15789,0.07895,0.05556,exp03,bladder,coregnet,r1,,,,exp03-coregnet
20,114d43a20764,PER1,BCL6;CEBPD;EHF;ELF3;FOXQ1;GATA3;HES1;HIF3A;ID1;IRF6;KLF15;KLF5;KLF9;MYC;NFIL3;ZBTB16,16,,,0.46944,0.575,0.47083,7.3095,16.34808,7.30852,0.5999,1.9125,0.52164,0.125,0.07692,0.05,exp03,bladder,coregnet,r1,,,,exp03-coregnet
21,520731a856ee,SOCS3,AHR;ATF3;BCL3;BHLHE40;EGR1;EHF;ELF3;ETS1;FOS;FOXQ1;GATA3;HES1;HIF3A;HMGA1;ID1;IRF6;JUNB;KDM5D;KLF5;MYC;NFIL3;NR4A1,22,,,0.49351,0.59812,0.48629,9.05456,23.64554,7.29318,0.5684,1.85277,0.48595,0.04545,0.02703,0.01724,exp03,bladder,coregnet,r1,,,,exp03-coregnet
22,6de8bf718bef,SOD2,BCL3;BCL6;EHF;ELF3;FOXQ1;GATA2;GATA3;HES1;ID1;IRF6;KLF5;TBX3,12,,,0.47222,0.56566,0.47475,9.11187,18.56772,8.00544,0.56455,1.87119,0.46887,0.0,0.0,0.0,exp03,bladder,coregnet,r1,,,,exp03-coregnet
23,2423a2aca19e,SPARC,AHR;ATF3;BCL3;BHLHE40;BHLHE41;CREB3L1;DDIT3;EHF;ELF3;ETS1;FOXQ1;GATA3;HES1;ID1;IRF6;KLF15;KLF5;NR2F1;NR4A1;ZBTB16,20,,,0.48772,0.52544,0.48333,6.25924,12.87004,5.29413,0.58774,1.9354,0.50255,0.0,0.0,0.0,exp03,bladder,coregnet,r1,,,,exp03-coregnet
24,a4d073006df4,TAGLN,AHR;ATF3;BHLHE40;EGR1;EHF;ELF3;ETS1;FOS;FOSB;FOXQ1;GATA2;GATA3;GATA5;HES1;HES4;HIF1A;HMGA1;ID1;ID2;IRF6;JUNB;KDM5D;KLF5;NR4A1;PLAGL1;TBX3,26,,,0.49077,0.58,0.47795,8.52328,22.56998,6.59271,0.56866,1.86604,0.48714,0.11538,0.08571,0.05172,exp03,bladder,coregnet,r1,,,,exp03-coregnet
25,e26201ea3a12,TIMP1,AHR;BCL3;EGR1;EHF;ELF3;FOSB;FOXQ1;GATA2;GATA3;HES1;ID1;IRF6;KLF5;TBX3,14,,,0.46703,0.56777,0.46886,6.92225,16.72825,6.49794,0.56297,1.88378,0.47334,0.14286,0.05263,0.04,exp03,bladder,coregnet,r1,,,,exp03-coregnet
26,b920a8d20f22,TIMP3,AHR;ATF3;CEBPB;CREB3L1;EGR1;EHF;ELF3;FOSB;FOXQ1;GATA2;GATA3;ID1;IRF6;JUN;JUND;KDM5D;KLF5;NR4A1,18,,,0.51307,0.61656,0.51089,10.49981,33.35766,8.3011,0.58483,1.90003,0.5104,0.22222,0.18182,0.11111,exp03,bladder,coregnet,r1,,,,exp03-coregnet
27,6861542915e4,TKT,AHR;BHLHE40;EGR1;EHF;ELF3;ETS1;FOXQ1;GATA2;GATA3;HES1;ID1;IRF6;JUNB;KLF5;NR4A1;PLAGL1;TBX3,17,,,0.48897,0.58456,0.48652,8.88157,18.10253,7.28365,0.59592,1.94433,0.51175,0.05882,0.03571,0.02273,exp03,bladder,coregnet,r1,,,,exp03-coregnet
28,8aa3724a7eba,TNFSF10,AHR;BHLHE40;EHF;ELF3;FOS;FOXQ1;GATA2;GATA3;HES1;ID1;IRF6;JUNB;KDM5D;KLF5,14,,,0.46886,0.55311,0.46154,9.33586,15.90773,7.87185,0.56632,1.81238,0.49615,0.0,0.0,0.0,exp03,bladder,coregnet,r1,,,,exp03-coregnet
29,a1ff3b94ab7c,VEGFA,AHR;BHLHE40;EHF;ELF3;FOXQ1;GATA3;HES1;HES4;HIF3A;HMGA1;ID1;IRF6;JUNB;KDM5D;KLF5,15,,,0.44286,0.48889,0.43968,3.5217,6.13554,3.14985,0.58037,1.7603,0.51732,0.46667,0.0493,0.04667,exp03,bladder,coregnet,r1,,,,exp03-coregnet
30,433e34e4e551,VIM,CEBPB;EHF;ELF3;FOSB;FOXQ1;GATA2;GATA3;HES1;ID1;IRF6;KLF4;KLF5;SOX18,13,,,0.46047,0.57692,0.47009,9.45104,22.55794,8.86898,0.58976,2.00726,0.49538,0.15385,0.04,0.03279,exp03,bladder,coregnet,r1,,,,exp03-coregnet
0,5bf1e47419ab,ACTB,ARID3A;ATF3;ATF6;BCL6;BHLHE40;CEBPA;CEBPD;CREB5;HHEX;HTATIP2;IRF2;JDP2;JUN;KLF13;MAFF;MEF2A;MLXIP;MNT;NR4A1;NR4A2;RARA;SRF;STAT5B;TFEB;TRIM21;ZBTB7B,26,,,0.51077,0.55744,0.50718,10.05311,18.04914,5.21142,0.58033,1.82768,0.51191,0.07692,0.09524,0.04444,exp03,blood,coregnet,r1,,,,exp03-coregnet
1,e7d0a86c92a9,AKT1,ARNT;ATF6B;BACH1;BCLAF1;CBFB;CIC;CREB3;CTBP1;CTCF;CTNNB1;CXXC1;DMAP1;E4F1;ELF1;ELF4;EP300;ETS1;EWSR1;GTF2F1;HDAC1;ID2;IKZF1;IRF3;IRF8;KDM2A;KDM5A;KLF1;KMT2B;LDB1;LRRFIP1;MAZ;MBD1;MEF2D;MZF1;NCOA1;NCOA3;NCOR2;NFE2L1;NONO;NR4A2;PBX2;PPARD;RCOR1;RUNX3;RXRB;SF1;SFPQ;SP2;SREBF2;STAT2;STAT5A;TCF7;UBTF;YY1;ZBTB17;ZBTB7A;ZEB2;ZGPAT;ZNF217;ZNF266;ZNF335;ZNF384,62,,,0.52697,0.54495,0.52829,11.96952,15.06259,10.4022,0.52448,1.60687,0.45439,0.1129,0.09722,0.05512,exp03,blood,coregnet,r1,,,,exp03-coregnet
2,c96b739422bc,BCL2L1,ATF3;ATF6;BHLHE40;CEBPA;CEBPD;CREB5;DDIT3;FOS;GATA1;HHEX;HTATIP2;JDP2;JUN;KLF1;KLF13;MAFF;MEF2A;MXI1;NFE2;NR4A1;NR4A2;PHF1;RUNX3;TBX21;TRIM21;ZBTB18;ZBTB7B,27,,,0.51614,0.58879,0.51092,9.76441,19.13727,6.06183,0.57697,1.83201,0.50811,0.11111,0.04478,0.03297,exp03,blood,coregnet,r1,,,,exp03-coregnet
3,f967c3c7cf63,CCND3,ARID3A;ATF3;ATF6;BHLHE40;CEBPD;CREB5;HHEX;HLX;HTATIP2;IRF2;JDP2;KLF13;KLF16;MAFF;MEF2A;MLX;MLXIP;MNT;NR4A1;PBX2;SP1;SPI1;SRF;STAT5B;TFEB;TRIM21;ZBTB18;ZBTB7B;ZXDC,29,,,0.4844,0.49261,0.48358,7.8684,8.17371,3.36419,0.5974,1.7633,0.54188,0.03448,0.02703,0.01538,exp03,blood,coregnet,r1,,,,exp03-coregnet
