Unnamed: 0,cluster_uid,target,sources,n_sources,silhouette_score,note,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_jaccard,exp_name,dataset,tool,result_name,Unnamed: 0.2,Unnamed: 0.1,grn_collectri_f1,method
34,a6452bc6a463,PRKACA,YBX1;DRAP1;HMGA1;CUX1;GTF3A;APEX1;ESRRA;GATA4;NFIC;SRF;SMARCA1;SND1;MLX;MEF2D;LRRFIP1,15,0.0,exp03_heart_atrial_appendage-coregtor-r1,0.53175,0.50952,0.56508,9.22132,6.84646,12.09644,0.48424,1.45723,0.42731,0.06667,0.02128,0.01639,exp03,heart_atrial_appendage,coregtor,r1,,,,
35,57344dad101c,RHOA,STAT5B;ATF7;ARNT;NFE2L2;NFKB1;TFE3;MBD2;HMGB1;CREB3;SKI;CBFB;SSRP1;ELK3;NONO;CREB3L2;RELA,16,0.0,exp03_heart_atrial_appendage-coregtor-r1,0.55,0.54583,0.5375,16.21342,20.64934,10.21503,0.51695,1.79106,0.42051,0.0625,0.04762,0.02778,exp03,heart_atrial_appendage,coregtor,r1,,,,
36,3b6b833ecbac,SOD2,NFKB1;NFKB2;SMAD3;STAT5A;HIF1A;STAT3;BCL3;BCL6;ETS2;RELA;MAX;NPAS2;CUX1;TEAD2;SSRP1,15,0.0,exp03_heart_atrial_appendage-coregtor-r1,0.6,0.68571,0.58571,17.34632,47.59776,13.78509,0.54091,1.90865,0.43908,0.26667,0.1,0.07843,exp03,heart_atrial_appendage,coregtor,r1,,,,
37,8055b302ef33,SPARC,ELK3;NFIX;ZBTB7B;IRF3;ZEB1;NFIB;PBX2;FOXC1;UBTF;HMGB1;ATF7;HDAC1;TCF7L1;FOXO3;TRIM28;TBL1XR1;CREBZF;GTF2F1;MEOX1;HES1;KDM5D;CUX1;ETS2;CBFB;MLXIP;NPAS2;E4F1;MBD1;TFE3;MXD4;STAT5B;RXRB;ZNF692;RBFOX2;ZNF219;TEAD2,36,0.3309,exp03_heart_atrial_appendage-coregtor-r1,0.49603,0.4881,0.50714,8.949,7.63444,6.46328,0.56158,1.69689,0.49327,0.02778,0.04348,0.01724,exp03,heart_atrial_appendage,coregtor,r1,,,,
38,dfc15810767d,SQSTM1,MEF2A;CUX1;MEF2D;NFIC;HBP1;HMGA1;MLX;SMARCA1;YBX1;VEZF1;PBX3,11,0.5307,exp03_heart_atrial_appendage-coregtor-r1,0.51515,0.46364,0.56061,12.72327,5.43395,9.91301,0.5813,1.65364,0.53483,0.09091,0.05,0.03333,exp03,heart_atrial_appendage,coregtor,r1,,,,
39,aacc0c49a34a,SUMO1,YY1;ZNF32;CREBL2;TFDP1;HMGB1;ZBTB4;TBL1XR1;SP100;NCOA1;UBP1;NFYC;SMARCA1;HDAC3;PBX3;UBTF;BCLAF1;CUX1;RUVBL1,18,0.0,exp03_heart_atrial_appendage-coregtor-r1,0.51198,0.49401,0.50871,13.49025,14.59825,11.75495,0.49741,1.57182,0.42422,0.0,0.0,0.0,exp03,heart_atrial_appendage,coregtor,r1,,,,
40,0d4d8c23e2a5,TAGLN,SRF;CREB3L2;DRAP1,3,0.5454,exp03_heart_atrial_appendage-coregtor-r1,0.44444,0.44444,0.44444,0.94608,3.56514,1.39221,0.42818,1.50955,0.34438,0.33333,0.02857,0.02703,exp03,heart_atrial_appendage,coregtor,r1,,,,
41,588eed53a9d5,TGFB1,CIC;MBD1;RELA;STAT5B;LRRFIP1;PML;NCOR2;ENO1;MBD2;CBFB;NONO;ARNT;DRAP1;TFE3;CREB3;RARA;KDM2A;SP100;USF1;CXXC1;FOXJ3;NFKB2;ATF4;IRF3;ETS1;CEBPB;MLXIP;SND1,28,0.3814,exp03_heart_atrial_appendage-coregtor-r1,0.53704,0.54189,0.54762,12.59611,15.99322,10.92332,0.50154,1.66333,0.41783,0.17857,0.06494,0.05,exp03,heart_atrial_appendage,coregtor,r1,,,,
42,ae6ecd32c5ac,TGFBR2,SMARCA5;NFYB;UBP1;YY1;EPAS1;KLF13;MLX;TFDP1;NCOA1;GTF2F1;SNAI2,11,0.2545,exp03_heart_atrial_appendage-coregtor-r1,0.51515,0.52424,0.51818,9.8897,15.12581,8.81826,0.55325,1.7573,0.4931,0.09091,0.02564,0.02041,exp03,heart_atrial_appendage,coregtor,r1,,,,
43,2780f3c313db,TIMP1,ENO1;STAT2;MBD1;NONO;CREB3;TRIM28;DRAP1;LRRFIP1;USF1;ABL1;RFXANK;ZGPAT;SSRP1;STAT5A;HMGA1;CXXC1;CUX1;ID2;SNAI1;TFE3;HIF1A;SND1;RELA;BCL6;MZF1;ZNF692;SOX18;E2F4;MBD2;PBX2;MAX;SP100;NFKB2;CBFB;SMAD3;SNAI2;IRF7;NR1H2;PML,39,0.0,exp03_heart_atrial_appendage-coregtor-r1,0.51372,0.53936,0.52429,9.24687,15.13195,8.95376,0.50272,1.6271,0.42392,0.10256,0.10526,0.05479,exp03,heart_atrial_appendage,coregtor,r1,,,,
44,4236248f0399,TIMP3,EPAS1;KLF13;SOX9;FOXO1;TBX20;NFYB;NFE2L2;ELF1;TFDP1,9,0.4658,exp03_heart_atrial_appendage-coregtor-r1,0.49537,0.56481,0.49537,5.07267,19.5624,6.01821,0.56673,1.94231,0.49624,0.11111,0.04545,0.03333,exp03,heart_atrial_appendage,coregtor,r1,,,,
45,8b2f810fe4e1,TXN,E2F4;CREB3;SSRP1;DRAP1;ENO1;XBP1;NFKB1;UBP1;HIF1A;NR1H2;STAT3;BCL3;TFE3;NONO;MBD2;SFPQ;CTNNB1,17,0.3623,exp03_heart_atrial_appendage-coregtor-r1,0.55392,0.58701,0.54779,18.58333,15.67357,14.95871,0.47578,1.71304,0.37724,0.05882,0.05,0.02778,exp03,heart_atrial_appendage,coregtor,r1,,,,
46,00516728d7c3,VEGFA,ENO1;LRRFIP1;RELA;SMAD3;RARA;FOXJ3;CIC;SMAD7;DDIT3;PPARD;NCOR2;XBP1;MAFF;BCL6,14,0.3797,exp03_heart_atrial_appendage-coregtor-r1,0.56044,0.58059,0.55861,12.14461,26.34094,11.13383,0.50168,1.87591,0.39094,0.57143,0.05634,0.05405,exp03,heart_atrial_appendage,coregtor,r1,,,,
47,0e6a38b40f9b,VIM,ATF7;STAT5B;CBFB;ARNT;UBP1;NFIB;IRF3;NFATC4,8,0.0,exp03_heart_atrial_appendage-coregtor-r1,0.5,0.5119,0.53571,7.24378,11.09077,4.84061,0.60158,1.86286,0.53368,0.0,0.0,0.0,exp03,heart_atrial_appendage,coregtor,r1,,,,
0,b811f59cac85,ACTB,TRIM28;TFE3;SRF;APEX1;MLX;ENO1;SKI;RELA;SF1;E2F4;EWSR1;ATF4;CBFB;NFYC;CREB3;HIF1A;YY1;IRF3;SSRP1;PPARD;USF1;GTF2F1;ZBTB4;KLF13;NFIC;STAT3;HMGB1;MAX;DRAP1,29,0.2739,exp03_hypothalamus-coregtor-r1,0.55131,0.55911,0.5587,12.82201,16.01707,12.64904,0.50634,1.70996,0.41689,0.06897,0.09524,0.04167,exp03,hypothalamus,coregtor,r1,,,,
1,973d68a45c76,AKT1,YY1;RXRB;MBD1;TFE3;SF1;APEX1;ZBTB4;TRIM28;CREB3;NFE2L1;USF1;CTNNB1;GTF2F1;MAZ;CXXC1;ATF6B;ZGPAT;EWSR1;SFPQ;E4F1;SSRP1;TFCP2;CIC;IRF3;RFX5;HSF1;PBX2,27,0.2785,exp03_hypothalamus-coregtor-r1,0.54796,0.51994,0.55081,15.09804,8.49425,14.00063,0.52917,1.58146,0.46268,0.07407,0.02778,0.02062,exp03,hypothalamus,coregtor,r1,,,,
2,8a04a8f5dd46,APOE,SOX2;RFX4;RFXANK;HMGB2;CEBPD;ID2;HSF1;SOX9;THRA;FOXO4;IRF9;HEY1;ZEB1;SIRT6;RXRA;HES4,16,0.3688,exp03_hypothalamus-coregtor-r1,0.48889,0.52083,0.48333,6.3358,15.69404,7.73286,0.54249,1.80193,0.45247,0.0,0.0,0.0,exp03,hypothalamus,coregtor,r1,,,,
3,681834d5df4f,APP,NFE2L1;APEX1;TFCP2;ZBTB4;SMARCA5;UBP1;YY1;BCLAF1;CTNNB1;PEG3;TERF2;RXRB;SREBF2;ATF2;SND1;ZFP90;NONO;MBD1;KDM2A;MLX;RBFOX2;SSRP1;SF1;CREBL2;MEF2D,25,0.3891,exp03_hypothalamus-coregtor-r1,0.51722,0.49111,0.52667,15.19027,8.85831,12.91294,0.4833,1.50772,0.40702,0.08,0.04082,0.02778,exp03,hypothalamus,coregtor,r1,,,,
4,d275c82a3829,BCL2L1,APEX1;MLX;HDAC3;SSRP1;CREB3;USF1;SND1;CTBP1;E2F4;E4F1;GTF2F1;TERF2;YY1;THAP11;HSF1;ZFP90;MBD1;TFE3;NONO;EWSR1;ENO1;KDM2A;PHF1;HSF2;DRAP1;MAFG,26,0.4244,exp03_hypothalamus-coregtor-r1,0.53949,0.50564,0.54974,14.532,9.33555,11.43086,0.49232,1.52168,0.42279,0.11538,0.04478,0.03333,exp03,hypothalamus,coregtor,r1,,,,
5,71d9217fcb31,BMI1,YY1;BCLAF1;TFCP2;HMGB1;BHLHE41;ZSCAN26;ZFP90;SMARCA5;CREBZF;NKX6-2;MAX;RBPJ;JAZF1;UBTF,14,0.3616,exp03_hypothalamus-coregtor-r1,0.50092,0.49084,0.49725,13.87406,8.29213,11.80741,0.51698,1.57751,0.4473,0.0,0.0,0.0,exp03,hypothalamus,coregtor,r1,,,,
6,0d66f7b9fd85,CCND3,HSF1;MLX;TFE3;SND1;NONO;LRRFIP1;GTF2F1;STAT3;E2F4;ZSCAN18;ENO1;APEX1;TERF2;TRIM28;USF1;FOXJ3;MBD1;THAP11;MAFG;NFYC;HDAC3;HSF2;SSRP1;KDM2A;STAT5B,25,0.3165,exp03_hypothalamus-coregtor-r1,0.53333,0.505,0.54944,11.93431,8.07484,11.79118,0.4905,1.51217,0.4259,0.04,0.02703,0.01639,exp03,hypothalamus,coregtor,r1,,,,
7,8be83d83048e,CD14,HMGA1;APEX1;MLX;MLXIPL;EWSR1;PPARD;KLF6;MAFF;ATF4;ARID5A;CEBPB;ETS2;XBP1;ATF5;TRIM28;STAT3;DRAP1;LMO2;SRF;DDIT3;RFX5;IRF3;CEBPD;E2F4;YBX1;CBFB;NFIL3;CEBPG,28,0.3805,exp03_hypothalamus-coregtor-r1,0.54718,0.57099,0.5582,9.06104,16.18683,7.86662,0.54987,1.82765,0.46109,0.07143,0.1,0.04348,exp03,hypothalamus,coregtor,r1,,,,
8,550d16b4cb35,CDKN1A,RELA;ARID5A;NFIL3;MAFF;SRF;LMO2;ENO1;HMGA1;CEBPD;DDIT3;ATF3;ERF;PPARD;EPAS1;JUND;HIF1A;STAT3;TFE3;CEBPB,19,0.0,exp03_hypothalamus-coregtor-r1,0.59064,0.63645,0.60136,15.35355,29.36766,9.74497,0.56953,2.01679,0.45931,0.47368,0.03543,0.03409,exp03,hypothalamus,coregtor,r1,,,,
9,1f3cdbd0b6ff,CDKN1C,POU3F3;NKX6-2;SOX10;MYRF;HTATIP2;SMARCC1;ZEB2;SOX8,8,0.0,exp03_hypothalamus-coregtor-r1,0.40119,0.56548,0.36845,3.23677,9.18667,3.84491,0.49522,1.81217,0.40206,0.0,0.0,0.0,exp03,hypothalamus,coregtor,r1,,,,
10,274e33fdd76a,CLU,RFXANK;ENO1;RFX4;SOX9;RXRA;BCL6;SOX2;TFE3;RELA;THRA;HMGB2;IRF9;TRIM28;STAT3;MBD1;BHLHE40;HIF1A,17,0.0,exp03_hypothalamus-coregtor-r1,0.55025,0.57843,0.55882,12.94356,23.09405,10.65237,0.52592,1.81654,0.42276,0.05882,0.04,0.02439,exp03,hypothalamus,coregtor,r1,,,,
11,95839e608e6b,CRYAB,YBX1;SMARCC1;SOX10;MYRF;NKX6-2;RELA;HSF1;BCL6;NFE2L2;FOXO4;CEBPD;HES5,12,0.27,exp03_hypothalamus-coregtor-r1,0.42778,0.56566,0.45758,7.631,17.11793,7.46897,0.53437,1.94794,0.42291,0.08333,0.04167,0.02857,exp03,hypothalamus,coregtor,r1,,,,
12,269d702bb9a8,CSF1R,ZHX2;FOS;KLF13,3,0.1598,exp03_hypothalamus-coregtor-r1,0.5,0.5,0.5,8.02256,3.74376,3.88838,0.47332,1.34377,0.45454,0.33333,0.04348,0.04,exp03,hypothalamus,coregtor,r1,,,,
13,3f82ea609ff9,DUSP1,NR4A1;FOS;HES1;ATF6B;NFIX;JUNB,6,0.0,exp03_hypothalamus-coregtor-r1,0.58889,0.63333,0.57778,12.74957,27.77818,8.06916,0.57609,1.94946,0.49658,0.16667,0.03448,0.02941,exp03,hypothalamus,coregtor,r1,,,,
14,55020fb3ceea,FASN,TFE3;SREBF2;ZNF76;CIC;PHF1;MAFG;HES4;HIF1A;MEF2D;JUND;HSF1;CREBZF;ZBTB17;EPAS1;ZBTB4;E4F1;POU6F1;NCOR2;BCL6;CTBP1;ZBTB7A;TRIM28;DRAP1;RELA;NONO,25,0.0,exp03_hypothalamus-coregtor-r1,0.51722,0.52444,0.51611,12.809,10.25124,9.69075,0.53912,1.70034,0.46548,0.16,0.11429,0.07143,exp03,hypothalamus,coregtor,r1,,,,
15,995c4913ded6,GADD45B,ARID5A;MAFF;NFIL3;CEBPB;SRF;LMO2;CEBPD;ATF3;HES5;RELA;ENO1;BHLHE40,12,0.0,exp03_hypothalamus-coregtor-r1,0.57828,0.61616,0.58586,13.16254,22.78985,7.28147,0.55669,1.92772,0.45557,0.25,0.13043,0.09375,exp03,hypothalamus,coregtor,r1,,,,
16,ffa28009c5fd,GSTP1,SSRP1;ENO1;TRIM28;SND1;DRAP1;NONO;APEX1;PHF1;CREB3;CTBP1;ZSCAN18;RFXANK;HSF1;ATF6B;USF1;YY1;HSF2;IRF3;ZGPAT;THAP11;THRA;E2F4;TFE3;EWSR1,24,0.4235,exp03_hypothalamus-coregtor-r1,0.53502,0.51268,0.54529,11.71528,8.88839,12.63003,0.51572,1.53924,0.44891,0.0,0.0,0.0,exp03,hypothalamus,coregtor,r1,,,,
17,bc52f279ede4,HBA2,GTF2F1;TBPL1,2,0.305,exp03_hypothalamus-coregtor-r1,0.5,1.0,0.5,5.45999,77.10874,10.81112,0.60899,2.49742,0.51909,0.0,0.0,0.0,exp03,hypothalamus,coregtor,r1,,,,
18,ab1800579375,HBB,SOX2;HMGA1;NFIL3,3,0.2862,exp03_hypothalamus-coregtor-r1,0.5,0.5,0.5,10.55449,9.66563,13.40296,0.55418,1.72656,0.48281,0.33333,0.01695,0.01639,exp03,hypothalamus,coregtor,r1,,,,
19,05cf18e46f31,HLA-DRB1,HMGB1;ZNF76;SND1,3,0.1787,exp03_hypothalamus-coregtor-r1,0.5,0.44444,0.5,13.83403,2.16395,19.69218,0.33673,1.06142,0.26761,0.0,0.0,0.0,exp03,hypothalamus,coregtor,r1,,,,
20,cdf975983a3a,HLA-E,CBFB;EPAS1;YBX1;LMO2;PPARD;KLF6;ETS2;RELA;NFE2L2;STAT3;VEZF1;NFIC;HMGB2;NFIL3;ATF4;ID1;ARID5A;MAFF,18,0.4895,exp03_hypothalamus-coregtor-r1,0.53922,0.5512,0.54139,7.71435,18.59454,6.10055,0.53284,1.76786,0.44624,0.05556,0.01923,0.01449,exp03,hypothalamus,coregtor,r1,,,,
21,bc6cf4ad14d0,HSP90AA1,CEBPG;HMGA1;CTNNB1;TERF2;XBP1;DDIT3;CREB3;MAFG;SMARCA5;SND1;MLX;HSF2;TFE3;RFX5;NFE2L1;NFIL3;YY1;ATF2;TBPL1;ZBTB4;FOXJ3;TBL1XR1;STAT3;HIF1A;SMARCA1;SF1;SSRP1,27,0.3074,exp03_hypothalamus-coregtor-r1,0.53941,0.53039,0.53989,13.69858,12.23904,10.75929,0.49147,1.61555,0.41522,0.11111,0.15,0.06818,exp03,hypothalamus,coregtor,r1,,,,
22,ea9969b47d64,HSPA1A,ATF3;JUN;FOS;KLF6;MAFF,5,0.0,exp03_hypothalamus-coregtor-r1,0.78333,0.95,0.73333,29.48892,61.26858,20.65432,0.62503,1.97345,0.57308,0.0,0.0,0.0,exp03,hypothalamus,coregtor,r1,,,,
23,60af6e8bbde2,HSPA4,UBP1;CREB3,2,0.3206,exp03_hypothalamus-coregtor-r1,0.5,0.33333,0.5,0.18206,0.0,0.23743,0.54356,1.5381,0.52775,0.0,0.0,0.0,exp03,hypothalamus,coregtor,r1,,,,
24,59be90c00810,ID3,YBX1;RFX4;RFXANK;RELA;KLF6;NR1H2;CBFB;CEBPD;ID1;STAT3;BCL6;EPAS1;MAFF;XBP1;CEBPB,15,0.3255,exp03_hypothalamus-coregtor-r1,0.51905,0.57778,0.51746,7.71577,28.08642,6.88841,0.53754,1.80571,0.44658,0.06667,0.04762,0.02857,exp03,hypothalamus,coregtor,r1,,,,
25,daaf9d0aed26,KAT2B,NFE2L2;ZNF24;MXI1;HMGB1;RBPJ;ZHX2;TFDP1,7,0.4604,exp03_hypothalamus-coregtor-r1,0.54762,0.5,0.52381,10.56672,10.4654,9.03473,0.51983,1.63509,0.45449,0.0,0.0,0.0,exp03,hypothalamus,coregtor,r1,,,,
26,d25a494eb959,MAT2A,MAX;STAT3,2,0.2629,exp03_hypothalamus-coregtor-r1,0.5,0.5,0.5,6.70614,13.80145,11.03276,0.42307,1.4649,0.36273,0.0,0.0,0.0,exp03,hypothalamus,coregtor,r1,,,,
27,6e69a5a7bd3c,MCL1,KLF6;FOS;FOSL2;BHLHE40;NFE2L2;JUN;ATF3;HIF1A;EGR1;NFIL3;JUNB;DDIT3;CBFB;RELA,14,0.0,exp03_hypothalamus-coregtor-r1,0.68864,0.82418,0.65568,21.66678,71.75142,13.97123,0.59215,2.10959,0.49119,0.28571,0.10811,0.08511,exp03,hypothalamus,coregtor,r1,,,,
28,908ef3f48885,NDRG1,ZEB2;MYRF;SOX10;NKX6-2;SOX8;SMARCC1;FOXO4;MXI1;KLF13;OLIG1,10,0.0,exp03_hypothalamus-coregtor-r1,0.38296,0.57407,0.38852,3.8768,9.58127,2.85392,0.56162,1.91495,0.4771,0.0,0.0,0.0,exp03,hypothalamus,coregtor,r1,,,,
29,cf025c2b5da9,NFKBIA,CEBPD;ATF4;ARID5A;KLF6;MAFF;ETS2;YBX1;RELA;ABL1;CBFB;ENO1;STAT3;BHLHE40;NFIL3;CEBPB;XBP1;PPARD;LMO2;SOX8,19,0.4168,exp03_hypothalamus-coregtor-r1,0.54191,0.59454,0.54386,8.12246,24.50654,6.72101,0.51535,1.83954,0.41418,0.15789,0.08824,0.06,exp03,hypothalamus,coregtor,r1,,,,
30,26f267d6f25e,OGA,MBD1;ATF6B;TFCP2;FOXJ3;ZSCAN18;LDB1;HSF2;YY1;HDAC3;UBP1;BCLAF1;NCOA1;THRA;ZFP90;MTA3;RXRB;ATF2;CREBL2;THAP12;SF1;THAP11;PBX2;DMAP1;TEF;CTBP1;TBPL1;APEX1;TBL1XR1;TERF2;NONO;JAZF1,31,0.3318,exp03_hypothalamus-coregtor-r1,0.51505,0.47312,0.51792,8.62072,7.82557,7.36727,0.52175,1.54184,0.45664,0.03226,0.03846,0.01786,exp03,hypothalamus,coregtor,r1,,,,
31,e564d069e4ed,PCNA,UBTF;SMARCA5;CREBZF;TFCP2;STAT2;BHLHE41;HMGB1;EWSR1;ING4;APEX1;RBPJ;MAX;ZNF32;TRIM28;ZBTB4,15,0.4622,exp03_hypothalamus-coregtor-r1,0.53651,0.49683,0.53175,15.62615,9.54902,14.01307,0.47801,1.45339,0.41126,0.0,0.0,0.0,exp03,hypothalamus,coregtor,r1,,,,
32,835d87e44a0e,PDK4,SKI;MXI1;ZHX2;NFE2L2;ZNF24;KLF15;CBFB;STAT2;HIF1A;KLF13;KLF9;HTATIP2;ABL1;MAX;VEZF1;MYRF;THAP12;RBPJ;CEBPD;SOX10;HMGB2;BCL6;SFPQ;NCOA1,24,0.4403,exp03_hypothalamus-coregtor-r1,0.48551,0.49275,0.49094,7.61757,9.21142,5.55419,0.50469,1.61369,0.43851,0.0,0.0,0.0,exp03,hypothalamus,coregtor,r1,,,,
33,1a2102379de5,PER1,JUNB;BHLHE40;NR4A1;CEBPD;ERF;JUND;SRF;EGR1;RFXANK;FOSL2;NFIL3;FOS;BCL6;HMGB2;TFE3;HSF1;ATF3,17,0.3112,exp03_hypothalamus-coregtor-r1,0.56005,0.67034,0.54657,17.77791,32.75035,7.46534,0.60757,1.98696,0.51856,0.29412,0.19231,0.13158,exp03,hypothalamus,coregtor,r1,,,,
34,c17b92cc5cb5,PKD1,CTBP1;CIC;KDM2A;LDB1;MTA3;SREBF2;E4F1;RBFOX2;RXRB;ZGPAT;PHF1;GTF2F1;LRRFIP1;PBX2;MBD1;FOXJ3;ATF6B;PEG3;STAT5B;MZF1;MEF2D;E2F4;HSF4;USF1,24,0.0,exp03_hypothalamus-coregtor-r1,0.49879,0.47766,0.5,6.53957,4.10541,5.26198,0.5542,1.60883,0.49438,0.08333,0.1,0.04762,exp03,hypothalamus,coregtor,r1,,,,
35,419d6a4db7a9,PRKACA,RBFOX2;ZSCAN18;TERF2;JAZF1;CTBP1;TBPL1;HSF2;SMARCA1;SND1;GTF2F1;MTA3;ATF2;SREBF2;NONO;FOXJ3,15,0.0,exp03_hypothalamus-coregtor-r1,0.52222,0.47619,0.51587,9.28408,8.27967,10.10174,0.4482,1.32756,0.38715,0.13333,0.04255,0.03333,exp03,hypothalamus,coregtor,r1,,,,
36,e223bc649e8f,RHOA,VEZF1;RBPJ;MXI1;HMGB1;ATF4;SMARCA5;NFE2L2;HMGB2;CBFB;YBX1;CREBZF;YY1;ABL1;BHLHE41;MAX;CREB3;TRIM28;STAT2;ZBTB4;ZNF24,20,0.0,exp03_hypothalamus-coregtor-r1,0.55439,0.52807,0.55439,12.00557,12.40731,10.76205,0.51242,1.72143,0.42396,0.0,0.0,0.0,exp03,hypothalamus,coregtor,r1,,,,
37,8857f0f26ad2,SOCS3,NFIL3;ARID5A;CEBPD;ETS2;MAFF;KLF6;CEBPB;RELA;LMO2;ENO1,10,0.0,exp03_hypothalamus-coregtor-r1,0.55556,0.62222,0.57037,9.9518,22.83783,6.94264,0.58605,1.86607,0.50066,0.2,0.05405,0.04444,exp03,hypothalamus,coregtor,r1,,,,
38,95e6d02dcb07,SOD2,ENO1;LMO2;TFE3;NFIL3;SRF;CEBPB;RFX4;HMGA1;RELA;BCL6;KLF6;XBP1;ATF4;STAT3;CBFB;FOXO4;CEBPD;YBX1;ARID5A;HSF1;APEX1;HIF1A;SF1;NFIC;ID1,25,0.0,exp03_hypothalamus-coregtor-r1,0.54111,0.58111,0.55556,9.41397,20.48212,10.61139,0.52227,1.78042,0.42291,0.24,0.15,0.10169,exp03,hypothalamus,coregtor,r1,,,,
39,7f0e4f722524,SPARC,RFXANK;SOX2;SOX9;NFE2L2;ID4;HIF1A;RXRA;RFX4;HDAC1;ZBED1;ID2;HEYL;TRIM28;ABL1;TFDP1;IRF9;ARNT2;SMARCA5;SND1;NONO;SALL2,21,0.494,exp03_hypothalamus-coregtor-r1,0.5246,0.54921,0.51984,10.1238,18.46904,11.30019,0.48188,1.63056,0.39739,0.04762,0.04348,0.02326,exp03,hypothalamus,coregtor,r1,,,,
40,da7cce784a06,SQSTM1,MLX;NFE2L1;CREB3;YY1;SND1;FOXJ3;TFE3;TRIM28;SF1;MAFG;CTNNB1;MBD1;SMARCA5;ZFP90;APEX1;NONO;HMGA1,17,0.0,exp03_hypothalamus-coregtor-r1,0.55515,0.50735,0.56005,19.49485,9.40013,17.01576,0.48564,1.50547,0.4148,0.05882,0.05,0.02778,exp03,hypothalamus,coregtor,r1,,,,
41,211977791687,STMN1,ZFP90;TERF2;ATF2;CREB3;NFE2L1;SND1;RFX5;MAFG;ZNF32;HSF2;APEX1;BCLAF1;TFCP2;GTF3A;THAP12;ING4;JAZF1;THAP11;GTF2F1;ZBED1;CREBL2;RBFOX2;YY1;TBL1XR1;ZSCAN18,25,0.4511,exp03_hypothalamus-coregtor-r1,0.48056,0.4275,0.49167,6.46646,3.65329,4.53214,0.51568,1.44761,0.45729,0.0,0.0,0.0,exp03,hypothalamus,coregtor,r1,,,,
42,eddb3b7fd543,SUMO1,HSF2;JAZF1;CREBL2;ATF2;TERF2;MTA3;TBPL1;THAP11;ZNF32;UBP1;RBFOX2;THRA;THAP12;BCLAF1,14,0.0,exp03_hypothalamus-coregtor-r1,0.48168,0.42399,0.47619,4.95757,3.95156,3.67531,0.53252,1.45201,0.47104,0.07143,0.04167,0.02703,exp03,hypothalamus,coregtor,r1,,,,
43,6ff753d1b768,TAGLN,EGR1;HEYL;STAT2;YBX1;EPAS1;CEBPD;ARID5A;ATF4;ZBTB17;NFIC;KLF6;RELA;ESRRA,13,0.3958,exp03_hypothalamus-coregtor-r1,0.53632,0.57906,0.52137,6.40796,17.7811,5.90484,0.57408,1.86468,0.49274,0.07692,0.02857,0.02128,exp03,hypothalamus,coregtor,r1,,,,
44,6cac3ddbe3e2,TIMP1,MAFF;LMO2;ARID5A;KLF6;NFIL3;YBX1;CEBPD;ENO1;RELA;ATF4;HMGA1;STAT3;XBP1;ATF3;CEBPB;BCL6;SRF;FOSL2;ETS2,19,0.0,exp03_hypothalamus-coregtor-r1,0.56628,0.6462,0.56823,11.77565,29.76451,9.17559,0.55584,1.91085,0.45568,0.15789,0.07895,0.05556,exp03,hypothalamus,coregtor,r1,,,,
45,b0e48bfe15bf,TIMP3,RXRA;ID2;NFE2L2;SOX2;HIF1A;RFX4;TRIM28;ARNT2;SOX9;ABL1;BHLHE40;TFDP1;HEYL;RELA;IRF9;ERF;PPARD;ZBED1;HDAC1;TFE3;MBD1;HEY1;STAT3;EWSR1;NR1D1;APEX1;SREBF1,27,0.3153,exp03_hypothalamus-coregtor-r1,0.54416,0.58167,0.54653,9.9492,23.13862,8.68246,0.51029,1.78204,0.41397,0.03704,0.04545,0.02083,exp03,hypothalamus,coregtor,r1,,,,
46,0a603922ad9a,TKT,DRAP1;ZBTB4;CREB3;TFE3;GTF2F1;SND1;YY1;TRIM28;ENO1;HMGA1;NFE2L1;MAFG;CIC;HSF1;MBD1;TERF2;CTBP1;APEX1;SREBF2;POU6F1;NR1H2,21,0.3402,exp03_hypothalamus-coregtor-r1,0.52857,0.4873,0.52778,11.89801,5.68428,10.96131,0.49139,1.62638,0.40434,0.0,0.0,0.0,exp03,hypothalamus,coregtor,r1,,,,
47,556dfcc18e92,TXN,APEX1;TERF2;THAP12;DRAP1;CREB3;GTF3A;THAP11;SND1;ZNF32;HSF2;DMAP1;MLX;USF1;TBPL1;ATF2;ENO1;TEF,17,0.3526,exp03_hypothalamus-coregtor-r1,0.47549,0.44975,0.4902,5.14246,3.9868,4.17572,0.46731,1.36243,0.41771,0.05882,0.05,0.02778,exp03,hypothalamus,coregtor,r1,,,,
48,6bdff760a032,VEGFA,XBP1;HES5;NFE2L2;RELA;BHLHE40;FOSL2;ID2;DDIT3;FOS;KLF15;NFIL3;ID1;SRF;ATF3;ATF4;HIF1A;JUN;CBFB;STAT3;MAFF;SND1;CEBPG,22,0.2196,exp03_hypothalamus-coregtor-r1,0.61544,0.69408,0.58874,13.44318,38.81554,8.79893,0.5331,1.98857,0.42282,0.54545,0.08451,0.07895,exp03,hypothalamus,coregtor,r1,,,,
