cluster_uid,target,sources,n_sources,silhouette_score,note
0ce1dcc39424,ACTA2,MEF2A;SRF;TEAD1;EWSR1;CREB3L2;GATA4;TFDP1;SMARCA1;ARID5B;APEX1;MLX;NFE2L1;HSF2;PBX3;NR4A3;YBX1;TBX5;NFYC;CUX1;ZNF189;LRRFIP1;PPARGC1A;ZNF331;TBX20;MEF2D,25,0.0,exp05_heart_atrial_appendage-coregtor-r1
908452fba10a,ACTB,SF1;BHLHE40;ERF;RELA;CREB3L2;ATF7;FOXJ3;RARA;ZSCAN18;KLF6;PHF1;SRF;ATF4;SMAD7;ABL1;LRRFIP1;CREB3;ID2;ARNT;PBX2;TFE3;TCF21;STAT5B;SP100;HES4;DDIT3;NFIB;CIC;MAFF;MBD1;MLXIP,31,0.0,exp05_heart_atrial_appendage-coregtor-r1
a8aa291a6bf5,AKT1,YBX1;CUX1;MBD1;NONO;SND1;EWSR1;NCOR2;DRAP1;NFIC;ENO1;KDM2A;NR1H2;GTF2F1;SSRP1;MLX;APEX1;UBP1;TRIM28;MEF2D;LRRFIP1;VEZF1;ZBTB7B;ZNF384;TEAD2;CTNNB1;YY1;GATA4;E2F4;CIC;TFDP1;MAFG;SMARCA1,32,0.0,exp05_heart_atrial_appendage-coregtor-r1
facf5585e8ca,APOE,MZF1;IRF3;TCF7L1;PHF1;NFKB2;PML;ATF7;HES4;STAT2;SMAD7;HSF4;USF1;MLXIP;CREBZF;HES1;DDIT3;NFIB;RELA;MAX;NFATC4;MSC;ERF;CXXC1;NR1D1;SMAD3;PBX2;RARA;JUN;FOXC1;CBFB;TCF21;RXRB;KLF6;FOXJ3,34,0.2205,exp05_heart_atrial_appendage-coregtor-r1
19c1df3767a5,APP,CREBL2;CUX1;HBP1;SMARCA1;YY1;UBP1;NFIC;TFDP1;NCOA1;RBFOX2;FOXO3;SMARCA5;EWSR1;ZEB1;PBX3;MEF2D;YBX1;NONO;ELF1;TEAD1;NFIX;CTNNB1;MEF2A;ARNT;NFKB1;VEZF1;BCLAF1;FOXJ3;SKI;LRRFIP1,30,0.0,exp05_heart_atrial_appendage-coregtor-r1
3961d63973f6,BCL2L1,MBD2;STAT5B;NCOR2;CBFB;MBD1;FOXJ3;ATF4;RELA;SSRP1;ARNT;TRIM28;TFE3;ENO1;STAT6;PML;MAX;NFATC4;CIC;CREB3;SMAD3;NR1H2;MXI1;KDM2A;LRRFIP1;ABL1;PHF1;IRF3;STAT5A;ZNF384;NONO;ZGPAT,31,0.3566,exp05_heart_atrial_appendage-coregtor-r1
e19cc4508ef6,CD14,SMARCA5;ZNF384;NFYB;YY1;NCOA1;RXRA;SMARCA1;XBP1;ZBTB7B;TFDP1;SNAI2;APEX1;SND1;EWSR1;NR2F2;HIF1A;SSRP1;RUVBL1;STAT5A;UBP1,20,0.4762,exp05_heart_atrial_appendage-coregtor-r1
b139af5ae92b,CDKN1A,FOSL2;ETS2;NFIL3;XBP1;ATF4;STAT3;MAFF;NFKB2;ARID5A;CEBPD;BCL3;ERF;ABL1;RELA;RARA;NFKB1;CEBPB;FOXC1;ETS1;SMAD3;JUNB;ARID5B,22,0.0,exp05_heart_atrial_appendage-coregtor-r1
ec8460c1c555,CLU,SKI;NFIX;NFKB1;TFE3;STAT5B;NFE2L2;TCF7L1;ATF7;CREBL2;ZEB1;ARNT;STAT6;KLF6;RELA;MLXIP;FOXC1;UBTF;FOXO1;PRRX1;KDM2A;KLF2;NFIB;RARA;PBX2;STAT2;IRF3,26,0.0,exp05_heart_atrial_appendage-coregtor-r1
20d5dce16fd8,CRYAB,ESRRA;DRAP1;YBX1;NFIC;GTF3A;HMGA1;USF2;HSF1;ZNF219;SRF;CUX1;SND1;LRRFIP1;MEF2D;MLX;CREB3;NR1H2;MAFG;XBP1;PPARGC1A;FHL2;HSF2;SMARCA1;NPAS2;MBD1,25,0.4432,exp05_heart_atrial_appendage-coregtor-r1
08877ba99c16,DUSP1,KLF2;JUND;FOS;JUNB;JUN;EGR1;KLF6;NR4A1;KLF4;ID4;NR4A2;CREBL2;FOSB;HES1;FOXO1;ATF3;UBTF;NFIX,18,0.0,exp05_heart_atrial_appendage-coregtor-r1
