,cluster_uid,target,sources,n_sources,method,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_jaccard
10,6e84051c1107,CXCR4,ATF3;BHLHE40;CEBPA;CREB5;DDIT3;FOS;HHEX;JUN;MAFF;NFE2;NR4A1;NR4A2;RLF,13,exp03-coregnet,0.60256,0.69872,0.58333,14.228,32.96915,10.89165,0.60673,1.96842,0.5325,0.07692,0.01923,0.01562
11,6b22c649d62f,DUSP1,ATF3;BHLHE40;DDIT3;ETS2;FOS;FOSL2;HHEX;HIF1A;JUN;JUNB;KLF1;KLF6;MAFF;MXD1;NFIL3;NFYA;NR4A1;NR4A2;PRDM1;RLF,20,exp03-coregnet,0.56228,0.68333,0.54386,11.74054,28.20849,7.2819,0.62923,1.9383,0.56853,0.1,0.06897,0.04255
12,9d4649504c7f,GADD45B,ATF3;BHLHE40;DDIT3;EGR1;FOS;FOSL2;HIF1A;JUN;JUNB;MAFF;MXD1;NR4A1;NR4A2;RLF;TRIM21,15,exp03-coregnet,0.61429,0.74762,0.60317,16.62702,44.29513,10.86048,0.58455,1.93507,0.50316,0.2,0.13043,0.08571
13,7777003745e2,GSTP1,APEX1;ATF3;ATF6B;BHLHE40;CREB3;CXXC1;DMAP1;E4F1;EGR1;EOMES;EWSR1;GTF2F1;HDAC1;HHEX;HMGA1;HSF1;IRF3;IRF5;JUN;JUND;MAFF;MAZ;MZF1;NR4A1;NR4A2;PHF1;RUNX3;SND1;SREBF2;SSRP1;TBX21;TRIM28;UBTF;ZBTB17;ZBTB4;ZNF335,36,exp03-coregnet,0.51984,0.56005,0.51772,10.88695,14.74417,8.16344,0.53054,1.66886,0.45336,0.02778,0.02564,0.01351
14,f745e94c2cdf,HBA2,ARID3A;ATF6;BACH1;BATF;BCL6;CEBPA;CEBPD;CREB5;ELF1;EP300;ETS2;FLI1;GATA1;HBP1;HHEX;HMGB2;HTATIP2;IRF2;JDP2;KLF13;KLF7;LMO2;LRRFIP1;MEF2A;MLXIP;NFE2;NR3C1;SP1;STAT5B;TFEB;TRIM21;VEZF1;ZBTB18;ZBTB7B;ZEB2;ZNF217;ZNF746;ZXDC,38,exp03-coregnet,0.49692,0.50782,0.50213,6.05738,11.1849,5.18829,0.57263,1.70534,0.51487,0.13158,0.22727,0.09091
15,2945b28608d5,HBB,ARID3A;ATF6;BACH1;BATF;BCL6;CEBPA;CEBPD;CREB5;ELF1;EP300;ETS2;FLI1;GATA1;HHEX;HLX;HTATIP2;ING4;IRF2;IRF9;JDP2;KLF10;KLF13;KLF16;KLF7;LMO2;LRRFIP1;MEF2A;MLXIP;MNT;NCOA1;NFE2;NR3C1;RARA;SP1;SP100;SPI1;SRF;STAT5B;TFEB;TRIM21;VEZF1;ZBTB18;ZBTB7B;ZEB2;ZNF217;ZNF746;ZXDC,47,exp03-coregnet,0.50216,0.51742,0.50509,5.83579,12.17618,5.00062,0.56948,1.71963,0.50888,0.17021,0.13559,0.08163
16,607c47ab2406,HLA-DRB1,ATF3;BHLHE40;CEBPD;CREB5;EOMES;HHEX;HTATIP2;JUN;JUND;MAFF;MEF2A;NR4A1;NR4A2;PHF1;RUNX3;TBX21;ZBTB4,17,exp03-coregnet,0.5,0.61152,0.4902,8.33007,23.00987,4.87829,0.58141,1.81414,0.51704,0.11765,0.06667,0.04444
17,5494b9d87444,HLA-E,ATF3;ATF6;CEBPD;CREB5;ELF4;ESRRA;FLI1;HHEX;HLX;HTATIP2;JDP2;JUN;KLF13;KLF16;MEF2A;MLXIP;MNT;NFKB1;NFYC;NR4A1;NR4A2;PBX2;RARA;RXRB;SKI;SP1;STAT5A;STAT5B;STAT6;TFEB;TRIM21;ZBTB18;ZBTB7B;ZNF217;ZXDC,35,exp03-coregnet,0.49888,0.51317,0.4944,8.10792,13.80359,4.43199,0.59421,1.80575,0.53361,0.11429,0.07692,0.04819
18,593e2c5903e6,HMOX1,ATF3;BHLHE40;DDIT3;EGR1;EOMES;ETS1;FOS;FOSL2;HIF1A;JUN;KLF10;KLF4;MAFB;MAFF;NFE2;NR4A1;NR4A2;RLF;RUNX3,19,exp03-coregnet,0.55019,0.72222,0.53314,12.87738,44.10086,8.46147,0.6069,2.04589,0.52217,0.26316,0.07812,0.0641
19,d91b7473c669,HSP90AA1,ATF3;BHLHE40;CREB5;DDIT3;EOMES;ETS1;FOS;ID2;JUN;MAFF;NR4A1;NR4A2;RLF;RUNX3;STAT4;TBX21,16,exp03-coregnet,0.51875,0.66944,0.51806,9.05263,37.67238,7.09266,0.59436,1.9538,0.50944,0.0625,0.05,0.02857
