cluster_uid,target,sources,n_sources,silhouette_score,note,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_f1,grn_collectri_jaccard
2906e1478660,GSTP1,USF2;DRAP1;ATF4;NR1H2;IRF3;ESRRA;ENO1;DDIT3;RFXANK;NFE2L2;TRIM28;YBX1;HSF1;CREB3;THAP11;PIR;SND1,17,0.508,exp03_amygdala-coregtor-r1,0.51961,0.52819,0.53554,8.49569,11.98297,9.48667,0.48976,1.642,0.40581,,,,
6102d226999b,HBA2,USF2;HLF;SOX10,3,0.4161,exp03_amygdala-coregtor-r1,0.44444,0.5,0.38889,1.22133,2.79568,3.22237,0.65835,1.87623,0.63394,,,,
d3659b339bb1,HBB,EGR3;NCOR2,2,0.2517,exp03_amygdala-coregtor-r1,0.5,0.5,0.33333,1.58501,8.17325,0.0,0.4505,1.55644,0.34343,,,,
8fea564a156c,HLA-DRB1,STAT2;RFX5;NFE2L1;NONO;MLXIPL;STAT1;ATF6B;CEBPB;DDIT3;IRF9;ATF4;ID1;MAX;USF1;PIR;OLIG1;CREBZF;ZNF362;ZBTB17;BHLHE41;RFXANK;ASCL1;CEBPG;CEBPD;ZNF316;RELA;NFIC;YBX1;KLF13;NR1D2;PPARD;ING4;LMO2;ABL1;EWSR1;ZNF692;SF1;E2F4;STAT3;TFE3;ZEB1;CBFB;HDAC3;FOS;USF2;ID2;PBX2;SFPQ;ATF5;ERF;SOX8;SSRP1;MBD1;SMARCA1,54,0.2276,exp03_amygdala-coregtor-r1,0.50943,0.52225,0.52073,8.49317,12.15915,6.91718,0.51302,1.61123,0.44651,,,,
2cf2f5090664,HLA-E,ATF4;HSF1,2,0.3016,exp03_amygdala-coregtor-r1,0.5,0.5,0.5,5.37826,10.83705,4.97653,0.63219,2.49871,0.47903,,,,
799f3bba1511,HSP90AA1,FOXO4;FOXJ3;ZNF316,3,0.2645,exp03_amygdala-coregtor-r1,0.44444,0.33333,0.44444,1.34487,0.0,2.71326,0.60056,1.56211,0.59577,,,,
07777484ddf1,HSPA1A,EGR1;JUN;FOS;ATF3;DDIT3;NFIL3;HMGB2;KLF15;XBP1;MAFK;YBX1,11,0.4287,exp03_amygdala-coregtor-r1,0.6,0.70303,0.56667,20.67359,43.47527,12.53778,0.54875,1.9461,0.44973,,,,
62c08fc74558,HSPA4,SSRP1;SMARCA5;TERF2;FOXJ3;ZSCAN18;CEBPG;NONO;YY1;TBPL1;SF1;BCLAF1;CTCF;E2F4;ATF2;MAX;SND1;CREB3;MLX;FOXO3;NFYC;NFE2L1;GTF2F1;XBP1;SMARCA1;NCOR2;DDIT3;EWSR1;SFPQ;THAP11;STAT5B;CBFB;TFE3;SRF;JAZF1,34,0.255,exp03_amygdala-coregtor-r1,0.52763,0.53327,0.53238,13.02393,15.62491,12.8665,0.50109,1.57958,0.42684,,,,
a01c514dd2ab,ID3,ID1;BCL6;CEBPB;RFX4;RFX5;CEBPD;STAT2;NFE2L1;IRF3;RELA;BHLHE41;HMGB2;HDAC1;STAT5B;STAT1;IRF9;ATF4;YBX1;DDIT3;ATF6B;ZBTB17;STAT3;MLXIPL;EPAS1;MAX;ZNF316;ZEB1;TFE3;SOX10;USF2;NFE2L2;PIR;CBFB;NFIL3,34,0.0,exp03_amygdala-coregtor-r1,0.52198,0.571,0.52911,8.48097,23.84127,6.67876,0.55252,1.83513,0.46976,,,,
5c9f36fc9abc,KAT2B,NCOA1;NFIA;NFE2L2;MXI1;HDAC1;ID4;ZHX2;ZNF24;TCF12;NONO;ATF2;ZBTB4;HMGB1;ZNF362;NR2E1;TFDP1;POU3F3;ZEB1;RXRA;SALL2;SOX2;FOXO3;SOX21;SMARCA5;HES4,25,0.3818,exp03_amygdala-coregtor-r1,0.50333,0.53833,0.53111,8.53723,15.80936,9.5269,0.5382,1.72478,0.46473,,,,
510e5efbcde3,MAT2A,STAT2;CREBZF;ABL1;ATF6B;STAT5B;SF1;PBX2;SFPQ;TCF12;BCLAF1;ZNF24;NONO;VEZF1;ZNF316;ZNF189;STAT1;FOXJ3;SREBF1;STAT3,19,0.222,exp03_amygdala-coregtor-r1,0.52632,0.49805,0.51657,10.28059,13.0166,9.95632,0.5316,1.61619,0.46406,,,,
ba640ca9d2b8,MCL1,HIF1A;SOX9;STAT3;JUNB;NFE2L2;NR4A1;HES4;RELA;KLF16;EGR1;ENO1;XBP1;ATF3;RFX4;RXRA;JUN;SF1;HIF3A;NFIL3;FOS;BHLHE40;NFIA;HMGB2;ETS2;LHX2;ERF;HDAC1;BCL6;NR1D1;CEBPD;EPAS1;ARID5A;EGR3;ATF5;PBX2;CEBPB;CBFB;YBX1;PIR;KLF9;SRF;KLF15;TFE3;PPARD,44,0.3198,exp03_amygdala-coregtor-r1,0.52343,0.58703,0.5244,10.61079,23.67667,8.45891,0.55066,1.85005,0.46151,,,,
fe3437e01497,NDRG1,SOX10;SMARCC1;VEZF1;MYRF;NKX6-2;RBPJ;CBFB;FOXO4;MAFK;ZEB2;MXI1;ZNF24;SOX8;SMARCA5;ABL1;RELA;TCF12,17,0.5428,exp03_amygdala-coregtor-r1,0.46581,0.53676,0.47635,6.80689,12.06682,7.35091,0.52385,1.7498,0.44708,,,,
93594709d3f8,NFKBIA,IRF3;XBP1;HMGB2;DDIT3;SF1;CBFB;ATF3;RELA;NFIL3;ERF;ARID5A;LMO2;EWSR1;ENO1;STAT3;BCL6;ZHX2;CEBPD;CEBPB;ZSCAN18;ETS2;BCLAF1;CEBPG;HIF3A;KLF15;HIF1A;NFE2L2;MXI1,28,0.4091,exp03_amygdala-coregtor-r1,0.54101,0.57143,0.55026,10.42104,22.29996,8.04471,0.55917,1.82709,0.45911,,,,
0d04bc1ee60f,OGA,FOXJ3;ZSCAN18;HDAC3;MBD1;NFE2L1;BCLAF1;LDB1;TFCP2;FOXO3;TERF2;SND1;HSF4;SFPQ;NONO;SSRP1;E4F1;RXRB;ATF6B;ZBTB4;SF1;YY1;NFYC;THAP12;STAT5B;DMAP1,25,0.2836,exp03_amygdala-coregtor-r1,0.51278,0.49,0.51611,11.52676,8.12682,10.39273,0.50873,1.54258,0.43572,,,,
4f67f643995a,PCNA,MAX;SMARCA5;SND1;CTCF;HMGB1;SSRP1;TFCP2;THAP11;NFE2L2;UBTF;APEX1;SMARCA1;DMAP1;STAT5B;ING4;NFE2L1;TRIM28;TERF2;BCLAF1;CXXC1;YY1;ZNF189;RXRB;NONO,24,0.2071,exp03_amygdala-coregtor-r1,0.56703,0.56039,0.57669,23.74221,19.15001,21.2422,0.48256,1.61618,0.39627,,,,
68bb33d4ed94,PDK4,HES4;ATF3;NFE2L2;HIF1A;EGR1;ERF;NFIA;JUNB;NR4A1;HIF3A;XBP1;EMX2;RXRA;ETV5;KLF15;NPAS2;MXD4;JUN;THRA;SREBF1;FEZF2;NFIL3;FOS;LHX2;PIR;NR2E1;ZBTB4;BCL6;NR1D1;CBFB;SMARCA5;MXI1;SFPQ;CEBPD;LDB1;HMGB2;KLF16;EGR3;CEBPB;SOX2;DDIT3;ENO1;SOX9;MEF2D;SKI;TRIM28;TERF2;MTA3;NCOR1;E4F1;NFIC;FOXO3;FOXG1;ATF5;SMARCA1;NFYC;HSF1;NR2F2,58,0.3435,exp03_amygdala-coregtor-r1,0.51008,0.55747,0.51583,10.50611,16.80048,8.55194,0.55416,1.79969,0.4736,,,,
3a47d22f4329,PER1,MXI1;EMX2;HEY1;NR2E1;SMARCA1;NR2F2;KLF9;LHX2;SKI;CBFB;FOXO3;NFE2L2;ENO1;RXRA;THRA;CEBPD;HSF1;SOX2;CREBZF;KLF15;ID4;ETS2;DDIT3;EGR3;PIR;EGR1;ZBTB4;HMGB2;BHLHE40;SND1;JUNB;STAT5B;ATF2;HDAC1;APEX1;ZBTB18;JUND;NR4A1;ESRRA;HDAC3;HIF3A;MTA3;NR1D1;MBD1;ABL1;NONO;NPAS2;HES4;ATF5;FOS;RELA;ETV5;ZSCAN18;PPARD;SMARCA5;FEZF2;BCL6;SRF;CREB3;LDB1;NFIA;BHLHE22;CEBPB;ATF6B;TERF2;ERF;RFX4;HIF1A;TFDP1;ZHX2;JUN;DEAF1;CEBPG;NFIL3,74,0.3541,exp03_amygdala-coregtor-r1,0.49469,0.53594,0.50441,7.87093,15.23855,6.41306,0.53772,1.75886,0.45622,,,,
e81be863a149,PIK3R1,BCLAF1;TBL1XR1;TFCP2;CTCF;ATF2;NR1D2;NFE2L1;SMARCA5;YY1;NCOR1;CREBZF;ZNF362;FOXO3;PBX1;THAP12;PBX2;ZBTB4;NONO;STAT5B,19,0.3774,exp03_amygdala-coregtor-r1,0.51657,0.53411,0.51462,12.1541,17.15841,11.73016,0.53207,1.63147,0.46332,,,,
414875c315c1,PRKACA,NFYC;CTBP1;FOXJ3;HDAC3;ZSCAN18;LDB1;TERF2;SRF;MEF2D;SSRP1;TBPL1;DMAP1;E2F4;HLF;GTF2F1;YY1;NONO;RXRB;TBL1XR1;PBX2,20,0.3967,exp03_amygdala-coregtor-r1,0.53421,0.52018,0.54123,9.62279,11.93365,10.94558,0.50147,1.59763,0.43113,,,,
b8914d74677e,RHOA,NFE2L2;SMARCA5;BHLHE41;YBX1;MXI1;HMGB1;CTCF;USF2;SMARCA1;BCLAF1;MBD1;TFCP2;SND1;ZHX2;ATF2;NONO;STAT2;MAX;RFXANK;ENO1;APEX1,21,0.2689,exp03_amygdala-coregtor-r1,0.55476,0.5254,0.55952,22.00343,12.35996,18.4416,0.49149,1.55562,0.41432,,,,
bf95ff11c8c4,SOCS3,ZBED1;NFIL3;ARID5A;CEBPB;ZNF189;SOX9;BCL6;CEBPD;XBP1;STAT3;NPAS2;HMGA1;PPARD;ENO1;CEBPG;BHLHE40;TERF2;THAP12,18,0.4013,exp03_amygdala-coregtor-r1,0.5305,0.55664,0.52288,7.67431,16.69897,5.85487,0.50836,1.79686,0.40604,,,,
77d881b58d8f,SOD2,XBP1;ERF,2,0.3789,exp03_amygdala-coregtor-r1,0.5,0.5,0.33333,0.5973,1.21279,0.0,0.37614,1.1253,0.34088,,,,
a1a489fd7624,SPARC,NR2E1;SMARCA1;SALL2;CEBPB;RFX4;NFIA;TFDP1;NFE2L2;SOX2;YBX1;HDAC1;ESRRA;ID4;ZBED1;MEIS3;NEUROD2;CEBPD;ZNF219;RFXANK;RXRA;ZEB1;NCOA1;NFE2L1;TCF12;CEBPG;PIR;ID2;STAT3,28,0.3039,exp03_amygdala-coregtor-r1,0.50485,0.54189,0.51675,7.0978,16.39925,7.57655,0.53949,1.75654,0.46402,,,,
744b80803333,SQSTM1,RELA;ENO1;APEX1;TFE3;TRIM28;MLX;SND1;HSF1;NONO;CEBPG;THAP11;GTF2F1;IRF3;MBD1;E4F1;HMGB2;ATF4;SF1;EWSR1;ZSCAN18;SSRP1;FOXO3;STAT3;PIR;ESRRA;CTNNB1;DDIT3;FOXJ3;NFIC,29,0.3301,exp03_amygdala-coregtor-r1,0.53818,0.52504,0.55378,13.80841,12.55195,14.86103,0.48237,1.53113,0.40993,,,,
f6844dc4c684,STMN1,GTF3A;JAZF1;ING4;GTF2F1;MEF2C;TBPL1;CTBP1;HLF;CREB3;HMGA1;MESP1;TERF2;ZSCAN18;ZNF32,14,0.0,exp03_amygdala-coregtor-r1,0.44322,0.4359,0.44597,4.00657,3.4209,2.76589,0.41293,1.24547,0.37217,,,,
7dbbcd1415ae,SUMO1,GTF3A;HLF;JAZF1;THAP11;CREBL2;MLX;TBPL1;GTF2F1;TERF2;HEY1;UBP1;ZNF32;FOXG1,13,0.0,exp03_amygdala-coregtor-r1,0.44017,0.40171,0.44017,2.50201,2.21757,1.70948,0.53421,1.43857,0.49793,,,,
3673b8fba357,TAGLN,SND1;SFPQ,2,0.1814,exp03_amygdala-coregtor-r1,1.0,0.5,1.0,68.1052,14.92907,101.12542,0.42716,1.14273,0.37335,,,,
5e5f17bafe81,TIMP1,STAT3;ARID5A;TFE3;IRF3;PPARD;CEBPB;BCL6;LMO2;XBP1;RELA;HMGA1;NFIL3;HSF1;HES5;SF1;JUND;STAT1;CTNNB1;NCOR2;NFIC;NR1H2;IRF9,22,0.3236,exp03_amygdala-coregtor-r1,0.56277,0.6241,0.58225,10.80124,28.90962,11.36043,0.52649,1.93926,0.40705,,,,
f16eef7132e0,TIMP3,PIR;ABL1,2,0.4715,exp03_amygdala-coregtor-r1,0.5,0.5,0.5,2.67981,11.19282,2.52192,0.21094,0.65833,0.21144,,,,
2c3400aac803,TKT,ESRRA;BCL6;HES5;HSF1;PIR;RFX4;TFE3;OLIG1;TRIM28;ENO1;OLIG2;SND1;NR1D1;APEX1;MLX;NFIC;PHF1;NR1H2;IRF3;EPAS1;TFCP2;SSRP1;ETV5;NFE2L2;NONO;THAP11;GTF2F1;RXRA;USF1;STAT3;E4F1;EWSR1;MAFG;RELA;NCOA1;HDAC3;FOXJ3;BHLHE40;NFE2L1,39,0.212,exp03_amygdala-coregtor-r1,0.51822,0.52542,0.52688,9.28012,11.64191,8.60304,0.51254,1.63007,0.43979,,,,
87097c213b19,TXN,JAZF1;THAP11;CREB3;GTF3A;ZNF32;DRAP1;MESP1;ING4;TBPL1;HEY1;THAP12;MLX;HLF;THRA;ATF2;CREBL2,16,0.3663,exp03_amygdala-coregtor-r1,0.42083,0.42083,0.42153,1.93187,2.7688,1.11867,0.48293,1.36475,0.44847,,,,
9c012a3ca436,VEGFA,ARID5A;ATF5,2,0.2673,exp03_amygdala-coregtor-r1,0.5,0.33333,0.5,0.83851,0.0,0.86532,0.53855,1.58604,0.47532,,,,
de2fa2ec1b3a,VIM,ENO1;STAT3;HIF1A;IRF3;HMGB2;ZSCAN18;ATF5;SOX9;ZHX2;E4F1;ZBED1;KLF9;BCLAF1;CEBPD;EPAS1;HSF1;HIF3A;NFE2L2;CEBPG;CBFB;DDIT3;STAT1;NONO;RFX4;MXD4;IRF9;RELA;LMO2;BCL6;RXRA;TFE3;ATF3,32,0.1646,exp03_amygdala-coregtor-r1,0.51142,0.54133,0.51411,8.37693,19.09977,6.68573,0.55409,1.81257,0.46589,,,,
