"Regulator","Target"
"ID1","TIMP3"
"ID1","ID3"
"KLF15","TIMP3"
"KLF15","TGFBR2"
"KLF15","HSPA4"
"SOX9","TIMP3"
"SOX9","ACTB"
"SOX9","TGFBR2"
"SOX9","MCL1"
"SNAI2","TIMP3"
"SNAI2","TGFBR2"
"SNAI2","ID3"
"SNAI2","ITGB1"
"SNAI2","HSPA4"
"KLF9","TIMP3"
"KLF9","NDRG1"
"KLF9","SOD2"
"KLF9","TGFBR2"
"KLF9","NFKBIA"
"KLF9","MCL1"
"KLF9","ITGB1"
"KLF9","PER1"
"KLF10","TIMP3"
"KLF10","SOD2"
"KLF10","CDKN1A"
"KLF10","TGFBR2"
"KLF10","MAT2A"
"KLF10","MCL1"
"KLF10","ITGB1"
"KLF10","HSPA4"
"ZBTB16","TIMP3"
"ZBTB16","SOD2"
"ZBTB16","PDK4"
"ZBTB16","CRYAB"
"ZBTB16","TGFBR2"
"ZBTB16","ITGB1"
"ZBTB16","HSPA4"
"FHL2","TIMP3"
"FHL2","SOD2"
"FHL2","CRYAB"
"FHL2","TGFBR2"
"FHL2","ITGB1"
"FHL2","HSPA4"
"FHL2","HSP90AA1"
"FHL2","ERBB2"
"KLF4","TIMP3"
"KLF4","SPARC"
"KLF4","ID3"
"KLF4","MCL1"
"KLF4","DUSP1"
"MYC","TIMP3"
"MYC","SOD2"
"MYC","MT1A"
"MYC","PDK4"
"MYC","SOCS3"
"MYC","CD14"
"MYC","CDKN1A"
"MYC","TIMP1"
"MYC","TGFBR2"
"MYC","GADD45B"
"MYC","MAT2A"
"MYC","MCL1"
"MYC","ITGB1"
"MYC","HSPA4"
"TBX20","TIMP3"
"TBX20","CD14"
"TBX20","SPARC"
"TBX20","TGFBR2"
"TBX20","MAT2A"
"TBX20","ACTA2"
"TBX20","MCL1"
"TBX20","ITGB1"
"TBX20","HSPA4"
"TBX20","TAGLN"
"TBX20","HSP90AA1"
"TBX20","ERBB2"
"ID4","TIMP3"
"ID4","TIMP1"
"ID4","TGFBR2"
"ID4","NFKBIA"
"ID4","ID3"
"ID4","GADD45B"
"ID4","MAT2A"
"ID4","MCL1"
"ID4","ITGB1"
"ID4","ERBB2"
"FOXC1","TIMP3"
"FOXC1","CLU"
"FOXC1","SPARC"
"FOXC1","FN1"
"FOXC1","TIMP1"
"FOXC1","TGFBR2"
"FOXC1","ID3"
"FOXC1","GADD45B"
"FOXC1","HLA-DRB1"
"FOXC1","ITGB1"
"FOXC1","HSP90AA1"
"FOSL2","TIMP3"
"FOSL2","NDRG1"
"FOSL2","SOD2"
