cluster_uid,target,sources,n_sources,method
255c6fb82dee,ACTA2,ATF3;BHLHE40;EGR1;FOS;FOSB;KDM5D;NR4A1;NR4A2;NR4A3;PPARGC1A;TBX20;ZNF331,12,exp05-coregnet
22053c6320cb,ACTB,ARID5A;ATF3;BHLHE40;CEBPD;CREB3L2;EGR1;ENO1;ETS2;FOS;FOSB;FOSL2;HES1;HES4;ID2;JUN;JUNB;JUND;KLF6;MAFF;MSC;NFIL3;NR1D1;NR4A1;NR4A2;NR4A3;PPARGC1A;RARA;SMAD3;SMAD7;SOX9;SRF;STAT3;TCF21;ZNF331,34,exp05-coregnet
a2c4e1d3953b,APOE,ARID5A;ATF3;BHLHE40;CEBPD;EGR1;FOS;FOSB;HES1;HES4;JUN;JUNB;JUND;KDM5D;MAFF;MSC;NFIL3;NR1D1;NR4A1;NR4A2;NR4A3;SMAD7;ZNF331,22,exp05-coregnet
67ebd7df5fd9,CD14,BHLHE40;FOS;FOSB;KDM5D;MYC;NR4A2;NR4A3;TBX20,8,exp05-coregnet
1a2fed467aec,CDKN1A,ARID5A;ARID5B;ATF3;BCL3;BHLHE40;CEBPD;DDIT3;EGR1;ENO1;ETS2;FOSB;FOSL2;HES1;JUNB;KDM5D;KLF10;MAFF;MYC;NFIL3;NFKB2;NR1D1;NR4A1;NR4A2;NR4A3;SNAI1;STAT3;ZNF331,27,exp05-coregnet
a25dda2355dc,CLU,ARID5A;ATF3;BHLHE40;CEBPD;EGR1;FOS;FOSB;FOXC1;HES1;JUN;JUNB;KDM5D;KLF6;MAFF;NFKB2;NR4A1;NR4A2;NR4A3;ZNF331,19,exp05-coregnet
cff60f434d79,CRYAB,ARID5B;ATF3;BHLHE40;ENO1;FHL2;FOSB;FOSL2;HMGA1;HSF2;KDM5D;MAFF;MEF2A;NFE2L1;NFIL3;NKX2-5;NR4A2;NR4A3;PPARGC1A;SRF;TBX5;ZBTB16,21,exp05-coregnet
463b81cc5504,DUSP1,ATF3;BHLHE40;EGR1;FOS;FOSB;HES1;JUN;JUNB;JUND;KDM5D;KLF4;MAFF;NR4A1;NR4A2;NR4A3;ZNF331,16,exp05-coregnet
7a4baf659026,ERBB2,ATF3;BHLHE40;BHLHE41;FHL2;FOS;FOSB;HAND2;HSF2;HSF4;ID4;JUND;KDM5D;MEF2A;NFE2L1;NKX2-5;NR4A1;NR4A2;NR4A3;PPARGC1A;SMAD7;SREBF2;SRF;TBX20;TBX5;ZNF331,25,exp05-coregnet
6bb9ce2f528e,FN1,ARID5A;ATF3;BHLHE40;CEBPD;DDIT3;EGR1;FOS;FOSB;FOSL2;FOXC1;HES1;JUNB;KDM5D;MAFF;NFIL3;NR1D1;NR4A1;NR4A2;NR4A3;SMAD7;ZNF331,21,exp05-coregnet
e7a5f59a5b5b,GADD45B,ARID5A;ATF3;BCL3;BHLHE40;CEBPD;DDIT3;EGR1;ETS2;FOS;FOSB;FOSL2;FOXC1;HES1;ID2;ID4;JUNB;KDM5D;MAFF;MYC;NFIL3;NR1D1;NR4A1;NR4A3;SMAD7;SNAI1;ZNF331,26,exp05-coregnet
e490d58b4beb,HBA2,ATF3;BHLHE40;EGR1;FOSB;HES1;KDM5D;MAFF;NR1D1;NR4A1;NR4A2;NR4A3;ZNF331,12,exp05-coregnet
305f3f6f7343,HBB,ATF3;BHLHE40;EGR1;FOSB;HES1;KDM5D;MAFF;NR1D1;NR4A1;NR4A2;NR4A3;ZNF331,12,exp05-coregnet
af0bfa92d6c8,HLA-DRB1,ARID5A;ATF3;BCL3;BHLHE40;CEBPD;DDIT3;EGR1;FOS;FOSB;FOSL2;FOXC1;HES1;JUN;JUNB;JUND;KDM5D;MAFF;NFIL3;NR1D1;NR4A1;NR4A2;NR4A3;ZNF331,23,exp05-coregnet
d4e652e7c275,HSP90AA1,ATF3;BHLHE40;DDIT3;EGR1;FHL2;FOS;FOSB;FOSL2;FOXC1;HMGA1;ID2;JUN;JUNB;KDM5D;MAFF;NFIL3;NR1D1;NR4A1;NR4A2;NR4A3;PPARGC1A;STAT3;TBX20;ZNF331,24,exp05-coregnet
5f5b3f469405,HSPA1A,ARID5A;ATF3;BHLHE40;DDIT3;EGR1;FOSB;HES1;JUN;KDM5D;MAFF;MSC;NR1D1;NR4A1;NR4A2;NR4A3;ZNF331,16,exp05-coregnet
