cluster_uid,target,sources,n_sources,method
18fad2513bd4,HSPA4,BCL6;ENO1;FHL2;FOSB;FOSL2;HBP1;HIF1A;HMGA1;HSF2;KDM5D;KLF10;KLF15;MEF2A;MYC;NFE2L1;NFIL3;NKX2-5;NR4A3;PPARD;PPARGC1A;SNAI2;SREBF2;SRF;STAT3;TBX20;TBX5;XBP1;ZBTB16;ZNF331,29,exp05-coregnet
f2ac06b178e5,ID3,ATF3;ATOH8;BHLHE40;EGR1;FOS;FOSB;FOXC1;HES1;ID1;ID2;ID4;JUN;JUNB;JUND;KDM5D;KLF2;KLF4;MEOX1;MSC;NR1D1;NR4A1;NR4A2;NR4A3;SMAD6;SMAD7;SNAI2;TCF21,27,exp05-coregnet
2ee6031e9ad6,ITGB1,ARID5B;ATF3;BHLHE40;CREB3L2;EGR1;ENO1;FHL2;FOS;FOSB;FOSL2;FOXC1;HBP1;HIF1A;HMGA1;ID2;ID4;JUNB;KDM5D;KLF10;KLF9;MAFF;MEF2A;MYC;NFIL3;NR1D1;NR4A2;NR4A3;PPARGC1A;SMAD7;SNAI2;STAT3;TBX20;TBX5;XBP1;ZBTB16;ZNF331,36,exp05-coregnet
47227c18f402,MAT2A,ARID5A;ARID5B;ATF3;BCL3;BHLHE40;CREB3L2;EGR1;ENO1;ETS2;FOS;FOSB;FOSL2;HIF1A;ID4;JUNB;KDM5D;KLF10;MAFF;MYC;NFIL3;NR4A1;NR4A2;NR4A3;PPARD;PPARGC1A;STAT3;TBX20;ZNF331,28,exp05-coregnet
d688d7cdb65e,MCL1,ARID5A;ATF3;BHLHE40;CEBPB;CREB3L2;EGR1;ETS1;FOS;FOSB;FOSL2;FOXO1;HES1;HIF1A;ID4;JUN;JUNB;JUND;KLF10;KLF4;KLF6;KLF9;MAFF;MYC;NFIL3;NR4A1;NR4A2;NR4A3;SOX9;STAT3;TBX20;ZNF331,31,exp05-coregnet
59133470e397,MT1A,ARID5A;BCL3;BHLHE40;CEBPD;FOSB;KDM5D;MAFF;MYC;NFIL3;NR4A3;ZNF331,11,exp05-coregnet
0ffb548cdc39,NDRG1,ARID5A;ATF3;BCL6;BHLHE40;CEBPB;CEBPD;DDIT3;EGR1;ENO1;ETS1;ETS2;FOS;FOSB;FOSL2;HES1;ID2;IRF7;JUN;JUNB;KLF6;KLF9;MAFF;NFIL3;NFKB2;NR1D1;NR4A1;NR4A3;RARA;SMAD3;SMAD7;STAT3;ZNF331,32,exp05-coregnet
ae4dae7b38cf,NFKBIA,ARID5A;ATF3;BHLHE40;CEBPB;CEBPD;EGR1;ETS2;FOS;FOSB;FOSL2;HES1;HIF1A;ID2;ID4;JUN;JUNB;KLF6;KLF9;MAFF;NFIL3;NR4A1;NR4A2;NR4A3;STAT3;ZNF331,25,exp05-coregnet
eb81d8b184e4,PDK4,FOSB;KDM5D;MAFF;MYC;NR4A3;ZBTB16,6,exp05-coregnet
528ac7c8bfae,PDLIM7,ARID5A;ATF3;BCL3;BHLHE40;CREB3L2;DDIT3;EGR1;FOSB;HES1;HES4;JUN;JUNB;KDM5D;MAFF;MEOX1;MSC;NFKB2;NR1D1;NR4A1;RARA;SMAD7;SNAI1;TCF21;ZNF331,24,exp05-coregnet
2b2fbf2bea5a,PER1,ARID5A;ATF3;BHLHE40;BHLHE41;EGR1;FOS;FOSB;FOSL2;JUNB;JUND;KLF6;KLF9;MAFF;NFIL3;NR1D1;NR4A1;NR4A2;NR4A3;PPARGC1A;ZNF331,20,exp05-coregnet
db67bec2f620,SOCS3,ARID5A;ATF3;BCL3;BHLHE40;CEBPD;EGR1;FOS;FOSB;FOSL2;JUNB;KDM5D;MAFF;MYC;NFIL3;NR4A1;NR4A2;NR4A3;ZNF331,18,exp05-coregnet
d275b673316c,SOD2,ARID5A;ARID5B;BCL3;BCL6;BHLHE40;CEBPB;CEBPD;EGR1;ENO1;ETS2;FHL2;FOSB;FOSL2;HIF1A;HMGA1;ID2;JUNB;KDM5D;KLF10;KLF9;MAFF;MEF2A;MYC;NFIL3;NFKB2;NR1D1;NR4A3;PPARD;PPARGC1A;SMAD3;STAT3;XBP1;ZBTB16;ZNF331,34,exp05-coregnet
620b2954d291,SPARC,ARID5A;ATF3;BHLHE40;EGR1;FOS;FOSB;FOXC1;HES1;HES4;JUN;JUNB;JUND;KDM5D;KLF4;MAFF;MEOX1;MSC;NR1D1;NR4A1;NR4A2;NR4A3;SMAD7;TBX20;TCF21;ZNF331,25,exp05-coregnet
3f6286b8122d,TAGLN,ARID5A;ATF3;BHLHE40;EGR1;FOSB;FOSL2;KDM5D;MAFF;NFIL3;NR4A1;NR4A2;NR4A3;PPARGC1A;SMAD7;TBX20;ZNF331,16,exp05-coregnet
e376d4e0bdd3,TGFB1,ARID5A;ARID5B;ATF3;BCL3;BCL6;BHLHE40;BHLHE41;CEBPB;CEBPD;CREB3L2;DDIT3;EGR1;ENO1;ETS2;FOS;FOSB;FOSL2;HES1;HIF1A;HMGA1;HSF4;JUNB;KDM5D;KLF6;MAFF;MAFK;MSC;NFIL3;NFKB2;NR1D1;NR4A1;NR4A3;PPARD;PRRX1;RARA;SMAD3;SMAD7;SNAI1;STAT3;XBP1;ZNF331,41,exp05-coregnet
7909e420c275,TGFBR2,ARID5B;BCL3;BCL6;CEBPD;ENO1;ETS2;FHL2;FOSB;FOSL2;FOXC1;FOXO1;HBP1;HIF1A;ID2;ID4;KDM5D;KLF10;KLF15;KLF6;KLF9;MEF2A;MYC;NFE2L1;NFIL3;NR4A3;PPARGC1A;PRRX1;SMAD3;SNAI2;SOX9;STAT3;TBX20;TBX5;XBP1;ZBTB16,35,exp05-coregnet
2ae5e4aa7a9e,TIMP1,ARID5A;BCL3;BHLHE40;CEBPD;ENO1;ETS2;FOSB;FOSL2;FOXC1;HIF1A;ID2;ID4;KDM5D;MAFF;MSC;MYC;NFIL3;NR1D1;NR4A3;SMAD7;SNAI1;STAT3;ZNF331,23,exp05-coregnet
20f2112a0d81,TIMP3,ATF3;EGR1;FHL2;FOS;FOSB;FOSL2;FOXC1;ID1;ID4;JUNB;KLF10;KLF15;KLF4;KLF9;MYC;NFIL3;NR1D1;NR4A1;NR4A2;NR4A3;SNAI2;SOX9;TBX20;ZBTB16;ZNF331,25,exp05-coregnet
841b7adecdf1,VEGFA,ARID5A;ATF3;BHLHE40;CEBPD;DDIT3;EGR1;ENO1;ETS2;FOSB;FOSL2;HES1;HES4;JUNB;KDM5D;MAFF;NFIL3;NFKB2;NR1D1;NR4A1;NR4A3;PPARGC1A;SMAD7;ZNF331,23,exp05-coregnet
1d4ec3c94583,VIM,ARID5A;ATF3;BHLHE40;CEBPD;CREB3L2;DDIT3;EGR1;ETS2;FOS;FOSB;FOSL2;HES1;HES4;ID2;IRF7;JUN;JUNB;JUND;KDM5D;KLF6;MAFF;MSC;NFIL3;NR1D1;NR4A1;NR4A2;NR4A3;RARA;SMAD3;SMAD7;TCF21;ZNF331,32,exp05-coregnet
