cluster_uid,target,sources,n_sources,silhouette_score,note
35c395b33182,ACTA2,FOSL2;JUNB;MEF2D;KLF9;HEYL;KLF4;MAFK;NR4A2;NFIX;PRRX1;KLF2;ARID5A;LRRFIP1,13,0.6723,exp05_thyroid-coregtor-r1
016b26a8aa39,ACTB,JUN;NR4A1;JUNB;EGR1;ATF3;KLF6;JUND;SRF;FOS;BHLHE40;NR4A2;KLF4;FOSB;MAFF;ERF,15,0.0,exp05_thyroid-coregtor-r1
5d41e05774c9,AKT1,CIC;HSF1;ABL1;NCOR2;RELA;SSRP1;NR1H2;TRIM28;KMT2B;ATF4;GTF2F1;CTBP1;PPARD;STAT5B;CREB3;E2F4;SF1;PHF1;E4F1;MAZ;YBX1;MBD1;NFIC;TFE3;MLXIP;HMGA1;NONO;ZNF219,28,0.0,exp05_thyroid-coregtor-r1
c9a92f54bd53,APOE,ID4;SMAD9;USF1;SMARCA1;RBFOX2;GTF3A;PAX8;CREB3L2;ETS1;NFATC4;EPAS1;STAT6;KLF5;NR2F2;TBX3;ZBTB4;SOX18;SP100;NFE2L2;TCF7L1;PRRX1;ARID5A;TFCP2L1;TCF3;RFX5;FOXE1;KDM5D;NKX2-1;VEZF1,29,0.3501,exp05_thyroid-coregtor-r1
c254e410bc26,APP,TFDP1;CREBL2;GTF2F1;NFE2L1;SMARCA1;SSRP1;ZBTB4;SP2;ID4;SMARCA5;EP300;CREB3;NFE2L2;VEZF1;THAP11;MXI1;NFIX;YBX1;NFIC;SKI,20,0.0,exp05_thyroid-coregtor-r1
5d6e2866f7ab,BCL2L1,HTATIP2;ESRRA;MBD2;YBX1;TFE3;KLF13;MAFG;MLX;ZBTB7B;ENO1;DEAF1;CEBPB;APEX1;SSRP1;ABL1;ZBTB16;RXRA;TFCP2L1;ATOH8;STAT3;HSF4;SND1;E2F4,23,0.5864,exp05_thyroid-coregtor-r1
08fc83ff86d9,CD44,STAT5B;HMGB1;MAX;SP100;PHF1;HSF1;ARID5A;IRF3;CTBP1;NFKB2;CREBL2;BHLHE40;TCF3;HSF4;HMGA1;PRRX1;MXI1;CIC;ZSCAN18;PML;RELA;TRIM28;TFCP2L1;NFKB1;NFE2L2;LRRFIP1;NR1H2;DBP;ATF4;BCL3;MBD1;PPARD,32,0.5127,exp05_thyroid-coregtor-r1
631d5ef15870,CDK4,CREB3;SSRP1;YBX1;SND1;TRIM28;NFKB1;NFE2L1;GTF2F1;THAP11;MAZ;NCOR2;DRAP1;SMARCA5;RFXANK;APEX1;ENO1;MLX;NFIC;NR2F6;RXRA;TFE3;TFDP1;UBTF;ATF6B;HTATIP2,25,0.0,exp05_thyroid-coregtor-r1
f506791d3dd8,CDKN1A,ETS2;BHLHE40;FOSL2;ARID5A;BCL3;MAFF;NFIL3;RELA;JUNB;RARA;HIF1A;STAT3;CEBPD;ERF;ABL1;KLF10,16,0.6089,exp05_thyroid-coregtor-r1
99423c1c53c4,CLU,HMGA1;SSRP1;YBX1;NFIC;CREB3;NFE2L1;GTF2F1;SND1;ENO1;NONO;KLF13;NCOR2;STAT3;TFE3;MAZ;TEAD4;CEBPB;NFKB1;NR1H2;BCL6;TFDP1,21,0.0,exp05_thyroid-coregtor-r1
bb4e4758c594,CRYAB,MAZ;FOS;ATF3;MAFB;JUN;ZNF24;DBP;DDIT3;ATF4;HSF1;KLF6;THAP11;ZNF32,13,0.3517,exp05_thyroid-coregtor-r1
60e4ee884e58,DUSP1,JUN;FOS;JUNB;EGR1;ATF3;JUND;BHLHE40;NR4A1;KLF6;KLF4;NR4A2;ID2;FOSB;MAFF;SRF;MAFB,16,0.0,exp05_thyroid-coregtor-r1
390949dfe653,ERBB2,TRIM28;NFE2L1;GTF2F1;CREB3;DEAF1;HSF1;SSRP1;SMAD9;ATF6B;SND1;CIC;ZBTB4;TFDP1;TFE3;TEAD4;NR2F6;HMGA1;PPARD;NFIC;ABL1;MXI1;YBX1;HDAC3;RXRA,24,0.0,exp05_thyroid-coregtor-r1
ed634a2aa534,FN1,PRRX1;NFIX;FOSL2;KLF9;LRRFIP1;JUNB;SKI;CTNNB1;MEF2D;ELK3;NR2F2;NFIL3;KLF2;MAFK;KLF4;PAX8;TBX3;ARID5A,18,0.0,exp05_thyroid-coregtor-r1
34623cd7544d,GADD45B,BCL3;CEBPD;STAT3;CEBPB;FOSL2;BCL6;ETS2;ABL1;NFKB1;HIF1A;NFIL3;KLF9;RELA;TEAD4;KLF10;ATOH8,16,0.0,exp05_thyroid-coregtor-r1
e8e4fdd5de3d,GSTP1,ENO1;HTATIP2;SND1;NR2F6;CREB3;ID1;ESRRA;DRAP1;MAZ;SREBF2;APEX1;SP100;ARID5A;FOXE1;NFATC4;NFIC;STAT2;XBP1;YBX1,19,0.0,exp05_thyroid-coregtor-r1
e9f68305847f,HBA2,PHF1;ATF4;HMGB1;IRF3;HSF4;ZSCAN18;PML;HSF1;CXXC1;CTBP1;MXI1;HMGB2;HMGA1;NFKB2;ARID5A;ID2;JUN;MAFK;GTF2F1;MAX;ATF3;TRIM28;NR1H2;ZNF692;RELA;RFXANK;FOXE1;JUND,28,0.355,exp05_thyroid-coregtor-r1
9b59b9709c45,HBB,HMGB1;ZSCAN18;PHF1;GTF2F1;HSF1;HMGB2;HSF4;ATF4;PML;IRF3;MAX;FOXE1;ID2;SP100;NFKB2;NR1H2;ATF6B;ARID5A;MXI1;BCL6;ING4;NR1D1;CTBP1;ZNF692;RFXANK;HMGA1;TRIM28;SSRP1;STAT5B;ID1,30,0.2966,exp05_thyroid-coregtor-r1
e89c87363601,HLA-DRB1,SP100;ID4;ETS1;USF1;ARID5A;PAX8;TFCP2L1;TBX3;RFX5;SMAD9;MAX;NKX2-1;GTF3A;TEAD4;NFKB2;RBFOX2;TCF7L1;IRF9;FOXE1;ID1;DEAF1;HMGB2;SMARCA1;IRF3,24,0.0,exp05_thyroid-coregtor-r1
ca77bc4859f6,HLA-E,SP100;ELK3;MAX;ATF4;ARID5A;HSF1;HMGB1;TBX3;PML;HMGB2;STAT5B;IRF3;NFKB2;HSF4;BHLHE40;PHF1;ETS1;ETS2;TCF3;ID1;LRRFIP1;MAFF;CTBP1;ATF3;NR1H2,25,0.0,exp05_thyroid-coregtor-r1
eb6065961270,HSP90AA1,MAZ;HSF1;RXRA;ZNF32;ZNF24;ATF4;CTBP1;THAP11;STAT6;USF2;NR2F6;PPARD;KDM2A;MXD4;MAX;RELA;TEAD4,17,0.0,exp05_thyroid-coregtor-r1
2cf194e584d4,HSPA1A,THAP11;USF2;CTBP1;MAZ;NR2F6;ZNF32;HSF1;STAT6;KDM2A;MAX;MXD4;ZNF24;RELA;ATF4;NFYC;RXRA,16,0.4536,exp05_thyroid-coregtor-r1
0f6f35a96cd7,ID3,ID1;FOXE1;TBX3;SNAI1;SMAD7;FOS;XBP1;DDIT3;ID2;CREB3;TEAD4;NR2F6;ZNF219;EGR1;SOX18;ESRRA;ID4;HES1;SCX;DRAP1,20,0.0,exp05_thyroid-coregtor-r1
e23b4335bbfc,MAT2A,ZBTB7B;ZBTB16;MLXIP;HMGA1;TFCP2L1;SMAD3;FOXJ3;VEZF1;ZBTB17;SFPQ;MAFG;CREBZF;RARA;EWSR1;ZNF274;PHF1;NKX2-1;GTF3A;MBD2,19,0.0,exp05_thyroid-coregtor-r1
150202ea2115,MCL1,KLF6;MAFF;JUNB;EGR1;ATF3;SRF;FOSL2;KLF10;NR4A1;JUND;ERF;FOS;KLF9;JUN;ARID5A;FOSB;BHLHE40;NFIL3;MAFK,19,0.0,exp05_thyroid-coregtor-r1
