"Regulator","Target"
"HES1","HBB"
"HES1","CDKN1A"
"HES1","HLA-E"
"HES1","HSPA1A"
"HES1","CXCR4"
"HES1","SPARC"
"HES1","FN1"
"HES1","HBA2"
"HES1","TNFSF10"
"HES1","VEGFA"
"HES1","DUSP1"
"HES1","HSP90AA1"
"HES1","CRYAB"
"HES1","FASN"
"IRF1","HBB"
"IRF1","SOCS3"
"IRF1","CDKN1A"
"IRF1","GADD45B"
"IRF1","HLA-E"
"IRF1","HSPA1A"
"IRF1","MT1A"
"IRF1","FN1"
"IRF1","HBA2"
"IRF1","NFKBIA"
"IRF1","TNFSF10"
"IRF1","VEGFA"
"IRF1","SOD2"
"IRF1","PDLIM7"
"IRF1","HLA-DRB1"
"IRF1","PDK4"
"IRF1","FASN"
"BCL3","HBB"
"BCL3","SOCS3"
"BCL3","CDKN1A"
"BCL3","GADD45B"
"BCL3","HLA-E"
"BCL3","MT1A"
"BCL3","LDLR"
"BCL3","FN1"
"BCL3","HBA2"
"BCL3","NFKBIA"
"BCL3","VEGFA"
"BCL3","SOD2"
"BCL3","PDLIM7"
"BCL3","PDK4"
"BCL3","FASN"
"MXD1","HBB"
"MXD1","CDKN1A"
"MXD1","GADD45B"
"MXD1","HLA-E"
"MXD1","HSPA1A"
"MXD1","CXCR4"
"MXD1","MT1A"
"MXD1","TAGLN"
"MXD1","FN1"
"MXD1","HBA2"
"MXD1","SOD2"
"MXD1","TIMP1"
"MXD1","DUSP1"
"MXD1","PDLIM7"
"MXD1","CLU"
"MXD1","HSP90AA1"
"MXD1","CRYAB"
"MXD1","FASN"
"SOX7","HBB"
"SOX7","SOCS3"
"SOX7","CDKN1A"
"SOX7","GADD45B"
"SOX7","HLA-E"
"SOX7","HSPA1A"
"SOX7","CXCR4"
"SOX7","SPARC"
"SOX7","FN1"
"SOX7","HBA2"
"SOX7","TNFSF10"
"SOX7","VEGFA"
"SOX7","TIMP3"
"SOX7","DUSP1"
"SOX7","PDLIM7"
"SOX7","CLU"
"SOX7","HSP90AA1"
"SOX7","CRYAB"
"SOX7","APOE"
"SOX7","FASN"
"ARID5A","HBB"
"ARID5A","SOCS3"
"ARID5A","CDKN1A"
"ARID5A","GADD45B"
"ARID5A","HLA-E"
"ARID5A","HSPA1A"
"ARID5A","PER1"
"ARID5A","SPARC"
"ARID5A","MT1A"
"ARID5A","TAGLN"
