cluster_uid,target,sources,n_sources,method
5d7e5553be8c,HBA2,ARID5A;ATF3;BCL3;FOSB;HES1;IRF1;KDM5D;KLF15;MXD1;NKX2-1;SMAD6;SOX7,12,exp03-coregnet
d3ee9f32375d,HBB,ARID5A;ATF3;BCL3;FOS;FOSB;HES1;IRF1;KDM5D;KLF15;MXD1;NKX2-1;SMAD6;SOX7,13,exp03-coregnet
011cf8260b45,HLA-DRB1,ARID5A;ELF3;FOSB;HIF3A;IRF1;KDM5D;KLF15;SMAD6;ZBTB16,9,exp03-coregnet
1c00e9fb0790,HLA-E,ARID5A;ATF3;BCL3;BCL6B;EPAS1;ETS1;ETS2;FOSB;FOXF1;HES1;IRF1;JUN;JUNB;KDM5D;KLF15;LMO2;MAFF;MXD1;MYRF;NFKB2;NKX2-1;NR1D1;RELB;SMAD6;SOX7;ZNF331,26,exp03-coregnet
2fac5b220048,HMOX1,ATF3;FOSB;KDM5D;NR4A1,4,exp03-coregnet
d2aeafa34d9d,HSP90AA1,ARID5A;ATF3;FOSB;HES1;JUN;KDM5D;KLF15;MXD1;NKX2-1;NR4A2;SOX7,11,exp03-coregnet
017ec40eaff3,HSPA1A,ARID5A;ATF3;FOSB;HES1;IRF1;KDM5D;KLF15;MXD1;SOX7,9,exp03-coregnet
43df939aace0,ID3,ATF3;EGR1;ELF3;FOS;FOSB;ID1;KDM5D;NR4A1;SMAD6;SMAD7;SNAI1;SOX18;ZBTB16,13,exp03-coregnet
1463d99aea71,LDLR,BCL3;EGR1;ELF3;FOSB;HIF3A;ID1;KDM5D;MYC;SNAI1;ZBTB16,10,exp03-coregnet
2dc7210e991e,MT1A,ARID5A;BCL3;FOSB;IRF1;KDM5D;KLF15;MXD1;RELB;SMAD6,9,exp03-coregnet
a619f0c073fd,NFKBIA,ARID5A;ATF3;BCL3;ELF3;ETS2;FOSB;HIF1A;IRF1;JUNB;KDM5D;KLF2;KLF4;KLF9;MAFF;MYC;NFKB2;NR4A1;RELB;SMAD6;SNAI1,20,exp03-coregnet
7e0689dd8f62,PDK4,ARID5A;BCL3;EGR1;FOS;FOSB;HIF3A;IRF1;KDM5D;KLF15;RELB;SMAD6;ZBTB16,12,exp03-coregnet
f91ebdbd1df0,PDLIM7,ARID5A;BCL3;EGR1;ELF3;FOS;FOSB;HES4;IRF1;KDM5D;KLF15;MXD1;NKX2-1;OSR1;RELB;SOX7,15,exp03-coregnet
95db616bc30d,PER1,ARID5A;EGR1;ELF3;FOSB;HIF3A;KDM5D;KLF15;KLF2;KLF4;KLF9;NR1D1;NR4A1;ZBTB16,13,exp03-coregnet
36b0b56c68ec,SOCS3,ARID5A;ATF3;BCL3;BHLHE40;EGR1;ELF3;FOSB;HIF3A;IRF1;JUNB;KDM5D;KLF15;MYC;NFKB2;NR4A2;RELB;SMAD6;SNAI1;SOX7;ZBTB16,20,exp03-coregnet
9b0c0b4742ad,SOD2,ARID5A;ATF3;BCL3;FOSB;HIF1A;HIF3A;IRF1;JUNB;KDM5D;KLF15;MXD1;NFKB2;NKX2-1;RELB;SMAD6,15,exp03-coregnet
618a2d2bbf0f,SPARC,ARID5A;ATF3;ELF3;FOS;FOSB;HES1;KDM5D;KLF15;NKX2-1;OSR1;SOX7,11,exp03-coregnet
564e0d61d49a,TAGLN,ARID5A;ATF3;FOS;FOSB;HES4;KDM5D;MXD1;NKX2-1;NR4A1;NR4A2;OSR1,11,exp03-coregnet
35bb748328da,TIMP1,ARID5A;EGR1;FOSB;HIF3A;KDM5D;KLF15;MXD1;NKX2-1;SMAD6,9,exp03-coregnet
7682b63f136d,TIMP3,ARID5A;EPAS1;FOSB;HIF3A;KDM5D;KLF15;KLF9;MAFF;MYRF;NR1D1;NR4A1;NR4A2;SOX7;ZBTB16,14,exp03-coregnet
35daf9a6a049,TNFSF10,ARID5A;ATF3;BCL6B;FOSB;HES1;IRF1;KDM5D;KLF15;NR1D1;SOX7;ZBTB16,11,exp03-coregnet
7e81c6d02f37,VEGFA,ARID5A;ATF3;BCL3;BCL6B;BHLHE40;HES1;IRF1;KDM5D;KLF15;MAFF;MYRF;NFKB2;RELB;SMAD6;SNAI1;SOX7;ZBTB16,17,exp03-coregnet
