cluster_uid,target,sources,n_sources,silhouette_score,note
530af21243f6,ACTA2,HIF3A;GATA5,2,0.2402,exp03_bladder-coregtor-r1
962a50fbf4c9,ACTB,SRF;YBX1;IRF3;MLXIP;AHR;KLF5;ELF3;PLAGL1;ETS1;GATA2;FOXQ1;EHF;HES1;SND1;GATA6;ID2;SMAD7;RARG;CREB3;ZEB1;ID1;NFIC,22,0.234,exp03_bladder-coregtor-r1
6b61eabfa877,AKT1,LRRFIP1;YBX1;FOXO4;TFE3;NR1H2;MAFG;DRAP1;NFYB;TEAD2;GTF3A;HSF1;MAZ;TRIM28;NCOR2;MLXIP;NFE2L1;CREB3;SRF;SND1;UBP1;PLAGL1;NFIC;RELA,23,0.2452,exp03_bladder-coregtor-r1
7b7c72d8b540,APOE,PLAGL1;YY1,2,0.2214,exp03_bladder-coregtor-r1
96ce86783db1,APP,RXRA;IRF2;EP300;BHLHE41;ELF1;SP1;CREBL2;SMARCA5;NONO;ZNF384;SNAI2;FOXO3;KLF3;EPAS1;PIR,15,0.3507,exp03_bladder-coregtor-r1
dc422bdba562,CD44,NR2F6;RARG,2,0.2108,exp03_bladder-coregtor-r1
7fb8e913fb94,CDK4,RXRB;BCL6,2,0.3087,exp03_bladder-coregtor-r1
a3d47e308bfc,CDKN1A,PPARD;NFIX,2,0.3249,exp03_bladder-coregtor-r1
a99cc40c7f2d,CDKN1C,GATA3;HES4,2,0.215,exp03_bladder-coregtor-r1
e02bf94e605f,CLU,VEZF1;GTF3A,2,0.3816,exp03_bladder-coregtor-r1
97378f1ff3ba,CRYAB,STAT5B;MAZ,2,0.3518,exp03_bladder-coregtor-r1
05270bb9e182,CSF1,STAT5A;TWIST2,2,0.2362,exp03_bladder-coregtor-r1
b5580af8843e,DUSP1,MAX;FOSL2;FOS;ID2;CEBPB;SMAD7;KLF6;CREB3;ZSCAN18;HIF1A;NFKB2;GATA2;ELF1;JUN;DRAP1;PLAGL1;SNAI2;ID1;RXRB;THAP11;KLF4;JUNB;FOXO3;GATA5;RFX5;TBX3;ID4;PITX1,28,0.2312,exp03_bladder-coregtor-r1
e2fe456c78f5,FGFR1,MEF2D;LRRFIP1,2,0.3778,exp03_bladder-coregtor-r1
cf613028e1b1,FN1,ATF3;PBX1,2,0.3778,exp03_bladder-coregtor-r1
