,cluster_uid,target,sources,n_sources,silhouette_score,note,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_jaccard
30,d9424ac1f16d,PDK4,BHLHE40;CEBPD,2,0.3936,exp03_bladder-coregtor-r1,0.5,0.5,0.5,22.90598,23.40725,3.40942,0.6222,1.72347,0.55326,0.0,0.0,0.0
31,56f329b526de,PDLIM7,AHR;SRF;ETS1;NFKB1;SMAD3;MEIS2;ZSCAN18;ATF4;RBFOX2;HMGA1;EHF;HIF1A;HDAC1;ID2;GATA3;ELF1;GATA6;KLF5;SP1;MEF2D;XBP1;DRAP1;HSF4;MEIS1;TBX3;STAT6;FOXQ1;RARG;HIF3A,29,0.2619,exp03_bladder-coregtor-r1,0.53407,0.55768,0.52299,7.73462,20.28893,6.99803,0.55989,1.93032,0.45908,0.13793,0.10526,0.06349
32,164170bcee4b,PER1,NFIL3;HES4,2,0.512,exp03_bladder-coregtor-r1,0.5,0.33333,0.33333,1.01839,0.0,0.0,0.72753,2.05309,0.6669,0.5,0.03846,0.03704
33,59e313f60971,RBL2,ELF1;SP1;KLF3;TBX3;AHR;NONO;EHF;GATA3;MBD2;FOXQ1;IRF2;RXRA;ID1;EP300;GATA2;HIF1A,16,0.2738,exp03_bladder-coregtor-r1,0.56944,0.56389,0.57639,14.86264,24.26853,14.80629,0.54355,1.83233,0.45565,0.125,0.08333,0.05263
34,57bd8c594258,RHOA,ZEB1;NR2F2;TEAD2;TFE3;VEZF1;EHF;SKI;ARID5B;ENO1;SND1;YBX1;CTNNB1;FOXO3;SMARCA1;STAT3;UBP1;EPAS1;NCOR2;RXRA;CXXC1;STAT5A;HMGB2;NFYB;TEAD1;STAT5B;KLF15;NFE2L1;NFIC;HMGB1;GTF3A;ELF3;RARA;ZBTB16,33,0.1573,exp03_bladder-coregtor-r1,0.5303,0.52778,0.53946,11.25463,14.31464,9.70382,0.51471,1.65993,0.43887,0.0,0.0,0.0
35,053b89ae43ea,SOCS3,BCL6;ID2;KDM5D,3,0.276,exp03_bladder-coregtor-r1,0.44444,0.66667,0.44444,1.21157,26.65245,1.01893,0.38077,1.25242,0.31353,0.0,0.0,0.0
36,6ddbd2fc8768,SOD2,STAT5A;STAT3;TEAD2;STAT5B;ENO1;YBX1;MLXIP;GATA2;PPARD;E2F4;ARID5B;TBX2;SSRP1;DRAP1;BCL3;NR2F2;BCL6;BHLHE41;KLF5;ARID5A;GATA3;STAT1;RFX5;OSR1;NFIL3;NFYB,26,0.2764,exp03_bladder-coregtor-r1,0.50667,0.5559,0.50513,8.05131,17.04517,6.4769,0.50971,1.7516,0.42178,0.07692,0.05,0.03125
37,650677f7ce32,SPARC,APEX1;HOXA11,2,0.2616,exp03_bladder-coregtor-r1,0.5,0.33333,0.5,14.33983,0.0,3.33387,0.29146,0.93322,0.25792,0.0,0.0,0.0
38,73169e24e9fc,SQSTM1,YY1;PIR,2,0.5177,exp03_bladder-coregtor-r1,0.5,0.5,0.5,0.35193,10.00673,1.34658,0.31313,1.03088,0.2752,0.0,0.0,0.0
39,f10e557176c8,SUMO1,KLF4;STAT6;STAT3;SKI,4,0.2072,exp03_bladder-coregtor-r1,0.58333,0.75,0.58333,13.02186,94.88632,8.0134,0.55833,2.29009,0.39831,0.0,0.0,0.0
40,cdcaaa98b840,TAGLN,USF2;HAND2;SMAD3;USF1;CREBZF;IRF3;ZGPAT;CTBP1;AHR;ZNF692;SRF;LDB1;MZF1,13,0.2378,exp03_bladder-coregtor-r1,0.4765,0.50641,0.48291,4.0362,9.03964,4.16346,0.57183,1.87275,0.48451,0.15385,0.05714,0.04348
41,c28ea8131578,TGFB1,GTF2F1;RELA,2,0.211,exp03_bladder-coregtor-r1,0.5,0.5,0.5,15.88261,9.75096,23.47913,0.48108,2.06274,0.29686,0.5,0.01299,0.01282
42,a65fbdf0f855,TGFBR2,CTBP1;E2F4;TWIST2,3,0.4105,exp03_bladder-coregtor-r1,0.61111,0.66667,0.66667,4.56703,12.77393,3.56581,0.58246,1.64493,0.51792,0.0,0.0,0.0
43,a5522fbb7a17,TIMP1,JUN;CTNNB1;FOXO4,3,0.5201,exp03_bladder-coregtor-r1,0.66667,1.0,0.66667,57.04345,38.93529,17.34738,0.49404,1.93191,0.37207,0.33333,0.02632,0.025
44,71cba9e7e78e,TIMP3,HMGB1;NR2F6,2,0.2796,exp03_bladder-coregtor-r1,0.5,0.33333,0.5,5.5507,0.0,1.76122,0.30121,1.03928,0.23929,0.0,0.0,0.0
45,68237d2a8e14,TKT,MLXIP;ZBTB48,2,0.4175,exp03_bladder-coregtor-r1,0.33333,0.5,0.33333,0.0,3.01264,0.0,0.60467,1.62969,0.56853,0.0,0.0,0.0
46,d41df693ad2d,TNFSF10,IRF2;STAT5B;STAT1;SP1;GATA6;ZSCAN18;STAT2;ELF3;MBD2;ZEB1;IRF9;XBP1;SRF;KLF3;ID1;PML;HMGA1,17,0.2339,exp03_bladder-coregtor-r1,0.54044,0.55637,0.52819,7.41339,23.75626,6.98251,0.55564,1.81228,0.46683,0.35294,0.15385,0.12
47,80a9db91a30c,TXN,E2F4;GTF3A;SMARCC1;ENO1;STAT3;TEAD2;ARID5B;TFE3;SSRP1;RELA;HTATIP2;MLX;STAT5A;YBX1,14,0.2619,exp03_bladder-coregtor-r1,0.49267,0.50733,0.52564,13.11351,12.10181,12.0966,0.44798,1.42184,0.38797,0.0,0.0,0.0
48,d5cb0f37b4b9,VEGFA,ESRRA;CEBPB,2,0.2073,exp03_bladder-coregtor-r1,0.5,0.5,0.5,10.09156,52.05847,2.60879,0.50762,1.57826,0.47336,0.5,0.00704,0.00699
49,ce50777462ba,VIM,KLF4;TWIST2;CEBPD;NFATC4;ESRRA;ZBTB7B;SREBF2;NR2F2;SMARCC1;TRIM28;KMT2B;APEX1;ARNT;SMARCA5;YY1;GTF2F1;NPAS2;NFIL3;ERF;RXRA;NONO;ZBTB16;NFYC,23,0.1769,exp03_bladder-coregtor-r1,0.53162,0.55072,0.53426,12.02489,14.41932,9.89274,0.54201,1.76166,0.45583,0.08696,0.04,0.02817
