cluster_uid,target,sources,n_sources,silhouette_score,note
896db5a4c9d5,A1BG,CREB3L2;RFX1,2,0.396,exp01_kidney_cortex-coregtor-r1
06bfc85a0b54,A1BG-AS1,MXD4;HOXC10,2,0.3421,exp01_kidney_cortex-coregtor-r1
bbbb24f622dd,A2M,MBNL2;JAZF1,2,0.2861,exp01_kidney_cortex-coregtor-r1
5052e47b8833,A2M-AS1,TRPS1;ETV1;CBFB,3,0.3228,exp01_kidney_cortex-coregtor-r1
b98498f47307,A2ML1,ZNF700;HOXA2,2,0.3563,exp01_kidney_cortex-coregtor-r1
a03be137f562,A3GALT2,HNRNPUL1;YY2;MAF,3,0.3109,exp01_kidney_cortex-coregtor-r1
465b9d2f3c3a,A4GALT,SND1;ZBTB42;RELA,3,0.1253,exp01_kidney_cortex-coregtor-r1
4597532e2f42,A4GNT,ZNF799;HMX3,2,0.3721,exp01_kidney_cortex-coregtor-r1
278d5ffca9b3,AAAS,ZNF384;ZNF184,2,0.3467,exp01_kidney_cortex-coregtor-r1
522e9bd6efcf,AACS,ELK1;SND1,2,0.302,exp01_kidney_cortex-coregtor-r1
4b0bf2f331c9,AADACL4,BNC1;CSTF2,2,0.3033,exp01_kidney_cortex-coregtor-r1
5f3e8ecf5092,AADAT,ZSCAN21;WT1,2,0.2708,exp01_kidney_cortex-coregtor-r1
7d14ba818915,AAGAB,SP1;YWHAZ,2,0.1372,exp01_kidney_cortex-coregtor-r1
ef09516444a3,AAK1,ZNF316;FOXK1,2,0.1745,exp01_kidney_cortex-coregtor-r1
b4b86021f07c,AAMDC,TIMM8A;RBM8A,2,0.1468,exp01_kidney_cortex-coregtor-r1
2d58f5bbc7e6,AAMP,ZNF628;STUB1,2,0.2567,exp01_kidney_cortex-coregtor-r1
26598cb9351d,AANAT,DGCR8;SKOR1,2,0.3451,exp01_kidney_cortex-coregtor-r1
c9b24d1b4726,AAR2,ZSCAN25;NOC2L,2,0.2153,exp01_kidney_cortex-coregtor-r1
cb475164e601,AARD,HNF4G;PPARA;ACAA1;HNF1A;ETFB;TFEC;VDR,7,0.2277,exp01_kidney_cortex-coregtor-r1
551e544b096d,AARS1,CDC5L;DMAP1,2,0.2247,exp01_kidney_cortex-coregtor-r1
54596ac3aa37,AARS2,ZBTB1;ZNF875,2,0.1627,exp01_kidney_cortex-coregtor-r1
4bbdf17eeb79,AARSD1,SMUG1;ZNF7,2,0.1941,exp01_kidney_cortex-coregtor-r1
