cluster_uid,target,sources,n_sources,silhouette_score,note
abaef2062d97,A1BG,IRF6;NR1I3;ILF2;ZNF581;NAP1L1;RORC;ZNF513;PCK2;MRPL2;GRHPR;ZNF695;CELF5;ZNF826P;ESRP2;GPANK1;DRAP1;NONO;ZNF48;HMG20B;SOX12;SOX4;POLE4;MED30;TCF7;ID1;SATB1;LYL1;PPP2R3B;MYB;NFYB;RUFY3;MELK;ZNF32;RNASEH2C;AKR1A1;LEF1;ATF5;ZNF334;WDR83;ZNF283;DBP;NAGS;ZNF688;CUX2;ETFB;STUB1;SPAG7;MTHFD1;BAD;ASCL2;ZNF444;GOT1;MYEF2;EEF1D;PTPMT1;CSNK2B,56,0.2923,exp01_blood-coregtor-r1
57eb69ba8b3c,A1BG-AS1,ZNF671;FBXL19;FIZ1;HOMEZ;ZNF490;ZNF2;ZNF557;ZNF71;JRK;ZBTB42;ZNF740;ZNF416;ZNF836;ZBTB45,14,0.2606,exp01_blood-coregtor-r1
e74b8f10408d,A2M,ZNF23;THAP5,2,0.5341,exp01_blood-coregtor-r1
7d462ee7ea7e,A2M-AS1,ZNF831;FUBP1;KMT2A;ZNF827;IKZF3;NELFA;MGA;HCFC1;SMARCC2;ZNF76;DAZAP1;HMGXB3;NR2C1;IVD;CELF6;GATAD1;ZBTB40;TAF6;KLRG1;CBFA2T2;HP1BP3;DNMT1;KDM2B;SOX13,24,0.1936,exp01_blood-coregtor-r1
06b09537579f,A2ML1,EHF;ZNF646;ZNF746;OVOL1;ARNTL;PITX1;GLIS2;TFF3;ZNF213;E2F2;BANP;GTF3A;RXRB;ZSWIM1;KLF1;CELF6;ZNF687;CBX7;ZDHHC5;OTX1;ESRP2;NFYC;ZNF18;FAAP24;CYB5R1;CERS3;RARA;PPP1R10;TEAD2;ELF3;ZXDC;CERS5;ZNF396;SMAP2,34,0.0,exp01_blood-coregtor-r1
0000eae576bf,A2MP1,ZNF831;SOX13;ZNF600;ZNF827;IKZF3;ZNF76;HOXC4;TBX21;GATAD1;KDM2B;KMT2A;ZNF335;PRDM15;IVD;HDAC8;DMAP1;HMGXB3;ADARB1;BRF1;ZNF598;KLRG1;SMARCC2;ZBTB40;ZNF142;NELFA;POLR3A;ZNF880;KLF12;METTL3;ZNF875;ZNF251;TERF2;HLCS;ILF3;ZNF500;ZNF853;SCMH1,37,0.3893,exp01_blood-coregtor-r1
35980154ab74,A3GALT2,KDM4B;SMAP2;JDP2;GLIS2;ZXDC;TFEB;ZNF687;RARA;STK40;LCOR;ZNF746;RAB7A;STAT5B;ZNF396;TSC22D4;ZNF646;NFYC;EP300;CERS2;ZBTB34;GATAD2A,21,0.1826,exp01_blood-coregtor-r1
a5731dc62e30,A4GALT,EZH2;PUM3;TEAD4,3,0.295,exp01_blood-coregtor-r1
d5490f9cab96,AAAS,NOC2L;CXXC1;POLD2;ASPSCR1;LAS1L;PDCD11;TRMT1;RUVBL1;TIMM44;TAF6;GTF3C5;NELFA;DAZAP1;SSRP1;HINFP;IRF3,16,0.0,exp01_blood-coregtor-r1
f156c69477ac,AACS,NFX1;NONO;PARP1;PRDM15;POLR3A;ZNF343;TAF6;SREBF2;ZNF664;ABCF2;ZFP64;DNMT1;DAZAP1;RFX5;SCMH1;NOC2L;SSRP1;TGIF2;PPP5C;MTA3;HDAC8;ZNF48;CREB3L2;NNT,24,0.3021,exp01_blood-coregtor-r1
