cluster_uid,target,sources,n_sources,silhouette_score,note
fbf9ab6c5f53,A1BG,ZRSR2;MIOS,2,0.3289,exp01_bladder-coregtor-r1
d2c193b96bf1,A1BG-AS1,ZBTB46;LMO2;ZNF841,3,0.0853,exp01_bladder-coregtor-r1
f8b45d589619,A2M,GLI3;ONECUT3,2,0.1424,exp01_bladder-coregtor-r1
d25f4f65ff2e,A2M-AS1,SOX10;ZNF133,2,0.2097,exp01_bladder-coregtor-r1
783002fa8415,A2ML1,FOXH1;RPL35,2,0.3445,exp01_bladder-coregtor-r1
f89f4159be63,A2MP1,FOXD3;ZNF467,2,0.1866,exp01_bladder-coregtor-r1
e80f48d970c4,A3GALT2,ZNF598;ZNF175,2,0.3913,exp01_bladder-coregtor-r1
f74da5d306ef,A4GALT,NPDC1;AR,2,0.1863,exp01_bladder-coregtor-r1
1e1f3abe5800,A4GNT,HOXA10;METTL3,2,0.2675,exp01_bladder-coregtor-r1
8fcf3453acb8,AAAS,ZNF576;ZNF343;ZNF239,3,0.2517,exp01_bladder-coregtor-r1
effd79a43a4a,AACS,ZC3H7A;ZNF462,2,0.4009,exp01_bladder-coregtor-r1
e6a95baa7dea,AADAC,ZNF713;RXRG,2,0.416,exp01_bladder-coregtor-r1
00a636872184,AADACL2,ZNF827;KDM2A,2,0.4548,exp01_bladder-coregtor-r1
eef161f97751,AADACL4,FOXN2;ZNF552,2,0.3641,exp01_bladder-coregtor-r1
54b40ad9e72b,AADAT,ZNF280B;HDAC1,2,0.2935,exp01_bladder-coregtor-r1
88016b816618,AAGAB,TRIB3;TRIB2,2,0.2069,exp01_bladder-coregtor-r1
1fabb4b862c5,AAK1,ZNF561;ZNF624,2,0.1893,exp01_bladder-coregtor-r1
5ed026135e03,AAMDC,DGCR8;R3HDM2,2,0.1798,exp01_bladder-coregtor-r1
360cd1b06f49,AAMP,ZNF622;ZNF324;ZNF3;PPP5C;KMT2B,5,0.1118,exp01_bladder-coregtor-r1
e8c08d95495a,AANAT,ISL1;ZBTB6;DRAP1,3,0.2606,exp01_bladder-coregtor-r1
4df5dcd02365,AAR2,ZNF536;ACO1;ZNF777;DPF2;HOXB7;TEAD3;DNTTIP1;ETS1,8,0.1672,exp01_bladder-coregtor-r1
4b58508f4ec9,AARD,ZBTB7A;THOC2,2,0.2179,exp01_bladder-coregtor-r1
6983682e117a,AARS1,RBM42;TFE3;EEF1D,3,0.1121,exp01_bladder-coregtor-r1
1a899702d7c4,AARS2,ZNF785;IRF3;ZBTB48;E2F5,4,0.3285,exp01_bladder-coregtor-r1
f5b966c6ddab,AARSD1,RXRB;LAS1L;UQCRB;ATF4,4,0.2125,exp01_bladder-coregtor-r1
ec1360b12606,AARSD1P1,SF1;SFPQ;GTF3A;ZNF596;ZNF26,5,0.0769,exp01_bladder-coregtor-r1
6be64658de41,AASDH,BPTF;NFXL1;KDM5A;MGA,4,0.2099,exp01_bladder-coregtor-r1
7c50e060111b,AASDHPPT,ZBTB1;RREB1,2,0.2694,exp01_bladder-coregtor-r1
d6df61b33968,AASS,ZNF219;NR2F1,2,0.2365,exp01_bladder-coregtor-r1
557a3ca09220,AATBC,HOXB7;TP63,2,0.2858,exp01_bladder-coregtor-r1
acf64a59ac48,AATF,ZNF32;GATA5,2,0.255,exp01_bladder-coregtor-r1
116612f2bc3c,AATK,SOX8;SOX10;RXRG;LMX1B,4,0.3443,exp01_bladder-coregtor-r1
4300fbfb47f9,ABAT,LEF1;PPARG,2,0.2559,exp01_bladder-coregtor-r1
8f6fd04cd6a1,ABCA1,NR2C1;ZNF548,2,0.3371,exp01_bladder-coregtor-r1
84e7a98f2e00,ABCA10,E2F3;CENPB,2,0.2701,exp01_bladder-coregtor-r1
695b5e785bec,ABCA11P,ZNF556;ZNF74,2,0.3642,exp01_bladder-coregtor-r1
3deaad2f9131,ABCA12,TPPP;ZNF772,2,0.3079,exp01_bladder-coregtor-r1
13592cc2dd95,ABCA13,GTF2A2;RUNX3,2,0.3468,exp01_bladder-coregtor-r1
04900ae72322,ABCA17P,ZNF589;CLOCK,2,0.3703,exp01_bladder-coregtor-r1
3509a5234624,ABCA2,CTBP1;ZNF667;USF2,3,0.3435,exp01_bladder-coregtor-r1
528acbeede9a,ABCA3,TGIF1;CFL2,2,0.1678,exp01_bladder-coregtor-r1
ddefaf0fb644,ABCA4,EGR2;ZNF226,2,0.3483,exp01_bladder-coregtor-r1
4287716b8f71,ABCA5,KLF3;RBM22,2,0.1292,exp01_bladder-coregtor-r1
3d58f0bf70cb,ABCA6,ZNF813;ZNF595,2,0.3089,exp01_bladder-coregtor-r1
46b0dc04f3e3,ABCA7,ZNF737;ETV7;IRF5;SIX4;ZNF320;IRF2;HNF4G;ZNF774;E2F7,9,0.1342,exp01_bladder-coregtor-r1
76a870ee6c00,ABCA8,FOXP1;HOXB7,2,0.111,exp01_bladder-coregtor-r1
65a923ea273c,ABCA9,ZNF304;ZNF827;SRRM3,3,0.2442,exp01_bladder-coregtor-r1
eac64f141f22,ABCA9-AS1,GLI4;GABPA,2,0.4498,exp01_bladder-coregtor-r1
6f1e08fc1047,ABCB1,DACH1;SOX5;NR5A2;ESR2;ELK3,5,0.2378,exp01_bladder-coregtor-r1
e0bb80920724,ABCB10,ATF2;ETS2,2,0.2497,exp01_bladder-coregtor-r1
c48b8f147d8a,ABCB11,NR1D1;RFX7,2,0.5416,exp01_bladder-coregtor-r1
2f93f238ff01,ABCB4,HIVEP1;KDM7A,2,0.4158,exp01_bladder-coregtor-r1
478946873d46,ABCB5,ZNF572;APEX1,2,0.3774,exp01_bladder-coregtor-r1
3380f851d19b,ABCB6,ZNF485;SNRNP70,2,0.3513,exp01_bladder-coregtor-r1
091108dd4a91,ABCB7,ZNF585B;TCF7L2,2,0.1791,exp01_bladder-coregtor-r1
94bf227397cc,ABCB8,ARG2;ZNF763;EEF1D,3,0.3376,exp01_bladder-coregtor-r1
79e4e3bdfccb,ABCB9,FOXD3;DLX2,2,0.087,exp01_bladder-coregtor-r1
f90a13f522b3,ABCC1,ZNF233;ZNF548,2,0.134,exp01_bladder-coregtor-r1
4939c79998b6,ABCC10,TCF3;FBXL19;JRK;HOXB6;ZNF774;ATF6B;ZNF443,7,0.0844,exp01_bladder-coregtor-r1
1f54ed91fe4e,ABCC11,SIX4;DMRTA1,2,0.2845,exp01_bladder-coregtor-r1
a0cc250bb3fe,ABCC2,ZNF837;CD59,2,0.4001,exp01_bladder-coregtor-r1
06e29cb68715,ABCC3,ZNF771;TMEM33,2,0.2892,exp01_bladder-coregtor-r1
b360a7362b15,ABCC4,HLCS;GLIS2,2,0.1745,exp01_bladder-coregtor-r1
3ec53d31c213,ABCC5,ZNF726;CYB5R1,2,0.2129,exp01_bladder-coregtor-r1
57eec967e1ff,ABCC6,ZNF263;SOX8,2,0.3976,exp01_bladder-coregtor-r1
99e54f46ecbc,ABCC6P2,HDAC3;CEBPD,2,0.4818,exp01_bladder-coregtor-r1
7951ffc090e9,ABCC8,ZNF519;ZHX2,2,0.527,exp01_bladder-coregtor-r1
fc46235d3c09,ABCC9,MAFG;ZNF248,2,0.4736,exp01_bladder-coregtor-r1
8cd755789824,ABCD1,NFE2L1;POU5F1B,2,0.2121,exp01_bladder-coregtor-r1
c2e1a803a51a,ABCD2,EN2;GLI2,2,0.3185,exp01_bladder-coregtor-r1
c4af3bf1df5b,ABCD3,HES2;HDAC1;ZNF283,3,0.2131,exp01_bladder-coregtor-r1
67b781b346ae,ABCD4,PHF20;ZFP92,2,0.3694,exp01_bladder-coregtor-r1
2252075e4ce3,ABCE1,KLF16;CPEB1,2,0.2352,exp01_bladder-coregtor-r1
3eeb86b85786,ABCF1,ABCF2;NOC2L;USP39;SSRP1;E2F4,5,0.2163,exp01_bladder-coregtor-r1
0743c8824c73,ABCF3,HMGXB3;ZNF513;ACAA1,3,0.1785,exp01_bladder-coregtor-r1
7ed1d9c25a48,ABCG1,MORN1;ZNF587,2,0.2472,exp01_bladder-coregtor-r1
1c507343566b,ABCG2,DACH1;ZNF536;FOXL1;ADARB1;SOX5;TET1,6,0.1386,exp01_bladder-coregtor-r1
1edb4ecaeb49,ABCG4,ZFPM1;P4HB,2,0.3664,exp01_bladder-coregtor-r1
68821be6cfbc,ABHD1,BRF2;ZNF384,2,0.3007,exp01_bladder-coregtor-r1
608e6403c595,ABHD10,ZNF180;ZNF30;ZNF415;ZNF684;ZNF225,5,0.1519,exp01_bladder-coregtor-r1
e35a85a9b9ae,ABHD11,TBX3;ID1,2,0.227,exp01_bladder-coregtor-r1
dc81e76efb0e,ABHD11-AS1,STAT2;ZGPAT,2,0.3645,exp01_bladder-coregtor-r1
f4e8e815e00d,ABHD12,ZNF816;NFKB2,2,0.2512,exp01_bladder-coregtor-r1
12da37b65519,ABHD12B,ZNF486;TRAF4,2,0.2044,exp01_bladder-coregtor-r1
83b276ad9d2c,ABHD13,TIGD4;ZNF711,2,0.2664,exp01_bladder-coregtor-r1
539471be063b,ABHD14A,IKZF4;CXXC5,2,0.2416,exp01_bladder-coregtor-r1
2f3a06454102,ABHD14B,HOXA6;SOD1,2,0.4637,exp01_bladder-coregtor-r1
6f72775f5c20,ABHD15,ZNF296;SEMA4A,2,0.0776,exp01_bladder-coregtor-r1
ab80c5cf50f8,ABHD16A,SOD1;NR3C2,2,0.2754,exp01_bladder-coregtor-r1
4886d57de4b0,ABHD17A,BAD;SCAND1;HMG20B;ZNF579;HES6,5,0.2452,exp01_bladder-coregtor-r1
5b9c308ee8fa,ABHD17AP1,ZNF770;ZNF224,2,0.3173,exp01_bladder-coregtor-r1
29993ca8c6f8,ABHD17AP3,ELF2;GLIS1;C19orf25,3,0.3391,exp01_bladder-coregtor-r1
253142332ad8,ABHD17AP6,ZBTB43;TBX1,2,0.336,exp01_bladder-coregtor-r1
dbfa828ef715,ABHD17B,DRAP1;RXRA,2,0.2694,exp01_bladder-coregtor-r1
188696647be1,ABHD17C,HDAC2;HDAC1;FOXA1,3,0.3314,exp01_bladder-coregtor-r1
