cluster_uid,target,sources,n_sources,silhouette_score,note
b9fe772df1f7,ACTA2,STAT5B;SKI;NR2F2;CREBZF;NFIB;ARNT;PBX2;IRF3;STAT6;HMGB1;ZEB1;EPAS1;MZF1;SMAD3;CTBP1;ZNF266;ZBTB16;SOX17;TBX2;MAX;SF1;TFDP1;ZNF692;SMAD7;KDM2A;BCLAF1;NFE2L2;PML;UBTF;E4F1;FOXJ3,31,0.4333,exp05_heart_left_ventricle-coregtor-r1
c72058487915,ACTB,HMGB1;TFE3;ENO1;KLF6;SSRP1;CBFB;MLXIP;NONO;MBD2;ZGPAT;ZNF384;PML;MSC;MAZ;STAT5B;E2F4;SF1;CREB3;ELK3;RELA;HDAC1;MBD1;HIF1A;KDM2A;CXXC1;E4F1;SKI;CIC;ETS1;TRIM28,30,0.0,exp05_heart_left_ventricle-coregtor-r1
323aca723f39,AKT1,NFX1;YBX1;GTF2F1;UBP1;VEZF1;HCFC1;SND1;EWSR1;MEF2D;SMARCA5;NFIC;SRF;CUX1;EP300;HMGA1;YY1;FOXJ3;NONO;ELK1;RUVBL1;TEAD1;SMARCA1;THAP11;ZHX2;APEX1;TFDP1;LRRFIP1;NR1H2;ZNF24;THRA;KLF13;NPAS2;PPARA;MLX;NFYC;HBP1;MBD1;SSRP1;HDAC3;MEF2A;DRAP1;TFCP2;ZBED1;PBX3,44,0.525,exp05_heart_left_ventricle-coregtor-r1
a9b74368bba0,APOE,KLF9;MZF1,2,0.4384,exp05_heart_left_ventricle-coregtor-r1
8887505e1ee2,APP,SMARCA1;SMARCA5;NFX1;YY1;EWSR1;TFDP1;EP300;HBP1;CUX1;FOXJ3;ZEB1;UBP1;MEF2A;VEZF1;NFIC;TFCP2;TEAD1;APEX1;CTNNB1;PBX3;MEF2D;RUVBL1;SREBF2;HIF1A;NONO;NFYC;YBX1;LRRFIP1;ZHX2;ZNF24;MBD2;NFIX;SND1;ARNT;MLX;ZBTB4;THAP11,37,0.6791,exp05_heart_left_ventricle-coregtor-r1
0bc140feac81,BCL2L1,CBFB;KLF13;SSRP1;ELK1;ENO1;NR1H2;GTF2F1;ZBTB7B;TFE3;ZNF274;MBD1;NONO;NPAS2;MBD2;E2F4;CREB3;LRRFIP1;FOXO3;APEX1;CEBPG;RELA;ZNF384;STAT5B;ZBTB16;SRF;ZGPAT;SND1;ZBTB7A;NFX1,29,0.0,exp05_heart_left_ventricle-coregtor-r1
c2585cc3db7e,CDK4,EWSR1;NONO;SSRP1;FOXJ3;MBD2;MBD1;APEX1;ZBTB7A;NFIC;YY1;HMGA1;ZNF384;UBTF;TRIM28;SRF;DRAP1;SND1;GTF2F1;UBP1;CTNNB1;RUVBL1;CREB3;E2F4;NFX1;TFCP2;SMARCA5;NR1H2;HCFC1;MEF2D;MLX;ELK1;HDAC3;VEZF1;RELA;YBX1;MAZ;ZNF274;NPAS2;LRRFIP1;ZBTB7B;CTBP1;CUX1;ARNT,43,0.0,exp05_heart_left_ventricle-coregtor-r1
e426f352b227,CDKN1A,FOSL2;CEBPB;HMGA1;TFE3;ARID5A;RARA;PPARD;ETS2;ABL1;RELA;NFKB2;BCL3;SF1;ERF;KLF6;MAFF;ENO1;CBFB;NFIL3;XBP1;E2F4;TEAD4;MAFG;ZGPAT;ATF4;MBD2,26,0.5352,exp05_heart_left_ventricle-coregtor-r1
b38fa8254ed5,CDKN1C,BHLHE40;KLF4;SOX7;BCL6B;TCF15;JUNB;NR4A1;EGR1;ID2;HES4;SMAD7;RARA;HES1;IRF7;HLX;MAFF;JUND;FOS;ERF;CEBPD;ABL1,21,0.0,exp05_heart_left_ventricle-coregtor-r1
25857b98bcb0,CLU,MBD1;NR2F2;MAX;KDM2A;FOXO3;ATF6B;ZBTB7A;RELA;UBTF;MEF2D;MXD4;GTF2F1;UBP1;NONO;CUX1;YY1;EP300;CREB3;ZGPAT;STAT5B;ZNF384;ZBTB16;CBFB;MAFK;SOX17;SKI;TFE3;MAZ;SMAD3;ZNF692;SF1;RBFOX2;NR1H2;RUVBL1;HDAC3;EPAS1;MAFG;IRF3;BCLAF1;TBL1XR1;NCOR2;MBD2,42,0.3363,exp05_heart_left_ventricle-coregtor-r1
