cluster_uid,target,sources,n_sources,silhouette_score,note
b811f59cac85,ACTB,TRIM28;TFE3;SRF;APEX1;MLX;ENO1;SKI;RELA;SF1;E2F4;EWSR1;ATF4;CBFB;NFYC;CREB3;HIF1A;YY1;IRF3;SSRP1;PPARD;USF1;GTF2F1;ZBTB4;KLF13;NFIC;STAT3;HMGB1;MAX;DRAP1,29,0.2739,exp03_hypothalamus-coregtor-r1
973d68a45c76,AKT1,YY1;RXRB;MBD1;TFE3;SF1;APEX1;ZBTB4;TRIM28;CREB3;NFE2L1;USF1;CTNNB1;GTF2F1;MAZ;CXXC1;ATF6B;ZGPAT;EWSR1;SFPQ;E4F1;SSRP1;TFCP2;CIC;IRF3;RFX5;HSF1;PBX2,27,0.2785,exp03_hypothalamus-coregtor-r1
8a04a8f5dd46,APOE,SOX2;RFX4;RFXANK;HMGB2;CEBPD;ID2;HSF1;SOX9;THRA;FOXO4;IRF9;HEY1;ZEB1;SIRT6;RXRA;HES4,16,0.3688,exp03_hypothalamus-coregtor-r1
681834d5df4f,APP,NFE2L1;APEX1;TFCP2;ZBTB4;SMARCA5;UBP1;YY1;BCLAF1;CTNNB1;PEG3;TERF2;RXRB;SREBF2;ATF2;SND1;ZFP90;NONO;MBD1;KDM2A;MLX;RBFOX2;SSRP1;SF1;CREBL2;MEF2D,25,0.3891,exp03_hypothalamus-coregtor-r1
d275c82a3829,BCL2L1,APEX1;MLX;HDAC3;SSRP1;CREB3;USF1;SND1;CTBP1;E2F4;E4F1;GTF2F1;TERF2;YY1;THAP11;HSF1;ZFP90;MBD1;TFE3;NONO;EWSR1;ENO1;KDM2A;PHF1;HSF2;DRAP1;MAFG,26,0.4244,exp03_hypothalamus-coregtor-r1
71d9217fcb31,BMI1,YY1;BCLAF1;TFCP2;HMGB1;BHLHE41;ZSCAN26;ZFP90;SMARCA5;CREBZF;NKX6-2;MAX;RBPJ;JAZF1;UBTF,14,0.3616,exp03_hypothalamus-coregtor-r1
0d66f7b9fd85,CCND3,HSF1;MLX;TFE3;SND1;NONO;LRRFIP1;GTF2F1;STAT3;E2F4;ZSCAN18;ENO1;APEX1;TERF2;TRIM28;USF1;FOXJ3;MBD1;THAP11;MAFG;NFYC;HDAC3;HSF2;SSRP1;KDM2A;STAT5B,25,0.3165,exp03_hypothalamus-coregtor-r1
8be83d83048e,CD14,HMGA1;APEX1;MLX;MLXIPL;EWSR1;PPARD;KLF6;MAFF;ATF4;ARID5A;CEBPB;ETS2;XBP1;ATF5;TRIM28;STAT3;DRAP1;LMO2;SRF;DDIT3;RFX5;IRF3;CEBPD;E2F4;YBX1;CBFB;NFIL3;CEBPG,28,0.3805,exp03_hypothalamus-coregtor-r1
550d16b4cb35,CDKN1A,RELA;ARID5A;NFIL3;MAFF;SRF;LMO2;ENO1;HMGA1;CEBPD;DDIT3;ATF3;ERF;PPARD;EPAS1;JUND;HIF1A;STAT3;TFE3;CEBPB,19,0.0,exp03_hypothalamus-coregtor-r1
1f3cdbd0b6ff,CDKN1C,POU3F3;NKX6-2;SOX10;MYRF;HTATIP2;SMARCC1;ZEB2;SOX8,8,0.0,exp03_hypothalamus-coregtor-r1
274e33fdd76a,CLU,RFXANK;ENO1;RFX4;SOX9;RXRA;BCL6;SOX2;TFE3;RELA;THRA;HMGB2;IRF9;TRIM28;STAT3;MBD1;BHLHE40;HIF1A,17,0.0,exp03_hypothalamus-coregtor-r1
95839e608e6b,CRYAB,YBX1;SMARCC1;SOX10;MYRF;NKX6-2;RELA;HSF1;BCL6;NFE2L2;FOXO4;CEBPD;HES5,12,0.27,exp03_hypothalamus-coregtor-r1
269d702bb9a8,CSF1R,ZHX2;FOS;KLF13,3,0.1598,exp03_hypothalamus-coregtor-r1
3f82ea609ff9,DUSP1,NR4A1;FOS;HES1;ATF6B;NFIX;JUNB,6,0.0,exp03_hypothalamus-coregtor-r1
55020fb3ceea,FASN,TFE3;SREBF2;ZNF76;CIC;PHF1;MAFG;HES4;HIF1A;MEF2D;JUND;HSF1;CREBZF;ZBTB17;EPAS1;ZBTB4;E4F1;POU6F1;NCOR2;BCL6;CTBP1;ZBTB7A;TRIM28;DRAP1;RELA;NONO,25,0.0,exp03_hypothalamus-coregtor-r1
995c4913ded6,GADD45B,ARID5A;MAFF;NFIL3;CEBPB;SRF;LMO2;CEBPD;ATF3;HES5;RELA;ENO1;BHLHE40,12,0.0,exp03_hypothalamus-coregtor-r1
ffa28009c5fd,GSTP1,SSRP1;ENO1;TRIM28;SND1;DRAP1;NONO;APEX1;PHF1;CREB3;CTBP1;ZSCAN18;RFXANK;HSF1;ATF6B;USF1;YY1;HSF2;IRF3;ZGPAT;THAP11;THRA;E2F4;TFE3;EWSR1,24,0.4235,exp03_hypothalamus-coregtor-r1
bc52f279ede4,HBA2,GTF2F1;TBPL1,2,0.305,exp03_hypothalamus-coregtor-r1
ab1800579375,HBB,SOX2;HMGA1;NFIL3,3,0.2862,exp03_hypothalamus-coregtor-r1
05cf18e46f31,HLA-DRB1,HMGB1;ZNF76;SND1,3,0.1787,exp03_hypothalamus-coregtor-r1
cdf975983a3a,HLA-E,CBFB;EPAS1;YBX1;LMO2;PPARD;KLF6;ETS2;RELA;NFE2L2;STAT3;VEZF1;NFIC;HMGB2;NFIL3;ATF4;ID1;ARID5A;MAFF,18,0.4895,exp03_hypothalamus-coregtor-r1
bc6cf4ad14d0,HSP90AA1,CEBPG;HMGA1;CTNNB1;TERF2;XBP1;DDIT3;CREB3;MAFG;SMARCA5;SND1;MLX;HSF2;TFE3;RFX5;NFE2L1;NFIL3;YY1;ATF2;TBPL1;ZBTB4;FOXJ3;TBL1XR1;STAT3;HIF1A;SMARCA1;SF1;SSRP1,27,0.3074,exp03_hypothalamus-coregtor-r1
