cluster_uid,target,sources,n_sources,method
b0a71cf94c91,DUSP1,ATF3;BHLHE40;EGR1;FOS;HES1;JUN;JUNB;JUND;KLF2;MAFF;NR1D1;NR4A1;NR4A2,13,exp05-coregnet
936e1959fca4,ERBB2,APEX1;ATF6B;BCLAF1;CIC;CREB3;CTBP1;CXXC1;DMAP1;E2F4;E4F1;EGR1;ELF3;EMX1;EMX2;FOXC1;GATA3;GTF2F1;HDAC1;HDAC3;HMGB1;HNF1B;HOXA5;HOXA9;HOXB2;HOXB3;HOXB5;HOXB7;HOXB8;HOXB9;HOXD10;HOXD4;HOXD8;HOXD9;HSF1;HSF4;ID4;ING4;IRF3;KDM2A;KLF13;KMT2B;LDB1;MAFK;MBD1;MBD2;MECOM;MXD4;MXI1;MYRF;MZF1;NFATC4;NFE2L1;NFE2L2;NFIC;NFKB1;NFKB2;NFYC;NPAS2;NR1H3;NR2F1;NR2F2;PAX2;PAX8;PBX2;PHF1;POU3F3;RFX5;RFXANK;RORC;RXRA;RXRB;SALL1;SF1;SIRT6;SKI;SMAD7;SMARCA1;SND1;SOX9;SP1;SREBF1;SREBF2;SSRP1;STAT1;STAT3;STAT6;TEF;TFCP2L1;TFDP1;THAP11;THRA;TRIM28;UBP1;USF2;VEZF1;ZBTB4;ZBTB7B;ZNF32;ZNF362;ZNF384;ZNF692,101,exp05-coregnet
2007423d4900,FN1,ARID5A;BCL3;BCL6;CEBPB;CEBPD;HDAC1;HIF1A;HNF1B;MYRF;NCOR2;NFATC4;NFKB1;NFKB2;NPAS2;NR2F1;NR2F2;PML;RELB;SKI;SND1;SOX9;SSRP1;STAT1;STAT2;STAT3;TEAD2;XBP1,27,exp05-coregnet
24dd828f5da9,GADD45B,ARID5A;ATF4;ATF5;BCL3;BCL6;BHLHE40;CEBPB;CEBPD;DDIT3;ETS2;FOSL2;HIF1A;HMGA1;HMGB2;HNF4A;HSF1;JUN;KLF10;MAFF;MAFK;MBD2;NFE2L2;NFIL3;NFKB2;RARA;RELB;SMAD3;SOX9;STAT1;STAT3;XBP1,31,exp05-coregnet
3863da870ee3,GSTP1,ABL1;APEX1;ARID5A;ATF4;ATF6B;BCL6;CIC;CREB3;CTNNB1;CXXC1;DRAP1;E2F4;ELF3;ENO1;EWSR1;GTF2F1;HDAC1;HDAC3;HIF1A;HMGA1;HMGB2;HNF1B;HOXA5;HOXB2;HOXB7;HOXB8;HOXD10;HOXD9;HSF1;ID4;KDM2A;KLF6;LDB1;LRRFIP1;MBD2;MECOM;MXD4;MYRF;NCOR2;NFATC4;NFKB1;NFKB2;NFYC;NONO;NPAS2;NR2F1;NR2F2;PML;PPARD;RELA;RFX5;RFXANK;SF1;SFPQ;SKI;SMAD7;SMARCA1;SND1;SREBF2;SRF;SSRP1;STAT1;STAT3;TCF7L1;TEAD2;TFDP1;TFE3;THAP11;THRA;TRIM28;UBP1;UBTF;USF2;ZBTB4;ZBTB7B;ZNF362,76,exp05-coregnet
edb33d254949,HBA2,ATF3;EGR1;FOS;NR4A1;NR4A2,5,exp05-coregnet
2731a41e4765,HBB,ATF3;BHLHE40;EGR1;FOS;JUN;NR4A1;NR4A2,7,exp05-coregnet
8e954bf405ce,HLA-DRB1,APEX1;ARID5A;ARNT;BCL3;BCL6;CEBPB;CEBPD;CIC;CTNNB1;EGR1;ELF3;ETS1;ETS2;FOS;GTF2F1;HDAC1;HIF1A;IRF9;JUNB;KLF6;MYRF;NCOR2;NFATC4;NFKB1;NFKB2;NPAS2;NR2F1;NR2F2;PML;RELA;RELB;SKI;SND1;SOX9;STAT1;STAT3;TRIM28;XBP1,38,exp05-coregnet
2ec2a89b1469,HLA-E,ARID5A;ARNT;BCL3;BCL6;BCLAF1;CEBPB;CEBPD;CIC;CREBZF;CTNNB1;ELF3;ETS1;ETS2;FOSL2;HDAC1;HIF1A;HMGA1;HNF4A;KLF6;MBD1;MLXIP;MYRF;NCOR2;NFKB1;NFKB2;NPAS2;NR2F1;NR2F2;PML;RARA;RELA;RELB;SND1;SOX9;SSRP1;STAT1;STAT3;STAT5B;STAT6;VEZF1;XBP1;ZNF384,42,exp05-coregnet
2d3a16af1d0e,HMOX1,ATF3;BCL3;BCL6;EGR1;HIF1A;HMGA1;HNF4A;MLXIPL;NFIL3;NR4A1;NR4A2;RELB;SOX9,13,exp05-coregnet
eb2d0ca9c69b,HSP90AA1,ARID5A;ATF3;BCL3;BCL6;BHLHE40;DDIT3;EGR1;FOS;FOXC1;HES4;HIF1A;HMGA1;HMGB2;HOXA9;HOXB2;HOXB9;ID2;ID4;JUN;JUNB;JUND;KLF2;KLF6;MAFF;MBD2;MYRF;NFE2L2;NFIL3;NFKB1;NFKB2;NR2F1;NR2F2;NR4A1;NR4A2;RELA;RELB;SF1;SMAD3;SND1;SOX9;STAT1;STAT3,42,exp05-coregnet
9900eb4cc1c2,HSPA1A,ATF3;BHLHE40;DDIT3;EGR1;FOS;JUN;NR1D1;NR4A1;NR4A2,9,exp05-coregnet
451db36349f5,ID3,CXXC1;EGR1;EWSR1;FOS;GATA2;HDAC1;HNF1B;HNF4A;HOXA5;HOXB2;HOXB3;HOXB5;HOXB7;HOXD10;HOXD9;ID1;ID4;MECOM;MXD4;NCOR2;NFATC4;NFYC;NPAS2;NR2F1;NR2F2;PML;SKI;SOX18;TEAD2;THAP11;THRA;UBTF;USF2;ZNF362,34,exp05-coregnet
4a5c93b33c9d,MAT2A,ABL1;APEX1;ARID5A;ARNT;ATF6B;BCL3;BCL6;BCLAF1;CEBPB;CIC;CREBZF;CTNNB1;E2F4;ELF3;EWSR1;HDAC1;HIF1A;HMGB2;ID4;IRF3;KDM2A;KLF13;KLF6;MAFG;MEF2D;MLXIP;MYRF;NCOR2;NFATC4;NFIC;NFKB1;NFKB2;NONO;NPAS2;NR2F1;NR2F2;PBX2;PML;RARA;RELA;RELB;SFPQ;SKI;SMARCA1;SMARCC1;SND1;SOX9;SP1;SP100;SRF;SSRP1;STAT1;STAT2;STAT3;STAT5A;STAT5B;STAT6;TFE3;UBP1;USF1;VEZF1;XBP1;ZBTB7B;ZNF384,64,exp05-coregnet
d8764c0e1f94,MCL1,ARID5A;ARNT;BCL3;BCL6;BCLAF1;CEBPB;CEBPD;CIC;CTNNB1;ELF3;ENO1;ETS2;FOSL2;HIF1A;HMGB2;ID4;KLF10;KLF6;MBD2;MLXIP;MYRF;NFE2L2;NFKB1;NFKB2;NR2F1;NR2F2;PML;RARA;RELA;RELB;SMARCC1;SND1;SOX9;SP1;STAT1;STAT3;STAT6;TFE3;VEZF1;XBP1;ZNF384,41,exp05-coregnet
37a82d9eb34a,NDRG1,ABL1;APEX1;ARID5A;ARNT;ATF3;ATF4;ATF5;BCL3;BCL6;BCLAF1;CEBPB;CIC;CREB3;CTNNB1;DDIT3;DRAP1;ELF3;ENO1;ETS2;FOS;FOSL2;GATA3;GTF2F1;GTF3A;HDAC1;HDAC3;HIF1A;HMGA1;HMGB1;HMGB2;HOXA9;HOXD4;HSF1;ID2;IRF9;JUN;JUNB;JUND;KDM2A;KLF10;KLF6;MAFF;MAFG;MAFK;MBD2;MEF2D;MXI1;MYRF;NFATC4;NFE2L1;NFE2L2;NFIC;NFIL3;NFKB1;NFKB2;NONO;NR2F1;NR2F2;NR4A1;NR4A2;PHF1;PML;RARA;RELA;RELB;RFX5;RORC;SF1;SMAD3;SMARCA1;SMARCC1;SND1;SOX9;SP1;SP100;STAT1;STAT2;STAT3;STAT5A;STAT5B;STAT6;TFE3;TRIM28;UBP1;VEZF1;XBP1;ZBTB4;ZNF384,88,exp05-coregnet
fdab8969e710,NFKBIA,ARID5A;BCL3;BCL6;CEBPB;CEBPD;ELF3;FOSL2;HIF1A;HNF4A;IRF9;KLF9;MEF2D;MYRF;NFATC4;NFKB1;NFKB2;NPAS2;NR2F1;PML;RARA;RELA;RELB;SKI;SOX9;SRF;STAT1;STAT2;STAT3;TEAD2;XBP1,30,exp05-coregnet
7826b6330442,OGA,ABL1;ARNT;BCL3;BCL6;BCLAF1;CIC;CREB3;CREBZF;CTBP1;CTNNB1;CXXC1;DMAP1;E4F1;ELF3;EMX2;HDAC1;HDAC3;HMGB1;HMGB2;HOXA9;HOXD4;HSF1;HSF4;ID4;ING4;IRF3;KDM2A;KLF13;KLF6;KMT2B;LDB1;MAFG;MAFK;MBD1;MBD2;MEF2D;MLXIP;MXI1;MYRF;MZF1;NFATC4;NFE2L1;NFE2L2;NFIC;NFKB1;NFKB2;NONO;NPAS2;NR2F1;NR2F2;PBX2;PHF1;PML;RARA;RELA;RFX5;RXRB;SIRT6;SKI;SMAD3;SMARCA1;SMARCC1;SND1;SOX9;SP1;SP100;SRF;SSRP1;STAT1;STAT2;STAT3;STAT5A;STAT5B;STAT6;TFDP1;TFE3;UBP1;USF1;USF2;VEZF1;XBP1;ZBTB4;ZNF384;ZNF692,84,exp05-coregnet
d2f3fbaed18e,PCNA,APEX1;ATF6B;CTNNB1;CXXC1;DRAP1;E2F4;E4F1;EWSR1;GATA3;GTF2F1;HDAC1;HDAC3;HNF1B;HOXA5;HOXB2;HOXB7;HOXB8;HOXD10;HOXD8;HOXD9;ID4;ING4;KDM2A;MECOM;MXD4;MYRF;NCOR2;NFATC4;NFKB1;NFYC;NONO;NPAS2;NR2F1;NR2F2;PML;RFX5;RFXANK;RXRB;SF1;SFPQ;SIRT6;SKI;SMARCA1;SND1;SSRP1;STAT2;TFDP1;THAP11;THRA;TRIM28;UBP1;UBTF;USF1;USF2;ZBTB4;ZNF32;ZNF362;ZNF384,58,exp05-coregnet
5fc36802ac73,PDK4,ATF3;BCL3;BCL6;CEBPB;CEBPD;EGR1;HIF1A;HMGA1;KLF9;MAFF;MLXIPL;NFIL3;NR4A2;SND1;SOX9;STAT3;XBP1,17,exp05-coregnet
70f787f92d4f,PDLIM7,APEX1;ARID5A;BCL3;BCL6;CEBPB;CIC;CREBZF;E2F4;EWSR1;HDAC1;HDAC3;HMGA1;HMGB1;HNF1B;HOXD9;ID4;IRF3;KDM2A;KMT2B;LDB1;MEF2D;MLXIP;MYRF;NCOR2;NFATC4;NFIC;NFKB1;NFKB2;NONO;NR2F1;NR2F2;PML;PPARD;RELA;RFX5;SF1;SFPQ;SKI;SMARCA1;SND1;SOX9;SP100;SRF;SSRP1;STAT2;STAT3;STAT5A;TEAD2;TRIM28;UBP1;ZBTB4,51,exp05-coregnet
fabd32787824,PER1,ARID5A;ATF3;ATF4;BCL3;BCL6;CEBPB;CEBPD;DDIT3;EGR1;ELF3;FOS;FOSL2;HES4;HIF1A;HMGA1;HMGB2;HOXD4;HSF4;ID4;JUN;JUNB;JUND;KLF2;KLF6;KLF9;MAFF;MAFK;MBD2;MEF2D;MXI1;MYRF;NFATC4;NFE2L1;NFIL3;NFKB1;NFKB2;NONO;NR1D1;NR2F2;NR4A1;NR4A2;RELA;RELB;SMAD3;SND1;SOX9;STAT2;STAT3;STAT6;XBP1;ZBTB4,51,exp05-coregnet
73ad8d46bfd7,RHOA,ABL1;APEX1;ARID5A;ARNT;ATF4;ATF6B;BCL3;BCL6;BCLAF1;CIC;CREB3;CTNNB1;DRAP1;E2F4;ELF3;ENO1;EWSR1;GTF2F1;HDAC1;HIF1A;HMGA1;HMGB1;HMGB2;HSF1;ID4;KLF6;MBD2;MEF2D;MYRF;NCOR2;NFATC4;NFE2L2;NFIC;NFKB1;NFKB2;NONO;NR2F1;NR2F2;PML;PPARD;RARA;RELA;RELB;RFX5;SF1;SFPQ;SIRT6;SKI;SMARCA1;SMARCC1;SND1;SOX9;SP100;SRF;SSRP1;STAT1;STAT2;STAT3;STAT5A;STAT5B;STAT6;TEAD2;TFE3;TRIM28;UBP1;USF1;VEZF1;XBP1;ZBTB4;ZNF384,70,exp05-coregnet
86bcf3fdebe2,SOCS3,ARID5A;BCL3;BCL6;CEBPB;CEBPD;ELF3;ETS2;FOSL2;HIF1A;HMGA1;IRF9;MAFF;NFIL3;NFKB2;NPAS2;NR4A1;NR4A2;PAX8;RELB;SOX9;STAT1;STAT3;XBP1,23,exp05-coregnet
b03c575465b6,SOD2,BCL3;BCL6;CEBPB;CEBPD;EGR1;ETS2;FOSL2;HIF1A;HMGA1;NFIL3;NR4A1;NR4A2;RELB;SOX9;STAT1;XBP1,16,exp05-coregnet
dd94f0c30e9b,SPARC,APEX1;ARID5A;ARNT;ATF4;ATF6B;BCL6;BCLAF1;CREBZF;CTNNB1;E2F4;EGR1;EMX2;EPAS1;ETS1;EWSR1;FOS;GTF2F1;HDAC1;HMGB1;ID4;KDM2A;KLF13;MEF2D;MLXIP;MXD4;MYRF;NCOR2;NFATC4;NFE2L1;NFIC;NFKB1;NFKB2;NONO;NR2F1;NR2F2;PML;RELA;RFX5;RXRA;SFPQ;SKI;SMARCA1;SND1;SP100;SRF;SSRP1;STAT1;STAT2;STAT3;STAT5A;STAT5B;STAT6;TEAD2;TFDP1;THAP11;THRA;TRIM28;UBP1;UBTF;USF2;ZBTB4;ZNF266;ZNF362;ZNF503,64,exp05-coregnet
16a1b8ae0045,SQSTM1,ABL1;APEX1;ARID5A;ARNT;ATF5;BCL3;BCL6;CEBPB;CIC;CTNNB1;DRAP1;ELF3;ENO1;FOSL2;GTF2F1;HDAC1;HIF1A;HMGA1;HMGB2;KLF10;KLF6;MEF2D;MLXIP;MYRF;NCOR2;NFATC4;NFKB1;NFKB2;NONO;NR2F1;NR2F2;PML;RARA;RELA;RELB;SMAD3;SMARCA1;SMARCC1;SND1;SOX9;SRF;SSRP1;STAT1;STAT3;STAT5A;STAT6;TFE3;TRIM28;XBP1;ZNF384,50,exp05-coregnet
a7472411ee96,SUMO1,APEX1;ATF3;ATF4;ATF5;ATF6B;CEBPD;CREB3;CREBL2;CTBP1;CXXC1;DDIT3;DRAP1;E2F4;EGR1;EMX1;FOS;FOSL2;GATA3;GTF2F1;GTF3A;HDAC1;HDAC3;HMGA1;HMGB1;HMGB2;HOXA9;HOXB2;HOXB7;HOXD10;HOXD4;HOXD8;HSF1;HSF4;ID2;ID4;ING4;IRF3;JUN;JUNB;JUND;KLF2;LDB1;MAFF;MBD2;MECOM;MLX;MXI1;NFATC4;NFE2L1;NFE2L2;NFKB1;NFKB2;NFYC;NR1D1;NR1H3;NR2F2;NR4A1;NR4A2;PML;RELA;RFX5;RFXANK;RORC;SF1;SIRT6;SMAD7;SMARCA1;SMARCC1;SND1;SP100;SSRP1;STAT1;TCF7L1;TFDP1;THAP11;THRA;TRIM28;UBP1;UBTF;USF2;YBX1;ZBTB4;ZGPAT;ZNF32;ZNF384,85,exp05-coregnet
3a43301e70d4,TAGLN,APEX1;ARID5A;ATF6B;BCL3;BCL6;CEBPB;CEBPD;CREBZF;EGR1;ELF3;FOS;HDAC1;HES4;HIF1A;HMGA1;HMGB2;HOXD9;ID4;KLF2;KLF6;KLF9;MYRF;NCOR2;NFATC4;NFIL3;NFKB1;NFKB2;NPAS2;NR2F1;NR2F2;PML;SKI;SND1;SOX9;STAT2;STAT3;THRA;XBP1,38,exp05-coregnet
d575f966d6f1,TGFB1,APEX1;ARID5A;ATF6B;BCL3;BCL6;CEBPB;CEBPD;CIC;CREBZF;ELF3;ETS1;ETS2;HDAC1;HIF1A;HNF4A;IRF9;KLF6;MYRF;NCOR2;NFATC4;NFKB1;NFKB2;NPAS2;NR2F1;NR2F2;PML;RELB;SFPQ;SKI;SOX9;STAT1;STAT2;STAT3;TEAD2;XBP1,35,exp05-coregnet
4e81220a9bdd,TGFBR2,ABL1;APEX1;ARNT;ATF3;ATF6B;BCL3;BCL6;BCLAF1;CIC;CREB3;CXXC1;E2F4;ELF3;ETS1;EWSR1;FOSL2;GTF2F1;HDAC1;HDAC3;HES4;HIF1A;HMGB1;HMGB2;HNF4A;HOXA9;HOXB2;HOXB3;HOXB7;HOXD4;HOXD8;HOXD9;HSF4;ING4;IRF3;KLF6;LDB1;MAFK;MBD1;MBD2;MECOM;MXI1;MYRF;MZF1;NFATC4;NFE2L2;NFIC;NFKB1;NFKB2;NFYC;NPAS2;NR2F1;NR2F2;NR4A2;PBX2;PML;RFX5;RFXANK;RXRB;SIRT6;SMARCA1;SND1;SOX9;SP100;SSRP1;STAT1;STAT2;STAT3;STAT5B;TEAD2;TEF;TFDP1;THRA;TRIM28;UBP1;USF2;VEZF1;ZBTB4;ZNF384,78,exp05-coregnet
c3aa8a9d2816,TIMP1,APEX1;ARID5A;BCL3;BCL6;CEBPB;CEBPD;CIC;ENO1;ETS2;HIF1A;HMGA1;HTATIP2;JUNB;MAFF;MYRF;NFATC4;NFIL3;NFKB1;NFKB2;NPAS2;NR4A2;PML;RELB;SND1;SOX9;STAT1;STAT3;TEAD2;XBP1,29,exp05-coregnet
b5a05a247e5d,TIMP3,ARID5A;BCL3;BCL6;CEBPB;CEBPD;EGR1;EPAS1;ETS1;HIF1A;HMGA1;HNF1B;HOXA5;HOXB8;HOXD10;HOXD9;ID1;ID4;KLF13;KLF9;LRRFIP1;MECOM;MXD4;MYRF;NCOR2;NFATC4;NFIL3;NFKB1;NFKB2;NPAS2;NR2F1;NR2F2;RELA;RELB;SKI;SND1;STAT3;TCF7L1;TEAD2;THAP11;THRA;XBP1;ZNF362,42,exp05-coregnet
500396bc3aca,TKT,APEX1;ARID5A;BCL3;BCL6;CEBPB;CEBPD;ELF3;ENO1;HIF1A;HMGA1;HTATIP2;MYRF;NFIL3;NFKB1;NFKB2;NR4A2;RELB;SND1;SOX9;SREBF2;STAT1;STAT3;TFE3;XBP1,24,exp05-coregnet
7cd41a2a327a,TNFRSF10B,ARID5A;ATF3;BCL3;BCL6;CEBPD;ELF3;ETS2;HIF1A;IRF9;MYRF;NFIL3;NFKB2;NPAS2;NR4A2;PAX8;RELB;SOX9;STAT1;STAT3;XBP1,20,exp05-coregnet
1ef693faf4f4,TNFSF10,BCL3;BCL6;CIC;CTNNB1;ELF3;ENO1;FOSL2;HIF1A;HMGA1;ID4;IRF9;KLF10;KLF6;MYRF;NFATC4;NFKB1;NFKB2;NR2F1;NR2F2;PAX8;PML;RELB;SFPQ;SND1;SOX9;STAT1;STAT3;STAT6;XBP1,29,exp05-coregnet
9c4605468fa1,TXN,APEX1;ATF3;ATF4;CREBL2;EGR1;ENO1;FOS;GTF3A;HMGA1;HMGB2;HNF4A;JUN;JUND;KLF6;MAF;MLX;MLXIPL;NR1D1;NR2F1;NR4A1;NR4A2;SND1;ZGPAT,23,exp05-coregnet
95e8dbf383dc,VEGFA,BCL3;BCL6;CEBPB;ETS2;HIF1A;HMGA1;HMGB2;ID2;MAFF;NFIL3;NR2F1;NR2F2;RELB;RORC;SMAD3;STAT1;STAT3;XBP1,18,exp05-coregnet
21b9b5c6a8e1,VIM,ABL1;APEX1;ARNT;ATF6B;BCL6;BCLAF1;CIC;CREBZF;DRAP1;E2F4;EGR1;EWSR1;FOS;GTF2F1;HDAC1;HDAC3;HES4;HMGB1;HMGB2;HOXA5;HOXA9;ID4;KDM2A;KLF2;KLF6;LDB1;MBD2;MEF2D;MYRF;NCOR2;NFATC4;NFKB1;NFKB2;NONO;NR2F1;NR2F2;NR4A2;PML;RELA;RFX5;SF1;SFPQ;SKI;SMARCA1;SND1;SP100;SSRP1;STAT1;STAT2;STAT3;STAT6;TFDP1;TRIM28;UBP1;ZBTB4,55,exp05-coregnet
