plot_tool,index,target,sources,method,value
CoRegNet,goa_lin_similarity,PRKACA,CFL2;DRAP1;EGR1;EZR;GOT1;HADHB;HSPA5;P4HB;PDLIM5;PKM;PSMA6;SMPX;TPI1;UGP2;YWHAE,exp02-coregnet,0.28622
CoRegNet,goa_lin_similarity,RHOA,ANXA1;ARID5A;ATF4;BCL3;BCL6;CEBPD;ENO1;FOS;FOSL2;GTPBP1;HCLS1;HSPA5;JUNB;JUND;KLF2;KLF6;MXD1;NUCB1;PKM;RAB7A;RPL6;SEMA4A;SF1;SMAP2;SNRNP70;SPI1;STAT5B;STAT6;TAGLN2;TPI1;TSC22D4;UBB;USF1;YWHAZ;ZBTB7B,exp02-coregnet,0.39292
CoRegNet,goa_lin_similarity,SOCS3,BCL3;BHLHE40;EGR1;GADD45A;JUNB;NR4A1,exp02-coregnet,0.51901
CoRegNet,goa_lin_similarity,SOD2,BCL6;GADD45A;NR4A1,exp02-coregnet,0.50457
CoRegNet,goa_lin_similarity,SPARC,BHLHE40;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.628
CoRegNet,goa_lin_similarity,SQSTM1,BCL6;CEBPD;GADD45A;MYF6,exp02-coregnet,0.51983
CoRegNet,goa_lin_similarity,STMN1,AGAP2;CBX7;FOS;HSPA5;JUN;MAPK1;PRDX5;PRNP;RAN;SOD1;SREBF2;TCEAL2;THRA;TPI1;TPPP;UBB;YWHAZ;ZMAT2,exp02-coregnet,0.34654
CoRegNet,goa_lin_similarity,SUMO1,AGAP2;ARNT2;ATF4;CBX7;DEAF1;DRAP1;ENO1;EWSR1;EZR;FOS;HADHB;HSPA5;JUN;JUND;MAPK1;NPDC1;PKM;PRDX5;PRNP;RAB7A;RAN;SOD1;SOX2;SREBF2;SRP9;STUB1;TCEAL2;THRA;TPI1;TPPP;UBB;YWHAE;YWHAZ;ZMAT2,exp02-coregnet,0.34957
CoRegNet,goa_lin_similarity,TAGLN,CEBPD;JUNB;NR4A1,exp02-coregnet,0.72937
CoRegNet,goa_lin_similarity,TIMP1,BHLHE40;NR4A1,exp02-coregnet,0.56875
CoRegNet,goa_lin_similarity,TIMP3,EPAS1;KLF9;NR4A1,exp02-coregnet,0.59365
