cluster_uid,target,sources,n_sources,silhouette_score,note
c050f037e76b,ACTA2,SRF;HES4;ID4;MEF2D;HES1;FHL2;PPARG;PHF1,8,0.0,exp03_breast-coregtor-r1
c06639f44c5a,ACTB,KLF6;SRF;DDIT3;RARA;ATF3;NFE2L2;NR1D1;CREB3L2;NFKB2;BHLHE41;RELA,11,0.2906,exp03_breast-coregtor-r1
3ef14c4ed611,APOE,ING4;AHR,2,0.243,exp03_breast-coregtor-r1
f4124ba762e4,APP,TFAP2C;SMARCC1;VEZF1;IRX3;ELF3;EHF;GATA3;NONO;CIC;TRPS1;CTNNB1;HDAC1;EP300;SOX4;SOX10,15,0.0,exp03_breast-coregtor-r1
8969e1d4eb0a,BCL2L1,HSF1;SSRP1;CREB3;SND1;FOXO3;ZBTB16;NR1H2;KLF9;MXI1;CEBPB;APEX1;STAT3;E2F4;NONO;HMGA1;ELF1;DDIT3;KMT2B;SPDEF;GTF2F1;RELA;HBP1;XBP1,23,0.2672,exp03_breast-coregtor-r1
43fa1be18db5,CD14,EBF1;CEBPA;TWIST1;EHF;HLX;TWIST2;SND1;MLX;ZBTB7B;KLF4;MEOX2;SMAD3;FLI1;ID2;ETS1;SOX17;MLXIPL;NR4A1;PRRX1;TBX3;FOXO1;RXRA;SREBF1;FOSL2;ENO1;HMGA1;PPARG;ZNF692;SOX10;MAFB;NR2F2;FOSB;TFE3;MAF;SMAD7;MEOX1;NFIL3,37,0.5674,exp03_breast-coregtor-r1
f9c9bcabcfdb,CD44,LRRFIP1;SMARCA1;BHLHE40;RARA;NFKB1;TBX3;VEZF1;BCLAF1;ETV6,9,0.2857,exp03_breast-coregtor-r1
be6804e0faed,CDK4,SSRP1;GTF2F1;TRIM28,3,0.0,exp03_breast-coregtor-r1
ec650c2ba952,CDKN1A,JUNB;FOSL2;ETS2;NFIL3;MYC;HIF1A,6,0.0,exp03_breast-coregtor-r1
3415ce6be964,CDKN1C,FOXO1;STAT5A;KLF15;RXRA;NFKB2;MXD4;ETV6,7,0.7032,exp03_breast-coregtor-r1
829d9169d215,CLU,CTNNB1;ETS1,2,0.3201,exp03_breast-coregtor-r1
719220ecac86,CRYAB,TFE3;PPARG;ZNF219;MBD2;CEBPA;THAP11;GTF3A;MLXIPL;YBX1,9,0.0,exp03_breast-coregtor-r1
723360aeb7ec,CSF1,SKI;CEBPB;SMAD3;ATF4;CREB3L2;ESRRA;HMGB2;PPARD;RFXANK;HIF3A;ID4;CREB3L4;BCL3;KLF10;YBX1;HBP1;ENO1;NFKB1;STAT3;HMGA1;TCF7L1;HIF1A;DDIT3;ZNF219;NFKB2;HSF4;RXRB;ATF5,28,0.0,exp03_breast-coregtor-r1
bbedab2349bf,DUSP1,FOS;JUN,2,0.0,exp03_breast-coregtor-r1
b56773038440,FASN,NFE2L2;MLX;MLXIPL;RELA;PHF1;LRRFIP1;AHR;HES4;STAT5A;RXRA;ATF5;HES1;ARID5A;SP100;MAX;ETS2;ATF3,17,0.3606,exp03_breast-coregtor-r1
e1d6764dc1f7,FGFR1,NFIX;NCOR2;CREB3L2;ABL1;TCF7L2;PPARD;MEF2D;SMAD3;NFIC;STAT5B;OSR1;ARNT,12,0.3329,exp03_breast-coregtor-r1
1fd385e91fe6,FN1,NFATC4;PLAGL1;TFDP1;GATA3;EWSR1;RARA;HDAC3;SMARCA1;KDM2A;TCF7L2;UBTF;TWIST2;PBX2;KLF4;CREB3L2;ZNF384;ABL1;STAT2;RXRB;TEAD1;SND1;SMARCC1;OSR1;PRRX1;NONO;APEX1,26,0.5417,exp03_breast-coregtor-r1
de58392bfa1a,GADD45B,JUNB;NFIL3;ETS2,3,0.0,exp03_breast-coregtor-r1
3894664d5657,GSTP1,RFXANK;CREB3;NR1H2;ZGPAT,4,0.4884,exp03_breast-coregtor-r1
91793e36b834,HBB,NFKB2;THRA,2,0.2562,exp03_breast-coregtor-r1
938c05778331,HLA-DRB1,PML;FLI1;ETS2;MEOX2;JUNB;KLF2;ELK3;ZBTB7B;ATF3;KLF11;SP100,11,0.2769,exp03_breast-coregtor-r1
cbc165b8d995,HLA-E,FLI1;PML;ELK3;MEOX2;ETS2;SP100;JUNB;KLF11;MEF2A,9,0.0,exp03_breast-coregtor-r1
ff291c60a7d3,HSP90AA1,NFIL3;AHR;ENO1;FOXJ3;NFE2L2;NFKB1;MAFF;SND1;TWIST1;NR2F6;RELA;HSF1;CEBPB;STAT3;SP100;KLF9;MAFK;SSRP1;E2F4,19,0.3298,exp03_breast-coregtor-r1
7af6bd4838d6,HSPA1A,NFIL3;HSF1;NFE2L2;HES4;NR2F6;SREBF1;JUNB;TWIST1;KLF11;FOXJ3;AHR;SPDEF;SMAD7;MAFF;HMGB2;SMAD3;EGR1;NR1H3;PML;EPAS1;FOS;MEF2D;RELA;FOSB;MAFK;HLX;MAF,27,0.4125,exp03_breast-coregtor-r1
0b978ba71da6,ID3,ID1;SOX18,2,0.0,exp03_breast-coregtor-r1
650c531e482e,ITGB1,TEAD1;MBD2;NFE2L1;TFE3;YBX1;EPAS1;ZNF219,7,0.4475,exp03_breast-coregtor-r1
b879cb3236e8,MAT2A,EPAS1;LRRFIP1,2,0.4678,exp03_breast-coregtor-r1
