"Regulator","Target"
"SFPQ","MAT2A"
"SFPQ","PER1"
"SFPQ","NFKBIA"
"SFPQ","ACTB"
"SFPQ","VIM"
"SFPQ","NDRG1"
"SFPQ","FGFR1"
"SFPQ","ID3"
"SFPQ","VEGFA"
"SFPQ","ACTA2"
"SFPQ","MCL1"
"SFPQ","GADD45B"
"NONO","MAT2A"
"NONO","BCL2L1"
"NONO","NFKBIA"
"NONO","TAGLN"
"NONO","ACTB"
"NONO","VIM"
"NONO","RHOA"
"NONO","TXN"
"NONO","CLU"
"NONO","FGFR1"
"NONO","SPARC"
"NONO","ID3"
"NONO","ACTA2"
"NONO","MCL1"
"NONO","CDK4"
"NONO","GADD45B"
"APEX1","MAT2A"
"APEX1","BCL2L1"
"APEX1","PER1"
"APEX1","NFKBIA"
"APEX1","PDK4"
"APEX1","TGFBR2"
"APEX1","TAGLN"
"APEX1","HSPA4"
"APEX1","ACTB"
"APEX1","VIM"
"APEX1","CDKN1A"
"APEX1","RHOA"
"APEX1","TXN"
"APEX1","SQSTM1"
"APEX1","GSTP1"
"APEX1","PRKACA"
"APEX1","CLU"
"APEX1","FGFR1"
"APEX1","FN1"
"APEX1","PDLIM7"
"APEX1","CRYAB"
"APEX1","SPARC"
"APEX1","APP"
"APEX1","ERBB2"
"APEX1","ID3"
"APEX1","VEGFA"
"APEX1","ACTA2"
"APEX1","MCL1"
"APEX1","HSP90AA1"
"APEX1","OGA"
"APEX1","SUMO1"
"APEX1","ITGB1"
"APEX1","CDK4"
"APEX1","TIMP3"
"APEX1","GADD45B"
"APEX1","TIMP1"
"APEX1","PCNA"
"APEX1","EBP"
"APEX1","AKT1"
"CREB3","MAT2A"
"CREB3","TAGLN"
"CREB3","ACTB"
"CREB3","VIM"
"CREB3","RHOA"
"CREB3","TXN"
"CREB3","GSTP1"
"CREB3","FGFR1"
"CREB3","PDLIM7"
"CREB3","SPARC"
"CREB3","ID3"
"CREB3","ACTA2"
"SND1","MAT2A"
"SND1","BCL2L1"
"SND1","PER1"
"SND1","NFKBIA"
"SND1","PDK4"
"SND1","TGFBR2"
"SND1","TAGLN"
"SND1","HSPA4"
"SND1","ACTB"
"SND1","VIM"
"SND1","CDKN1A"
"SND1","RHOA"
"SND1","TXN"
"SND1","SQSTM1"
"SND1","GSTP1"
"SND1","PRKACA"
"SND1","CLU"
"SND1","FGFR1"
"SND1","FN1"
"SND1","PDLIM7"
"SND1","CRYAB"
"SND1","SPARC"
"SND1","APP"
"SND1","ERBB2"
"SND1","ID3"
"SND1","VEGFA"
"SND1","ACTA2"
"SND1","MCL1"
"SND1","HSP90AA1"
"SND1","OGA"
"SND1","SUMO1"
"SND1","ITGB1"
"SND1","CDK4"
"SND1","TIMP3"
"SND1","GADD45B"
"SND1","TIMP1"
"SND1","PCNA"
"SND1","EBP"
"SND1","AKT1"
"NFX1","MAT2A"
"NFX1","BCL2L1"
"NFX1","PER1"
"NFX1","NFKBIA"
"NFX1","PDK4"
"NFX1","TGFBR2"
"NFX1","HSPA4"
"NFX1","ACTB"
"NFX1","CDKN1A"
"NFX1","RHOA"
"NFX1","TXN"
"NFX1","GSTP1"
"NFX1","CLU"
"NFX1","FGFR1"
"NFX1","CRYAB"
"NFX1","SPARC"
"NFX1","APP"
"NFX1","ERBB2"
"NFX1","ACTA2"
"NFX1","MCL1"
"NFX1","HSP90AA1"
"NFX1","OGA"
"NFX1","SUMO1"
"NFX1","ITGB1"
