"Regulator","Target"
"ESRRA","CCND3"
"ESRRA","TIMP3"
"ESRRA","TKT"
"ESRRA","TXN"
"ESRRA","GSTP1"
"ESRRA","BCL2L1"
"ESRRA","ACTB"
"ESRRA","PCNA"
"NFE2L2","CCND3"
"NFE2L2","MAT2A"
"NFE2L2","TXN"
"NFE2L2","GSTP1"
"NFE2L2","BCL2L1"
"NFE2L2","BMI1"
"NFE2L2","ACTB"
"NFE2L2","PCNA"
"KLF6","CCND3"
"KLF6","MCL1"
"KLF6","MAT2A"
"KLF6","NFKBIA"
"KLF6","HLA-E"
"KLF6","ACTB"
"HTATIP2","CCND3"
"HTATIP2","HSP90AA1"
"HTATIP2","TKT"
"HTATIP2","TXN"
"HTATIP2","STMN1"
"HTATIP2","GSTP1"
"HTATIP2","BCL2L1"
"HTATIP2","SQSTM1"
"HTATIP2","BMI1"
"HTATIP2","ACTB"
"HTATIP2","PCNA"
"HEY1","CCND3"
"HEY1","SUMO1"
"HEY1","TIMP3"
"HEY1","TKT"
"HEY1","MAT2A"
"HEY1","TXN"
"HEY1","GSTP1"
"HEY1","BCL2L1"
"HEY1","OGA"
"HEY1","ACTB"
"HEY1","PCNA"
"ZNF219","CCND3"
"ZNF219","SUMO1"
"ZNF219","TKT"
"ZNF219","TXN"
"ZNF219","GSTP1"
"ZNF219","BCL2L1"
"ZNF219","SQSTM1"
"ZNF219","BMI1"
"ZNF219","OGA"
"ZNF219","ACTB"
"ZNF219","PCNA"
"ZBTB4","CCND3"
"ZBTB4","SUMO1"
"ZBTB4","TIMP3"
"ZBTB4","APP"
"ZBTB4","TKT"
"ZBTB4","MAT2A"
"ZBTB4","TXN"
"ZBTB4","GSTP1"
"ZBTB4","BCL2L1"
"ZBTB4","FASN"
"ZBTB4","SQSTM1"
"ZBTB4","BMI1"
"ZBTB4","OGA"
"ZBTB4","ACTB"
"ZBTB4","PCNA"
"ZNF76","CCND3"
"ZNF76","SUMO1"
"ZNF76","TKT"
"ZNF76","MAT2A"
"ZNF76","TXN"
"ZNF76","GSTP1"
"ZNF76","BCL2L1"
"ZNF76","FASN"
"ZNF76","SQSTM1"
"ZNF76","BMI1"
"ZNF76","OGA"
"ZNF76","ACTB"
"ZNF76","PCNA"
"NR2F6","CCND3"
"NR2F6","SUMO1"
"NR2F6","TKT"
"NR2F6","HSPA4"
"NR2F6","TXN"
"NR2F6","GSTP1"
"NR2F6","BCL2L1"
"NR2F6","FASN"
"NR2F6","PRKACA"
"NR2F6","SQSTM1"
"NR2F6","BMI1"
"NR2F6","OGA"
