cluster_uid,target,sources,n_sources,silhouette_score,note
d94a219e3fb6,ACTA2,OSR1;NKX2-1;CREB3L2;SMARCA1;HEYL;SRF;DRAP1;MAFK;MEF2A;ZGPAT;HES4;NR2F1;HSF1;ZBTB17,14,0.4615,exp03_lung-coregtor-r1
259e70466322,ACTB,SRF;CREB3;DRAP1;ENO1;YBX1;HIF1A,6,0.0,exp03_lung-coregtor-r1
cfb888fac916,APOE,SMARCA5;NKX2-1,2,0.3693,exp03_lung-coregtor-r1
fc4ab79b75d5,APP,EPAS1;VEZF1;KLF3;HBP1;ELF1;YY1;NFIC,7,0.0,exp03_lung-coregtor-r1
ef75054e735c,BCL2L1,MAF;ESRRA;ENO1;ZBTB7B;CEBPG;XBP1;STAT3;IRF3;NCOR2;ID1;MLX;SREBF2;SSRP1;FOSL2;KLF13;HLX;MEIS1,17,0.0,exp03_lung-coregtor-r1
533648e7ab77,CD14,TFE3;TEAD4;SPI1;NFKB1;FOXO3;ZNF384;IRF1;EWSR1;SP100;TEAD2;E2F4;HIF3A;THRA,13,0.2398,exp03_lung-coregtor-r1
ac871ec373fa,CD44,NFKB2;ZBTB4;USF2;HMGB1;ELF1;CTBP1;CREBZF;NFIX;NKX2-1;NFIC;IRF9;ATF6B;KLF3;RXRB;LDB1;AHR;ZBTB17;SP1;MXD4;EP300;RELB;FOXO1;STAT2;NR2F2;STAT5A;HIF1A;KLF13;ING4;TBX5;NFKB1;NFYB;HIF3A;CREBL2;THRA;ZNF32;GATA2;TBX2;OSR1;FOXF2;HMGA1;HEYL;HSF4;STAT3;MAFB,44,0.4453,exp03_lung-coregtor-r1
9d51340f38c0,CDKN1A,NFKB2;BCL3;FOSL2;ARID5A;THAP11;MAFF;ETS2,7,0.4709,exp03_lung-coregtor-r1
e2dc0616e58a,CLU,ARNT;NR2F2;SMARCA1;MAF;SMAD3;ZNF32;ELF3;NKX2-1;SPI1;STAT6;HTATIP2;RXRA;EPAS1;ABL1;HLX;CREB3L2;RBPJ;SKI;OSR1;HBP1;NR2F1;NFIL3;KLF6,23,0.3089,exp03_lung-coregtor-r1
e505a6dd8e8a,CRYAB,SREBF1;HDAC3;SKI,3,0.3577,exp03_lung-coregtor-r1
