cluster_uid,target,sources,n_sources,n_percent,silhouette_score,method
2cbd47b7f6bc,ACTA2,OSR1;NKX2-1;CREB3L2;SMARCA1;HEYL;SRF;DRAP1;MAFK;MEF2A;ZGPAT;HES4;NR2F1;HSF1;ZBTB17,14,77.7778,0.4615,exp03_lung-coregtor-default
4fc08dc656f6,ACTA2,ABL1;SKI,2,11.1111,0.2432,exp03_lung-coregtor-default
3ba43bbd0ab3,ACTB,SRF;CREB3;DRAP1;ENO1;YBX1;HIF1A,6,100.0,0.0,exp03_lung-coregtor-default
31daa0858132,APOE,SMARCA5;NKX2-1,2,5.5556,0.3693,exp03_lung-coregtor-default
a2699aef89ea,APOE,ARID5B;NR1H3;STAT3;RARA;PBX2;ETS2;SRF;CEBPG;NFE2L2;STAT5B;SMAD7;LRRFIP1;TEAD4;TFE3;BCL6B;USF2;MXD1;CREB3;ETS1;HDAC1;TBX4;MAFB;SOX7;ATF4;ELK3;ABL1,26,72.2222,0.2297,exp03_lung-coregtor-default
2da1c6516888,APOE,TEAD2;CEBPD,2,5.5556,0.2251,exp03_lung-coregtor-default
07debd117a85,APOE,OSR1;NR2F1,2,5.5556,0.2023,exp03_lung-coregtor-default
a097552b4b1e,APOE,PML;SREBF1,2,5.5556,0.1918,exp03_lung-coregtor-default
e0ea2f700dd4,APP,EPAS1;VEZF1;KLF3;HBP1;ELF1;YY1;NFIC,7,100.0,0.0,exp03_lung-coregtor-default
d1b673d6c079,BCL2L1,MAF;ESRRA;ENO1;ZBTB7B;CEBPG;XBP1;STAT3;IRF3;NCOR2;ID1;MLX;SREBF2;SSRP1;FOSL2;KLF13;HLX;MEIS1,17,100.0,0.0,exp03_lung-coregtor-default
e847640395d1,CD14,TFE3;TEAD4;SPI1;NFKB1;FOXO3;ZNF384;IRF1;EWSR1;SP100;TEAD2;E2F4;HIF3A;THRA,13,86.6667,0.2398,exp03_lung-coregtor-default
8037f8151269,CD44,NFKB2;ZBTB4;USF2;HMGB1;ELF1;CTBP1;CREBZF;NFIX;NKX2-1;NFIC;IRF9;ATF6B;KLF3;RXRB;LDB1;AHR;ZBTB17;SP1;MXD4;EP300;RELB;FOXO1;STAT2;NR2F2;STAT5A;HIF1A;KLF13;ING4;TBX5;NFKB1;NFYB;HIF3A;CREBL2;THRA;ZNF32;GATA2;TBX2;OSR1;FOXF2;HMGA1;HEYL;HSF4;STAT3;MAFB,44,97.7778,0.4453,exp03_lung-coregtor-default
040852b170d3,CDKN1A,NFKB2;BCL3;FOSL2;ARID5A;THAP11;MAFF;ETS2,7,77.7778,0.4709,exp03_lung-coregtor-default
2df38d609d3d,CDKN1A,NFIL3;NFKB1,2,22.2222,0.0934,exp03_lung-coregtor-default
