,cluster_uid,target,sources,n_sources,silhouette_score,note,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_jaccard
35,252cdc221784,RHOA,MBD2;ETS1;TFE3;YBX1;TEAD4;CREB3L2;LRRFIP1;HMGB1;MXD1;ELK3,10,0.0,exp03_lung-coregtor-r1,0.51111,0.46667,0.48889,8.66542,4.7596,6.79477,0.55333,1.66269,0.48753,0.1,0.04762,0.03333
36,b054c3114dbf,SOCS3,JUNB;FOSL2;MYC;BCL3;ETS2;LRRFIP1;RELB;ING4;FOSB;NFKB1,10,0.3294,exp03_lung-coregtor-r1,0.57778,0.75556,0.57778,13.87111,39.47943,8.4874,0.55185,1.73843,0.47748,0.1,0.02703,0.02174
37,f3e1dd4adf8e,SOD2,RELB;NFKB1;NFKB2;STAT5A;HSF4;HIF1A;ZNF32,7,0.4941,exp03_lung-coregtor-r1,0.54762,0.64286,0.53968,20.05247,76.59521,11.80413,0.5832,1.86047,0.50594,0.42857,0.075,0.06818
38,18447e71773d,SPARC,SMARCA1;NFIX;NR2F1;TFDP1;APEX1;SKI;ELK3;TEAD2;TBX5;NKX2-1;TBX2;NONO;HDAC3;NR2F2;ZNF384;MEIS1;CREB3L2;PML;UBP1;DRAP1;STAT2;HEYL,22,0.4335,exp03_lung-coregtor-r1,0.51732,0.49928,0.54257,7.98774,6.1594,7.77761,0.51454,1.6476,0.44825,0.04545,0.04348,0.02273
39,691547973b49,SQSTM1,ESRRA;SREBF2;MLX;USF1;ENO1;XBP1;PML;SND1;TBX5;SMARCA5;MEIS1;HTATIP2,12,0.3493,exp03_lung-coregtor-r1,0.48737,0.49747,0.51515,8.32759,7.86634,7.62694,0.45202,1.47957,0.3789,0.0,0.0,0.0
40,192044fe7d55,TAGLN,ABL1;CREB3L2;DRAP1;NKX2-1;YBX1;ZGPAT;CREB3;OSR1,8,0.3532,exp03_lung-coregtor-r1,0.48214,0.45833,0.4881,3.23553,6.09464,2.30734,0.43144,1.47922,0.35674,0.0,0.0,0.0
41,bbf20d905726,TGFB1,PBX2;PML;HSF1;ZBTB17;PHF1;RELA;PPARD;IRF7;NFKB2;STAT5A;MAX;ERF,12,0.2765,exp03_lung-coregtor-r1,0.53535,0.58333,0.56566,10.80441,19.85461,8.4891,0.5369,1.78337,0.45239,0.16667,0.02597,0.02299
42,07f053f569a0,TGFBR2,NFYB;MBD2;NFE2L1,3,0.3686,exp03_lung-coregtor-r1,0.5,0.44444,0.5,2.26516,1.82869,2.378,0.5279,1.64284,0.468,0.0,0.0,0.0
43,fb604cddf44c,TIMP1,NFKB1;USF2;CTBP1;STAT2;ATF6B;NFIC;ELF1;CREBL2;LDB1;CREBZF;RXRB;IRF9;EP300;THRA;OSR1;NFYB;FOXF2;NFIX;KLF13;HMGB1;GATA2;NR2F2;ZBTB4;NKX2-1;MXD4;FOXO1;TBX2;NFKB2;HIF1A;E2F4;HEYL;DRAP1;KLF3;SP1;YBX1;GTF3A;HSF4;PBX2;TBX5;ZBTB16;BCLAF1;AHR,42,0.4159,exp03_lung-coregtor-r1,0.49574,0.51026,0.50852,7.57688,10.55144,6.89791,0.55805,1.78334,0.48301,0.07143,0.07895,0.03896
44,26d1015d4d36,TIMP3,FOXO3;FOXO1;EPAS1;MEF2D,4,0.0,exp03_lung-coregtor-r1,0.5,0.83333,0.5,13.36476,40.78728,9.99181,0.6338,2.22699,0.52307,0.25,0.04545,0.04
45,f3ee2070fb09,TKT,ENO1;SND1;MLX,3,0.4275,exp03_lung-coregtor-r1,0.5,0.44444,0.66667,25.80326,3.68068,26.415,0.5157,1.43595,0.43578,0.0,0.0,0.0
46,ebd6c2015521,TNFSF10,LMO2;FLI1;SP100,3,0.0,exp03_lung-coregtor-r1,0.66667,0.66667,0.5,1.51412,8.36584,1.21433,0.4774,1.37298,0.42257,0.0,0.0,0.0
47,cfd207869ce5,TXN,LDB1;ENO1;HMGA1,3,0.7812,exp03_lung-coregtor-r1,0.5,0.5,0.5,15.4349,1.50876,16.89151,0.52456,1.94267,0.4088,0.0,0.0,0.0
48,deb47a97f81d,VEGFA,SMAD3;NFKB1;SMARCA1;RELA;BHLHE40;ZHX2;NFKB2;ARID5A;MAFF;NFIL3;TBX2;ATF3;USF2;NFIC;SOX7;KLF13;ZNF384;ETS1;NR2F6;ZNF503;MYRF;NFE2L2;PHF1,23,0.481,exp03_lung-coregtor-r1,0.5224,0.51779,0.54084,10.14792,15.31227,7.60363,0.5352,1.65976,0.47586,0.26087,0.04225,0.03774
49,787cc5c8e6b4,VIM,TBX2;MAF;XBP1;ZBTB7B;HMGB1;NR2F1,6,0.2402,exp03_lung-coregtor-r1,0.5,0.48889,0.5,5.95079,11.9853,3.25224,0.53792,2.09555,0.4027,0.0,0.0,0.0
