cluster_uid,target,sources,n_sources,silhouette_score,note
ea1e3666988d,ACTA2,JUNB;HMGA1;EPAS1;PHF1;NFKB1;NFYB;CTNNB1;KLF2;MAZ;FOXO4;ATF3;SRF;TEAD4;PPARGC1A;JUND;CTCF;FOS;TEAD1;LRRFIP1;THAP11;LDB1;KLF9;CREB3;STAT2;E2F6;TBX15;EP300;BCL3;ZNF32;MAFK,30,0.2674,exp03_muscle_skeletal-coregtor-r1
e4c9ed25b75d,ACTB,EPAS1;KLF2;JUND;STAT2;CTNNB1;JUN;NONO;ABL1;ATF6B;SFPQ;SKI;ENO1;LDB1;FOXO4;DDIT3;BCL3,16,0.0,exp03_muscle_skeletal-coregtor-r1
6acc4d056200,AKT1,ABL1;NONO;RELA;TFE3;ENO1;KMT2B;SKI,7,0.0,exp03_muscle_skeletal-coregtor-r1
6ba3656c18d5,APP,CTNNB1;STAT2;NONO;EPAS1;KLF2;ABL1;SKI;LDB1;E4F1,9,0.0,exp03_muscle_skeletal-coregtor-r1
b82de3e136ac,BCL2L1,SFPQ;NONO;ENO1;XBP1,4,0.4681,exp03_muscle_skeletal-coregtor-r1
da1fd8f4b413,BMI1,CTCF;SMARCA5;SMAD4;YY1,4,0.0,exp03_muscle_skeletal-coregtor-r1
a980bc01a5aa,CARM1,STAT3;HCFC1;CIC;RELA;RARA;PPARD;CEBPZ;FOXK2;PHF20,9,0.0,exp03_muscle_skeletal-coregtor-r1
270127571f86,CDKN1A,SF1;NONO;XBP1;MYOG;SFPQ;NFYC;JUND;TP63;SRF;CEBPG;FOSL2;APEX1;ENO1;ETS2;ATF6B;BACH1;LMO2;JUN;TRIM28,19,0.5422,exp03_muscle_skeletal-coregtor-r1
0786e263a542,CDKN1C,THAP12;ATOH8,2,0.2166,exp03_muscle_skeletal-coregtor-r1
6dbdb939a7ed,CLU,PRRX1;CTNNB1;STAT2;RORC;KLF4;EPAS1;KLF2;JUN;MYC;NFKB1;ATF3;SREBF1;JUND;SKI,14,0.3257,exp03_muscle_skeletal-coregtor-r1
12c8bec7dae9,CRYAB,HOXC9;MYOG;PRRX1;LRRFIP1;ATF5;EGR1;HMGB2;ATF4;MYC;MAFF;DDIT3;ARID5A;NR1D1;MLXIPL;JUND;ATF3;CEBPG;BHLHE40;NR4A1;RFXANK;KLF6;PBX1;SND1;THAP11,24,0.0,exp03_muscle_skeletal-coregtor-r1
3d0893ad3dc8,DUSP1,KLF4;KLF2;JUN;FOS,4,0.0,exp03_muscle_skeletal-coregtor-r1
d1b389cb92b4,FASN,SND1;SREBF1;NONO;SFPQ;STAT5A;KLF2;APEX1;KMT2B;SSRP1;MZF1;CIC;LMO2;E4F1;ZBTB16;NFX1;RXRB;TRIM28;ATF6B;TFEB;RORC;USF1;KLF4;CEBPB;ENO1;GTF3A;MEF2D;MAF;RXRA;GTF2F1;XBP1;ZNF384;KLF13,32,0.3368,exp03_muscle_skeletal-coregtor-r1
668d23e821ea,FN1,ATF5;TFDP1;MXD4;CTNNB1;ABL1;KLF2;ENO1;LRRFIP1;KLF4;MAX;JUNB;RORC;STAT2;PRRX1;EPAS1;MEF2C;RXRA;BHLHE40;EGR1,19,0.3818,exp03_muscle_skeletal-coregtor-r1
2a9df484439e,GADD45B,MYC;JUNB;BCL3;E2F6;ATF3;CTCF;ELK1;ARID5A;HSF2;FOS,10,0.0,exp03_muscle_skeletal-coregtor-r1
30785c80c79e,GSTP1,TRIM28;DRAP1;MBD1;GTF2F1;SSRP1;SND1;NR1H2;STAT5B;MZF1;HTATIP2;PHF1;HSF1,12,0.0,exp03_muscle_skeletal-coregtor-r1
578d0b5b3fa2,HBB,ZNF32;NFYB,2,0.4448,exp03_muscle_skeletal-coregtor-r1
1d19814bd4d8,HLA-DRB1,STAT2;HMGB2;BCL3;KLF2;ARID5A;JUN;EPAS1;ETS2;LDB1;NONO,10,0.0,exp03_muscle_skeletal-coregtor-r1
3ec50a3e7a6c,HLA-E,ABL1;STAT2;EPAS1;SKI;HMGB2;LDB1;SFPQ;ARID5A;NONO;KLF2;BCL3,11,0.0,exp03_muscle_skeletal-coregtor-r1
fb9a3c7a4973,HMOX1,FOXO3;SF1,2,0.5432,exp03_muscle_skeletal-coregtor-r1
31a882dd0d77,HSP90AA1,JUN;CTBP1;TFE3;NFKB1;ATF4;CEBPG;THAP11;ZNF692;ATF1;MAFG;MBD1;CTCF;CREB3;SREBF2;SMARCA5;TFCP2;SMAD4;FOXO1;SMARCC1,19,0.2922,exp03_muscle_skeletal-coregtor-r1
68178448cb77,HSPA1A,CBFB;ENO1,2,0.7365,exp03_muscle_skeletal-coregtor-r1
