plot_tool,index,target,sources,method,value
CoRegTor,shared_PPI_partners_score_stringdb,PDK4,BCL3;KLF9;BHLHE40;PKM;KLF4;CEBPB,exp02_lung-coregtor-n_five,28.51727
CoRegTor,shared_PPI_partners_score_stringdb,SOCS3,BCL3;JUNB;ETS2;BHLHE40;GADD45A,exp02_lung-coregtor-n_five,23.4381
CoRegTor,shared_PPI_partners_score_stringdb,SPARC,TBX2;TAGLN2;CSNK2B;YWHAZ;TRIP10,exp02_lung-coregtor-n_five,7.14093
CoRegTor,shared_PPI_partners_score_stringdb,TAGLN,GADD45A;TAGLN2;CSNK2B;HNRNPA1;TRIP10,exp02_lung-coregtor-n_five,4.43029
CoRegTor,shared_PPI_partners_score_stringdb,TIMP1,TPI1;YBX1;PKM;P4HB;RPL35,exp02_lung-coregtor-n_five,64.80045
CoRegTor,shared_PPI_partners_score_stringdb,TIMP3,EPAS1;KLF9,exp02_lung-coregtor-n_five,5.39895
CoRegNet,shared_PPI_partners_score_stringdb,CDKN1A,BCL3;BHLHE40;ETS2;GADD45A;JUNB;NR4A1,exp02-coregnet,28.62158
CoRegNet,shared_PPI_partners_score_stringdb,DUSP1,BHLHE40;EGR1;FOS;GADD45A;JUN;JUNB;KLF4;NR4A1,exp02-coregnet,87.4822
CoRegNet,shared_PPI_partners_score_stringdb,FN1,BCL3;BHLHE40;FOS;GADD45A;NR4A1,exp02-coregnet,43.2463
CoRegNet,shared_PPI_partners_score_stringdb,HBB,BCL3;FOS;GADD45A,exp02-coregnet,51.7687
CoRegNet,shared_PPI_partners_score_stringdb,HLA-E,BCL3;EPAS1;ETS2;GADD45A;JUN;JUNB;NR4A1;TRIP10,exp02-coregnet,37.33123
