plot_tool,index,target,sources,method,value
CoRegNet,goa_similarity_resnik,APP,CANX;CLK1;DRAP1;DUSP26;ENO1;EWSR1;FEZ1;FOS;GOT1;HSPA5;JUN;JUNB;NFE2L1;NPDC1;NUCB1;PHF1;PKM;PRDX5;PRNP;RAB7A;RAD21;RAN;SCAND1;SNRNP70;SOD1;SRP9;STUB1;TCEAL2;TCEAL6;THRA;TPI1;TPPP;UBB;YWHAZ;ZMAT2,exp02-coregnet,0.98032
CoRegNet,goa_similarity_resnik,CLU,ATF4;CANX;DUSP26;ENO1;EWSR1;FOS;GOT1;HSPA5;JUN;JUNB;JUND;NFE2L1;NPDC1;NUCB1;PHF1;PKM;PRDX5;PRNP;RAB7A;RAN;SCAND1;SOD1;SRP9;STUB1;TAGLN2;TCEAL2;TCEAL6;THRA;TPI1;TPPP;UBB;YWHAZ;ZMAT2,exp02-coregnet,1.01198
CoRegNet,goa_similarity_resnik,CRYAB,FEZ1;FOS;JUN,exp02-coregnet,1.63927
CoRegNet,goa_similarity_resnik,DUSP1,FOS;JUN;JUNB,exp02-coregnet,2.68017
CoRegNet,goa_similarity_resnik,GADD45B,FOS;HSPA5;JUN;JUNB,exp02-coregnet,1.96733
CoRegNet,goa_similarity_resnik,GSTP1,ATF4;CANX;CLK1;DRAP1;DUSP26;ENO1;EWSR1;FEZ1;FOS;GOT1;HSPA5;JUN;JUNB;JUND;NFE2L1;NPDC1;NUCB1;PHF1;PKM;PRDX5;PRNP;RAB7A;RAD21;RAN;SCAND1;SNRNP70;SOD1;SRP9;STUB1;TAGLN2;TCEAL2;TCEAL6;THRA;TPI1;TPPP;UBB;YWHAZ;ZMAT2,exp02-coregnet,0.99705
CoRegNet,goa_similarity_resnik,HLA-DRB1,DUSP26;FOS;GOT1;HSPA5;JUN;JUNB;PRNP;RAN;TCEAL6;YWHAZ,exp02-coregnet,1.22245
CoRegNet,goa_similarity_resnik,HLA-E,FOS;GOT1;HSPA5;JUN;JUNB;NUCB1;TAGLN2,exp02-coregnet,1.14855
CoRegNet,goa_similarity_resnik,HSP90AA1,ATF4;CANX;CLK1;DRAP1;DUSP26;ENO1;EWSR1;FOS;GOT1;HSPA5;JUN;JUNB;JUND;NFE2L1;NPDC1;NUCB1;PHF1;PKM;PRDX5;PRNP;RAB7A;RAD21;RAN;SCAND1;SOD1;SRP9;STUB1;TCEAL2;TCEAL6;THRA;TPI1;TPPP;UBB;YWHAZ;ZMAT2,exp02-coregnet,1.02844
CoRegNet,goa_similarity_resnik,HSPA1A,FOS;HSPA5;JUN;JUNB,exp02-coregnet,1.96733
