plot_tool,index,target,sources,method,value
CoRegNet,shortest_PPI_path_score_biogrid,APP,AGAP2;BHLHE40;CBX7;GOT1;HSPA5;MAPK1;NCALD;NFE2L1;PKM;PRNP;RAN;SSBP3;TCEAL2;TCEAL6;TPI1;TPPP;UGP2;YWHAZ;ZBTB18;ZMAT2,exp02-coregnet,0.47456
CoRegNet,shortest_PPI_path_score_biogrid,DUSP1,GOT1;NCALD,exp02-coregnet,0.5
CoRegNet,shortest_PPI_path_score_biogrid,FASN,AGAP2;BHLHE40;CBX7;GOT1;HSPA5;MAPK1;NCALD;NFE2L1;PKM;PRNP;RAN;SNRNP70;SSBP3;TCEAL2;TCEAL6;TPI1;TPPP;UGP2;YWHAZ;ZBTB18;ZMAT2,exp02-coregnet,0.47619
CoRegNet,shortest_PPI_path_score_biogrid,HSP90AA1,AGAP2;BHLHE40;CBX7;GOT1;HSPA5;MAPK1;NCALD;NFE2L1;PKM;PRNP;RAN;SNRNP70;SSBP3;TCEAL2;TCEAL6;TPI1;TPPP;UGP2;YWHAZ;ZBTB18;ZMAT2,exp02-coregnet,0.47619
CoRegNet,shortest_PPI_path_score_biogrid,MAT2A,BHLHE40;CBX7;GOT1;HSPA5;MAPK1;NCALD;NFE2L1;PKM;PRNP;RAN;SNRNP70;SSBP3;TCEAL2;TCEAL6;TPI1;TPPP;UGP2;YWHAZ;ZBTB18;ZMAT2,exp02-coregnet,0.47982
CoRegNet,shortest_PPI_path_score_biogrid,NDRG1,NCALD;OLIG1;TSC22D4,exp02-coregnet,0.38889
CoRegNet,shortest_PPI_path_score_biogrid,SPARC,GOT1;NCALD;OLIG1;TSC22D4,exp02-coregnet,0.44444
CoRegNet,shortest_PPI_path_score_biogrid,STMN1,AGAP2;BHLHE40;CBX7;GOT1;HSPA5;MAPK1;NCALD;NFE2L1;PKM;PRNP;RAN;SNRNP70;SSBP3;TCEAL2;TCEAL6;TPI1;TPPP;UGP2;YWHAZ;ZBTB18;ZMAT2,exp02-coregnet,0.47619
CoRegNet,shortest_PPI_path_score_biogrid,VIM,GOT1;NCALD;TSC22D4,exp02-coregnet,0.44444
CoRegTor,shared_PPI_partners_score_hippie,ACTB,NUCB1;CSNK2B;RAB7A;YWHAE;EWSR1,exp02_cortex-ba9-coregtor-n_five,17.05168
