plot_tool,index,target,sources,method,value
CoRegNet,goa_similarity_lin,MCL1,BHLHE40;CEBPD;EGR1;FOS;ID2;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.59958
CoRegNet,goa_similarity_lin,SPARC,BHLHE40;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.63093
CoRegNet,goa_similarity_lin,TAGLN,BHLHE40;EGR1;NR4A1,exp02-coregnet,0.5775
CoRegNet,goa_similarity_lin,TIMP1,BHLHE40;CEBPD;ENO1;ID2,exp02-coregnet,0.48915
CoRegNet,goa_similarity_lin,VEGFA,BHLHE40;CEBPD;EGR1;ENO1;JUN;JUNB;NR4A1,exp02-coregnet,0.59023
CoRegNet,goa_similarity_lin,VIM,BHLHE40;CEBPD;CLK1;EGR1;FOS;ID2;JUN;JUNB;JUND;NR4A1;TAGLN2,exp02-coregnet,0.45829
CoRegTor,goa_similarity_resnik,ACTA2,EZR;SMPX;CYCS;GOT1;PRDX5,exp02_heart_atrial_appendage-coregtor-n_five,0.67021
CoRegTor,goa_similarity_resnik,ACTB,SF1;CLK1;BHLHE40;TAGLN2;ATF4;ID2,exp02_heart_atrial_appendage-coregtor-n_five,0.94738
CoRegTor,goa_similarity_resnik,APOE,CLK1;SNRNP70;ID1;ID2;JUN,exp02_heart_atrial_appendage-coregtor-n_five,1.022
CoRegTor,goa_similarity_resnik,CLU,TAGLN2;ID2;SF1;NPDC1;EGR1,exp02_heart_atrial_appendage-coregtor-n_five,0.6837
CoRegTor,goa_similarity_resnik,CRYAB,TPI1;SMPX;SUCLG1;DRAP1;UGP2;YWHAE,exp02_heart_atrial_appendage-coregtor-n_five,0.80779
CoRegTor,goa_similarity_resnik,DUSP1,FOS;JUNB,exp02_heart_atrial_appendage-coregtor-n_five,2.50077
CoRegTor,goa_similarity_resnik,FN1,ENO1;P4HB;ID2;TAGLN2;PKM,exp02_heart_atrial_appendage-coregtor-n_five,1.19616
CoRegTor,goa_similarity_resnik,HBB,RPL35;ATF4;CEBPD;NPDC1;BHLHE40,exp02_heart_atrial_appendage-coregtor-n_five,1.034
CoRegTor,goa_similarity_resnik,HSP90AA1,YWHAE;CYCS;PRNP;SOD1;ID1;CLK1,exp02_heart_atrial_appendage-coregtor-n_five,0.98622
CoRegTor,goa_similarity_resnik,HSPA1A,ID1;SOD1;HSPA5;CLK1;ATF4,exp02_heart_atrial_appendage-coregtor-n_five,1.13375
CoRegTor,goa_similarity_resnik,ID3,ID2;JUN;FOS;SNRNP70;TAGLN2,exp02_heart_atrial_appendage-coregtor-n_five,1.25194
CoRegTor,goa_similarity_resnik,MAT2A,HNRNPA1;CD59;SF1;EGR1;JUNB,exp02_heart_atrial_appendage-coregtor-n_five,1.16045
CoRegTor,goa_similarity_resnik,MCL1,EGR1;JUNB;FOS,exp02_heart_atrial_appendage-coregtor-n_five,2.44567
CoRegTor,goa_similarity_resnik,SPARC,PKM;SF1;ZNF358,exp02_heart_atrial_appendage-coregtor-n_five,1.05328
CoRegTor,goa_similarity_resnik,TAGLN,DRAP1;CD59;TAGLN2;SMPX;HSPA5,exp02_heart_atrial_appendage-coregtor-n_five,0.64592
CoRegTor,goa_similarity_resnik,TIMP1,TPI1;ATF4;P4HB;ID2;DRAP1,exp02_heart_atrial_appendage-coregtor-n_five,1.19169
CoRegTor,goa_similarity_resnik,VEGFA,BHLHE40;ENO1;TPI1;CEBPD;ATF4,exp02_heart_atrial_appendage-coregtor-n_five,1.57566
CoRegTor,goa_similarity_resnik,VIM,TAGLN2;HNRNPA1;RPL6,exp02_heart_atrial_appendage-coregtor-n_five,0.91823
CoRegNet,goa_similarity_resnik,ACTA2,BHLHE40;EGR1;FOS;NR4A1,exp02-coregnet,2.21227
CoRegNet,goa_similarity_resnik,ACTB,BHLHE40;CEBPD;CLK1;EGR1;ENO1;FOS;ID2;JUN;JUNB;JUND;NR4A1;TAGLN2,exp02-coregnet,1.57391
CoRegNet,goa_similarity_resnik,APOE,BHLHE40;CEBPD;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,2.319
CoRegNet,goa_similarity_resnik,CLU,BHLHE40;CEBPD;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,2.319
CoRegNet,goa_similarity_resnik,CRYAB,BHLHE40;CYCS;ENO1;GOT1;HADHB;HSPA5;NFE2L1;NKX2-5;SMPX;TBX5;UQCRB,exp02-coregnet,1.01606
CoRegNet,goa_similarity_resnik,DUSP1,BHLHE40;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,2.3706
CoRegNet,goa_similarity_resnik,FN1,BHLHE40;CEBPD;EGR1;FOS;JUNB;NR4A1,exp02-coregnet,2.15775
CoRegNet,goa_similarity_resnik,HBB,BHLHE40;EGR1;NR4A1,exp02-coregnet,2.06515
CoRegNet,goa_similarity_resnik,HSP90AA1,BHLHE40;EGR1;FOS;HADHB;HSPA5;ID2;JUN;JUNB;NR4A1;PRNP,exp02-coregnet,1.57548
CoRegNet,goa_similarity_resnik,HSPA1A,BHLHE40;EGR1;JUN;NR4A1,exp02-coregnet,2.09142
CoRegNet,goa_similarity_resnik,ID3,BHLHE40;EGR1;FOS;ID1;ID2;JUN;JUNB;JUND;NR4A1,exp02-coregnet,2.09231
CoRegNet,goa_similarity_resnik,MAT2A,BHLHE40;EGR1;ENO1;FOS;JUNB;NR4A1,exp02-coregnet,1.99672
CoRegNet,goa_similarity_resnik,MCL1,BHLHE40;CEBPD;EGR1;FOS;ID2;JUN;JUNB;JUND;NR4A1,exp02-coregnet,2.20972
CoRegNet,goa_similarity_resnik,SPARC,BHLHE40;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,2.3706
CoRegNet,goa_similarity_resnik,TAGLN,BHLHE40;EGR1;NR4A1,exp02-coregnet,2.06515
CoRegNet,goa_similarity_resnik,TIMP1,BHLHE40;CEBPD;ENO1;ID2,exp02-coregnet,1.63005
CoRegNet,goa_similarity_resnik,VEGFA,BHLHE40;CEBPD;EGR1;ENO1;JUN;JUNB;NR4A1,exp02-coregnet,1.97961
CoRegNet,goa_similarity_resnik,VIM,BHLHE40;CEBPD;CLK1;EGR1;FOS;ID2;JUN;JUNB;JUND;NR4A1;TAGLN2,exp02-coregnet,1.59785
CoRegTor,goa_similarity_jc,ACTA2,EZR;SMPX;CYCS;GOT1;PRDX5,exp02_heart_atrial_appendage-coregtor-n_five,0.21827
CoRegTor,goa_similarity_jc,ACTB,SF1;CLK1;BHLHE40;TAGLN2;ATF4;ID2,exp02_heart_atrial_appendage-coregtor-n_five,0.29216
CoRegTor,goa_similarity_jc,APOE,CLK1;SNRNP70;ID1;ID2;JUN,exp02_heart_atrial_appendage-coregtor-n_five,0.30241
CoRegTor,goa_similarity_jc,CLU,TAGLN2;ID2;SF1;NPDC1;EGR1,exp02_heart_atrial_appendage-coregtor-n_five,0.29916
CoRegTor,goa_similarity_jc,CRYAB,TPI1;SMPX;SUCLG1;DRAP1;UGP2;YWHAE,exp02_heart_atrial_appendage-coregtor-n_five,0.26187
CoRegTor,goa_similarity_jc,DUSP1,FOS;JUNB,exp02_heart_atrial_appendage-coregtor-n_five,0.51366
CoRegTor,goa_similarity_jc,FN1,CEBPD;CSNK2B,exp02_heart_atrial_appendage-coregtor-n_five,0.35715
CoRegTor,goa_similarity_jc,HBB,RPL35;ATF4;CEBPD;NPDC1;BHLHE40,exp02_heart_atrial_appendage-coregtor-n_five,0.36398
CoRegTor,goa_similarity_jc,HSP90AA1,YWHAE;CYCS;PRNP;SOD1;ID1;CLK1,exp02_heart_atrial_appendage-coregtor-n_five,0.24298
CoRegTor,goa_similarity_jc,HSPA1A,ID1;SOD1;HSPA5;CLK1;ATF4,exp02_heart_atrial_appendage-coregtor-n_five,0.26647
CoRegTor,goa_similarity_jc,ID3,ID1;NPDC1,exp02_heart_atrial_appendage-coregtor-n_five,0.38741
CoRegTor,goa_similarity_jc,MAT2A,HNRNPA1;CD59;SF1;EGR1;JUNB,exp02_heart_atrial_appendage-coregtor-n_five,0.32233
CoRegTor,goa_similarity_jc,MCL1,EGR1;JUNB;FOS,exp02_heart_atrial_appendage-coregtor-n_five,0.48687
CoRegTor,goa_similarity_jc,SPARC,PKM;SF1;ZNF358,exp02_heart_atrial_appendage-coregtor-n_five,0.36224
CoRegTor,goa_similarity_jc,TAGLN,DRAP1;CD59;TAGLN2;SMPX;HSPA5,exp02_heart_atrial_appendage-coregtor-n_five,0.23821
CoRegTor,goa_similarity_jc,TIMP1,CSNK2B;TAGLN2,exp02_heart_atrial_appendage-coregtor-n_five,0.31284
CoRegTor,goa_similarity_jc,VEGFA,BHLHE40;ENO1;TPI1;CEBPD;ATF4,exp02_heart_atrial_appendage-coregtor-n_five,0.39164
CoRegTor,goa_similarity_jc,VIM,TAGLN2;HNRNPA1;RPL6,exp02_heart_atrial_appendage-coregtor-n_five,0.34926
CoRegNet,goa_similarity_jc,ACTA2,BHLHE40;EGR1;FOS;NR4A1,exp02-coregnet,0.44714
CoRegNet,goa_similarity_jc,ACTB,BHLHE40;CEBPD;CLK1;EGR1;ENO1;FOS;ID2;JUN;JUNB;JUND;NR4A1;TAGLN2,exp02-coregnet,0.39134
CoRegNet,goa_similarity_jc,APOE,BHLHE40;CEBPD;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.53264
CoRegNet,goa_similarity_jc,CLU,BHLHE40;CEBPD;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.53264
CoRegNet,goa_similarity_jc,CRYAB,BHLHE40;CYCS;ENO1;GOT1;HADHB;HSPA5;NFE2L1;NKX2-5;SMPX;TBX5;UQCRB,exp02-coregnet,0.26353
CoRegNet,goa_similarity_jc,DUSP1,BHLHE40;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.51465
CoRegNet,goa_similarity_jc,FN1,BHLHE40;CEBPD;EGR1;FOS;JUNB;NR4A1,exp02-coregnet,0.5175
CoRegNet,goa_similarity_jc,HBB,BHLHE40;EGR1;NR4A1,exp02-coregnet,0.46725
CoRegNet,goa_similarity_jc,HSP90AA1,BHLHE40;EGR1;FOS;HADHB;HSPA5;ID2;JUN;JUNB;NR4A1;PRNP,exp02-coregnet,0.33676
CoRegNet,goa_similarity_jc,HSPA1A,BHLHE40;EGR1;JUN;NR4A1,exp02-coregnet,0.47418
CoRegNet,goa_similarity_jc,ID3,BHLHE40;EGR1;FOS;ID1;ID2;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.4495
CoRegNet,goa_similarity_jc,MAT2A,BHLHE40;EGR1;ENO1;FOS;JUNB;NR4A1,exp02-coregnet,0.4407
CoRegNet,goa_similarity_jc,MCL1,BHLHE40;CEBPD;EGR1;FOS;ID2;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.49027
CoRegNet,goa_similarity_jc,SPARC,BHLHE40;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.51465
CoRegNet,goa_similarity_jc,TAGLN,BHLHE40;EGR1;NR4A1,exp02-coregnet,0.46725
CoRegNet,goa_similarity_jc,TIMP1,BHLHE40;CEBPD;ENO1;ID2,exp02-coregnet,0.40583
CoRegNet,goa_similarity_jc,VEGFA,BHLHE40;CEBPD;EGR1;ENO1;JUN;JUNB;NR4A1,exp02-coregnet,0.49357
CoRegNet,goa_similarity_jc,VIM,BHLHE40;CEBPD;CLK1;EGR1;FOS;ID2;JUN;JUNB;JUND;NR4A1;TAGLN2,exp02-coregnet,0.40192
CoRegTor,shortest_PPI_path_score_hippie,ACTA2,EZR;SMPX;CYCS;GOT1;PRDX5,exp02_heart_atrial_appendage-coregtor-n_five,0.48333
CoRegTor,shortest_PPI_path_score_hippie,ACTB,SF1;CLK1;BHLHE40;TAGLN2;ATF4;ID2,exp02_heart_atrial_appendage-coregtor-n_five,0.48889
CoRegTor,shortest_PPI_path_score_hippie,APOE,CLK1;SNRNP70;ID1;ID2;JUN,exp02_heart_atrial_appendage-coregtor-n_five,0.55
CoRegTor,shortest_PPI_path_score_hippie,CLU,NUCB1;CLK1,exp02_heart_atrial_appendage-coregtor-n_five,0.5
CoRegTor,shortest_PPI_path_score_hippie,CRYAB,TPI1;SMPX;SUCLG1;DRAP1;UGP2;YWHAE,exp02_heart_atrial_appendage-coregtor-n_five,0.42778
CoRegTor,shortest_PPI_path_score_hippie,DUSP1,FOS;JUNB,exp02_heart_atrial_appendage-coregtor-n_five,1.0
CoRegTor,shortest_PPI_path_score_hippie,FN1,ENO1;P4HB;ID2;TAGLN2;PKM,exp02_heart_atrial_appendage-coregtor-n_five,0.6
CoRegTor,shortest_PPI_path_score_hippie,HBB,RPL35;ATF4;CEBPD;NPDC1;BHLHE40,exp02_heart_atrial_appendage-coregtor-n_five,0.53333
CoRegTor,shortest_PPI_path_score_hippie,HSP90AA1,YWHAE;CYCS;PRNP;SOD1;ID1;CLK1,exp02_heart_atrial_appendage-coregtor-n_five,0.53333
CoRegTor,shortest_PPI_path_score_hippie,HSPA1A,ID1;SOD1;HSPA5;CLK1;ATF4,exp02_heart_atrial_appendage-coregtor-n_five,0.55
CoRegTor,shortest_PPI_path_score_hippie,ID3,ID2;JUN;FOS;SNRNP70;TAGLN2,exp02_heart_atrial_appendage-coregtor-n_five,0.6
CoRegTor,shortest_PPI_path_score_hippie,MAT2A,HNRNPA1;CD59;SF1;EGR1;JUNB,exp02_heart_atrial_appendage-coregtor-n_five,0.58333
CoRegTor,shortest_PPI_path_score_hippie,MCL1,EGR1;JUNB;FOS,exp02_heart_atrial_appendage-coregtor-n_five,0.83333
CoRegTor,shortest_PPI_path_score_hippie,SPARC,NUCB1;SNRNP70,exp02_heart_atrial_appendage-coregtor-n_five,0.5
CoRegTor,shortest_PPI_path_score_hippie,TAGLN,DRAP1;CD59;TAGLN2;SMPX;HSPA5,exp02_heart_atrial_appendage-coregtor-n_five,0.46667
CoRegTor,shortest_PPI_path_score_hippie,TIMP1,CSNK2B;TAGLN2,exp02_heart_atrial_appendage-coregtor-n_five,0.5
CoRegTor,shortest_PPI_path_score_hippie,VEGFA,BHLHE40;ENO1;TPI1;CEBPD;ATF4,exp02_heart_atrial_appendage-coregtor-n_five,0.65
CoRegTor,shortest_PPI_path_score_hippie,VIM,TAGLN2;HNRNPA1;RPL6,exp02_heart_atrial_appendage-coregtor-n_five,0.5
CoRegNet,shortest_PPI_path_score_hippie,ACTA2,BHLHE40;EGR1;FOS;NR4A1,exp02-coregnet,0.5
CoRegNet,shortest_PPI_path_score_hippie,ACTB,BHLHE40;CEBPD;CLK1;EGR1;ENO1;FOS;ID2;JUN;JUNB;JUND;NR4A1;TAGLN2,exp02-coregnet,0.60354
CoRegNet,shortest_PPI_path_score_hippie,APOE,BHLHE40;CEBPD;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.67857
CoRegNet,shortest_PPI_path_score_hippie,CLU,BHLHE40;CEBPD;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.67857
CoRegNet,shortest_PPI_path_score_hippie,CRYAB,BHLHE40;CYCS;ENO1;GOT1;HADHB;HSPA5;NFE2L1;NKX2-5;SMPX;TBX5;UQCRB,exp02-coregnet,0.48636
CoRegNet,shortest_PPI_path_score_hippie,DUSP1,BHLHE40;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.7381
CoRegNet,shortest_PPI_path_score_hippie,FN1,BHLHE40;CEBPD;EGR1;FOS;JUNB;NR4A1,exp02-coregnet,0.56667
CoRegNet,shortest_PPI_path_score_hippie,HBB,BHLHE40;EGR1;NR4A1,exp02-coregnet,0.5
CoRegNet,shortest_PPI_path_score_hippie,HSP90AA1,BHLHE40;EGR1;FOS;HADHB;HSPA5;ID2;JUN;JUNB;NR4A1;PRNP,exp02-coregnet,0.62222
CoRegNet,shortest_PPI_path_score_hippie,HSPA1A,BHLHE40;EGR1;JUN;NR4A1,exp02-coregnet,0.58333
CoRegNet,shortest_PPI_path_score_hippie,ID3,BHLHE40;EGR1;FOS;ID1;ID2;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.65278
CoRegNet,shortest_PPI_path_score_hippie,MAT2A,BHLHE40;EGR1;ENO1;FOS;JUNB;NR4A1,exp02-coregnet,0.6
CoRegNet,shortest_PPI_path_score_hippie,MCL1,BHLHE40;CEBPD;EGR1;FOS;ID2;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.63889
CoRegNet,shortest_PPI_path_score_hippie,SPARC,BHLHE40;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.7381
CoRegNet,shortest_PPI_path_score_hippie,TAGLN,BHLHE40;EGR1;NR4A1,exp02-coregnet,0.5
CoRegNet,shortest_PPI_path_score_hippie,TIMP1,BHLHE40;CEBPD;ENO1;ID2,exp02-coregnet,0.58333
CoRegNet,shortest_PPI_path_score_hippie,VEGFA,BHLHE40;CEBPD;EGR1;ENO1;JUN;JUNB;NR4A1,exp02-coregnet,0.61905
CoRegNet,shortest_PPI_path_score_hippie,VIM,BHLHE40;CEBPD;CLK1;EGR1;FOS;ID2;JUN;JUNB;JUND;NR4A1;TAGLN2,exp02-coregnet,0.58788
CoRegTor,shortest_PPI_path_score_stringdb,ACTA2,EZR;SMPX;CYCS;GOT1;PRDX5,exp02_heart_atrial_appendage-coregtor-n_five,0.58333
CoRegTor,shortest_PPI_path_score_stringdb,ACTB,SF1;CLK1;BHLHE40;TAGLN2;ATF4;ID2,exp02_heart_atrial_appendage-coregtor-n_five,0.44444
CoRegTor,shortest_PPI_path_score_stringdb,APOE,CLK1;SNRNP70;ID1;ID2;JUN,exp02_heart_atrial_appendage-coregtor-n_five,0.63333
CoRegTor,shortest_PPI_path_score_stringdb,CLU,TAGLN2;ID2;SF1;NPDC1;EGR1,exp02_heart_atrial_appendage-coregtor-n_five,0.46667
CoRegTor,shortest_PPI_path_score_stringdb,CRYAB,TPI1;SMPX;SUCLG1;DRAP1;UGP2;YWHAE,exp02_heart_atrial_appendage-coregtor-n_five,0.58889
CoRegTor,shortest_PPI_path_score_stringdb,DUSP1,FOS;JUNB,exp02_heart_atrial_appendage-coregtor-n_five,1.0
CoRegTor,shortest_PPI_path_score_stringdb,FN1,ENO1;P4HB;ID2;TAGLN2;PKM,exp02_heart_atrial_appendage-coregtor-n_five,0.68333
CoRegTor,shortest_PPI_path_score_stringdb,HBB,RPL35;ATF4;CEBPD;NPDC1;BHLHE40,exp02_heart_atrial_appendage-coregtor-n_five,0.51667
CoRegTor,shortest_PPI_path_score_stringdb,HSP90AA1,YWHAE;CYCS;PRNP;SOD1;ID1;CLK1,exp02_heart_atrial_appendage-coregtor-n_five,0.65556
CoRegTor,shortest_PPI_path_score_stringdb,HSPA1A,ID1;SOD1;HSPA5;CLK1;ATF4,exp02_heart_atrial_appendage-coregtor-n_five,0.58333
CoRegTor,shortest_PPI_path_score_stringdb,ID3,ID2;JUN;FOS;SNRNP70;TAGLN2,exp02_heart_atrial_appendage-coregtor-n_five,0.58333
CoRegTor,shortest_PPI_path_score_stringdb,MAT2A,HNRNPA1;CD59;SF1;EGR1;JUNB,exp02_heart_atrial_appendage-coregtor-n_five,0.6
CoRegTor,shortest_PPI_path_score_stringdb,MCL1,EGR1;JUNB;FOS,exp02_heart_atrial_appendage-coregtor-n_five,1.0
CoRegTor,shortest_PPI_path_score_stringdb,SPARC,NUCB1;SNRNP70,exp02_heart_atrial_appendage-coregtor-n_five,0.5
CoRegTor,shortest_PPI_path_score_stringdb,TAGLN,DRAP1;CD59;TAGLN2;SMPX;HSPA5,exp02_heart_atrial_appendage-coregtor-n_five,0.41667
CoRegTor,shortest_PPI_path_score_stringdb,TIMP1,TPI1;ATF4;P4HB;ID2;DRAP1,exp02_heart_atrial_appendage-coregtor-n_five,0.55
CoRegTor,shortest_PPI_path_score_stringdb,VEGFA,BHLHE40;ENO1;TPI1;CEBPD;ATF4,exp02_heart_atrial_appendage-coregtor-n_five,0.6
CoRegTor,shortest_PPI_path_score_stringdb,VIM,TAGLN2;HNRNPA1;RPL6,exp02_heart_atrial_appendage-coregtor-n_five,0.66667
CoRegNet,shortest_PPI_path_score_stringdb,ACTA2,BHLHE40;EGR1;FOS;NR4A1,exp02-coregnet,0.91667
CoRegNet,shortest_PPI_path_score_stringdb,ACTB,BHLHE40;CEBPD;CLK1;EGR1;ENO1;FOS;ID2;JUN;JUNB;JUND;NR4A1;TAGLN2,exp02-coregnet,0.69949
CoRegNet,shortest_PPI_path_score_stringdb,APOE,BHLHE40;CEBPD;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.92857
CoRegNet,shortest_PPI_path_score_stringdb,CLU,BHLHE40;CEBPD;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.92857
CoRegNet,shortest_PPI_path_score_stringdb,CRYAB,BHLHE40;CYCS;ENO1;GOT1;HADHB;HSPA5;NFE2L1;NKX2-5;SMPX;TBX5;UQCRB,exp02-coregnet,0.54848
CoRegNet,shortest_PPI_path_score_stringdb,DUSP1,BHLHE40;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.95238
CoRegNet,shortest_PPI_path_score_stringdb,FN1,BHLHE40;CEBPD;EGR1;FOS;JUNB;NR4A1,exp02-coregnet,0.86667
CoRegNet,shortest_PPI_path_score_stringdb,HBB,BHLHE40;EGR1;NR4A1,exp02-coregnet,0.83333
CoRegNet,shortest_PPI_path_score_stringdb,HSP90AA1,BHLHE40;EGR1;FOS;HADHB;HSPA5;ID2;JUN;JUNB;NR4A1;PRNP,exp02-coregnet,0.7
CoRegNet,shortest_PPI_path_score_stringdb,HSPA1A,BHLHE40;EGR1;JUN;NR4A1,exp02-coregnet,0.91667
CoRegNet,shortest_PPI_path_score_stringdb,ID3,BHLHE40;EGR1;FOS;ID1;ID2;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.84722
CoRegNet,shortest_PPI_path_score_stringdb,MAT2A,BHLHE40;EGR1;ENO1;FOS;JUNB;NR4A1,exp02-coregnet,0.8
CoRegNet,shortest_PPI_path_score_stringdb,MCL1,BHLHE40;CEBPD;EGR1;FOS;ID2;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.86111
CoRegNet,shortest_PPI_path_score_stringdb,SPARC,BHLHE40;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,0.95238
CoRegNet,shortest_PPI_path_score_stringdb,TAGLN,BHLHE40;EGR1;NR4A1,exp02-coregnet,0.83333
CoRegNet,shortest_PPI_path_score_stringdb,TIMP1,BHLHE40;CEBPD;ENO1;ID2,exp02-coregnet,0.5
CoRegNet,shortest_PPI_path_score_stringdb,VEGFA,BHLHE40;CEBPD;EGR1;ENO1;JUN;JUNB;NR4A1,exp02-coregnet,0.78571
CoRegNet,shortest_PPI_path_score_stringdb,VIM,BHLHE40;CEBPD;CLK1;EGR1;FOS;ID2;JUN;JUNB;JUND;NR4A1;TAGLN2,exp02-coregnet,0.71212
CoRegTor,shortest_PPI_path_score_biogrid,ACTA2,EZR;SMPX;CYCS;GOT1;PRDX5,exp02_heart_atrial_appendage-coregtor-n_five,0.48333
