"Regulator","Target"
"RAB7A","MAT2A"
"RAB7A","STMN1"
"RAB7A","APP"
"RAB7A","GSTP1"
"RAB7A","HSP90AA1"
"RAB7A","SUMO1"
"RAB7A","TIMP3"
"RAB7A","TKT"
"JUNB","ACTB"
"JUNB","CLU"
"JUNB","TXN"
"JUNB","MAT2A"
"JUNB","HLA-DRB1"
"JUNB","HLA-E"
"JUNB","STMN1"
"JUNB","APP"
"JUNB","GSTP1"
"JUNB","VIM"
"JUNB","HSP90AA1"
"JUNB","SUMO1"
"JUNB","APOE"
"JUNB","ID3"
"JUNB","HSPA1A"
"JUNB","TIMP3"
"JUNB","DUSP1"
"JUNB","GADD45B"
"JUNB","TKT"
"SCAND1","ACTB"
"SCAND1","CLU"
"SCAND1","TXN"
"SCAND1","MAT2A"
"SCAND1","STMN1"
"SCAND1","APP"
"SCAND1","GSTP1"
"SCAND1","HSP90AA1"
"SCAND1","SUMO1"
"SCAND1","TKT"
"THRA","ACTB"
"THRA","CLU"
"THRA","TXN"
"THRA","MAT2A"
"THRA","STMN1"
"THRA","APP"
"THRA","GSTP1"
"THRA","HSP90AA1"
"THRA","SUMO1"
"THRA","TIMP3"
"THRA","TKT"
"NPDC1","ACTB"
"NPDC1","CLU"
"NPDC1","TXN"
"NPDC1","MAT2A"
"NPDC1","STMN1"
"NPDC1","APP"
"NPDC1","GSTP1"
"NPDC1","HSP90AA1"
"NPDC1","SUMO1"
"NPDC1","TIMP3"
"NPDC1","TKT"
"NFE2L1","ACTB"
"NFE2L1","CLU"
"NFE2L1","TXN"
"NFE2L1","MAT2A"
"NFE2L1","STMN1"
"NFE2L1","APP"
"NFE2L1","GSTP1"
"NFE2L1","HSP90AA1"
"NFE2L1","SUMO1"
"NFE2L1","TIMP3"
"NFE2L1","TKT"
"JUN","ACTB"
"JUN","CRYAB"
"JUN","CLU"
"JUN","TXN"
"JUN","MAT2A"
"JUN","HLA-DRB1"
"JUN","HLA-E"
"JUN","APP"
"JUN","GSTP1"
"JUN","VIM"
"JUN","HSP90AA1"
"JUN","SUMO1"
"JUN","APOE"
"JUN","ID3"
"JUN","HSPA1A"
"JUN","TIMP3"
"JUN","DUSP1"
"JUN","GADD45B"
"JUN","TKT"
"PHF1","ACTB"
"PHF1","CLU"
"PHF1","TXN"
"PHF1","MAT2A"
"PHF1","STMN1"
"PHF1","APP"
"PHF1","GSTP1"
"PHF1","HSP90AA1"
"PHF1","SUMO1"
"PHF1","TIMP3"
"PHF1","TKT"
"SOD1","ACTB"
"SOD1","CLU"
"SOD1","TXN"
"SOD1","MAT2A"
"SOD1","STMN1"
"SOD1","APP"
"SOD1","GSTP1"
"SOD1","HSP90AA1"
"SOD1","SUMO1"
"SOD1","TIMP3"
"SOD1","TKT"
"SRP9","ACTB"
"SRP9","CLU"
"SRP9","TXN"
"SRP9","MAT2A"
"SRP9","STMN1"
"SRP9","APP"
"SRP9","GSTP1"
"SRP9","HSP90AA1"
"SRP9","SUMO1"
"SRP9","TIMP3"
"SRP9","TKT"
"TPPP","ACTB"
"TPPP","CLU"
"TPPP","TXN"
"TPPP","MAT2A"
"TPPP","STMN1"
"TPPP","APP"
"TPPP","GSTP1"
"TPPP","HSP90AA1"
"TPPP","SUMO1"
"TPPP","TIMP3"
"TPPP","TKT"
"ENO1","ACTB"
"ENO1","CLU"
"ENO1","TXN"
"ENO1","MAT2A"
"ENO1","STMN1"
"ENO1","APP"
"ENO1","GSTP1"
"ENO1","HSP90AA1"
"ENO1","SUMO1"
"ENO1","APOE"
"ENO1","TIMP3"
"ENO1","TKT"
"UBB","ACTB"
"UBB","CLU"
"UBB","TXN"
"UBB","MAT2A"
"UBB","STMN1"
"UBB","APP"
"UBB","GSTP1"
"UBB","HSP90AA1"
"UBB","SUMO1"
"UBB","TKT"
"NUCB1","ACTB"
"NUCB1","CLU"
"NUCB1","TXN"
"NUCB1","MAT2A"
"NUCB1","HLA-E"
"NUCB1","STMN1"
"NUCB1","APP"
"NUCB1","GSTP1"
"NUCB1","HSP90AA1"
"NUCB1","SUMO1"
"NUCB1","TIMP3"
"NUCB1","TKT"
"FOS","ACTB"
"FOS","CRYAB"
"FOS","CLU"
"FOS","TXN"
"FOS","MAT2A"
"FOS","HLA-DRB1"
"FOS","HLA-E"
"FOS","STMN1"
"FOS","APP"
"FOS","GSTP1"
"FOS","VIM"
"FOS","HSP90AA1"
"FOS","SUMO1"
"FOS","APOE"
"FOS","ID3"
"FOS","HSPA1A"
"FOS","SPARC"
"FOS","TIMP3"
"FOS","DUSP1"
"FOS","GADD45B"
"FOS","TKT"
"STUB1","ACTB"
"STUB1","CLU"
"STUB1","TXN"
"STUB1","MAT2A"
"STUB1","STMN1"
"STUB1","APP"
"STUB1","GSTP1"
"STUB1","HSP90AA1"
"STUB1","SUMO1"
"STUB1","TIMP3"
"STUB1","TKT"
"PRDX5","ACTB"
"PRDX5","CLU"
"PRDX5","TXN"
"PRDX5","MAT2A"
"PRDX5","STMN1"
"PRDX5","APP"
"PRDX5","GSTP1"
"PRDX5","HSP90AA1"
"PRDX5","SUMO1"
"PRDX5","TIMP3"
"PRDX5","TKT"
"ZMAT2","ACTB"
"ZMAT2","CLU"
"ZMAT2","TXN"
"ZMAT2","MAT2A"
"ZMAT2","STMN1"
"ZMAT2","APP"
"ZMAT2","GSTP1"
"ZMAT2","HSP90AA1"
"ZMAT2","SUMO1"
"ZMAT2","TIMP3"
"ZMAT2","TKT"
"PKM","ACTB"
"PKM","CLU"
"PKM","TXN"
"PKM","MAT2A"
"PKM","STMN1"
"PKM","APP"
"PKM","GSTP1"
"PKM","HSP90AA1"
"PKM","SUMO1"
"PKM","TIMP3"
"PKM","TKT"
"TPI1","ACTB"
"TPI1","CLU"
"TPI1","TXN"
"TPI1","MAT2A"
"TPI1","STMN1"
"TPI1","APP"
"TPI1","GSTP1"
"TPI1","HSP90AA1"
"TPI1","SUMO1"
"TPI1","APOE"
"TPI1","TIMP3"
"TPI1","TKT"
"TCEAL2","ACTB"
"TCEAL2","CLU"
"TCEAL2","TXN"
"TCEAL2","MAT2A"
"TCEAL2","STMN1"
"TCEAL2","APP"
"TCEAL2","GSTP1"
"TCEAL2","HSP90AA1"
"TCEAL2","SUMO1"
"TCEAL2","APOE"
"TCEAL2","SPARC"
"TCEAL2","TIMP3"
"TCEAL2","TKT"
"CANX","ACTB"
"CANX","CLU"
"CANX","TXN"
"CANX","MAT2A"
"CANX","STMN1"
"CANX","APP"
"CANX","GSTP1"
"CANX","HSP90AA1"
"CANX","SUMO1"
"CANX","TIMP3"
"CANX","TKT"
"DUSP26","ACTB"
"DUSP26","CLU"
"DUSP26","TXN"
"DUSP26","MAT2A"
"DUSP26","HLA-DRB1"
"DUSP26","STMN1"
"DUSP26","APP"
"DUSP26","GSTP1"
"DUSP26","HSP90AA1"
"DUSP26","SUMO1"
"DUSP26","APOE"
"DUSP26","TIMP3"
"DUSP26","TKT"
"PRNP","ACTB"
"PRNP","CLU"
"PRNP","TXN"
"PRNP","MAT2A"
"PRNP","HLA-DRB1"
"PRNP","STMN1"
"PRNP","APP"
"PRNP","GSTP1"
"PRNP","HSP90AA1"
"PRNP","SUMO1"
"PRNP","APOE"
"PRNP","SPARC"
"PRNP","TIMP3"
"PRNP","TKT"
"YWHAZ","ACTB"
"YWHAZ","CLU"
"YWHAZ","TXN"
"YWHAZ","MAT2A"
"YWHAZ","HLA-DRB1"
"YWHAZ","STMN1"
"YWHAZ","APP"
"YWHAZ","GSTP1"
"YWHAZ","HSP90AA1"
"YWHAZ","SUMO1"
"YWHAZ","APOE"
"YWHAZ","SPARC"
"YWHAZ","TIMP3"
"YWHAZ","TKT"
"RAN","ACTB"
"RAN","CLU"
"RAN","TXN"
"RAN","MAT2A"
"RAN","HLA-DRB1"
"RAN","STMN1"
"RAN","APP"
"RAN","GSTP1"
"RAN","HSP90AA1"
"RAN","SUMO1"
"RAN","APOE"
"RAN","SPARC"
"RAN","TIMP3"
"RAN","TKT"
"HSPA5","ACTB"
"HSPA5","CLU"
"HSPA5","TXN"
"HSPA5","MAT2A"
"HSPA5","HLA-DRB1"
"HSPA5","HLA-E"
"HSPA5","STMN1"
"HSPA5","APP"
"HSPA5","GSTP1"
"HSPA5","VIM"
"HSPA5","HSP90AA1"
"HSPA5","SUMO1"
"HSPA5","APOE"
"HSPA5","HSPA1A"
"HSPA5","SPARC"
"HSPA5","TIMP3"
"HSPA5","GADD45B"
"HSPA5","TKT"
"TCEAL6","ACTB"
"TCEAL6","CLU"
"TCEAL6","TXN"
"TCEAL6","MAT2A"
"TCEAL6","HLA-DRB1"
"TCEAL6","STMN1"
"TCEAL6","APP"
"TCEAL6","GSTP1"
"TCEAL6","HSP90AA1"
"TCEAL6","SUMO1"
"TCEAL6","APOE"
"TCEAL6","SPARC"
"TCEAL6","TIMP3"
"TCEAL6","TKT"
"GOT1","ACTB"
"GOT1","CLU"
"GOT1","TXN"
"GOT1","MAT2A"
"GOT1","HLA-DRB1"
"GOT1","HLA-E"
"GOT1","STMN1"
"GOT1","APP"
"GOT1","GSTP1"
"GOT1","HSP90AA1"
"GOT1","SUMO1"
"GOT1","APOE"
"GOT1","ID3"
"GOT1","SPARC"
"GOT1","TIMP3"
"GOT1","TKT"
