cluster_uid,target,sources,n_sources,silhouette_score,note
b1d9a2f97354,ACTB,TRIM28;MLX;SSRP1;APEX1;CREB3;TFE3;SF1;E2F4;ENO1;EWSR1;GTF2F1;MBD1;IRF3;NFYC;PPARD;CBFB;CXXC1;STAT3;USF1;NFIC;RELA;SKI;HIF1A;HSF1;RFXANK;FOXJ3;E4F1;NONO;CREBZF;GTF3A;ATF4;SRF;HMGA1;HDAC3;ZBTB4;ZBTB17;DRAP1;YY1;SND1;TFCP2;MAX;ABL1,42,0.3874,exp05_hypothalamus-coregtor-r1
d1d1546dd075,AKT1,USF1;SMARCA5;GTF2F1;TRIM28;MBD1;YY1;PBX2;RXRB;MAFG;MAZ;RFX5;APEX1;NONO;SSRP1;ZBTB17;ZGPAT;ATF6B;CIC;SF1;ZBTB4;TFE3;POU6F1;MLX;TFCP2;TERF2;DMAP1;NCOR2;KDM2A;CXXC1;FOXJ3;BCLAF1;CREB3;EWSR1;HDAC3;E2F4;MEF2D;THRA;CREBZF;IRF3;E4F1;DRAP1;NFE2L1,42,0.0,exp05_hypothalamus-coregtor-r1
8631295d33dd,APOE,TRIM28;RFXANK;TFE3;SREBF1;SOX9;ENO1;DRAP1;THRA;NR1D1;SOX2;SND1;RELA;ESRRA;HEY1;THAP11;APEX1;RFX4;RXRA;MBD1;RXRB;IRF9;ZBED1;USF2;ZGPAT;TFCP2;SF1;SSRP1;NR1H2;CREB3;HSF1;NONO;FOXJ3;ID4;ID2;ZBTB4;POU6F1;ZHX2,37,0.3968,exp05_hypothalamus-coregtor-r1
292a34977d4c,APP,YY1;SMARCA5;BCLAF1;RXRB;SSRP1;TFCP2;CREBL2;PBX2;RFX5;SND1;MBD1;UBP1;NFE2L1;ING4;APEX1;ZBTB4;ZFP90;CREB3;CTNNB1;TERF2;MLX;GTF2F1;PEG3;MEF2D;THAP12;ATF2;SF1;ATF6B;HMGB1;ZBTB7A;MAFG;SREBF2;UBTF;RBFOX2;FOXJ3;MTA3;TRIM28;NONO;MAZ;TBL1XR1;THAP11;CREBZF;HSF2,43,0.4494,exp05_hypothalamus-coregtor-r1
bc31cfbb68b2,BCL2L1,USF1;MLX;YY1;GTF2F1;HDAC3;APEX1;CREB3;E2F4;MBD1;NONO;SSRP1;CTBP1;E4F1;HSF1;SF1;FOXJ3;SND1;TERF2;TRIM28;THAP11;MAFG;KDM2A;PHF1;HSF2;TFE3;EWSR1;NFE2L1;ZSCAN18;PBX2;BCLAF1;DRAP1;ZGPAT;DMAP1,33,0.0,exp05_hypothalamus-coregtor-r1
36dfa6224973,BMI1,YY1;NR1D2;HMGB1;CREBZF;BCLAF1;ZFP90;RBPJ;MAX;STAT2;SMARCA5;SKI;TFCP2;ZEB1;BHLHE41;MLX;CREBL2;FOXJ3;CTNNB1;ATF2;ZBTB4;VEZF1;TBL1XR1;PBX3;UBP1;SF1;RXRB;ING4;KDM2A;SSRP1;NCOA1;NFYC;NFE2L1;THAP12;UBTF,34,0.4361,exp05_hypothalamus-coregtor-r1
6ce86bf142ad,CCND3,MLX;SND1;ENO1;HSF1;TERF2;NONO;TRIM28;ZSCAN18;GTF2F1;E2F4;MBD1;TFE3;LRRFIP1;APEX1;CREB3;SSRP1;HDAC3;USF1;FOXJ3;SF1;THRA;STAT3;CTBP1;HSF2;PHF1;YY1;E4F1;KDM2A;STAT5B;THAP11;SREBF2;MEF2D;RXRB;NFYC;ATF6B,35,0.5067,exp05_hypothalamus-coregtor-r1
a1c0a5819f90,CD14,KLF6;MLX;HMGA1;ATF4;CEBPG;LMO2;PPARD;APEX1;CEBPB;STAT3;EWSR1;XBP1;ETS2;E2F4;RELA;TRIM28;MAFF;CBFB;TFE3;YBX1;MLXIPL,21,0.6226,exp05_hypothalamus-coregtor-r1
b7c0c46a215d,CDKN1A,MAFF;NFIL3;DDIT3;RELA;CEBPD;ARID5A;ATF3;LMO2;PPARD;XBP1;SRF,11,0.4691,exp05_hypothalamus-coregtor-r1
f71f9ec1883e,CDKN1C,NKX6-2;KLF13;POU3F3;SMARCC1;OLIG1;SOX10;MYRF;SOX8;RBPJ;HTATIP2;ZNF24;ZEB2;ZNF189;MXI1;VEZF1,15,0.0,exp05_hypothalamus-coregtor-r1
d7a8b1ee6678,CLU,ENO1;SRF;RFXANK;TFE3;EWSR1;HIF1A;SOX2;RFX4;RELA;RXRA;TRIM28;STAT3;ZBTB4;HSF1;SOX9;IRF3;CREB3;PPARD;SSRP1;THRA;APEX1;MBD1;USF1;NONO;FOXJ3;SKI;GTF2F1;NFE2L2;SF1;IRF9;YY1;BCL6,32,0.0,exp05_hypothalamus-coregtor-r1
44c82ba4ed35,CRYAB,YBX1;ZNF24;MYRF;SMARCC1;CEBPD;NFIC;NKX6-2;FOXO4;VEZF1;SOX10;CBFB;ZEB2;NFE2L2;ZNF189;RELA;SOX8;MAFF;ZHX2;KLF13;MXI1;ATF4;KLF6;ESRRA,23,0.0,exp05_hypothalamus-coregtor-r1
5dbe030b366a,CSF1R,PPARD;SMARCA5;IRF3;VEZF1;HTATIP2;CBFB;MAX;MLX;CEBPG;SKI;HMGB1;ETS2;CEBPB;ATF6B;STAT2;YY1;TFCP2;CREBL2;USF2;CREBZF;YBX1;BHLHE41;RFX5;NFE2L2;MLXIPL;PBX2;E2F4;KDM2A;CTNNB1;MBD1;HMGB2;HDAC3,32,0.6103,exp05_hypothalamus-coregtor-r1
