cluster_uid,target,sources,n_sources,method
6fd232456e89,ACTA2,ATF3;BHLHE40;CREB3L4;EHF;ELF3;GATA3;HES4;IRX3;JUN;JUND;KLF15;MLXIPL;PPARG;SOX10;SPDEF;TFAP2C;TRPS1,17,exp05-coregnet
db276eb004b0,APOE,ATF3;BHLHE40;CREB3L4;EHF;ELF3;FOS;FOSB;GATA3;IRX3;NR2F1;SOX10;SPDEF;TBX3;TFAP2C;TRPS1;XBP1,16,exp05-coregnet
3fe3ee514484,CD14,ATF3;BHLHE41;EHF;ELF3;GATA3;IRX3;JUN;MLXIPL;NR2F1;OSR1;SOX10;SPDEF;TFAP2C;TRPS1;XBP1,15,exp05-coregnet
70f68d630d79,CD44,ARID5A;ATF3;BHLHE40;CREB3L4;EGR1;EHF;ELF3;ETV6;FOS;FOSB;GATA3;HES1;ID1;IRX3;JUN;JUNB;JUND;PPARG;SOX10;SPDEF;TFAP2C;TRPS1;XBP1,23,exp05-coregnet
d602ecc22acf,CDKN1A,CREB3L4;EHF;ELF3;ETS2;FOSL2;GATA3;IRX3;KLF15;NFIL3;NR2F1;SOX10;SPDEF;TFAP2C;TRPS1;XBP1,15,exp05-coregnet
7f4bd375db72,CDKN1C,ARID5A;ATF3;BHLHE40;CREB3L4;EGR1;EHF;ELF3;ETV6;FOS;FOSB;GATA3;HES1;HES4;IRX3;JUN;JUNB;JUND;NR1D1;NR4A1;OSR1;RXRA;SOX10;SOX4;SPDEF;TFAP2C;TRPS1;XBP1;ZNF692,28,exp05-coregnet
b0d70d9c6e43,CLU,ATF3;BHLHE41;CEBPA;CREB3L4;EHF;ELF3;GATA3;HSF4;IRX3;MLXIPL;OSR1;SOX10;SPDEF;TFAP2C;TRPS1;XBP1,16,exp05-coregnet
e79134e8c001,CRYAB,ATF3;BHLHE40;CREB3L4;EHF;ELF3;FOS;GATA3;IRX3;JUN;SOX10;SOX4;SPDEF;TBX3;TFAP2C;TRPS1;XBP1,16,exp05-coregnet
c8578a7b8477,DUSP1,ATF3;BHLHE40;CEBPA;CREB3L4;EHF;ELF3;FOS;FOSB;GATA3;IRX3;JUN;NR4A1;SOX10;SPDEF;TFAP2C;TRPS1;XBP1,17,exp05-coregnet
756b2a0d7bfc,FASN,ARID5A;ATF3;BHLHE40;CEBPA;CREB3L4;EGR1;EHF;ELF3;FOS;GATA3;HES1;IRX3;JUN;JUNB;JUND;KLF15;MAFF;MLXIPL;NR4A1;SOX10;SPDEF;TFAP2C;TRPS1,23,exp05-coregnet
3c29010be17c,FN1,ATF3;BHLHE40;EHF;ELF3;FOS;GATA3;IRX3;JUN;JUNB;KLF15;PRRX1;SOX10;SPDEF;TFAP2C;TRPS1;XBP1,16,exp05-coregnet
8a1d18effa9c,GADD45B,ATF3;BHLHE40;EGR1;EHF;FOS;FOSB;GATA3;IRX3;JUN;JUNB;JUND;MLXIPL;NFIL3;NR4A1;SPDEF;TFAP2C,16,exp05-coregnet
e37f75bdd74b,HBB,ATF3;BHLHE40;EGR1;EHF;ELF3;FOS;FOSB;GATA3;IRX3;JUN;JUNB;NR4A1;SOX10;SPDEF;TFAP2C;TRPS1,16,exp05-coregnet
fb5aeb8ed808,HLA-DRB1,ARID5A;ATF3;BHLHE40;EGR1;EHF;ELF3;ETS2;FOS;FOSB;GATA3;HES1;HES4;IRX3;JUN;JUNB;JUND;KLF2;MAFF;NR1D1;NR4A1;PRRX1;SPDEF;TFAP2C;TRPS1,24,exp05-coregnet
aa791d1df633,HSPA1A,ARID5A;ATF3;DDIT3;EGR1;EHF;ELF3;FOS;GATA3;IRX3;JUN;JUNB;NR4A1;SOX10;SPDEF;TFAP2C;TRPS1,16,exp05-coregnet
69cdedfc3d22,ID3,ATF3;BHLHE41;CREB3L4;EHF;ELF3;ETV6;FOS;GATA3;IRX3;JUN;SOX10;SOX4;SPDEF;TFAP2C;TRPS1;XBP1,16,exp05-coregnet
4150cbc8ef5e,MCL1,ARID5A;ATF3;BHLHE40;BHLHE41;CEBPA;EGR1;EHF;ELF3;ETV6;FOS;GATA3;HES1;ID1;ID4;IRX3;JUN;KLF6;MAFF;MLXIPL;PPARG;SOX10;SOX18;SOX4;SPDEF;TFAP2C;TRPS1;ZNF692,27,exp05-coregnet
859315507daa,MT1A,ATF3;BHLHE40;BHLHE41;CREB3L4;EHF;ELF3;GATA3;IRX3;JUN;JUND;KLF15;MLXIPL;PPARG;SOX10;SPDEF;TFAP2C;TRPS1;XBP1,18,exp05-coregnet
71572738f4e0,PDK4,ATF3;BHLHE40;BHLHE41;CREB3L4;EHF;ELF3;GATA3;HES1;IRX3;JUN;KLF15;NR2F1;OSR1;SOX10;SPDEF;TFAP2C;TRPS1;XBP1;ZBTB16,19,exp05-coregnet
d8606c9c5923,PDLIM7,ARID5A;ATF3;BHLHE40;CREB3L4;EHF;ELF3;ETV6;GATA3;HES1;HES4;ID1;IRX3;JUN;KLF15;LDB1;NR2F1;OSR1;PPARG;SOX10;SOX4;SPDEF;TFAP2C;TRPS1;XBP1,24,exp05-coregnet
c0640e53bca0,PER1,ARID5A;ATF3;BHLHE41;CEBPA;DDIT3;EHF;ELF3;FHL2;FOS;GATA3;HES1;IRX3;JUN;KLF9;MAFF;NR1D1;SOX10;SPDEF;TFAP2C;XBP1,20,exp05-coregnet
a8f2133fbe4e,SOCS3,ATF3;CREB3L4;EGR1;EHF;ELF3;FOS;FOSB;GATA3;IRX3;JUN;JUNB;NR4A1;SOX10;SPDEF;TFAP2C;TRPS1;XBP1,17,exp05-coregnet
e5014d874e74,SOD2,ARID5A;ATF3;BHLHE40;EHF;ELF3;FOS;FOSB;GATA3;IRX3;JUNB;MLXIPL;NFIL3;NR1D1;SOX10;SPDEF;TFAP2C;TRPS1;XBP1,18,exp05-coregnet
8386d823fdf5,SPARC,CREB3L4;EHF;ELF3;GATA3;IRX3;MEOX2;NR2F1;SOX10;SPDEF;TFAP2C;TRPS1;XBP1,12,exp05-coregnet
de7971d3195b,TAGLN,ARID5A;ATF3;BHLHE40;CEBPA;EGR1;EHF;ELF3;ETV6;FHL2;FOS;GATA3;HES1;HES4;ID4;IRX3;JUN;JUNB;JUND;MLXIPL;NR4A1;PPARG;SOX10;SPDEF;TFAP2C;TRPS1;XBP1,26,exp05-coregnet
a5fe66d18021,TIMP1,ARID5A;ATF3;BCL3;BHLHE40;CEBPA;CREB3L4;EHF;ELF3;ETV6;FOS;GATA3;IRX3;JUN;JUNB;MLXIPL;PPARG;SOX10;SPDEF;TFAP2C;TRPS1;XBP1,21,exp05-coregnet
5e483bdfe268,TIMP3,ARID5A;ATF3;BHLHE40;BHLHE41;CREB3L4;EHF;ELF3;GATA3;HES1;HES4;IRX3;JUN;NR1D1;NR2F1;OSR1;SOX10;SOX4;SPDEF;TFAP2C;TRPS1;XBP1;ZNF692,22,exp05-coregnet
17808e7734e9,TNFSF10,ARID5A;ATF3;BHLHE41;CREB3L4;EHF;ELF3;GATA3;ID1;IRX3;KLF15;NR1D1;PPARG;SOX10;SOX4;SPDEF;TFAP2C;TRPS1,17,exp05-coregnet
5e688a2c96a1,VEGFA,CEBPA;CREB3L4;EHF;ELF3;GATA3;IRX3;MLXIPL;OSR1;PPARG;SOX10;SPDEF;TFAP2C;TRPS1;XBP1,14,exp05-coregnet
