"Regulator","Target"
"PAX8","SOD2"
"PAX8","CRYAB"
"PAX8","CLU"
"PAX8","HLA-DRB1"
"PAX8","HLA-E"
"PAX8","RHOA"
"PAX8","APP"
"PAX8","GSTP1"
"PAX8","TIMP1"
"PAX8","TIMP3"
"PAX8","GADD45B"
"GADD45A","SOD2"
"GADD45A","CDKN1C"
"GADD45A","ACTB"
"GADD45A","CRYAB"
"GADD45A","TXN"
"GADD45A","HLA-E"
"GADD45A","RHOA"
"GADD45A","NDRG1"
"GADD45A","APOE"
"GADD45A","VEGFA"
"GADD45A","GADD45B"
"CEBPD","SOD2"
"CEBPD","CDKN1C"
"CEBPD","ACTB"
"CEBPD","CRYAB"
"CEBPD","CLU"
"CEBPD","HLA-DRB1"
"CEBPD","HLA-E"
"CEBPD","ACTA2"
"CEBPD","RHOA"
"CEBPD","APP"
"CEBPD","GSTP1"
"CEBPD","VIM"
"CEBPD","NDRG1"
"CEBPD","HSP90AA1"
"CEBPD","TAGLN"
"CEBPD","SPARC"
"CEBPD","TIMP1"
"CEBPD","TIMP3"
"CEBPD","VEGFA"
"CEBPD","GADD45B"
"P4HB","SOD2"
"P4HB","CDKN1C"
"P4HB","ACTB"
"P4HB","CRYAB"
"P4HB","CLU"
"P4HB","TXN"
"P4HB","HLA-DRB1"
"P4HB","HLA-E"
"P4HB","ACTA2"
"P4HB","RHOA"
"P4HB","APP"
"P4HB","GSTP1"
"P4HB","VIM"
"P4HB","NDRG1"
"P4HB","HSP90AA1"
"P4HB","TAGLN"
"P4HB","SPARC"
"P4HB","TIMP1"
"P4HB","TIMP3"
"P4HB","GADD45B"
"HSPA5","SOD2"
"HSPA5","CDKN1C"
"HSPA5","ACTB"
"HSPA5","CRYAB"
"HSPA5","CLU"
"HSPA5","HLA-DRB1"
"HSPA5","HLA-E"
"HSPA5","ACTA2"
"HSPA5","RHOA"
"HSPA5","APP"
"HSPA5","GSTP1"
"HSPA5","VIM"
"HSPA5","NDRG1"
"HSPA5","HSP90AA1"
"HSPA5","TAGLN"
"HSPA5","HSPA1A"
"HSPA5","SPARC"
"HSPA5","TIMP1"
"HSPA5","TIMP3"
"HSPA5","DUSP1"
"HSPA5","VEGFA"
"HSPA5","GADD45B"
"LTF","SOD2"
"LTF","CDKN1C"
"LTF","ACTB"
"LTF","CRYAB"
"LTF","CLU"
"LTF","TXN"
"LTF","HLA-DRB1"
"LTF","HLA-E"
"LTF","ACTA2"
"LTF","RHOA"
"LTF","APP"
"LTF","GSTP1"
"LTF","VIM"
"LTF","NDRG1"
"LTF","HSP90AA1"
"LTF","APOE"
"LTF","TAGLN"
"LTF","SPARC"
"LTF","TIMP1"
"LTF","TIMP3"
"LTF","DUSP1"
"LTF","VEGFA"
"LTF","GADD45B"
"LTF","HBB"
"LTF","HSPA1A"
"ATF4","CDKN1C"
"ATF4","ACTB"
"ATF4","TXN"
"ATF4","HLA-E"
"ATF4","RHOA"
"ATF4","APP"
"ATF4","GSTP1"
"ATF4","NDRG1"
"ATF4","SPARC"
"ATF4","GADD45B"
"BHLHE40","CDKN1C"
"BHLHE40","ACTB"
"BHLHE40","HLA-DRB1"
"BHLHE40","HLA-E"
"BHLHE40","RHOA"
"BHLHE40","APP"
"BHLHE40","GSTP1"
"BHLHE40","VIM"
"BHLHE40","HBB"
"BHLHE40","NDRG1"
"BHLHE40","HSP90AA1"
