cluster_uid,target,sources,n_sources,method
96bac7effe1c,ACTA2,AHR;BHLHE40;EHF;ELF3;ETS1;FOS;FOSB;FOXQ1;GATA2;GATA3;GATA5;HES1;HES4;HIF1A;HMGA1;ID1;ID2;IRF6;JUNB;KDM5D;KLF5;PLAGL1;TBX3,23,exp03-coregnet
f25ac7579cb7,ACTB,AHR;ATF3;BHLHE40;BHLHE41;EHF;ELF3;ETS1;FOS;FOSB;FOXQ1;GATA2;GATA3;HES1;HES4;HMGA1;ID1;IRF6;JUNB;KDM5D;KLF5;NR4A1;PITX1;SNAI2;TBX3;ZEB1,25,exp03-coregnet
0e732d27825d,APOE,AHR;ATF3;BHLHE40;EGR1;EHF;ELF3;FOS;FOSB;FOXQ1;GATA3;HES1;HMGA1;ID1;IRF6;JUNB;KDM5D;KLF5,17,exp03-coregnet
b4e92c494f84,CDKN1A,AHR;BHLHE40;CEBPB;EGR1;EHF;ELF3;ETS1;ETS2;FOS;FOSL2;FOXQ1;GATA3;HES1;HES4;HIF3A;ID1;ID2;IRF6;KDM5D;KLF5;NR4A1;TEAD1,22,exp03-coregnet
71d128fb1206,CDKN1C,AHR;ATF3;CEBPD;EHF;ELF3;FOSB;FOXQ1;GATA3;HES1;ID1;ID4;IRF6;KDM5D;KLF5;NR2F1;PLAGL1;TBX3,17,exp03-coregnet
7e2d3e4380e6,CLU,AHR;ATF3;BHLHE40;BHLHE41;EGR1;EHF;ELF3;FOS;FOSB;FOXQ1;GATA2;GATA3;HES1;HES4;HIF1A;HMGA1;ID1;ID2;IRF6;JUNB;KLF5;NR4A1;PLAGL1;TBX3;TEAD2,25,exp03-coregnet
2de74782f0e3,CRYAB,AHR;BHLHE40;BHLHE41;EHF;ELF3;FOS;FOSB;FOXQ1;GATA2;GATA3;HES1;HMGA1;ID1;IRF6;JUNB;KDM5D;KLF5;PLAGL1;TBX3,19,exp03-coregnet
b1a0d13c4132,CSF1,ATF3;EGR1;EHF;ELF3;FOS;FOXQ1;GATA2;GATA3;ID1;IRF6;KLF5;MYC;STAT1;TBX3;XBP1,15,exp03-coregnet
febb146f15fa,DUSP1,ATF3;BHLHE40;EGR1;EHF;ELF3;FOS;FOXQ1;GATA3;HES1;HES4;ID1;IRF6;JUNB;KDM5D;KLF5;NR4A1,16,exp03-coregnet
0084145ce88e,FN1,AHR;ATF3;BHLHE40;BHLHE41;EHF;ELF3;FOS;FOSB;FOXQ1;GATA2;GATA3;HES1;HES4;HMGA1;ID1;IRF6;JUNB;KLF5;NR4A1;TBX3;TEAD2,21,exp03-coregnet
1cc9c7003736,GADD45B,AHR;BCL3;BCL6;CEBPD;EHF;ELF3;FOXQ1;GATA3;ID1;IRF6;KLF5;KLF9;MYC;NFIL3;TBX3,15,exp03-coregnet
834d55783d29,HBB,ATF3;EHF;ELF3;FOXQ1;GATA3;ID1;IRF6;KDM5D;KLF5;NR4A1,10,exp03-coregnet
2e1a6b8515d3,HLA-DRB1,AHR;BHLHE40;CREB3L1;EHF;ELF3;ETS1;FOXQ1;GATA3;HES1;HIF3A;ID1;IRF6;JUNB;KDM5D;KLF5;NR2F1;NR4A1;PLAGL1,18,exp03-coregnet
d67462d75455,HLA-E,AHR;ATF3;BHLHE40;CEBPB;CEBPD;CREB3L1;EGR1;EHF;ELF3;ETS1;ETS2;FOS;FOSB;FOXQ1;GATA3;HES1;HIF1A;ID1;ID2;IRF6;JUNB;KLF4;KLF5;MAFF;NR4A1;SNAI2;STAT1;TBX3;XBP1,29,exp03-coregnet
b1d364b434bb,HSPA1A,AHR;BHLHE40;EHF;ELF3;FOS;FOSB;FOXQ1;GATA2;GATA3;HES1;HES4;HMGA1;ID1;IRF6;JUNB;KDM5D;KLF5;TBX3,18,exp03-coregnet
0d0b180b8c3c,ID3,BHLHE40;EHF;ELF3;FOXQ1;GATA2;GATA3;HES1;HSF4;ID1;ID2;IRF6;KDM5D;KLF5,13,exp03-coregnet
574b5fa8f778,MT1A,AHR;EHF;ELF3;FOXQ1;GATA2;GATA3;HES1;ID1;IRF6;KDM5D;KLF5;TBX3,12,exp03-coregnet
ed766be69b0e,NDRG1,AHR;ATF3;BHLHE40;CEBPB;CEBPD;EHF;ELF3;ETS1;FOSB;FOSL2;FOXQ1;GATA3;HES1;ID1;ID4;IRF6;KDM5D;KLF5;KLF9;NR4A1,20,exp03-coregnet
d74ac2ad72fa,PDK4,BHLHE40;EHF;ELF3;FOXQ1;GATA3;HES1;ID1;IRF6;KDM5D;KLF15;KLF5;KLF9;ZBTB16,13,exp03-coregnet
5fd8d2d66518,PDLIM7,AHR;BHLHE40;EHF;ELF3;ETS1;FOS;FOSB;FOXQ1;GATA2;GATA3;HES1;HMGA1;HSF4;ID1;IRF6;JUNB;KDM5D;KLF5;TBX3,19,exp03-coregnet
114d43a20764,PER1,BCL6;CEBPD;EHF;ELF3;FOXQ1;GATA3;HES1;HIF3A;ID1;IRF6;KLF15;KLF5;KLF9;MYC;NFIL3;ZBTB16,16,exp03-coregnet
