"Regulator","Target"
"TEAD2","CLU"
"TEAD2","FN1"
"JUND","TIMP3"
"CEBPB","TIMP3"
"CEBPB","VIM"
"CEBPB","CDKN1A"
"CEBPB","NDRG1"
"CEBPB","HLA-E"
"JUN","TIMP3"
"CREB3L1","TIMP3"
"CREB3L1","SPARC"
"CREB3L1","HLA-DRB1"
"CREB3L1","HLA-E"
"ATF3","TIMP3"
"ATF3","SPARC"
"ATF3","APOE"
"ATF3","SOCS3"
"ATF3","HLA-E"
"ATF3","CDKN1C"
"ATF3","HBB"
"ATF3","DUSP1"
"ATF3","CLU"
"ATF3","FN1"
"ATF3","ACTB"
"ATF3","NDRG1"
"ATF3","CSF1"
"ATF3","TAGLN"
"EGR1","TIMP3"
"EGR1","APOE"
"EGR1","CDKN1A"
"EGR1","SOCS3"
"EGR1","DUSP1"
"EGR1","CLU"
"EGR1","TKT"
"EGR1","TIMP1"
"EGR1","CSF1"
"EGR1","HLA-E"
"EGR1","TAGLN"
"NR4A1","TIMP3"
"NR4A1","SPARC"
"NR4A1","CDKN1A"
"NR4A1","SOCS3"
"NR4A1","NDRG1"
"NR4A1","HLA-DRB1"
"NR4A1","HBB"
"NR4A1","DUSP1"
"NR4A1","CLU"
"NR4A1","FN1"
"NR4A1","ACTB"
"NR4A1","TKT"
"NR4A1","HLA-E"
"NR4A1","TAGLN"
"FOSB","TIMP3"
"FOSB","APOE"
"FOSB","CDKN1C"
"FOSB","CLU"
"FOSB","FN1"
"FOSB","HSPA1A"
"FOSB","ACTB"
"FOSB","CRYAB"
"FOSB","TIMP1"
"FOSB","PDLIM7"
"FOSB","VIM"
"FOSB","NDRG1"
"FOSB","ACTA2"
"FOSB","HLA-E"
"FOSB","TAGLN"
"GATA2","TIMP3"
"GATA2","ID3"
"GATA2","TNFSF10"
"GATA2","CLU"
"GATA2","FN1"
"GATA2","HSPA1A"
"GATA2","ACTB"
"GATA2","TKT"
"GATA2","CRYAB"
"GATA2","TIMP1"
"GATA2","PDLIM7"
"GATA2","VIM"
"GATA2","MT1A"
"GATA2","CSF1"
"GATA2","ACTA2"
"GATA2","TAGLN"
"GATA2","SOD2"
"AHR","TIMP3"
"AHR","SPARC"
"AHR","APOE"
"AHR","CDKN1A"
"AHR","SOCS3"
"AHR","TNFSF10"
"AHR","NDRG1"
"AHR","HLA-DRB1"
"AHR","HLA-E"
"AHR","CDKN1C"
"AHR","VEGFA"
"AHR","CLU"
"AHR","FN1"
"AHR","HSPA1A"
"AHR","ACTB"
"AHR","TKT"
"AHR","CRYAB"
"AHR","TIMP1"
"AHR","PDLIM7"
"AHR","GADD45B"
"AHR","MT1A"
"AHR","ACTA2"
"AHR","TAGLN"
"ID1","TIMP3"
"ID1","APOE"
"ID1","CDKN1A"
"ID1","ID3"
"ID1","SOCS3"
"ID1","TNFSF10"
"ID1","NDRG1"
"ID1","MT1A"
"ID1","HLA-DRB1"
"ID1","HLA-E"
"ID1","CDKN1C"
"ID1","DUSP1"
"ID1","VEGFA"
"ID1","CLU"
"ID1","FN1"
"ID1","HSPA1A"
"ID1","ACTB"
"ID1","TKT"
"ID1","CRYAB"
"ID1","SPARC"
"ID1","TIMP1"
"ID1","PDLIM7"
"ID1","VIM"
"ID1","PDK4"
"ID1","GADD45B"
"ID1","CSF1"
"ID1","ACTA2"
"ID1","PER1"
"ID1","HBB"
"ID1","TAGLN"
"ID1","SOD2"
"IRF6","TIMP3"
"IRF6","APOE"
"IRF6","CDKN1A"
"IRF6","ID3"
"IRF6","SOCS3"
"IRF6","PDK4"
"IRF6","TNFSF10"
"IRF6","NDRG1"
"IRF6","MT1A"
"IRF6","HLA-DRB1"
"IRF6","HLA-E"
"IRF6","CDKN1C"
"IRF6","DUSP1"
"IRF6","VEGFA"
"IRF6","CLU"
"IRF6","FN1"
"IRF6","HSPA1A"
"IRF6","ACTB"
"IRF6","TKT"
"IRF6","CRYAB"
"IRF6","SPARC"
"IRF6","TIMP1"
"IRF6","PDLIM7"
"IRF6","VIM"
"IRF6","GADD45B"
"IRF6","CSF1"
"IRF6","ACTA2"
"IRF6","PER1"
