,cluster_uid,target,sources,n_sources,method,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_jaccard
17,ed766be69b0e,NDRG1,AHR;ATF3;BHLHE40;CEBPB;CEBPD;EHF;ELF3;ETS1;FOSB;FOSL2;FOXQ1;GATA3;HES1;ID1;ID4;IRF6;KDM5D;KLF5;KLF9;NR4A1,20,exp03-coregnet,0.47719,0.56404,0.47368,7.39997,18.12242,5.40589,0.58423,1.81644,0.5207,0.05,0.05,0.02564
18,d74ac2ad72fa,PDK4,BHLHE40;EHF;ELF3;FOXQ1;GATA3;HES1;ID1;IRF6;KDM5D;KLF15;KLF5;KLF9;ZBTB16,13,exp03-coregnet,0.44872,0.5,0.45085,5.40718,7.1616,5.45975,0.57636,1.79092,0.51277,0.0,0.0,0.0
19,5fd8d2d66518,PDLIM7,AHR;BHLHE40;EHF;ELF3;ETS1;FOS;FOSB;FOXQ1;GATA2;GATA3;HES1;HMGA1;HSF4;ID1;IRF6;JUNB;KDM5D;KLF5;TBX3,19,exp03-coregnet,0.47953,0.54776,0.47271,8.667,16.76738,7.45793,0.5727,1.83613,0.50029,0.15789,0.07895,0.05556
20,114d43a20764,PER1,BCL6;CEBPD;EHF;ELF3;FOXQ1;GATA3;HES1;HIF3A;ID1;IRF6;KLF15;KLF5;KLF9;MYC;NFIL3;ZBTB16,16,exp03-coregnet,0.46944,0.575,0.47083,7.3095,16.34808,7.30852,0.5999,1.9125,0.52164,0.125,0.07692,0.05
21,520731a856ee,SOCS3,AHR;ATF3;BCL3;BHLHE40;EGR1;EHF;ELF3;ETS1;FOS;FOXQ1;GATA3;HES1;HIF3A;HMGA1;ID1;IRF6;JUNB;KDM5D;KLF5;MYC;NFIL3;NR4A1,22,exp03-coregnet,0.49351,0.59812,0.48629,9.05456,23.64554,7.29318,0.5684,1.85277,0.48595,0.04545,0.02703,0.01724
22,6de8bf718bef,SOD2,BCL3;BCL6;EHF;ELF3;FOXQ1;GATA2;GATA3;HES1;ID1;IRF6;KLF5;TBX3,12,exp03-coregnet,0.47222,0.56566,0.47475,9.11187,18.56772,8.00544,0.56455,1.87119,0.46887,0.0,0.0,0.0
23,2423a2aca19e,SPARC,AHR;ATF3;BCL3;BHLHE40;BHLHE41;CREB3L1;DDIT3;EHF;ELF3;ETS1;FOXQ1;GATA3;HES1;ID1;IRF6;KLF15;KLF5;NR2F1;NR4A1;ZBTB16,20,exp03-coregnet,0.48772,0.52544,0.48333,6.25924,12.87004,5.29413,0.58774,1.9354,0.50255,0.0,0.0,0.0
24,a4d073006df4,TAGLN,AHR;ATF3;BHLHE40;EGR1;EHF;ELF3;ETS1;FOS;FOSB;FOXQ1;GATA2;GATA3;GATA5;HES1;HES4;HIF1A;HMGA1;ID1;ID2;IRF6;JUNB;KDM5D;KLF5;NR4A1;PLAGL1;TBX3,26,exp03-coregnet,0.49077,0.58,0.47795,8.52328,22.56998,6.59271,0.56866,1.86604,0.48714,0.11538,0.08571,0.05172
25,e26201ea3a12,TIMP1,AHR;BCL3;EGR1;EHF;ELF3;FOSB;FOXQ1;GATA2;GATA3;HES1;ID1;IRF6;KLF5;TBX3,14,exp03-coregnet,0.46703,0.56777,0.46886,6.92225,16.72825,6.49794,0.56297,1.88378,0.47334,0.14286,0.05263,0.04
26,b920a8d20f22,TIMP3,AHR;ATF3;CEBPB;CREB3L1;EGR1;EHF;ELF3;FOSB;FOXQ1;GATA2;GATA3;ID1;IRF6;JUN;JUND;KDM5D;KLF5;NR4A1,18,exp03-coregnet,0.51307,0.61656,0.51089,10.49981,33.35766,8.3011,0.58483,1.90003,0.5104,0.22222,0.18182,0.11111
27,6861542915e4,TKT,AHR;BHLHE40;EGR1;EHF;ELF3;ETS1;FOXQ1;GATA2;GATA3;HES1;ID1;IRF6;JUNB;KLF5;NR4A1;PLAGL1;TBX3,17,exp03-coregnet,0.48897,0.58456,0.48652,8.88157,18.10253,7.28365,0.59592,1.94433,0.51175,0.05882,0.03571,0.02273
28,8aa3724a7eba,TNFSF10,AHR;BHLHE40;EHF;ELF3;FOS;FOXQ1;GATA2;GATA3;HES1;ID1;IRF6;JUNB;KDM5D;KLF5,14,exp03-coregnet,0.46886,0.55311,0.46154,9.33586,15.90773,7.87185,0.56632,1.81238,0.49615,0.0,0.0,0.0
29,a1ff3b94ab7c,VEGFA,AHR;BHLHE40;EHF;ELF3;FOXQ1;GATA3;HES1;HES4;HIF3A;HMGA1;ID1;IRF6;JUNB;KDM5D;KLF5,15,exp03-coregnet,0.44286,0.48889,0.43968,3.5217,6.13554,3.14985,0.58037,1.7603,0.51732,0.46667,0.0493,0.04667
30,433e34e4e551,VIM,CEBPB;EHF;ELF3;FOSB;FOXQ1;GATA2;GATA3;HES1;ID1;IRF6;KLF4;KLF5;SOX18,13,exp03-coregnet,0.46047,0.57692,0.47009,9.45104,22.55794,8.86898,0.58976,2.00726,0.49538,0.15385,0.04,0.03279
