cluster_uid,target,sources,n_sources,silhouette_score,note
e46ef615ba9c,ACTB,ARID3A;RARA;ZBED1;SPI1;NFYC;SRF;CEBPA;ATF6;ZBTB7B;NFKB1;SP100;MLXIP;STAT5B;HLX;KLF16;ELF4;MNT;KLF13;HHEX;ZXDC;HTATIP2;IRF2;MEF2A;TFEB,24,0.0,exp05_blood-coregtor-r1
9c6775f6043d,AKT1,LDB1;ZNF384;CTCF;KDM5A;MBD1;ATF6B;STAT5A;SP2;IKZF1;YY1;ELF4;SFPQ;ZNF335;NONO;KLF3;KMT2B;EWSR1;UBTF;NFE2L1;E4F1;KDM2A;MAX;IRF8;RCOR1;ELF1;BCLAF1;PBX2;CBFB;MEF2D;NCOA1,30,0.0,exp05_blood-coregtor-r1
76517c24c3b3,BCL2L1,MXI1;FOXO4;ZBTB48;SIRT6;USF2;TFE3;GATA1;ZBTB17;DRAP1;KLF1;PBX2;ZGPAT;MAX;MLX;BCL3;HDAC3;USF1;RARA;MEF2B;CREB3;RXRB;SPI1;ARID3B;NFYC,24,0.0,exp05_blood-coregtor-r1
08362f561a0c,CCND3,MLX;RARA;KLF13;CEBPD;ZBTB7B;NFE2;ATF6;MLXIP;HTATIP2;HLX;JDP2;STAT5B;ZBED1;SP100;NFYC;KLF16;TFEB;SRF;ING4;IRF2;ARID3A;SPI1;ZXDC;RXRB;ELF4;SP1;CTBP1;MNT;TFE3;ESRRA,30,0.0,exp05_blood-coregtor-r1
adf08e11e66e,CD14,ZBTB7A;RARA;SPI1;IRF9;STAT5A;POU2F2;SIRT6;ZBTB7B;IRF5;TFE3;TFEB;CIC;ZGPAT;RELB;USF1;NFKB1;NR1H2;BATF;SP1;E2F4;NFYC;STAT5B;CEBPA;MNT;SRF;KLF16;ELF4;EWSR1;HHEX;NFE2,30,0.0,exp05_blood-coregtor-r1
a98a96f22cd9,CD44,RCOR1;MTF1;MBD2;ETV6;RBPJ;ZEB2;ARNT;NFKB1;STAT3;SP100;STAT5B;SPI1;ELF4;CTNNB1;ATF6;KLF7;KDM2A;IRF2;TFE3;BACH1;RARA;USF2;LRRFIP1,23,0.0,exp05_blood-coregtor-r1
dcff9ee59d3f,CDKN1A,BHLHE40;PHF1;MAFF;ZBTB4;ATF3;RELA;NR4A2;FOSL2;PPARD;NR4A1;JUN;JUND;SND1;RUNX3;HMGA1;HSF1;GTF2F1;ZHX2;ETS1;JUNB;ATF4;MECP2;NCOR2;PML;MEF2D;DDIT3;FOS,27,0.0,exp05_blood-coregtor-r1
10eba453ee1d,CDKN1B,CTCF;BCLAF1;ELF1;CBFB;KDM5A;KLF6;LRRFIP1;NONO;ETS1;PRDM1;NCOA3;CTNNB1;MBD1;NR3C1;KLF3;ZEB2;RCOR1;ZNF266;ID2;KDM2A;IKZF1;HIF1A;IRF8;HMGB1;SFPQ,25,0.0,exp05_blood-coregtor-r1
a1cd6f996644,CLU,ATF6;SIRT6;SPI1;CEBPD;TFEB;MEF2B;SP1;NFYC;NFE2;HTATIP2;ARID3A;RARA;RFXANK;TRIM21;MLXIP;CEBPA;MNT;IRF2;ZNF746;CREB5;NR1H2;MLX;BATF;ZBTB7B;ENO1;RXRA;HLX;NFE2L1;ZGPAT;EWSR1;POU2F2,31,0.3667,exp05_blood-coregtor-r1
84ddacf6eca7,CSF1R,CTCF;NCOR2;NFE2L1;SND1;HSF1;NONO;GTF2F1;ZBTB4;E4F1;STAT2;SREBF2;EWSR1;SSRP1;SFPQ;ATF6B;CXXC1;ZNF335;RELA;KLF4;POU2F2;SF1;TRIM28;SP2;ID2;PML;IRF3;CREB3;HMGA1,28,0.0,exp05_blood-coregtor-r1
32df783c39bf,CXCR4,BHLHE40;RLF;MAFF;ATF4;RUNX3;MEF2D;NR4A2;FOSL2;ZHX2;SND1;DDIT3;ERF;MECP2;ZBTB4;FOS;MXD1;NFYA;RELA;SF1;NR4A1;JUN;TBX21;EOMES;PHF1;STAT4;ATF3;HIF1A;HSF1;SSRP1;ETS1;PRDM1,31,0.0,exp05_blood-coregtor-r1
df44019212b8,DUSP1,CEBPB;FOS;KLF6;ARID3B;NFIL3;JUNB;NFYA;KLF2;MXD1;ERF;FOSL2;RLF;SF1;JUN;HIF1A;ETS2;DDIT3;RELA,18,0.0,exp05_blood-coregtor-r1
08af5368e82f,GADD45B,BHLHE40;RLF;MAFF;DDIT3;NFIL3;NR4A2;FOSL2;JUNB;ATF3;FOS;JUN;RELA;MXD1;HSF1;SF1;ARID3B;NR4A1;JUND;NFYA;ATF4;MECP2;PHF1;HIF1A;HHEX,24,0.0,exp05_blood-coregtor-r1
