"Regulator","Target"
"ENO1","VEGFA"
"ENO1","TGFBR2"
"ENO1","CDKN1A"
"ENO1","TGFB1"
"ENO1","MAT2A"
"ENO1","HSPA4"
"ENO1","CRYAB"
"ENO1","ITGB1"
"ENO1","NDRG1"
"ENO1","SOD2"
"ENO1","ACTB"
"ENO1","TIMP1"
"NFKB2","VEGFA"
"NFKB2","CDKN1A"
"NFKB2","TGFB1"
"NFKB2","PDLIM7"
"NFKB2","NDRG1"
"NFKB2","CLU"
"NFKB2","SOD2"
"ETS2","VEGFA"
"ETS2","TGFBR2"
"ETS2","GADD45B"
"ETS2","CDKN1A"
"ETS2","TGFB1"
"ETS2","MAT2A"
"ETS2","NDRG1"
"ETS2","VIM"
"ETS2","NFKBIA"
"ETS2","SOD2"
"ETS2","ACTB"
"ETS2","TIMP1"
"PPARGC1A","VEGFA"
"PPARGC1A","ACTA2"
"PPARGC1A","TGFBR2"
"PPARGC1A","ERBB2"
"PPARGC1A","MAT2A"
"PPARGC1A","HSPA4"
"PPARGC1A","TAGLN"
"PPARGC1A","CRYAB"
"PPARGC1A","ITGB1"
"PPARGC1A","HSP90AA1"
"PPARGC1A","SOD2"
"PPARGC1A","PER1"
"PPARGC1A","ACTB"
"HES4","VEGFA"
"HES4","APOE"
"HES4","PDLIM7"
"HES4","VIM"
"HES4","SPARC"
"HES4","ACTB"
"DDIT3","VEGFA"
"DDIT3","HSPA1A"
"DDIT3","FN1"
"DDIT3","GADD45B"
"DDIT3","CDKN1A"
"DDIT3","TGFB1"
"DDIT3","PDLIM7"
"DDIT3","HLA-DRB1"
"DDIT3","NDRG1"
"DDIT3","VIM"
"DDIT3","HSP90AA1"
"CEBPD","VEGFA"
"CEBPD","TGFBR2"
"CEBPD","APOE"
"CEBPD","SOCS3"
"CEBPD","FN1"
"CEBPD","GADD45B"
"CEBPD","CDKN1A"
"CEBPD","TGFB1"
"CEBPD","HLA-DRB1"
"CEBPD","MT1A"
"CEBPD","NDRG1"
"CEBPD","VIM"
"CEBPD","CLU"
"CEBPD","NFKBIA"
"CEBPD","SOD2"
"CEBPD","ACTB"
"CEBPD","TIMP1"
"SMAD7","VEGFA"
"SMAD7","APOE"
"SMAD7","FN1"
"SMAD7","GADD45B"
"SMAD7","ERBB2"
"SMAD7","TGFB1"
"SMAD7","PDLIM7"
"SMAD7","TAGLN"
"SMAD7","ID3"
"SMAD7","ITGB1"
"SMAD7","NDRG1"
"SMAD7","VIM"
"SMAD7","SPARC"
"SMAD7","ACTB"
"SMAD7","TIMP1"
"FOSL2","VEGFA"
"FOSL2","TGFBR2"
"FOSL2","SOCS3"
"FOSL2","FN1"
"FOSL2","GADD45B"
"FOSL2","CDKN1A"
"FOSL2","TGFB1"
"FOSL2","MAT2A"
"FOSL2","HSPA4"
"FOSL2","HLA-DRB1"
"FOSL2","TAGLN"
"FOSL2","CRYAB"
"FOSL2","ITGB1"
"FOSL2","NDRG1"
"FOSL2","VIM"
"FOSL2","HSP90AA1"
"FOSL2","NFKBIA"
"FOSL2","SOD2"
"FOSL2","MCL1"
"FOSL2","PER1"
"FOSL2","ACTB"
"FOSL2","TIMP3"
"FOSL2","TIMP1"
"HES1","VEGFA"
"HES1","APOE"
"HES1","HSPA1A"
"HES1","FN1"
"HES1","GADD45B"
"HES1","CDKN1A"
"HES1","TGFB1"
"HES1","PDLIM7"
"HES1","HLA-DRB1"
"HES1","HBB"
"HES1","HBA2"
"HES1","ID3"
"HES1","NDRG1"
"HES1","VIM"
"HES1","DUSP1"
"HES1","CLU"
"HES1","SPARC"
"HES1","NFKBIA"
"HES1","MCL1"
"HES1","ACTB"
"NR1D1","VEGFA"
"NR1D1","APOE"
"NR1D1","HSPA1A"
"NR1D1","FN1"
"NR1D1","GADD45B"
"NR1D1","CDKN1A"
"NR1D1","TGFB1"
"NR1D1","PDLIM7"
"NR1D1","HLA-DRB1"
"NR1D1","HBB"
"NR1D1","HBA2"
"NR1D1","ID3"
"NR1D1","ITGB1"
"NR1D1","NDRG1"
"NR1D1","VIM"
"NR1D1","HSP90AA1"
"NR1D1","SPARC"
"NR1D1","SOD2"
"NR1D1","PER1"
"NR1D1","ACTB"
"NR1D1","TIMP1"
"NR1D1","TIMP3"
"ARID5A","VEGFA"
"ARID5A","APOE"
"ARID5A","SOCS3"
"ARID5A","HSPA1A"
"ARID5A","FN1"
"ARID5A","GADD45B"
"ARID5A","CDKN1A"
"ARID5A","TGFB1"
"ARID5A","PDLIM7"
"ARID5A","MAT2A"
"ARID5A","HLA-DRB1"
"ARID5A","MT1A"
"ARID5A","TAGLN"
"ARID5A","NDRG1"
"ARID5A","VIM"
"ARID5A","CLU"
"ARID5A","SPARC"
"ARID5A","NFKBIA"
"ARID5A","SOD2"
"ARID5A","MCL1"
"ARID5A","PER1"
"ARID5A","ACTB"
"ARID5A","TIMP1"
"MAFF","VEGFA"
"MAFF","APOE"
"MAFF","SOCS3"
"MAFF","HSPA1A"
"MAFF","FN1"
"MAFF","GADD45B"
"MAFF","CDKN1A"
"MAFF","TGFB1"
"MAFF","PDLIM7"
"MAFF","MAT2A"
"MAFF","HLA-DRB1"
"MAFF","HBB"
"MAFF","MT1A"
"MAFF","TAGLN"
"MAFF","HBA2"
"MAFF","CRYAB"
"MAFF","ITGB1"
"MAFF","NDRG1"
