cluster_uid,target,sources,n_sources,n_percent,silhouette_score,method,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_f1,grn_collectri_jaccard
6ceac7ba4e08,KHDC4,FUBP1;ZNF141,2,100.0,0.0,exp04_lung_reads-coregtor-default,0.5,0.33333,0.5,1.55516,0.0,3.53239,0.51847,1.18069,0.46888,,,,
8b5355f1fcb4,KHDRBS1,CCDC25;YWHAZ;EIF5A2;ZBTB7B;RBM8A;NR6A1;ELK3;THAP12;ZNF146;RFC2;TFDP1;GTF2A2,12,70.5882,0.2432,exp04_lung_reads-coregtor-default,0.43434,0.41793,0.46212,5.57548,1.31394,4.34663,0.40955,1.09293,0.38332,,,,
5dc3fc9164eb,KHDRBS3,ZBTB38;PRNP;CFL2;YWHAE;ZNF687;SPDEF;IRF8;MSRB3;DNAJC21;RFX5;TEAD4;TEAD1;YWHAZ;ZDHHC24;GTF3C2;GTF2IRD1;ZBTB22;ZNF726;UGP2,19,50.0,0.2188,exp04_lung_reads-coregtor-default,0.45614,0.42154,0.48635,3.8919,3.28818,3.5239,0.40126,1.00221,0.39932,,,,
c3d52d8173dc,KHDRBS3,ZNF385A;ZNF146,2,5.2632,0.1419,exp04_lung_reads-coregtor-default,0.5,0.33333,0.5,1.30681,0.0,1.24699,0.47465,1.11643,0.46282,,,,
df9940eb4e56,KHDRBS3,U2AF1;HNRNPH3,2,5.2632,0.1208,exp04_lung_reads-coregtor-default,0.5,1.0,0.5,71.35389,128.61539,68.31737,0.72482,2.26156,0.68606,,,,
c2e1201fbe0b,KHNYN,SMARCC2;RXRB;ZFP14;ZNF91;ZNF224;ZNF345;ZNF836;ZBTB44;LDB1;ZBTB37;GATAD1;PHF12;KLF8;CBX7;ZNF555;ZNF337;ZNF704;ZNF445;ZNF302;DIDO1;ZNF276,21,77.7778,0.2484,exp04_lung_reads-coregtor-default,0.41905,0.37722,0.4381,3.71136,1.5097,3.02371,0.65595,1.6036,0.62032,,,,
ca105310965b,KHSRP,DNMT1;ABCF2;TRIM28;PDCD11;NOC2L;DAZAP1;E2F4;SSRP1,8,72.7273,0.1841,exp04_lung_reads-coregtor-default,0.60714,0.6131,0.64286,37.9242,33.1778,42.49598,0.37976,1.12514,0.35758,,,,
a1e31e5c7da8,KIAA0040,ETS1;MESP1;ERG;RBM17;RELA;TRIP10;HIVEP2;GTPBP1,8,80.0,0.4561,exp04_lung_reads-coregtor-default,0.44643,0.42262,0.5,5.50195,4.70747,7.32522,0.38931,1.09118,0.36028,,,,
37acbe586aad,KIAA0232,VEZF1;RPL35;EZR;ELF1;MYEF2;THOC2;ETV3;MAPK1,8,44.4444,0.1843,exp04_lung_reads-coregtor-default,0.51786,0.45833,0.51786,8.47625,3.39187,10.79003,0.34748,0.98309,0.32436,,,,
ee612d14a0dc,KIAA0319L,ZNF33B;ZNF69;KDM4A;ZNF33A;IRX2;IVD;GADD45A;ZNF554;SETDB1;HLCS;ZNF552;MLLT10;FOSL1;PATZ1,14,48.2759,0.3162,exp04_lung_reads-coregtor-default,0.41392,0.39377,0.41758,2.68566,2.82472,1.19671,0.49006,1.18956,0.47788,,,,
63572ed84662,KIAA0319L,PPARD;RXRA,2,6.8966,0.2482,exp04_lung_reads-coregtor-default,1.0,1.0,1.0,25.54594,96.39498,20.68069,0.65912,2.90141,0.49349,,,,
ac55e2e56ed7,KIAA0319L,ZNF517;NELFB,2,6.8966,0.1896,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,0.83964,1.29604,1.8859,0.44026,1.01388,0.40252,,,,
de23b6f6b89a,KIAA0408,IRX2;ZSCAN31;ETV1;CAT;HIRIP3;CREBL2;SMARCA5;HIF1A;NR3C2,9,81.8182,0.2493,exp04_lung_reads-coregtor-default,0.42593,0.40046,0.43981,4.38965,2.20629,3.58271,0.41226,1.12848,0.39651,,,,
bdd2a93b3a27,KIAA0513,RBMS1;RXRA,2,40.0,0.282,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,1.09566,1.59008,1.02797,0.34735,0.92,0.33813,,,,
3aa97e228518,KIAA0586,ZNF280D;JRKL;ZNF283;ZFP62;ZNF793;ZNF518A;ZNF248;ZNF525;ZBTB41;ZNF397;ZNF484;ZKSCAN7;ZNF138;TAF1A,14,60.8696,0.3123,exp04_lung_reads-coregtor-default,0.37546,0.3544,0.38095,1.90387,0.57509,1.53893,0.75999,1.70815,0.75124,,,,
e4ec6e1d0835,KIAA0586,ZNF678;GTF2A1,2,8.6957,0.0381,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.35071,0.95676,0.3376,,,,
60b25206779e,KIAA0930,AKR1A1;APEX2;SMUG1;PKM;IRF5,5,62.5,0.3548,exp04_lung_reads-coregtor-default,0.46667,0.51667,0.48333,1.72036,5.23711,2.99392,0.39023,1.29291,0.32082,,,,
8e7a0ffec148,KIAA1143,AGGF1;TSN;GPAM;CCDC25;GTF2H3;ZNF16;ZNF287;ZNF619;VPS4B;NUP133;ZXDC;ZNF319;ASH2L,13,81.25,0.2548,exp04_lung_reads-coregtor-default,0.42521,0.36966,0.44658,1.71214,0.77886,2.16436,0.33808,0.78347,0.35593,,,,
dbc2605b93cf,KIAA1191,ZFP1;ZHX1;MXI1;MSRB3;VAMP3;ZBTB38;DNAJC21;ZNF420;YY1;TCF12;WRNIP1;SMAD4;ZNF22,13,76.4706,0.2779,exp04_lung_reads-coregtor-default,0.49145,0.42094,0.51068,2.95213,3.13547,3.44466,0.47486,1.19794,0.45547,,,,
e98842b3170c,KIAA1217,DACH1;TFDP2;TIMM8A;NR3C2;HLF;NCOA2;BATF3;PUM3;HIF1A;HIF3A,10,76.9231,0.337,exp04_lung_reads-coregtor-default,0.49259,0.5037,0.47037,4.18032,8.27346,2.75727,0.50538,1.43072,0.46,,,,
7e0cc7c36b4d,KIAA1328,ZNF704;ENO1,2,100.0,0.0,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,1.60791,18.05929,1.28638,0.45188,1.13532,0.40022,,,,
e8ea4c2a89b4,KIAA1549,KLF15;HIF3A;ZBTB8A;ZBTB16;PRDM11;ZBTB8B;ATOH8;ZHX3,8,88.8889,0.4575,exp04_lung_reads-coregtor-default,0.40774,0.3244,0.40774,1.84593,0.95733,1.11758,0.62646,1.75257,0.5639,,,,
3d4b6dff9292,KIAA1586,ZNF506;ZNF260;ZNF227;ZNF567;ZNF678;ZNF571;ZNF615,7,77.7778,0.28,exp04_lung_reads-coregtor-default,0.4127,0.48413,0.42857,1.75371,1.82296,3.31551,0.89179,2.0608,0.87194,,,,
0e7abb43bd12,KIAA1671,ZNF33B;NR3C2;ZNF664;MSC;IL24;PATZ1;BATF3,7,58.3333,0.2236,exp04_lung_reads-coregtor-default,0.38889,0.39683,0.39683,0.46711,1.44323,0.61805,0.55563,1.36242,0.54161,,,,
9d64e8e87a29,KIAA1958,NR6A1;PRDM16;HSF2;YOD1;PLAG1;MSI2;ZBTB33,7,77.7778,0.3834,exp04_lung_reads-coregtor-default,0.42857,0.43651,0.43651,0.84689,0.97562,4.00349,0.49488,1.35135,0.47123,,,,
0be3845ab3c8,KIAA2013,SMUG1;ZBTB45;ZNF696;ZNF213;RFXANK;ASH2L;THAP11;CPTP;FIZ1;ZNF768;ZNF282;ZNF490;ZNF524;MLX;TSN;GPAM,16,80.0,0.4063,exp04_lung_reads-coregtor-default,0.42014,0.38681,0.43611,2.8077,0.39993,1.77187,0.52897,1.24435,0.51434,,,,
e9d6b352efb2,KIAA2013,VPS72;ARID5A,2,10.0,0.1211,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,1.9335,0.84858,3.98783,0.49108,1.55162,0.39528,,,,
91cf65a1e9ed,KIDINS220,BPTF;THRB;BDP1;NCOA2;SP4;NR3C2;SMAD4;ZBTB38;NCOA1;TAF1;ZFP28,11,78.5714,0.357,exp04_lung_reads-coregtor-default,0.50606,0.51212,0.50909,6.98234,9.71525,6.10634,0.48877,1.55169,0.42928,,,,
61e7d138f78e,KIF13B,ZNF687;KLF13;NKX2-1;GTF2A2;HNF1B,5,41.6667,0.2386,exp04_lung_reads-coregtor-default,0.43333,0.5,0.45,8.07929,3.76816,3.57726,0.50928,1.47244,0.47073,,,,
967421d0332b,KIF16B,PML;GPAM;NFKB2;ARID5A;RELB;HLTF;KDM4A;ZBTB17,8,42.1053,0.1703,exp04_lung_reads-coregtor-default,0.49405,0.4881,0.52381,9.96991,16.46294,4.78932,0.39019,1.20996,0.35367,,,,
89309a2344bc,KIF17,ZFP28;ZNF517;ZNF415;XRCC1;ZNF135;DMAP1;ZNF775;SMAD7;ZNF362;ZSCAN21;ZNF688;ZNF599;ZNF610;RXRG;ZFP2;DACH1;ZNF709;ZNF471;VAMP3;ZNF559,20,50.0,0.1575,exp04_lung_reads-coregtor-default,0.39561,0.41316,0.40307,2.10693,1.21096,1.64055,0.64974,1.61656,0.62485,,,,
9ec02b46eb3d,KIF17,RFX1;ZNF653,2,5.0,0.0265,exp04_lung_reads-coregtor-default,0.5,0.33333,0.5,0.78361,0.0,0.71914,0.68262,1.57548,0.59572,,,,
b28efca4eb39,KIF1B,AFF4;ZEB1;ZBTB10;NF1;ZNF451;PHF20;AKR1A1;FOXJ2;KMT2A;ARNT;GTF2F1,11,68.75,0.2763,exp04_lung_reads-coregtor-default,0.51515,0.50303,0.52121,8.98388,8.96428,9.50404,0.39138,1.15347,0.3545,,,,
946495abc1e6,KIF1C,CENPB;CERS2;ZNF529;ZDHHC5;STUB1;MAZ;RXRA;HTATIP2;NR2F6;NCOR2;CUX1;ZNF768,12,75.0,0.2047,exp04_lung_reads-coregtor-default,0.49242,0.42045,0.49747,7.17831,5.16754,5.65047,0.41667,1.20435,0.37888,,,,
e3c42e8d8e91,KIF21A,SOX2;FOXJ1;ARX;HNF4G;TP73;IRF6;FOXA1,7,87.5,0.5311,exp04_lung_reads-coregtor-default,0.45238,0.54762,0.45238,2.54806,11.03128,4.3773,0.64689,2.0577,0.57441,,,,
cb019e8d1ba8,KIF21B,GTPBP1;STAT4;CRTC2,3,100.0,0.0,exp04_lung_reads-coregtor-default,0.5,0.44444,0.44444,1.27051,1.02719,0.95666,0.40916,1.14952,0.36104,,,,
5064ffce0320,KIF26A,RARG;DACH1;ZBTB46;HOXA4;FOXF2;THRA;ZNF521;CBX7;PRDM6;ZNF704;HOXA3;ZNF423;HOXB3;HOXA2;SIX5,15,75.0,0.2949,exp04_lung_reads-coregtor-default,0.41905,0.48889,0.40635,1.47769,12.01113,1.63185,0.6069,1.70088,0.56968,,,,
42fab596ccb0,KIF26A,TBX2;NXPH3,2,10.0,0.1081,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.07633,0.32831,0.11046,,,,
2b029c1795ad,KIF2A,ZKSCAN1;IKZF2;OTUD4;E2F5;ZNF143;CNOT4;IRF2;TBPL1;PRDM10;PURA;ZNF607;ATF2;MEX3C;TBL1XR1;RFX3;STAU2;SIX4,17,50.0,0.1909,exp04_lung_reads-coregtor-default,0.45466,0.43015,0.46324,4.10889,1.94887,4.24495,0.48723,1.27135,0.46445,,,,
c7a2ce76696d,KIF2A,ZNF654;ZNF721,2,5.8824,0.168,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.78158,1.72337,0.79482,,,,
cacde3e279ce,KIF3A,TIGD4;ZNF214;ZNF33B;HNF4G;ZFHX2;TP73;ARX;ZNF440;SOX2;ZNF157;SMARCA5;MYB;HLTF,13,59.0909,0.2112,exp04_lung_reads-coregtor-default,0.42842,0.42415,0.42308,3.34449,3.50345,2.90279,0.54633,1.35129,0.52205,,,,
da15a2f50385,KIF3A,TIA1;MORN1,2,9.0909,0.0618,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.5,0.0,0.0,1.64427,0.0,0.0,0.0,,,,
94d5143c834d,KIF3B,CCDC25;TSN;GTF2H3;PAXIP1;CDC5L;KDM4A;CSTF2;ASH2L;PRDM4;TFCP2;AGGF1;ASCC1,12,75.0,0.3551,exp04_lung_reads-coregtor-default,0.48485,0.46717,0.5,8.24686,9.02155,7.26133,0.42577,1.16509,0.389,,,,
7510a0231549,KIF5B,ZBTB38;ZFP91;MSRB3;NFE2L2;BDP1;AEBP2;ATF2;CREB1;PDLIM5;MBNL2;ZHX1,11,100.0,0.0,exp04_lung_reads-coregtor-default,0.51212,0.46061,0.51818,4.65774,7.40461,4.21692,0.39748,1.12923,0.36765,,,,
dcc492795cda,KIFAP3,CDC5L;ZNF561;ASH2L;TFCP2;ZNF860;SRBD1;GTF2H3;VPS4B;TSN,9,50.0,0.3401,exp04_lung_reads-coregtor-default,0.4537,0.40741,0.46296,6.41959,2.64738,7.02076,0.43008,1.05625,0.41942,,,,
42671ed4b86a,KIFBP,TFCP2;ASH2L;EXO5;ZNF502;VPS4B;ZNF696;RBBP5;ZNF425,8,72.7273,0.2,exp04_lung_reads-coregtor-default,0.41071,0.39286,0.41964,8.89232,0.7491,8.00751,0.46471,1.16003,0.4684,,,,
f6e6872fb4f8,KIFC2,SNRNP70;HSF4;MZF1;ZNF76;BRF1;IRF3,6,75.0,0.5584,exp04_lung_reads-coregtor-default,0.47778,0.43333,0.47778,2.3578,1.15858,2.27277,0.46946,1.33688,0.4484,,,,
e9aa0e558168,KIFC3,E2F4;ZNF787;NOC2L;TRIM28;ZGPAT;RBM42,6,26.087,0.2132,exp04_lung_reads-coregtor-default,0.53333,0.54444,0.53333,10.14146,3.60127,17.72343,0.48349,1.26816,0.44122,,,,
312897217226,KIN,ZKSCAN5;ZNF879;ZNF225;ZNF527;ZNF234;ZNF549;ZNF761;ZNF613;ZNF284;ZNF81;ZSCAN26;ZNF37A;ZNF189;ZNF420,14,87.5,0.2564,exp04_lung_reads-coregtor-default,0.37637,0.41941,0.4359,0.72855,1.41653,1.80376,0.93492,2.24872,0.9116,,,,
b896a93b1f3b,KIRREL1,PRRX1;RBFOX2;PRRX2;NR2F1;MEIS3;GLI2;ZBTB47,7,77.7778,0.4079,exp04_lung_reads-coregtor-default,0.39683,0.41667,0.40873,1.52659,2.96351,1.13467,0.59074,1.64147,0.51636,,,,
1bb3a70851f9,KIRREL1,SETBP1;BNC2,2,22.2222,0.2209,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,1.97931,0.75595,1.77292,0.5109,1.2985,0.54435,,,,
cb725d11fd48,KIT,RPS6KA5;BBX;MEF2C;TCF7L2;CREB3L2;ZC3H7A;ZBTB32;ZNF385D;KMT2A,9,31.0345,0.166,exp04_lung_reads-coregtor-default,0.44907,0.44444,0.45602,9.08508,5.59861,4.48044,0.43184,1.21477,0.40159,,,,
c32ef50aa16e,KITLG,TCF12;NR3C1;ATF2;PGR;TBX4,5,55.5556,0.286,exp04_lung_reads-coregtor-default,0.5,0.6,0.5,8.83025,26.84071,6.52804,0.54653,1.87791,0.4722,,,,
4ec445923bbb,KIZ,GATAD1;RAN;ILF2;LDB1;NXPH3;ENO1;HOXB3;MXI1,8,66.6667,0.5455,exp04_lung_reads-coregtor-default,0.47619,0.45238,0.45833,12.82135,8.73874,13.23311,0.33902,0.9393,0.33159,,,,
a55cf87c648d,KL,FLI1;TAL1;FOXF1;ZNF792;EPAS1,5,83.3333,0.7349,exp04_lung_reads-coregtor-default,0.43333,0.5,0.45,3.25661,10.6144,3.33063,0.62325,1.93678,0.56549,,,,
d901716c9942,KLC1,PHF2;CLK1;PRKAA2;PGR;ARNT;ZNF615;ZEB1;POU6F1;AEBP2;KLF12;CREB3L1;ZNF571;HNRNPH3;MAX;NPDC1;ZNF506;APEX1;MSRB3;IRX6;ZNF654,20,74.0741,0.2298,exp04_lung_reads-coregtor-default,0.43289,0.39211,0.44167,2.824,2.35332,2.59416,0.44818,1.17593,0.43769,,,,
de3453937438,KLC1-AS1,ELK4;ZBTB42;CLK1;APEX1;FUBP1;ZBTB10;ZNF841;PHF8;KDM4D;HMBOX1;HOXB4,11,91.6667,0.339,exp04_lung_reads-coregtor-default,0.46364,0.41818,0.46667,3.73473,3.03017,3.84759,0.47973,1.28919,0.44287,,,,
9d284b816556,KLC2,DAZAP1;HSF1;TFE3;SCMH1;FOXK2;ATF4;MAFG;TCF3;GLIS2,9,81.8182,0.3526,exp04_lung_reads-coregtor-default,0.48611,0.4537,0.49074,5.36828,3.33728,3.95389,0.5371,1.56475,0.49592,,,,
89886dd94813,KLC4,ZNF33B;ZNF69;HIRIP3;HIF1A;RELB;KDM4A,6,100.0,0.0,exp04_lung_reads-coregtor-default,0.43333,0.43333,0.43333,5.84559,12.29218,2.40752,0.408,0.94266,0.41776,,,,
9e62a2593f1f,KLHDC10,AGGF1;ZNF561;TSN;ZSCAN20;TIGD2;ARID5A;THAP11;VPS4B,8,50.0,0.348,exp04_lung_reads-coregtor-default,0.39881,0.36012,0.42857,0.40531,0.2059,1.37152,0.43404,1.00449,0.42731,,,,
8b2ed6d9dc23,KLHDC10,CCDC25;ZNF41,2,12.5,0.0324,exp04_lung_reads-coregtor-default,0.5,0.33333,0.33333,1.77357,0.0,0.0,0.46505,0.76099,0.5088,,,,
ed063578255e,KLHDC2,ING4;FOSL1;MTA3;CARF;TFDP2;ZNF599;STK40,7,87.5,0.4702,exp04_lung_reads-coregtor-default,0.43651,0.42063,0.42857,2.43932,2.76131,1.3381,0.51806,1.29609,0.49196,,,,
3ffb9839a329,KLHDC3,NELFB;ING4,2,50.0,0.206,exp04_lung_reads-coregtor-default,0.5,0.33333,0.5,9.19805,0.0,1.92797,0.33363,0.93741,0.32263,,,,
5ae6a217f384,KLHDC4,ZGPAT;E4F1;ZNF276;CXXC1;MBD1,5,83.3333,0.4478,exp04_lung_reads-coregtor-default,0.5,0.58333,0.5,13.50691,4.43986,2.90032,0.66039,1.77531,0.60763,,,,
4e10fa585248,KLHDC8B,HMG20B;LDB1;RXRB;FOXS1;TBX2;CEBPZ;RARG;ZNF775;ZNF76;ZBTB46,10,50.0,0.197,exp04_lung_reads-coregtor-default,0.47037,0.41852,0.46296,1.76861,1.83774,1.8376,0.57427,1.67233,0.50777,,,,
8976afdd8c6f,KLHDC8B,DNMT3A;SOX12,2,10.0,0.1851,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.5,0.0,0.0,1.31052,0.39036,1.39555,0.33923,,,,
63da4690beec,KLHL12,ASH2L;GPAM;TFCP2;AGGF1;TIGD2;ZNF311;ZNF696;MTERF1;MRPL1;ZNF619,10,90.9091,0.3182,exp04_lung_reads-coregtor-default,0.38889,0.37407,0.4037,1.89877,0.90685,1.02411,0.42324,0.95989,0.42404,,,,
fd5936fc33c5,KLHL15,ZBTB43;ETV3;CHD1;REL;NELFB;AFF4;YOD1;ZBTB21;ADNP2;ZNF133;ZNF775,11,42.3077,0.3366,exp04_lung_reads-coregtor-default,0.46667,0.42424,0.48485,2.92613,3.8443,4.02217,0.51399,1.24808,0.49822,,,,
1b4c4e06f85f,KLHL15,ZNF341;ZNF74;ZFP62,3,11.5385,0.151,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.38889,0.0,0.0,0.31881,0.77385,1.83423,0.7408,,,,
2beb7b8661fc,KLHL17,ZNF692;MYPOP;CXXC1,3,100.0,0.0,exp04_lung_reads-coregtor-default,0.5,0.38889,0.5,6.52371,0.27093,0.9291,0.64371,1.54772,0.62812,,,,
777257c8e38b,KLHL18,ZNF41;ZBTB49;ZNF583;ZNF202;FIZ1;ZSCAN29;DGCR8;PAXIP1;E2F4;PRDM4;PTCD1;ZNF142;ZDHHC5;EXO5;ZNF37A,15,53.5714,0.1564,exp04_lung_reads-coregtor-default,0.40476,0.37143,0.41905,1.44748,0.63927,1.30493,0.46694,1.17243,0.45108,,,,
602eb9322c48,KLHL18,ZNF778;ZNF79,2,7.1429,0.0994,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,2.22375,2.03621,2.15116,0.91357,1.98865,0.92053,,,,
583733268e7e,KLHL18,GMEB1;TERF2,2,7.1429,0.0433,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,2.29941,0.80024,1.55525,0.33306,1.17854,0.26982,,,,
8cbcc6fb8795,KLHL2,PPP2R3B;TMEM33;ATF6;PSMA6;FREM1,5,62.5,0.409,exp04_lung_reads-coregtor-default,0.41667,0.41667,0.43333,2.91544,1.23875,5.39699,0.27316,0.83518,0.26695,,,,
51ba8fc45823,KLHL20,VPS4B;ZNF585B;AGGF1;ZNF75A;ZBTB14;ZNF501;ZSCAN25;ZSCAN29;ZNF611;KAT7;PAXIP1;ZZZ3;ZSCAN12;ZNF181;ZNF619;ZNF425;ZNF426;ZNF197;ZNF596;ZNF28;ZNF287,21,70.0,0.2414,exp04_lung_reads-coregtor-default,0.40198,0.39103,0.41151,1.80213,1.26797,1.32529,0.65488,1.57258,0.64317,,,,
da4cdfd1935d,KLHL20,ZNF311;NUP133,2,6.6667,0.1093,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.5,0.0,0.0,1.05528,0.05918,0.11419,0.1717,,,,
1d3c030f42e1,KLHL20,ZNF180;ZNF641,2,6.6667,0.0238,exp04_lung_reads-coregtor-default,0.5,0.5,0.33333,15.61612,2.64665,0.0,0.91774,1.98865,0.92475,,,,
c40330a42af4,KLHL21,ZNF235;ZNF22,2,2.7778,0.2886,exp04_lung_reads-coregtor-default,0.33333,0.5,0.5,0.0,1.94169,1.14609,0.82119,1.83676,0.80016,,,,
dc207023e339,KLHL21,MAFG;RBM3,2,2.7778,0.242,exp04_lung_reads-coregtor-default,0.5,0.33333,0.5,17.82454,0.0,4.68258,0.4499,1.03193,0.39112,,,,
21c06ea3b4f9,KLHL21,STAT1;MNT,2,2.7778,0.1193,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,2.24412,3.4789,6.35883,0.47542,1.42695,0.43871,,,,
e382fe0283e1,KLHL21,RFC3;YWHAZ;ZBTB22;BCL6;CNOT3;ZNF629;VPS4B;CARF;RFXAP;TFDP1;DTL;SIX4;ZNF75D,13,18.0556,0.1141,exp04_lung_reads-coregtor-default,0.39316,0.43803,0.46154,4.91954,5.56552,4.05702,0.41008,1.17415,0.38089,,,,
a4451f3b4b6b,KLHL21,HES6;GLIS3,2,2.7778,0.0967,exp04_lung_reads-coregtor-default,0.33333,0.5,0.33333,0.0,2.05552,0.0,0.7178,1.97917,0.71599,,,,
02fed0b08b37,KLHL21,ZNF585B;ZNF416,2,2.7778,0.0526,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,2.5242,2.57417,2.583,0.71709,1.66419,0.70232,,,,
002fbd929fee,KLHL21,ZNF350;PSMC2,2,2.7778,0.0516,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,2.88163,3.11046,6.03915,0.31419,0.81886,0.29829,,,,
5a8a8225217a,KLHL21,HMGXB4;MSRA;ZNF362,3,4.1667,0.0459,exp04_lung_reads-coregtor-default,0.44444,0.33333,0.5,5.04481,0.0,5.73484,0.28426,0.53819,0.33671,,,,
93edb7ff12b2,KLHL21,NUP107;ZNF302,2,2.7778,0.0213,exp04_lung_reads-coregtor-default,0.5,0.33333,0.5,0.62032,0.0,2.44352,0.12293,0.15568,0.22376,,,,
f442c556aa4e,KLHL22,ZNF425;ZBTB45;RFXANK;SMUG1;ZNF311;ASH2L;NMRAL1;ZNF490;ZNF784;ZNF691;ETS2;ZNF688;ATF6B;ZNF619;NFYC;ZNF696;ZNF287;ZNF16;ZFP64;ZNF213;ZNF282;ZNF517;FAAP24;ZNF524;THAP11;HIVEP2;UBTF;ZNF768;ZNF174;ZNF362,30,93.75,0.3108,exp04_lung_reads-coregtor-default,0.41341,0.3772,0.42356,1.99308,0.8547,1.63471,0.6852,1.62101,0.66438,,,,
83b4209b0179,KLHL23,ZNF471;ZFP28;DACH1;ZNF25;ZFP1;ZFP2,6,37.5,0.204,exp04_lung_reads-coregtor-default,0.38889,0.44444,0.41111,1.06209,2.0019,1.49693,0.87098,2.07251,0.84179,,,,
c5d5046e2bd1,KLHL24,HBP1;ABCF2;RAN;CREB3;GAR1;ZBTB44;PLAG1;PDCD11;E2F4;NCBP2,10,100.0,0.0,exp04_lung_reads-coregtor-default,0.4963,0.5037,0.52593,11.4847,13.16589,10.76115,0.37043,0.95735,0.36392,,,,
7d81ff95077b,KLHL25,ZBTB22;TFE3;NFIL3;BATF3;TRMO;PATZ1;ZNF554,7,77.7778,0.2329,exp04_lung_reads-coregtor-default,0.39683,0.42857,0.4127,3.60971,2.12847,1.19573,0.54934,1.34949,0.54543,,,,
458eb83e2381,KLHL26,KLF15;ZHX3,2,100.0,0.0,exp04_lung_reads-coregtor-default,0.5,0.33333,0.5,2.3633,0.0,0.29263,0.77538,2.07667,0.69615,,,,
23e719c27fb2,KLHL28,PURA;ZNF680;ZBTB41;ATF2;ZFP14;ZFP90;ZNF253,7,70.0,0.3054,exp04_lung_reads-coregtor-default,0.37302,0.37698,0.43651,1.01129,0.61537,1.66614,0.68976,1.74035,0.66282,,,,
0f4856c43406,KLHL29,KLF15;EZH2;ZHX3;KLF13;NFX1;TCF7;IRF1;ZNF267;TFCP2L1,9,45.0,0.2842,exp04_lung_reads-coregtor-default,0.43519,0.43981,0.44444,6.03917,6.86888,8.39219,0.59968,1.74107,0.55371,,,,
13c1290e622c,KLHL3,HOXB3;CBFA2T2;ZBTB37;ZNF76;PGR;ZNF506;ENO1;ZFP90;MEIS1;RXRB;ZKSCAN1;NFIB;ZBTB25;ZNF875;POU6F1;ZNF548;GATAD1;ZNF83,18,62.069,0.3158,exp04_lung_reads-coregtor-default,0.40741,0.39542,0.41776,1.22375,1.33658,1.38742,0.64288,1.71041,0.59796,,,,
ade05cd3ab01,KLHL36,CBX7;PPARA;MECP2;FOXO4;KDM4B,5,71.4286,0.3701,exp04_lung_reads-coregtor-default,0.48333,0.55,0.46667,8.37492,13.30409,1.78642,0.40535,1.29561,0.35881,,,,
7109078fe1a9,KLHL42,ZNF501;ZNF585B;ZZZ3;ZSCAN20;TFCP2;ZNF641;ZNF561;ZNF41;ZNF696;ASH2L;ZNF619;ZNF311;ZNF180;ZNF490;MGA;ZNF320;THAP1;ZNF594;ZNF425;ZNF470,20,58.8235,0.266,exp04_lung_reads-coregtor-default,0.39781,0.41667,0.41404,2.34197,1.63818,2.02106,0.77728,1.78865,0.76107,,,,
806109a6f589,KLHL5,ELK4;TCF4,2,50.0,0.3225,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,0.77484,7.96946,0.10876,0.76491,2.1016,0.72324,,,,
ef06eeabc065,KLHL6,MSI2;BHLHE41;IKZF2;SP140;GRHL1;STAT5A;ZNF267;ZNF217;RUNX2;TFEC;ZBTB33;ZNF777;PHF8;KDM2A;ZDHHC5;PAXIP1,16,69.5652,0.2116,exp04_lung_reads-coregtor-default,0.44722,0.45972,0.44167,2.68751,5.58701,2.93672,0.47523,1.32034,0.44143,,,,
82f0fb7fe61e,KLHL7,ZNF28;ZBTB14;ZNF391;HLTF;CDC5L;ZNF585B;CTCF;ZNF569;CREBL2;VPS4B;ZNF138;ZNF429;ZNF501;ZHX1;ZNF426;ZNF561;TERF1,17,60.7143,0.2415,exp04_lung_reads-coregtor-default,0.39706,0.41422,0.40196,3.0317,3.17056,3.01032,0.60599,1.52693,0.57633,,,,
55fc8cd643f1,KLHL7,ZNF180;AGGF1;ZNF527,3,10.7143,0.0924,exp04_lung_reads-coregtor-default,0.30556,0.33333,0.38889,0.0,0.0,0.51718,0.47494,1.04278,0.49492,,,,
