cluster_uid,target,sources,n_sources,n_percent,silhouette_score,method,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_f1,grn_collectri_jaccard
ea425af4a6bd,C11orf54,ZBTB14;ZNF425;RELB;GATAD2A;VPS4B;ZXDC;HLCS;ZNF69;AGGF1;ZNF490;GPAM;PPARD;HIRIP3;ZNF585B;IRX2,15,71.4286,0.3244,exp04_lung_reads-coregtor-default,0.41746,0.37778,0.42778,1.42554,1.10456,1.32746,0.39901,0.94914,0.40554,,,,
2ca762a2e0fa,C11orf58,TERF1;TSNAX;CCDC25;RAB2A;ZHX1;ATF1;ZNF639,7,87.5,0.6107,exp04_lung_reads-coregtor-default,0.5,0.38889,0.50794,1.97038,0.63151,1.80543,0.39458,1.01559,0.38049,,,,
017854d067be,C11orf68,ZNF775;ZNF358;NELFA;NELFB;TBX2;HOXA4;HOXB6;TCF21,8,47.0588,0.2384,exp04_lung_reads-coregtor-default,0.43452,0.4256,0.45833,1.79975,9.38922,2.99636,0.50053,1.57109,0.4563,,,,
05c58e44c92e,C11orf96,ARID5A;BCL3;GADD45A;ABL1;ARID5B,5,100.0,0.0,exp04_lung_reads-coregtor-default,0.5,0.48333,0.5,4.23272,13.70817,2.9808,0.44655,1.64549,0.34118,,,,
67e9a02bbcc2,C12orf43,ASH2L;ZNF696;NFYC;ZNF502;TSN,5,83.3333,0.4504,exp04_lung_reads-coregtor-default,0.45,0.375,0.45,2.35244,1.02307,3.87836,0.54329,1.19948,0.53471,,,,
419e892b1c9a,C12orf57,RPL35;HOXB6;EEF1D;HOXB2,4,100.0,0.0,exp04_lung_reads-coregtor-default,0.5,0.63889,0.5,6.88446,49.06254,9.79949,0.4553,1.07766,0.46035,,,,
9fca3f76eac1,C12orf75,SIX1;ZNF273;SIX4;HEY2;ESRRG;TFAP2A;FANK1,7,87.5,0.4605,exp04_lung_reads-coregtor-default,0.40476,0.48413,0.4127,2.31763,5.34799,1.05106,0.4958,1.724,0.43699,,,,
c50a6704c23b,C12orf76,ZNF33B;ZNF19;OVOL2,3,30.0,0.3639,exp04_lung_reads-coregtor-default,0.44444,0.36111,0.44444,1.09771,0.79578,0.97457,0.71867,1.745,0.66101,,,,
dcb9b7214323,C14orf119,FIZ1;SMUG1;MLX;TIMELESS;TSN;MTERF1;RIOK2;SUCLG1;RPP25;ZNF2;AGGF1;EXO5;TFCP2;SNRPB2;HOMEZ;ZNF41;KMT2A;ZNF786;RBBP5;SNAPC5,20,83.3333,0.3048,exp04_lung_reads-coregtor-default,0.44298,0.40746,0.45088,4.53177,2.23187,2.84577,0.38742,0.95076,0.37916,,,,
37a79d78a5e4,C14orf132,HIF1A;HIRIP3;RELB;HIF3A;RXRA;ATOH8;NFKB2;ZNF69;MXD4;IRX2;PRDM11;KLF13;BCL3;ZBTB8A;ZNF664;TEF;ZNF362;TPPP;ZNF33B;TFDP2;ETV1,21,87.5,0.3429,exp04_lung_reads-coregtor-default,0.42103,0.39762,0.42579,3.27617,6.35644,1.67372,0.54211,1.44928,0.51343,,,,
81785ed97f50,C15orf39,TBX19;ZDHHC5;ID1;TRPS1;ZNF710;ZNF574;MTF1;ZNF385D;ZNF319;HOXB2;NFATC4;KLF12;ZNF622;PRKAA2;BNC2,15,53.5714,0.2403,exp04_lung_reads-coregtor-default,0.43016,0.37063,0.43016,1.84884,0.36202,1.94479,0.50926,1.26481,0.49455,,,,
7acb1fa9c2d9,C15orf40,ZKSCAN3;ING4;ZNF546;ZNF599;ZNF174;ZKSCAN4;ZNF701,7,50.0,0.3799,exp04_lung_reads-coregtor-default,0.44841,0.50794,0.44841,5.85709,6.02159,5.91843,0.7278,1.76869,0.70321,,,,
69f0ace81d81,C16orf89,CEBPA;FOXA2;ELF5;EHF;IRX3;ESRP1;FOXA1,7,87.5,0.4307,exp04_lung_reads-coregtor-default,0.43651,0.59524,0.42063,1.36036,19.78749,3.88967,0.58719,1.79136,0.52496,,,,
61f7154e60a1,C18orf32,AGGF1;RAB2A;TSN;GTF2A2;VPS4B;SNAPC5;TSNAX;TFCP2,8,88.8889,0.2201,exp04_lung_reads-coregtor-default,0.48214,0.43452,0.50595,2.0991,4.55662,3.95898,0.3556,0.95697,0.35145,,,,
4967a3d2b954,C19orf12,ZNF41;ZNF2;ZNF527;ZNF202;ZKSCAN5;ZSCAN32;ZNF613;ZNF180;ZSCAN22;ZNF879;ZNF542P;ZNF485;ZNF181;ZNF576;ZNF112,15,65.2174,0.2722,exp04_lung_reads-coregtor-default,0.33016,0.33317,0.35238,0.83719,1.10838,1.2078,0.90472,2.04618,0.88247,,,,
811901cd7bc7,C19orf47,TSN;EXO5;FIZ1;ZBTB45;PAXIP1;ZNF696;ZNF777;ASH2L;ZNF287;GTF2H3;CSTF2;ZSCAN5A;RFXANK;ZXDC;DUS3L;ZSCAN25,16,94.1176,0.3292,exp04_lung_reads-coregtor-default,0.4375,0.3875,0.45417,4.07651,2.07453,2.45795,0.50715,1.24567,0.47779,,,,
25271aa08db3,C19orf53,POLE4;YBX1;RPL35;RPS10;RBM42;SIRT6,6,66.6667,0.5002,exp04_lung_reads-coregtor-default,0.58889,0.6,0.66667,54.70415,16.46932,82.07506,0.37726,1.04056,0.35165,,,,
d6f6a5d6cd53,C1D,TSNAX;THAP1;VPS4B;TSN;AGGF1;GTF2H3;SNRPB2;ZNF561;GPAM;RAB2A;RIOK2,11,78.5714,0.3983,exp04_lung_reads-coregtor-default,0.46364,0.42121,0.49091,2.35826,1.83198,3.41758,0.33639,0.865,0.33202,,,,
d4de51568571,C1GALT1,ZBTB18;SMARCA5;TMEM33;RAB14;KLF5;TFAP2C;POU2F3;ESRP1,8,66.6667,0.3655,exp04_lung_reads-coregtor-default,0.44643,0.42857,0.47619,6.83193,2.43285,4.78061,0.39997,1.14358,0.37211,,,,
25fbc17f8978,C1GALT1C1,TSN;SRBD1;CRTC2;ASH2L;GTF2H3;PARP1;AGGF1;MRPL1;TIMELESS;GTPBP1;SUCLG1;ARID5A;SMUG1;SNRPB2;NMI;MTERF1;AKR1A1,17,89.4737,0.3364,exp04_lung_reads-coregtor-default,0.45833,0.4424,0.47549,3.95669,3.34328,5.50942,0.3261,0.95867,0.2957,,,,
210d5a18ab8b,C1QA,TFCP2L1;CEBPA;ZNF506,3,100.0,0.0,exp04_lung_reads-coregtor-default,0.38889,0.38889,0.44444,0.41132,2.94907,1.29224,0.54385,1.51687,0.5211,,,,
86eb1227c5c1,C1QB,TFCP2L1;CEBPA;PCK2,3,100.0,0.0,exp04_lung_reads-coregtor-default,0.44444,0.61111,0.44444,1.78691,15.1273,1.68176,0.26983,0.93172,0.2701,,,,
6cb06210a93a,C1QBP,ENO1;NME1;P4HB;RAN;PSMC2;GOT1,6,100.0,0.0,exp04_lung_reads-coregtor-default,0.56667,0.63333,0.56667,26.83899,35.85501,42.25958,0.40814,1.60041,0.29129,,,,
083eb7a3e0aa,C1QC,PCK2;CEBPA;TFCP2L1,3,60.0,0.651,exp04_lung_reads-coregtor-default,0.44444,0.61111,0.44444,1.78691,15.1273,1.68176,0.26983,0.93172,0.2701,,,,
a43c739bb6f5,C1QTNF1,ABL1;ZSCAN31;CAT;ETV1;ELK1;TEAD3;SMARCA5;RXRG;PRRX2;DBP;ZNF69;HNRNPA1;BATF3,13,65.0,0.2306,exp04_lung_reads-coregtor-default,0.43483,0.41132,0.43697,3.12638,1.76963,3.16914,0.49695,1.41127,0.46536,,,,
c302f48f21f1,C1QTNF6,ZNF284;TET1;HOXA3;HOXB7;ZNF521;ZKSCAN7;ZNF418;ZNF436;ZNF133;ZNF785;GLI4;RARG;STAT2;ZNF546,14,60.8696,0.1482,exp04_lung_reads-coregtor-default,0.38462,0.40018,0.38278,0.78188,2.49168,0.72806,0.70601,1.71104,0.68572,,,,
38a9a7c5b3ba,C1QTNF6,EZR;ZNF519,2,8.6957,0.0789,exp04_lung_reads-coregtor-default,0.25,0.33333,0.25,0.0,0.0,0.0,0.14346,0.42502,0.16737,,,,
1c8d9e4a25f5,C1R,ETV3;VAX2;TWIST2;RCOR1;ZBTB47;P4HB;NME1;RPL6;VEZF1;PRRX1;OSR1;VAMP3;MEIS3;ACO1,14,73.6842,0.2454,exp04_lung_reads-coregtor-default,0.4304,0.42766,0.44139,2.95956,3.10608,4.08319,0.39289,1.14609,0.35477,,,,
9c114d3dc242,C1R,HOXC4;FOXF1,2,10.5263,0.0237,exp04_lung_reads-coregtor-default,0.33333,0.5,0.33333,0.0,3.33572,0.0,0.66196,2.65586,0.53788,,,,
0419d70f96ef,C1RL,PHF20;TIGD5;CCDC25,3,6.6667,0.1544,exp04_lung_reads-coregtor-default,0.44444,0.33333,0.44444,7.88657,0.0,1.47125,0.40036,0.68409,0.42983,,,,
b2f0e2cfd615,C1RL,ZNF287;MTHFD1;ZDHHC24;GRHL1;PCK2;ZNF324B;ZNF16;ZBTB10;ZNF174;CREM;REL;HOMEZ,12,26.6667,0.1345,exp04_lung_reads-coregtor-default,0.43687,0.36111,0.44444,1.62701,1.14923,1.71431,0.46722,1.18338,0.457,,,,
b36ea78fe0db,C1RL-AS1,POLR3A;TIMELESS;PDCD11;LHX4;DNMT1;SETDB1;ZNF324;ZNF239;YY1;PTCD1,10,43.4783,0.2572,exp04_lung_reads-coregtor-default,0.48889,0.48889,0.4963,8.05415,18.09362,8.01244,0.41486,1.15337,0.38387,,,,
c8cddfb1ece6,C1S,TGIF2;CERS6;TRIB2,3,10.0,0.1344,exp04_lung_reads-coregtor-default,0.38889,0.33333,0.38889,0.33063,0.0,0.27144,0.23551,0.61487,0.25923,,,,
bc85daeb470a,C1S,PLAGL2;FOXF1,2,6.6667,0.105,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.46309,1.2842,0.4959,,,,
3528bd104e72,C1S,SRRM3;BNC2;MEIS3;OSR2;KLF5;MAF;VAX2;LMO2;HOXC6;GLI2;HOXC4;PRRX1;AHRR,13,43.3333,0.0988,exp04_lung_reads-coregtor-default,0.41346,0.44231,0.41346,1.13714,3.41587,1.20785,0.54576,1.61036,0.49813,,,,
f4678e224a1d,C1S,ZNF385D;SETBP1;GATA3,3,10.0,0.0874,exp04_lung_reads-coregtor-default,0.38889,0.38889,0.38889,0.2557,6.39972,0.52339,0.41904,1.00596,0.41255,,,,
cd4957040d98,C1orf115,VAMP3;GATA2;ZNF366;ZNF792;NR3C2;RXRG;HIF3A;ZFP28;FOXO4;DACH1;TBX3;RUNX1;HIF1A;MAP4K2,14,70.0,0.2651,exp04_lung_reads-coregtor-default,0.46154,0.46886,0.44139,3.79877,10.83097,2.64202,0.48218,1.46828,0.43041,,,,
73b72d26ce80,C1orf116,IRX2;FOXA2;ESRP2;NKX2-1,4,100.0,0.0,exp04_lung_reads-coregtor-default,0.47222,0.55556,0.47222,0.86654,12.58444,1.30961,0.50997,1.54614,0.43971,,,,
4c8b735cf664,C1orf122,ELF1;BAD;RPL35;POLE4;TRMT1;SIRT6;RORA;NR2F6;NME1;SCAND1;NFAT5;HES6;HBP1;STUB1;ZNF787,15,71.4286,0.2855,exp04_lung_reads-coregtor-default,0.46508,0.42857,0.46825,2.95623,3.00087,3.97939,0.3802,1.07304,0.35795,,,,
c9c398d0f1d2,C1orf122,DRAP1;SOX5,2,9.5238,0.2597,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,1.15552,0.66408,0.93633,0.41738,1.23257,0.38887,,,,
20ae3af30e51,C1orf131,ZNF785;ZKSCAN7;ZNF816;ZNF564;EXOSC3;ZNF684;ZSCAN9;ZNF443;ZNF563;ZNF616;ZFP62;ZNF525;ZNF230;ZNF225;ZNF234,15,100.0,0.0,exp04_lung_reads-coregtor-default,0.3881,0.41429,0.41111,1.14056,1.50824,1.47096,0.81786,1.90145,0.792,,,,
f464a3e78b89,C1orf159,ARFGAP1;RXRB;HMG20B;ZNF700;ZNF251;USF1;BRF1;CERS2;E4F1;ZNF276;METTL3,11,84.6154,0.2275,exp04_lung_reads-coregtor-default,0.38182,0.39394,0.38788,5.69222,0.91873,1.86882,0.42728,1.14174,0.40707,,,,
8569c0a78142,C1orf162,HCLS1;IRF5;MTERF1;FAAP24;ZBTB14;MLX;SMAD3;ZNF780A;OTUD4;ZNF691;TIGD2;EXO5;HTATIP2;ZFP3;HADHB;SNAPC5;HOMEZ;ZFP69,18,100.0,0.0,exp04_lung_reads-coregtor-default,0.35675,0.37146,0.41285,3.21873,0.7959,1.30903,0.41531,1.02446,0.40978,,,,
aa66ce19a563,C1orf174,ZNF623;GIT2;POLI;ZBTB3;NELFB;ZNF624;ZNF530;SETDB1;ZNF75D,9,27.2727,0.1978,exp04_lung_reads-coregtor-default,0.34259,0.39352,0.40509,0.77632,1.81056,0.77103,0.52806,1.19795,0.53534,,,,
85d09ce3d736,C1orf198,PRKAA2;PGR;PKM;ZC3H7A;PKNOX2;TBX4;SOX5;ZBTB10;P4HB;MAFK;ENO1;TRIP10;ARNT;ZNF704;SND1;PHF1;NCALD,17,89.4737,0.3035,exp04_lung_reads-coregtor-default,0.49142,0.47181,0.49387,6.72945,5.53635,7.6617,0.40142,1.07917,0.37014,,,,
93cb43791bca,C1orf198,MSRB3;PHF2,2,10.5263,0.209,exp04_lung_reads-coregtor-default,0.5,0.33333,0.5,0.60975,0.0,2.50711,0.40359,1.42389,0.34765,,,,
5bb009026863,C1orf21,HLF;DRAP1;HBP1;KLF15;TIMM8A;E2F4;KLF13;TRMT1;KLF16;ZFP69B;TFDP2;ZHX3,12,50.0,0.2287,exp04_lung_reads-coregtor-default,0.44949,0.42677,0.4697,5.54923,2.79866,5.46872,0.56561,1.43823,0.54822,,,,
75b9ac6875c3,C1orf216,DAZAP1;ZNF121;KLF16;TCF3;NR3C2;GATAD2A;MED30;MSANTD3;ILF3;BATF3,10,35.7143,0.1483,exp04_lung_reads-coregtor-default,0.46667,0.45926,0.47778,7.22353,2.77005,6.34102,0.5011,1.23127,0.47244,,,,
a672f302a900,C1orf35,BRF1;ZNF775;HMG20B;MZF1;IRF3;CXXC1;GLI4;MEF2B;LDB1;ZNF577;ING4,11,64.7059,0.2622,exp04_lung_reads-coregtor-default,0.42121,0.40455,0.42424,2.56009,1.73599,1.62548,0.5304,1.34122,0.49809,,,,
05e557df3a33,C1orf35,ZNF248;PPP2R3B,2,11.7647,0.0891,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.51809,0.94296,0.51791,,,,
150ae7d76f74,C1orf43,ASH2L;TSN;MLX,3,75.0,0.2692,exp04_lung_reads-coregtor-default,0.5,0.44444,0.5,7.80755,1.43092,5.22317,0.48919,1.06453,0.46745,,,,
0a1d08dcd33f,C1orf52,CLK1;CNOT4;ZNF451;RNF138;ZNF571;MTF2;ZNF506;MAX;PCK2;SND1;ZBTB42;ATF2;TBPL1;ZNF254;ZNF567;ZNF419;HNRNPH3;ZNF654;RORB;AEBP2;ZNF227,21,67.7419,0.2211,exp04_lung_reads-coregtor-default,0.43492,0.39206,0.45079,2.49184,2.43163,2.83561,0.49228,1.22497,0.47016,,,,
274eaa2afeee,C2,ZBTB42;CEBPA;IRX6;TFCP2L1;TRIP10;PCK2,6,85.7143,0.5198,exp04_lung_reads-coregtor-default,0.42222,0.44444,0.43333,0.75877,3.51346,1.03753,0.37788,0.99185,0.36913,,,,
225e5ab63001,C20orf96,ZFHX2;FANK1;MORN1;ZNF273;ZNF440;MYB,6,100.0,0.0,exp04_lung_reads-coregtor-default,0.43333,0.35,0.41111,1.3774,0.32759,1.20813,0.39239,0.91208,0.37953,,,,
0b2c19f3fd13,C21orf58,MORN1;FANK1;TP73,3,100.0,0.0,exp04_lung_reads-coregtor-default,0.38889,0.33333,0.38889,0.47574,0.0,0.48687,0.16125,0.40443,0.15226,,,,
284905ecbfe9,C21orf91,ZNF776;ZNF264;GABPA;ZNF737;ZNF253;ZNF420;ZNF182;ZNF148;ZNF383;ZNF510;ZNF765;TOPORS;ZNF543;SMAD4;PURA;ZFP90;SP4;ZNF699;ZNF570;ZNF681;ZNF426,21,63.6364,0.1711,exp04_lung_reads-coregtor-default,0.37857,0.43214,0.44603,1.62985,1.31332,2.36628,0.7549,1.81395,0.73485,,,,
79baa17df36a,C22orf39,ZNF582;ZNF32;ZNF181;ZNF527;ZNF585A;ZNF285;HIRIP3;ZSCAN26;ZNF585B;ZFP28;CTCF;NFYC;ZNF691;ZNF33B;VPS72;ZNF835;ZNF180,17,73.913,0.3236,exp04_lung_reads-coregtor-default,0.37316,0.36581,0.40686,1.43851,0.99738,1.35902,0.73696,1.69542,0.72218,,,,
c5648062262c,C2CD2,PURG;HP1BP3;ZNF506;ZNF808;ZFP14;ZNF248;ZNF607;ZNF680;KLF12;ZNF91;CBFA2T2;RARG;STAU2,13,59.0909,0.2428,exp04_lung_reads-coregtor-default,0.42415,0.3594,0.4594,2.87889,0.5723,3.66882,0.62103,1.53391,0.59413,,,,
b2e6be556bbe,C2CD2L,CNOT3;ZNF607;DNMT3A;HINFP;ZNF785;ZNF692;ZFP14;FBXL19;MBD1;ZBTB48;IRF3;SNAPC4;GIT2;PRDM15,14,73.6842,0.2974,exp04_lung_reads-coregtor-default,0.42125,0.4304,0.44139,1.57475,1.09173,1.84867,0.51745,1.35151,0.48655,,,,
42dbd944b4f4,C2CD3,ZNF70;ZNF341;ZFP62;LHX4;ZNF713;ZNF132;BRCA1;ZNF780B;ZNF454;ZNF81;TFCP2;TAF6,12,70.5882,0.2085,exp04_lung_reads-coregtor-default,0.37121,0.37121,0.33712,3.18666,0.9541,3.1696,0.70533,1.80568,0.67046,,,,
1bc4b7da00b3,C2CD5,TFCP2;BRCA1;ZNF491;ZBTB14;ZNF391;GATAD2A;ZNF138;POLI;ZNF33B;CARF;NFYC;ZNF641;ZNF518A;ZNF280D;MTERF1;ZNF561;ZNF691;ASH2L;SRBD1;ZNF763;RELB;ZNF180;ZNF701;ZFP64;BCL3;ZNF429;HIRIP3;ZNF69,28,93.3333,0.2978,exp04_lung_reads-coregtor-default,0.38316,0.38933,0.39153,3.20634,2.10194,2.16926,0.60863,1.42277,0.59463,,,,
fb0af2711ba3,C2orf49,ZFP14;ZNF91;ZBTB26;ZNF776;ZNF550;ZNF92;ZNF260;ZNF383;ZNF382;ZNF607;ZFP30;ZBTB41;ZNF253,13,92.8571,0.3814,exp04_lung_reads-coregtor-default,0.41239,0.44017,0.44444,1.34627,1.55466,2.14611,0.90773,2.17056,0.87059,,,,
