cluster_uid,target,sources,n_sources,n_percent,silhouette_score,method
caf2bdc85b28,AATK,HIRIP3;ARID5B,2,10.5263,0.0563,exp04_lung_reads-coregtor-default
8e4a6d500511,ABAT,RELB;ZNF69;GATAD2A;ZNF763;HIF1A;ZNF33B,6,85.7143,0.4693,exp04_lung_reads-coregtor-default
f95d6b6e66e8,ABCA1,FIZ1;HIRIP3;ZNF516;ASPSCR1;ASH2L;SPAG7;KDM7A;SUCLG1;POLD2;BACH1;NFYC;NRL;RFXANK;ZNF267;PHF21A;PRDM11;TFCP2;TSN;ZBTB5;AKR1A1;KMT2A,21,53.8462,0.2012,exp04_lung_reads-coregtor-default
abb9cd29eaae,ABCA1,CHD2;SRBD1,2,5.1282,0.0476,exp04_lung_reads-coregtor-default
e013b2b97502,ABCA10,HOXB3;PSMA6;ZNF704;ZNF471;MTA3;ZNF519;NXPH3;ZFP90;FREM1;ILF2;PRDM6;ZNF345;ZNF793;ZNF577;ZNF846,15,100.0,0.0,exp04_lung_reads-coregtor-default
7065dbfcd235,ABCA2,NPDC1;ZNF135;MEF2B;TET1;ZNF418;ZNF471;MBD1;ZFP90;RARG;PPP2R3B;RXRB;PRDM6;PSMA6;HOXB3;ZBTB37;CBFA2T2;ZNF276;ZNF83,18,56.25,0.1333,exp04_lung_reads-coregtor-default
5d5770175246,ABCA2,ZBTB48;ZNF683,2,6.25,0.0974,exp04_lung_reads-coregtor-default
dee932e18b93,ABCA2,ZNF586;ZNF248,2,6.25,0.09,exp04_lung_reads-coregtor-default
66c1b2cc40b0,ABCA3,IRX6;ZBTB42,2,100.0,0.0,exp04_lung_reads-coregtor-default
92d94bec65be,ABCA5,CARF;MYEF2;FOXP2;RPS6KA5;POLI;NR2C1;ZNF33A;ZBED5;ZNF440;ZNF606;ZNF19;ZNF487;RAB7A;ZNF334;MORN1;MYB,16,44.4444,0.2158,exp04_lung_reads-coregtor-default
dc8195e6c1d8,ABCA5,SALL4;CREBZF,2,5.5556,0.1464,exp04_lung_reads-coregtor-default
7af6af83f43a,ABCA5,ZNF345;ZNF10,2,5.5556,0.1138,exp04_lung_reads-coregtor-default
603c88aa4934,ABCA5,TIGD4;OTX1,2,5.5556,0.0779,exp04_lung_reads-coregtor-default
3e79cd800c99,ABCA6,FOXN3;MXI1;ZNF704;ILF2;BPTF;MTA3;ZNF471;CBX7,8,100.0,0.0,exp04_lung_reads-coregtor-default
71caf7ddc8b3,ABCA7,IRF3;IRF7;MAX;TSC22D4;ZNF76;ZNF692;TBX19;CNOT3;MBD1,9,100.0,0.0,exp04_lung_reads-coregtor-default
a107a487dd45,ABCA8,ZNF704,1,100.0,0.0,exp04_lung_reads-coregtor-default
d188cb78ccf5,ABCA9,ZNF704;PSMA6;ILF2;MXI1;CBX7;ZBTB44;RAN,7,63.6364,0.4702,exp04_lung_reads-coregtor-default
be472ce002ef,ABCB10,ZBTB41;CNOT6;ZNF148,3,60.0,0.3588,exp04_lung_reads-coregtor-default
c3d7d7c1297a,ABCB6,TIMELESS;TAF6;ZNF485;ZSCAN20;C19orf25;RPP25;ZNF239;SMUG1;ZNF74;TFAP4;TFCP2;MLX;POLD2;FIZ1;ZNF320;JRK;ZFP64;MTHFD1;AKR1A1;ZNF768;ZNF696,21,95.4545,0.5068,exp04_lung_reads-coregtor-default
8942992ce905,ABCB7,PPARD;ZFP64,2,3.3333,0.2047,exp04_lung_reads-coregtor-default
39ce81ecd8c4,ABCB7,ZNF138;ZKSCAN3;RARA;NUP133;TIA1;ZZZ3;GATAD2A;MLLT10;SMAD2;CREBL2;ZNF561;ZNF681;POLI;ZNF701;ZNF616;SETDB1;ZNF429;ZSCAN26;ZNF491;ING4;NNT;ZBTB14;ZNF623;ZNF717;ZKSCAN4;ZNF780A,26,43.3333,0.1544,exp04_lung_reads-coregtor-default
67222098c7f4,ABCB7,ZNF397;ZNF816,2,3.3333,0.0836,exp04_lung_reads-coregtor-default
75c4ba23616d,ABCB7,ZNF32;ZNF585B,2,3.3333,0.0814,exp04_lung_reads-coregtor-default
f85868e2f68d,ABCB8,FIZ1;SMUG1;ASPSCR1;RFXANK;AKR1A1;UBTF;TIMELESS,7,87.5,0.3571,exp04_lung_reads-coregtor-default
8caf05bfe9db,ABCC1,PPARD;GATAD2A;OTUD4;MAFG;RBMS1;SOCS4;GLIS3,7,38.8889,0.1706,exp04_lung_reads-coregtor-default
e892a86d2665,ABCC10,SMUG1;ZNF341;ZNF691;ZNF594;JRK;ZNF70,6,66.6667,0.275,exp04_lung_reads-coregtor-default
35af576c061f,ABCC3,AKR1A1;IRF5;KDM2B,3,60.0,0.2586,exp04_lung_reads-coregtor-default
fa158b20b7b8,ABCC4,ESRP2;ESRP1;TFCP2L1;ZBTB42;IRX6,5,35.7143,0.2253,exp04_lung_reads-coregtor-default
