cluster_uid,target,sources,n_sources,method
1614e00eb647,ACTA2,ATF3;BHLHE40;EGR1;FOS;FOSB;JUN;KDM5D;NR1D1;NR4A1;NR4A2,10,exp03-coregnet
b73e05ed6e79,APOE,ATF3;EGR1;FOSB;KDM5D;NR4A1,5,exp03-coregnet
4d6f786d676b,CDKN1A,ARID5A;ATF3;BCL3;BHLHE40;CEBPD;EGR1;FOS;FOSB;FOSL2;FOXE1;JUNB;KDM5D;KLF6;MAFF;NFIL3;NR4A1,16,exp03-coregnet
20032b267704,CLU,ATF3;EGR1;FOSB;KDM5D;NR4A1;NR4A2,6,exp03-coregnet
b9ee55e9b781,CRYAB,ATF3;BHLHE40;DDIT3;EGR1;FOS;FOSB;JUN;JUNB;KDM5D;KLF6;MAFF;NR4A1;NR4A2,13,exp03-coregnet
2e978901229b,DUSP1,ATF3;BHLHE40;EGR1;FOS;FOSB;JUN;JUNB;JUND;KDM5D;KLF6;NR4A1;NR4A2,12,exp03-coregnet
b44167c36a0a,FN1,ATF3;BHLHE40;EGR1;FOS;FOSB;JUN;KDM5D;NR1D1;NR4A1;NR4A2,10,exp03-coregnet
8f2d5a878e75,GADD45B,ATF3;BCL6;BHLHE40;CEBPD;EGR1;FOS;FOSB;JUN;JUNB;KDM5D;MAFF;NR1D1;NR4A1,13,exp03-coregnet
4248c0e63f56,HBA2,ATF3;BHLHE40;EGR1;FOS;FOSB;JUN;KDM5D;NR1D1;NR4A1;NR4A2,10,exp03-coregnet
55df00bb1151,HBB,ATF3;BHLHE40;EGR1;FOS;FOSB;JUN;KDM5D;NR1D1;NR4A1;NR4A2,10,exp03-coregnet
a90420a42a78,HLA-DRB1,ARID5A;ATF3;BHLHE40;EGR1;FOS;FOSB;JUN;KDM5D;TFCP2L1,9,exp03-coregnet
605992f42f51,HSP90AA1,ATF3;BCL6;BHLHE40;DDIT3;EGR1;FOS;FOSB;HEYL;JUN;KDM5D;MAFF;NFIL3;NR4A1;NR4A2,14,exp03-coregnet
2365be3b92df,HSPA1A,ATF3;BHLHE40;EGR1;FOS;FOSB;JUN;KDM5D;NR4A1;NR4A2,9,exp03-coregnet
7191ee408e4c,MT1A,ATF3;BHLHE40;EGR1;FOS;FOSB;JUN;KDM5D;NR4A1;NR4A2,9,exp03-coregnet
d376b765401c,PDK4,ATF3;BHLHE40;EGR1;FOSB;KDM5D;NR4A1;NR4A2,7,exp03-coregnet
3eba274bfe83,PER1,ATF3;BHLHE40;CEBPD;DBP;EGR1;FOS;FOSB;JUND;KDM5D;KLF6;MAFF;NR1D1;NR4A1;NR4A2;TEF;TFCP2L1;ZBTB16,17,exp03-coregnet
a6a8d3405e00,SOCS3,ARID5A;ATF3;BCL3;BHLHE40;EGR1;FOS;FOSB;JUNB;KDM5D;NR4A1,10,exp03-coregnet
9737f2fd2fd4,SOD2,BCL3;BCL6;CEBPD;EGR1;FOS;FOSB;KDM5D;NR1D1;NR4A1;NR4A2,10,exp03-coregnet
c303078dd0d8,TAGLN,ARID5A;ATF3;BHLHE40;EGR1;FOS;FOSB;JUN;KDM5D;MAFF;NR1D1;NR4A1;NR4A2,12,exp03-coregnet
bc00d6ffe385,TIMP1,ATF3;BCL3;BHLHE40;FOSB;KDM5D;NR4A1;NR4A2,7,exp03-coregnet
30f89f98b0c1,TIMP3,EGR1;FOSB;HEYL;KDM5D;KLF4;NR4A1;NR4A2;TFCP2L1;ZBTB16,9,exp03-coregnet
224752d9a928,TKT,ATF3;BHLHE40;EGR1;FOS;FOSB;KDM5D;NR4A1;NR4A2,8,exp03-coregnet
0975317a1280,TNFSF10,ATF3;EGR1;FOS;FOSB;JUN;KDM5D;NR1D1;NR4A1,8,exp03-coregnet
a521f95cc7ed,VIM,ARID5A;ATF3;BHLHE40;EGR1;FOS;FOSB;HSF4;JUN;KDM5D;MAFF;NR1D1;NR4A1;NR4A2,13,exp03-coregnet
