cluster_uid,target,sources,n_sources,silhouette_score,note,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_f1,grn_collectri_jaccard
fc33f047e6c4,A1BG,GRHPR;KLF16;PSMA6,3,0.1954,exp01_amygdala-coregtor-r1,0.5,0.38889,0.5,7.82105,0.04534,12.44628,0.24174,0.65433,0.24145,,,,
fd9e437fe720,A1BG-AS1,ASH2L;HDAC8,2,0.1688,exp01_amygdala-coregtor-r1,0.5,0.5,0.5,37.37744,74.24724,7.6547,0.42183,1.22355,0.37186,,,,
b8bdc89c7eee,A2M,PLAG1;ZNF765,2,0.3062,exp01_amygdala-coregtor-r1,0.33333,0.25,0.33333,0.0,0.0,0.0,0.73461,1.85486,0.69728,,,,
6711d9fdba70,A2M-AS1,SETDB1;POLE3,2,0.2011,exp01_amygdala-coregtor-r1,0.5,0.5,0.5,15.66201,11.73778,2.86115,0.51685,1.87161,0.40764,,,,
24b10357f580,A2ML1,EZR;SALL2;ZHX3;MSI1;SALL3;TEAD1;PPARA;SREBF1;MSI2;PAX6;OTX1;RFX4;NFATC4;ZNF423;RFX2;ID4;ZNF467;NR2E1;HEYL;TGIF2,20,0.1657,exp01_amygdala-coregtor-r1,0.44035,0.45658,0.45351,2.3151,4.64494,2.57566,0.53712,1.60494,0.47221,,,,
375df176d142,A2MP1,SATB2;ZNF584,2,0.2947,exp01_amygdala-coregtor-r1,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.57308,1.49698,0.57556,,,,
e6f9178a6bfe,A4GALT,HES5;BCL3,2,0.2383,exp01_amygdala-coregtor-r1,0.5,0.5,0.5,2.18493,1.47445,1.97327,0.31324,1.26055,0.24935,,,,
f51a833cf4e0,AAAS,CXXC1;ATF6B;ZNF783;ZXDC;SETDB1;SNRNP70,6,0.1604,exp01_amygdala-coregtor-r1,0.33333,0.45556,0.45556,3.78363,4.30733,2.42588,0.4336,1.08863,0.41301,,,,
4dd913026df2,AACS,BRF2;HMGA1;GTF2F1,3,0.2507,exp01_amygdala-coregtor-r1,0.5,0.5,0.5,9.77063,17.17478,8.96198,0.50143,2.15823,0.35572,,,,
90d98894d2ba,AACSP1,HIC2;ZNF658B,2,0.1932,exp01_amygdala-coregtor-r1,0.0,0.0,0.0,0.0,0.0,0.0,0.7841,2.03599,0.75878,,,,
