cluster_uid,target,sources,n_sources,silhouette_score,note
fc33f047e6c4,A1BG,GRHPR;KLF16;PSMA6,3,0.1954,exp01_amygdala-coregtor-r1
fd9e437fe720,A1BG-AS1,ASH2L;HDAC8,2,0.1688,exp01_amygdala-coregtor-r1
b8bdc89c7eee,A2M,PLAG1;ZNF765,2,0.3062,exp01_amygdala-coregtor-r1
6711d9fdba70,A2M-AS1,SETDB1;POLE3,2,0.2011,exp01_amygdala-coregtor-r1
24b10357f580,A2ML1,EZR;SALL2;ZHX3;MSI1;SALL3;TEAD1;PPARA;SREBF1;MSI2;PAX6;OTX1;RFX4;NFATC4;ZNF423;RFX2;ID4;ZNF467;NR2E1;HEYL;TGIF2,20,0.1657,exp01_amygdala-coregtor-r1
375df176d142,A2MP1,SATB2;ZNF584,2,0.2947,exp01_amygdala-coregtor-r1
e6f9178a6bfe,A4GALT,HES5;BCL3,2,0.2383,exp01_amygdala-coregtor-r1
f51a833cf4e0,AAAS,CXXC1;ATF6B;ZNF783;ZXDC;SETDB1;SNRNP70,6,0.1604,exp01_amygdala-coregtor-r1
4dd913026df2,AACS,BRF2;HMGA1;GTF2F1,3,0.2507,exp01_amygdala-coregtor-r1
90d98894d2ba,AACSP1,HIC2;ZNF658B,2,0.1932,exp01_amygdala-coregtor-r1
1af953eae88a,AADAT,ZNF726;ZNF568,2,0.2295,exp01_amygdala-coregtor-r1
f43e8584ed4e,AAGAB,JAZF1;ZNF542P,2,0.2818,exp01_amygdala-coregtor-r1
f03e312768c6,AAK1,POLR3A;LARP1;HDAC8;RBBP5;GOT1;SPATS2;RBFOX2;FOXK2;ADARB1;UBE2K;ASH2L;NOC2L;DDX20;ZNF382;R3HDM2;CPEB1;TERF2;ZNF169;ZNF324;SMAP2;PRKAA2;PHTF1;ZNF195;UBE2V1;ZNF483;RUFY3;ZNF142;ZNF25;JAZF1;ZNF41;ZNF280B;HLF;ZXDB;MEF2C,34,0.1741,exp01_amygdala-coregtor-r1
a24d5389107f,AAMDC,RFC2;ZNF599,2,0.1959,exp01_amygdala-coregtor-r1
af962e8f664e,AAMP,WRNIP1;POLD2,2,0.2189,exp01_amygdala-coregtor-r1
6ffb1deaf03d,AANAT,HCLS1;TAL1;IRF5;ZFHX3;TFEC;RUNX2;BNC2;HOXC4;IKZF1;RUNX1,10,0.2416,exp01_amygdala-coregtor-r1
142a5af3efb2,AAR2,ZNF34;ZNF263,2,0.1525,exp01_amygdala-coregtor-r1
11e3821c60d1,AARD,ZNF569;KLF16,2,0.1627,exp01_amygdala-coregtor-r1
b5fdf6b51452,AARS1,ZNF398;ZBTB17,2,0.171,exp01_amygdala-coregtor-r1
a9badf87b7ef,AARS2,ZFP28;TEF,2,0.1615,exp01_amygdala-coregtor-r1
1ca93d9d9c13,AARSD1,TAF7;HDAC3;AKR1A1,3,0.2225,exp01_amygdala-coregtor-r1
a0e86f93b601,AARSD1P1,ZNF177;ZNF43;SOX4,3,0.3226,exp01_amygdala-coregtor-r1
f2e8dad77e96,AASDH,KDM5A;ZNF136,2,0.255,exp01_amygdala-coregtor-r1
a17f68d9983e,AASDHPPT,ATF2;RAB2A;ZNF483;ZXDB;ZNF280B;UBE2K;RUFY3;HSF2;NFYC;TBPL1;YWHAZ;RBBP5;CPEB1;HDX;ZFP82;TBL1XR1;MRPL1;ZNF667;HDAC8,19,0.3079,exp01_amygdala-coregtor-r1
c95655a06014,AASS,STAT2;NFE2L2;SOX9;SETDB1,4,0.1364,exp01_amygdala-coregtor-r1
9c53f81f8322,AATBC,ETV7;SIRT6,2,0.4788,exp01_amygdala-coregtor-r1
2d0408bc1943,AATF,HMG20B;RNF114;YBX1;SMARCA5;CRTC2;DPF2;HNRNPA1;VAMP3;CERS2;ATF7;SND1;RBM17;HTATIP2;MED30;CHD2;SPR;ASCC1,17,0.1082,exp01_amygdala-coregtor-r1
1b7fb5eb50c2,AATK,TFEB;MYRF;DMRT2;ZNF536;GTF3C5;CREB5;ZKSCAN1;ZBTB17,8,0.3697,exp01_amygdala-coregtor-r1
8ed960215671,ABAT,ZNF423;RBBP9,2,0.1687,exp01_amygdala-coregtor-r1
9a28eb6564c0,ABCA1,ZNF35;RFX4,2,0.2124,exp01_amygdala-coregtor-r1
967661a52d18,ABCA10,YOD1;ZNF248,2,0.2203,exp01_amygdala-coregtor-r1
eaba1e47f239,ABCA11P,LDB1;ZNF781,2,0.0616,exp01_amygdala-coregtor-r1
7d87f4f17906,ABCA12,ZNF776;ZNF620,2,0.2395,exp01_amygdala-coregtor-r1
8e140d401a36,ABCA13,TET1;ZFP69,2,0.2977,exp01_amygdala-coregtor-r1
6aadc764107c,ABCA17P,ZNF135;SMAD3,2,0.1556,exp01_amygdala-coregtor-r1
d89c6e695e10,ABCA2,ZNF594;HHEX;SOX10;ZNF333;LEF1;DUS3L;ELF2,7,0.2975,exp01_amygdala-coregtor-r1
196c833eeb57,ABCA3,FOXK2;E2F4;ZNF746;LDB1;PPP5C;AHDC1;PTCD1;NPDC1;E4F1;CTBP1;NOC2L;KDM4B;USF1;ZBTB22;ZGPAT;POLR3A;SND1;ZNF142;TFE3,19,0.1018,exp01_amygdala-coregtor-r1
5d3a80e138aa,ABCA4,ZNF606;POLR2A,2,0.2253,exp01_amygdala-coregtor-r1
da831250ae29,ABCA5,ZNF382;ZNF667;ZNF540;ZNF461;PHTF1;ZNF75A;ZNF251;POLR3A;GIT2,9,0.1642,exp01_amygdala-coregtor-r1
