"Regulator","Target"
"NFIL3","GADD45B"
"NFIL3","FN1"
"NFIL3","CDKN1A"
"BHLHE40","GADD45B"
"BHLHE40","FN1"
"BHLHE40","DUSP1"
"BHLHE40","SOCS3"
"BHLHE40","VEGFA"
"NFKB2","GADD45B"
"NFKB2","HLA-E"
"NFKB2","CDKN1A"
"NFKB2","SOD2"
"NFKB2","NFKBIA"
"NFKB2","SOCS3"
"NFKB2","VEGFA"
"MAFF","GADD45B"
"MAFF","DUSP1"
"MAFF","HLA-E"
"MAFF","CRYAB"
"MAFF","CDKN1A"
"MAFF","NFKBIA"
"MAFF","VEGFA"
"MAFF","TIMP3"
"RELB","GADD45B"
"RELB","FN1"
"RELB","PDLIM7"
"RELB","HLA-E"
"RELB","CDKN1A"
"RELB","SOD2"
"RELB","NFKBIA"
"RELB","SOCS3"
"RELB","MT1A"
"RELB","VEGFA"
"RELB","PDK4"
"JUNB","GADD45B"
"JUNB","DUSP1"
"JUNB","HLA-E"
"JUNB","CDKN1A"
"JUNB","SOD2"
"JUNB","NFKBIA"
"JUNB","SOCS3"
"IRF1","GADD45B"
"IRF1","FN1"
"IRF1","PDLIM7"
"IRF1","HLA-E"
"IRF1","CDKN1A"
"IRF1","HLA-DRB1"
"IRF1","SOD2"
"IRF1","NFKBIA"
"IRF1","HSPA1A"
"IRF1","SOCS3"
"IRF1","MT1A"
"IRF1","VEGFA"
"IRF1","TNFSF10"
"IRF1","HBB"
"IRF1","HBA2"
"IRF1","PDK4"
"IRF1","FASN"
"BCL3","GADD45B"
"BCL3","FN1"
"BCL3","PDLIM7"
"BCL3","HLA-E"
"BCL3","CDKN1A"
"BCL3","SOD2"
"BCL3","NFKBIA"
"BCL3","LDLR"
"BCL3","SOCS3"
"BCL3","MT1A"
"BCL3","VEGFA"
"BCL3","HBB"
"BCL3","HBA2"
"BCL3","PDK4"
"BCL3","FASN"
"ARID5A","GADD45B"
"ARID5A","HSP90AA1"
"ARID5A","FN1"
"ARID5A","CLU"
"ARID5A","DUSP1"
"ARID5A","PDLIM7"
"ARID5A","ACTA2"
"ARID5A","HLA-E"
"ARID5A","CRYAB"
"ARID5A","CDKN1A"
"ARID5A","HLA-DRB1"
"ARID5A","SOD2"
"ARID5A","NFKBIA"
"ARID5A","TIMP1"
"ARID5A","HSPA1A"
"ARID5A","TAGLN"
"ARID5A","SOCS3"
"ARID5A","MT1A"
"ARID5A","VEGFA"
"ARID5A","TIMP3"
"ARID5A","TNFSF10"
"ARID5A","SPARC"
"ARID5A","HBB"
"ARID5A","PER1"
"ARID5A","HBA2"
"ARID5A","PDK4"
"ARID5A","FASN"
"ATF3","GADD45B"
"ATF3","HSP90AA1"
"ATF3","FN1"
"ATF3","CLU"
"ATF3","DUSP1"
"ATF3","ACTA2"
