"Regulator","Target"
"DRAP1","ACTB"
"DRAP1","TXN"
"DRAP1","SUMO1"
"DRAP1","OGA"
"DRAP1","TKT"
"STUB1","ACTB"
"STUB1","TXN"
"STUB1","SUMO1"
"STUB1","OGA"
"HADHB","ACTB"
"HADHB","CLU"
"HADHB","TXN"
"HADHB","MAT2A"
"HADHB","VIM"
"HADHB","NDRG1"
"HADHB","SUMO1"
"HADHB","APOE"
"HADHB","OGA"
"HADHB","TKT"
"YWHAE","ACTB"
"YWHAE","TXN"
"YWHAE","APP"
"YWHAE","SUMO1"
"YWHAE","OGA"
"YWHAE","TKT"
"NPDC1","ACTB"
"NPDC1","TXN"
"NPDC1","APP"
"NPDC1","SUMO1"
"NPDC1","OGA"
"NPDC1","TKT"
"DEAF1","ACTB"
"DEAF1","TXN"
"DEAF1","APP"
"DEAF1","SUMO1"
"DEAF1","OGA"
"DEAF1","TKT"
"EWSR1","ACTB"
"EWSR1","TXN"
"EWSR1","MAT2A"
"EWSR1","APP"
"EWSR1","HSP90AA1"
"EWSR1","SUMO1"
"EWSR1","OGA"
"EWSR1","TKT"
"ATF4","ACTB"
"ATF4","CRYAB"
"ATF4","CLU"
"ATF4","TXN"
"ATF4","MAT2A"
"ATF4","HLA-E"
"ATF4","APP"
"ATF4","VIM"
"ATF4","NDRG1"
"ATF4","HSP90AA1"
"ATF4","SUMO1"
"ATF4","OGA"
"ATF4","TKT"
"JUNB","ACTB"
"JUNB","CRYAB"
"JUNB","CLU"
"JUNB","MAT2A"
"JUNB","HLA-E"
"JUNB","APP"
"JUNB","VIM"
"JUNB","NDRG1"
"JUNB","HSP90AA1"
"JUNB","APOE"
"JUNB","HSPA1A"
"JUNB","SPARC"
"JUNB","DUSP1"
"JUNB","OGA"
"JUNB","GADD45B"
"JUNB","TKT"
"EZR","ACTB"
"EZR","CLU"
"EZR","TXN"
"EZR","MAT2A"
"EZR","VIM"
"EZR","NDRG1"
"EZR","HSP90AA1"
"EZR","SUMO1"
"EZR","APOE"
"EZR","SPARC"
"EZR","OGA"
"EZR","TKT"
"JUND","ACTB"
"JUND","CRYAB"
"JUND","TXN"
"JUND","MAT2A"
"JUND","HLA-E"
"JUND","APP"
"JUND","VIM"
"JUND","NDRG1"
"JUND","HSP90AA1"
"JUND","SUMO1"
"JUND","OGA"
"JUND","TKT"
"SRP9","ACTB"
"SRP9","CLU"
"SRP9","TXN"
"SRP9","APP"
"SRP9","VIM"
"SRP9","SUMO1"
"SRP9","OGA"
"SRP9","TKT"
"SOX2","ACTB"
"SOX2","CLU"
"SOX2","TXN"
"SOX2","MAT2A"
"SOX2","APP"
"SOX2","VIM"
"SOX2","SUMO1"
"SOX2","APOE"
"SOX2","SPARC"
"SOX2","OGA"
"SOX2","TKT"
"RAB7A","ACTB"
"RAB7A","CLU"
"RAB7A","TXN"
"RAB7A","MAT2A"
"RAB7A","APP"
"RAB7A","VIM"
"RAB7A","HSP90AA1"
"RAB7A","SUMO1"
"RAB7A","OGA"
"RAB7A","TKT"
"PKM","ACTB"
"PKM","CLU"
"PKM","TXN"
"PKM","MAT2A"
"PKM","APP"
"PKM","VIM"
"PKM","HSP90AA1"
"PKM","SUMO1"
"PKM","OGA"
"PKM","TKT"
"ENO1","ACTB"
"ENO1","CLU"
"ENO1","TXN"
"ENO1","MAT2A"
"ENO1","APP"
"ENO1","VIM"
"ENO1","HSP90AA1"
"ENO1","SUMO1"
"ENO1","APOE"
"ENO1","OGA"
"ENO1","TKT"
"ARNT2","ACTB"
"ARNT2","TXN"
"ARNT2","MAT2A"
"ARNT2","APP"
"ARNT2","SUMO1"
"ARNT2","OGA"
"ARNT2","TKT"
"THRA","ACTB"
"THRA","TXN"
"THRA","MAT2A"
"THRA","STMN1"
"THRA","APP"
"THRA","VIM"
"THRA","SUMO1"
"THRA","OGA"
"THRA","TKT"
"UBB","ACTB"
"UBB","CLU"
"UBB","TXN"
"UBB","MAT2A"
"UBB","STMN1"
"UBB","APP"
"UBB","HSP90AA1"
"UBB","SUMO1"
"UBB","OGA"
"UBB","TKT"
"TPPP","ACTB"
"TPPP","TXN"
"TPPP","MAT2A"
"TPPP","STMN1"
"TPPP","APP"
"TPPP","NDRG1"
"TPPP","HSP90AA1"
"TPPP","SUMO1"
"TPPP","OGA"
"TPPP","TKT"
"JUN","ACTB"
"JUN","CRYAB"
"JUN","CLU"
"JUN","TXN"
"JUN","MAT2A"
"JUN","HLA-E"
"JUN","STMN1"
"JUN","APP"
"JUN","VIM"
"JUN","NDRG1"
"JUN","HSP90AA1"
"JUN","SUMO1"
"JUN","APOE"
"JUN","HSPA1A"
"JUN","SPARC"
"JUN","DUSP1"
"JUN","OGA"
"JUN","GADD45B"
"JUN","TKT"
"FOS","ACTB"
"FOS","CRYAB"
"FOS","CLU"
"FOS","TXN"
"FOS","MAT2A"
"FOS","HLA-DRB1"
"FOS","HLA-E"
"FOS","STMN1"
"FOS","APP"
"FOS","VIM"
"FOS","NDRG1"
"FOS","HSP90AA1"
"FOS","SUMO1"
"FOS","APOE"
"FOS","HSPA1A"
"FOS","SPARC"
"FOS","DUSP1"
"FOS","OGA"
"FOS","GADD45B"
"FOS","TKT"
"RAN","ACTB"
"RAN","CLU"
"RAN","TXN"
"RAN","MAT2A"
"RAN","STMN1"
"RAN","APP"
"RAN","VIM"
"RAN","HSP90AA1"
"RAN","SUMO1"
"RAN","OGA"
"RAN","TKT"
"PRDX5","ACTB"
"PRDX5","CLU"
"PRDX5","TXN"
"PRDX5","STMN1"
"PRDX5","APP"
"PRDX5","VIM"
"PRDX5","HSP90AA1"
