,cluster_uid,target,sources,n_sources,silhouette_score,note,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_jaccard
14,e75293078f99,HBB,USF2;EWSR1;NR1H2,3,0.0,exp03_blood-coregtor-r1,0.44444,0.5,0.44444,7.66081,6.52923,4.63324,0.51567,1.44901,0.42892,0.33333,0.01695,0.01639
15,086e22469a3d,HLA-DRB1,PHF1;RUNX3;SND1;ZBTB4;PML;NR4A1;GTF2F1;HSF1;HMGA1;JUND;SSRP1,11,0.5421,exp03_blood-coregtor-r1,0.52424,0.51515,0.53636,13.85327,13.47301,15.81261,0.48077,1.60373,0.38648,0.0,0.0,0.0
16,f59856363b65,HLA-E,PBX2;NFYC;STAT6;USF1;TFE3;TFEB;RXRB;IRF1,8,0.0,exp03_blood-coregtor-r1,0.50595,0.54762,0.50595,4.96305,14.81528,2.87817,0.6706,2.06605,0.6159,0.125,0.01923,0.01695
17,19c70780318b,HMOX1,HSF1;ARID3B;ATF3;SND1;ENO1;BHLHE40;HIF1A;FOS;NFIL3;MECP2;NCOR2;KLF4;JUN;MAFB;HMGA1;RLF;RELA;KLF10;ATF5;CXXC1;JUND;ATF4,22,0.4967,exp03_blood-coregtor-r1,0.56999,0.6176,0.57648,16.5455,26.9547,12.42429,0.52371,1.77816,0.43202,0.27273,0.09375,0.075
18,24dcb3f22734,HSP90AA1,GATA1;IRF3,2,0.3878,exp03_blood-coregtor-r1,0.5,0.5,0.5,3.45085,19.29102,3.16515,0.55324,2.02352,0.46091,0.0,0.0,0.0
19,60a5973063e2,HSPA1A,ATF3;IRF7;BHLHE40;STAT3;PML;DRAP1;MAFF;TBX21;IRF1;EWSR1;NR4A1;STAT2;SIRT6;MECP2;ATF4;NFE2L2;STAT1;JUN;TRIM28;ID2,20,0.0,exp03_blood-coregtor-r1,0.59386,0.67807,0.59649,16.90758,38.61586,12.83265,0.51737,1.84949,0.41081,0.05,0.04,0.02273
20,8f20d33f4465,MAPK14,MEF2A;STAT5B;ATF6,3,0.0,exp03_blood-coregtor-r1,0.5,0.5,0.5,1.70421,19.77549,1.33901,0.61391,2.02437,0.51474,0.33333,0.04,0.03704
21,4ce3acff0950,MAT2A,KLF13;VEZF1;ZXDC;FLI1;ZBTB18;CTNNB1;HBP1,7,0.0,exp03_blood-coregtor-r1,0.47619,0.40476,0.47619,4.21234,2.87631,2.98042,0.56658,1.56238,0.51853,0.0,0.0,0.0
22,22753b0c2cbb,MCL1,BACH1;ZBTB18;MEF2D;ZNF217;MNT;KLF7;ELF1;LRRFIP1;HBP1;SRF;EGR1;KLF10;KLF4;EP300;STAT3;VEZF1;CREB5;SKI;NCOA1;KLF16;MTF1;CTNNB1;FOXO3;NR1H2;FOSL2;KLF13;SF1;HLX;KMT2B;MAFB;ELF4;NCOA3;RARA;BCLAF1;SFPQ;KDM5A;PBX2;ARID3B;MAFF;ZXDC;ATF6B;KDM2A;SREBF2;LYL1;HIF1A;FLI1;SREBF1;NCOR2;KLF6;NFKB1;KLF3;NFYA,52,0.0,exp03_blood-coregtor-r1,0.52212,0.51936,0.52413,9.89773,13.55934,7.90037,0.54948,1.6784,0.48507,0.09615,0.13514,0.05952
23,58cec06bd511,NDRG1,HIF1A;RLF;RELA;BHLHE40;FOSL2;ARNT;ARID3B;PPARD;HDAC3;JUNB;MAFF,11,0.0,exp03_blood-coregtor-r1,0.56667,0.62727,0.56667,17.35017,26.40905,10.78073,0.54871,1.80865,0.47193,0.09091,0.05,0.03333
24,7eb61803bec9,NFKBIA,JDP2;STAT5B;KLF4;KLF7;CEBPD;MBD2;BACH1;ZBED1;MEF2A;KLF13;ETS2;ZXDC;HLX;ZNF746;HBP1,15,0.0,exp03_blood-coregtor-r1,0.47778,0.44921,0.4619,6.01386,6.04092,2.81423,0.60504,1.74001,0.55403,0.06667,0.02941,0.02083
25,4853b9f43024,NOTCH1,KDM2A;NCOA1;EP300;ELF4;KMT2B;ESRRA;STAT3;NFYA;LRRFIP1;RCOR1;BACH1;ZXDC,12,0.0,exp03_blood-coregtor-r1,0.55303,0.57323,0.57323,12.2182,19.14337,10.61166,0.46467,1.45464,0.40928,0.16667,0.0339,0.02899
26,f5067eaad802,OGA,KDM5A;MXD1;NFYA;KLF6;KDM2A,5,0.0,exp03_blood-coregtor-r1,0.55,0.55,0.55,6.525,11.47687,4.63618,0.59612,1.75482,0.54864,0.0,0.0,0.0
27,c40f4b11bfe2,PCNA,APEX1;TRIM28;DRAP1;SSRP1;XBP1;HMGA1;TCF3;HMGB1;CREB3;IRF7;MAZ;ENO1,12,0.0,exp03_blood-coregtor-r1,0.57323,0.55303,0.57576,16.64457,11.75548,17.6425,0.47792,1.74883,0.36678,0.16667,0.04255,0.03509
