cluster_uid,target,sources,n_sources,silhouette_score,note
cf5e4003f517,A2M,HLTF;ZFP41,2,0.2314,exp04_luad-coregtor-r1
b67beead95fe,A4GALT,TAGLN2;ZNF263,2,0.2987,exp04_luad-coregtor-r1
aabdadebb0c1,AAAS,SPATS2;DRAP1,2,0.2773,exp04_luad-coregtor-r1
ef443bbfbbda,AACS,C19orf25;PBX3,2,0.2935,exp04_luad-coregtor-r1
c80976364e3a,AADAC,BACH1;ZNF878,2,0.3126,exp04_luad-coregtor-r1
4346422110a9,AAGAB,RAD21;ZNF18,2,0.2028,exp04_luad-coregtor-r1
fe0d2b86db40,AAK1,ZNF426;SMAD4,2,0.327,exp04_luad-coregtor-r1
e3bef890ef48,AAMP,EXO5;HSPA5;SATB2,3,0.3751,exp04_luad-coregtor-r1
a083cf3e509d,AAR2,CARF;ERF,2,0.3333,exp04_luad-coregtor-r1
6de3864d5e70,AARS1,SATB2;MAF,2,0.1726,exp04_luad-coregtor-r1
e35f83fe74ff,AARS2,FOXP4;ZFP90,2,0.2708,exp04_luad-coregtor-r1
e75a9652f07c,AASDH,ZNF217;CPTP,2,0.2543,exp04_luad-coregtor-r1
6d6c3fc6ee11,AASDHPPT,ZNF630;ZNF443,2,0.3266,exp04_luad-coregtor-r1
e4629654edf5,AASS,ARNTL2;OTUD4,2,0.6564,exp04_luad-coregtor-r1
c0f56217f6bc,AATF,ZNF93;ZFP91,2,0.2817,exp04_luad-coregtor-r1
29f47e266a7a,AATK,ZSCAN29;PRKAA1,2,0.3219,exp04_luad-coregtor-r1
4890fa960d2d,ABAT,ZNF613;DIDO1,2,0.2432,exp04_luad-coregtor-r1
7a0f51744488,ABCA1,ZNF506;ZNF568,2,0.3892,exp04_luad-coregtor-r1
13f756ea8023,ABCA2,LARP1;ZFP92,2,0.381,exp04_luad-coregtor-r1
d5eac8563351,ABCA3,MAFB;EBF2;CEBPD,3,0.3079,exp04_luad-coregtor-r1
08fb1a58ba0f,ABCA5,MTF1;CKMT1B;ZNF30,3,0.3661,exp04_luad-coregtor-r1
b2b0d39dfe44,ABCA6,GLI2;GTF2I;ZNF677,3,0.312,exp04_luad-coregtor-r1
43b792b29834,ABCA7,PHTF1;ZBTB7A,2,0.2767,exp04_luad-coregtor-r1
15506b825628,ABCA8,PRKAA1;PRDM10,2,0.6456,exp04_luad-coregtor-r1
58a72f0c7a81,ABCA9,TFAM;HOXA5,2,0.3058,exp04_luad-coregtor-r1
8c7e54de7350,ABCB1,PRDM16;RARB,2,0.4283,exp04_luad-coregtor-r1
4d1ee9c11afc,ABCB10,VEZF1;ELK4,2,0.3495,exp04_luad-coregtor-r1
de729592783b,ABCB7,TIGD6;ZNF461,2,0.2755,exp04_luad-coregtor-r1
ee353638a8e1,ABCB8,FIZ1;ZBTB33,2,0.2957,exp04_luad-coregtor-r1
