cluster_uid,target,sources,n_sources,silhouette_score,note
c177c93c3c49,A1BG,NUCB1;GLI3;KCNIP1;SP100,4,0.4715,exp01_heart_left_ventricle-coregtor-r1
5efb1b37d695,A1BG-AS1,SF1;RBM17;THOC2,3,0.4304,exp01_heart_left_ventricle-coregtor-r1
dc33b202f91f,A2M,NCBP2;PDS5A;ZC3H7A,3,0.1472,exp01_heart_left_ventricle-coregtor-r1
070bcc1e796f,A2M-AS1,ZNF248;ZFP14;ZBTB25;ZNF630;ZNF280D;ZNF211;ZNF875;ZNF404;ZFP2;ZNF506;ZNF84;ZNF493;ZNF546;ZNF721;ZBTB26,15,0.2025,exp01_heart_left_ventricle-coregtor-r1
7370ba92a75a,A2ML1,AGAP2;PITX1;HESX1;GRHL3;EHF;ESRP2;GLYCTK;CERS3;ZSCAN2;SMAD6;ZNF266;SALL1;SP110;PRDM5,14,0.2623,exp01_heart_left_ventricle-coregtor-r1
313976469e88,A4GALT,PPARD;E2F4;CREB3;TEAD3;DAZAP1;SRF;RBM42;HNRNPA0;MAGOH;PDCD11;HMGXB3;ZNF787;ZGPAT;ZNF48;NR1H2;STK40;ZNF513;ENO1;GAR1,19,0.2018,exp01_heart_left_ventricle-coregtor-r1
420ed282cbe5,AAAS,LAS1L;RXRA;DMAP1;ZNF875;SNRNP70;ZNF76;RXRB;TFDP2;HIRIP3;CBFA2T2;BRCA1;ZNF226;ZNF780B;ZNF256;ZNF248;ZNF605;ZNF438,17,0.1902,exp01_heart_left_ventricle-coregtor-r1
30b8e0883c57,AACS,NUP133;PARP1,2,0.1481,exp01_heart_left_ventricle-coregtor-r1
4e785ff5d41e,AADAT,ZNF610;RUNX2;ID4;ZNF30,4,0.2336,exp01_heart_left_ventricle-coregtor-r1
b84fc279b2ad,AAGAB,RBM8A;NCBP2;ABCF2;ILF2;RAN;PSMD12;ZBTB42;PHTF1;TERF2;UGP2;POLE3;PDCD11;P4HB,13,0.3872,exp01_heart_left_ventricle-coregtor-r1
333d6496e942,AAK1,TEAD1;CERS6;MEF2A;ZNF407;CUX1;LARP1;ZNF770;ZBTB44;NCOA2;PPARA;MSI2;NUP133;SMARCA5;ZBTB43;MTHFD1;VEZF1;PRKAA2;STAU2;EZR;ZBTB38,20,0.2594,exp01_heart_left_ventricle-coregtor-r1
98309474a25f,AAMDC,NNT;SOD1;SPAG7;SNAPC5;GOT1;PRDX5;MRPL1;UQCRB;YBX1;SMPX;GRHPR;PDLIM5;ZNF32;SUCLG1;MRPL2;PRNP;HADHB;GATA4;TFDP2;HLTF;STAU2;ETFB,22,0.4675,exp01_heart_left_ventricle-coregtor-r1
4130f7d2004b,AAMP,HNRNPUL1;NOC2L;EWSR1;ZMAT2;TERF2;SND1;PPP5C;GTF2F1;VAMP3;MEF2D;USP39;ILF2;APEX1;NONO;KAT7;ZNF592;RAB7A;NFX1;POLR3A;ZNF687,20,0.5129,exp01_heart_left_ventricle-coregtor-r1
62eeb3041d30,AANAT,IRF9;ZKSCAN8,2,0.4415,exp01_heart_left_ventricle-coregtor-r1
