"Regulator","Target"
"RARA","NFKBIA"
"RARA","ACTB"
"RARA","NDRG1"
"RARA","MAT2A"
"RARA","OGA"
"RARA","SQSTM1"
"RARA","MCL1"
"RARA","GADD45B"
"RARA","HLA-E"
"RARA","RHOA"
"MEF2D","NFKBIA"
"MEF2D","VIM"
"MEF2D","PER1"
"MEF2D","ACTB"
"MEF2D","NDRG1"
"MEF2D","MAT2A"
"MEF2D","OGA"
"MEF2D","SQSTM1"
"MEF2D","CDK4"
"MEF2D","RHOA"
"MEF2D","PDLIM7"
"MEF2D","SPARC"
"KLF9","NFKBIA"
"KLF9","PER1"
"KLF9","TIMP3"
"KLF9","ACTA2"
"KLF9","PDK4"
"KLF9","TAGLN"
"SRF","NFKBIA"
"SRF","ACTB"
"SRF","MAT2A"
"SRF","GSTP1"
"SRF","OGA"
"SRF","SQSTM1"
"SRF","CDK4"
"SRF","RHOA"
"SRF","PDLIM7"
"SRF","SPARC"
"RELA","NFKBIA"
"RELA","VIM"
"RELA","PER1"
"RELA","ACTB"
"RELA","TIMP3"
"RELA","NDRG1"
"RELA","MAT2A"
"RELA","GSTP1"
"RELA","OGA"
"RELA","SQSTM1"
"RELA","MCL1"
"RELA","CLU"
"RELA","CDK4"
"RELA","HLA-DRB1"
"RELA","HSP90AA1"
"RELA","HLA-E"
"RELA","RHOA"
"RELA","APP"
"RELA","SUMO1"
"RELA","PDLIM7"
"RELA","SPARC"
"NFKB2","NFKBIA"
"NFKB2","VIM"
"NFKB2","PER1"
"NFKB2","ACTB"
"NFKB2","TKT"
"NFKB2","TIMP3"
"NFKB2","TNFSF10"
"NFKB2","SOCS3"
"NFKB2","NDRG1"
"NFKB2","MAT2A"
"NFKB2","GSTP1"
"NFKB2","FN1"
"NFKB2","OGA"
"NFKB2","TGFB1"
"NFKB2","SQSTM1"
"NFKB2","MCL1"
"NFKB2","CLU"
"NFKB2","GADD45B"
"NFKB2","CD14"
"NFKB2","CDK4"
"NFKB2","TNFRSF10B"
"NFKB2","HLA-DRB1"
"NFKB2","TAGLN"
"NFKB2","HSP90AA1"
"NFKB2","ERBB2"
"NFKB2","HLA-E"
"NFKB2","CDKN1A"
"NFKB2","TIMP1"
"NFKB2","RHOA"
"NFKB2","APP"
"NFKB2","TGFBR2"
"NFKB2","SUMO1"
"NFKB2","PDLIM7"
"NFKB2","SPARC"
"NFKB1","NFKBIA"
"NFKB1","VIM"
"NFKB1","PER1"
"NFKB1","ACTB"
"NFKB1","TKT"
"NFKB1","TIMP3"
"NFKB1","TNFSF10"
"NFKB1","PCNA"
"NFKB1","NDRG1"
"NFKB1","MAT2A"
"NFKB1","ACTA2"
"NFKB1","GSTP1"
"NFKB1","FN1"
"NFKB1","OGA"
"NFKB1","TGFB1"
"NFKB1","SQSTM1"
"NFKB1","MCL1"
"NFKB1","CLU"
"NFKB1","CD14"
"NFKB1","CDK4"
"NFKB1","HLA-DRB1"
"NFKB1","TAGLN"
"NFKB1","HSP90AA1"
"NFKB1","ERBB2"
"NFKB1","HLA-E"
"NFKB1","TIMP1"
"NFKB1","RHOA"
"NFKB1","APP"
"NFKB1","TGFBR2"
"NFKB1","SUMO1"
"NFKB1","PDLIM7"
"NFKB1","SPARC"
"BCL6","NFKBIA"
"BCL6","VIM"
"BCL6","PER1"
"BCL6","ACTB"
"BCL6","TKT"
"BCL6","TIMP3"
"BCL6","TNFSF10"
"BCL6","SOCS3"
"BCL6","NDRG1"
"BCL6","MAT2A"
"BCL6","ACTA2"
"BCL6","HMOX1"
"BCL6","GSTP1"
"BCL6","FN1"
"BCL6","CDKN1C"
"BCL6","VEGFA"
"BCL6","OGA"
"BCL6","PDK4"
"BCL6","TGFB1"
"BCL6","SQSTM1"
"BCL6","MCL1"
"BCL6","CLU"
"BCL6","GADD45B"
"BCL6","CD14"
"BCL6","TNFRSF10B"
"BCL6","HLA-DRB1"
"BCL6","TAGLN"
"BCL6","HSP90AA1"
"BCL6","CRYAB"
"BCL6","HLA-E"
"BCL6","CDKN1A"
"BCL6","TIMP1"
"BCL6","RHOA"
"BCL6","APP"
"BCL6","TGFBR2"
"BCL6","SOD2"
"BCL6","PDLIM7"
"BCL6","SPARC"
"IRF9","NFKBIA"
"IRF9","TNFSF10"
"IRF9","SOCS3"
"IRF9","NDRG1"
"IRF9","TGFB1"
"IRF9","CD14"
"IRF9","TNFRSF10B"
"IRF9","HLA-DRB1"
"CEBPD","NFKBIA"
"CEBPD","PER1"
"CEBPD","TKT"
"CEBPD","TIMP3"
"CEBPD","SOCS3"
"CEBPD","ACTA2"
"CEBPD","FN1"
"CEBPD","CDKN1C"
"CEBPD","PDK4"
"CEBPD","TGFB1"
"CEBPD","MCL1"
"CEBPD","CLU"
"CEBPD","GADD45B"
"CEBPD","CD14"
"CEBPD","TNFRSF10B"
"CEBPD","HLA-DRB1"
"CEBPD","TAGLN"
"CEBPD","CRYAB"
"CEBPD","HLA-E"
"CEBPD","CDKN1A"
"CEBPD","TIMP1"
"CEBPD","SOD2"
"CEBPD","SUMO1"
"FOSL2","NFKBIA"
"FOSL2","PER1"
"FOSL2","TNFSF10"
"FOSL2","SOCS3"
"FOSL2","NDRG1"
"FOSL2","SQSTM1"
"FOSL2","MCL1"
"FOSL2","GADD45B"
"FOSL2","HLA-E"
"FOSL2","CDKN1A"
"FOSL2","TGFBR2"
"FOSL2","SOD2"
"FOSL2","SUMO1"
"CEBPB","NFKBIA"
"CEBPB","PER1"
"CEBPB","ACTB"
"CEBPB","TKT"
"CEBPB","TIMP3"
"CEBPB","SOCS3"
"CEBPB","NDRG1"
"CEBPB","MAT2A"
"CEBPB","ACTA2"
"CEBPB","FN1"
"CEBPB","CDKN1C"
"CEBPB","VEGFA"
"CEBPB","PDK4"
"CEBPB","TGFB1"
"CEBPB","SQSTM1"
"CEBPB","MCL1"
"CEBPB","CLU"
"CEBPB","GADD45B"
"CEBPB","CD14"
"CEBPB","HLA-DRB1"
"CEBPB","TAGLN"
"CEBPB","CRYAB"
"CEBPB","HLA-E"
"CEBPB","CDKN1A"
"CEBPB","TIMP1"
"CEBPB","SOD2"
"CEBPB","PDLIM7"
"RELB","NFKBIA"
"RELB","PER1"
"RELB","TKT"
"RELB","TIMP3"
"RELB","TNFSF10"
"RELB","SOCS3"
"RELB","NDRG1"
"RELB","MAT2A"
"RELB","HMOX1"
"RELB","FN1"
"RELB","VEGFA"
"RELB","TGFB1"
"RELB","SQSTM1"
"RELB","MCL1"
"RELB","CLU"
"RELB","GADD45B"
"RELB","CD14"
"RELB","TNFRSF10B"
"RELB","HLA-DRB1"
"RELB","HSP90AA1"
"RELB","CRYAB"
"RELB","HLA-E"
"RELB","CDKN1A"
"RELB","TIMP1"
"RELB","RHOA"
"RELB","APP"
"RELB","SOD2"
"ELF3","NFKBIA"
"ELF3","PER1"
"ELF3","ACTB"
"ELF3","TKT"
"ELF3","TNFSF10"
"ELF3","SOCS3"
"ELF3","NDRG1"
"ELF3","MAT2A"
"ELF3","GSTP1"
"ELF3","OGA"
"ELF3","TGFB1"
"ELF3","SQSTM1"
"ELF3","MCL1"
"ELF3","CLU"
"ELF3","CD14"
"ELF3","TNFRSF10B"
"ELF3","HLA-DRB1"
"ELF3","TAGLN"
"ELF3","ERBB2"
"ELF3","HLA-E"
"ELF3","RHOA"
"ELF3","APP"
"ELF3","TGFBR2"
"ARID5A","NFKBIA"
"ARID5A","PER1"
"ARID5A","TKT"
"ARID5A","TIMP3"
"ARID5A","SOCS3"
"ARID5A","NDRG1"
"ARID5A","MAT2A"
"ARID5A","ACTA2"
"ARID5A","GSTP1"
"ARID5A","FN1"
"ARID5A","TGFB1"
"ARID5A","SQSTM1"
"ARID5A","MCL1"
"ARID5A","CLU"
"ARID5A","GADD45B"
"ARID5A","CD14"
"ARID5A","CDK4"
"ARID5A","TNFRSF10B"
"ARID5A","HLA-DRB1"
"ARID5A","TAGLN"
"ARID5A","HSP90AA1"
"ARID5A","HLA-E"
"ARID5A","TIMP1"
"ARID5A","RHOA"
"ARID5A","PDLIM7"
"ARID5A","SPARC"
"STAT3","NFKBIA"
"STAT3","VIM"
"STAT3","PER1"
"STAT3","ACTB"
"STAT3","TKT"
"STAT3","TIMP3"
"STAT3","TNFSF10"
"STAT3","SOCS3"
"STAT3","NDRG1"
"STAT3","MAT2A"
"STAT3","ACTA2"
"STAT3","GSTP1"
"STAT3","FN1"
"STAT3","VEGFA"
"STAT3","OGA"
"STAT3","PDK4"
"STAT3","TGFB1"
"STAT3","SQSTM1"
"STAT3","MCL1"
"STAT3","CLU"
"STAT3","GADD45B"
"STAT3","CD14"
"STAT3","CDK4"
"STAT3","TNFRSF10B"
"STAT3","HLA-DRB1"
"STAT3","TAGLN"
"STAT3","HSP90AA1"
"STAT3","ERBB2"
"STAT3","HLA-E"
"STAT3","CDKN1A"
"STAT3","TIMP1"
"STAT3","RHOA"
"STAT3","APP"
"STAT3","TGFBR2"
"STAT3","PDLIM7"
"STAT3","SPARC"
"NFATC4","NFKBIA"
"NFATC4","VIM"
"NFATC4","PER1"
"NFATC4","ACTB"
"NFATC4","TIMP3"
"NFATC4","TNFSF10"
"NFATC4","PCNA"
"NFATC4","NDRG1"
"NFATC4","MAT2A"
"NFATC4","ACTA2"
"NFATC4","GSTP1"
"NFATC4","FN1"
"NFATC4","OGA"
"NFATC4","TGFB1"
"NFATC4","SQSTM1"
"NFATC4","CLU"
"NFATC4","CD14"
"NFATC4","CDK4"
"NFATC4","HLA-DRB1"
"NFATC4","TAGLN"
"NFATC4","ERBB2"
"NFATC4","TIMP1"
"NFATC4","RHOA"
"NFATC4","ID3"
"NFATC4","APP"
"NFATC4","TGFBR2"
"NFATC4","SUMO1"
"NFATC4","PDLIM7"
