"Regulator","Target"
"KLF9","PER1"
"KLF9","TIMP3"
"KLF9","HLA-E"
"KLF9","TAGLN"
"KLF9","NFKBIA"
"KLF9","MCL1"
"KLF9","PDK4"
"ERF","PER1"
"ERF","ACTB"
"ERF","TIMP3"
"ERF","HLA-E"
"ERF","FASN"
"ERF","NFKBIA"
"ERF","MCL1"
"ERF","MAT2A"
"ARID5A","PER1"
"ARID5A","TIMP3"
"ARID5A","CD14"
"ARID5A","GADD45B"
"ARID5A","TIMP1"
"ARID5A","HLA-E"
"ARID5A","TAGLN"
"ARID5A","NFKBIA"
"ARID5A","SOD2"
"ARID5A","SOCS3"
"ARID5A","MCL1"
"ARID5A","VIM"
"ARID5A","ID3"
"ARID5A","VEGFA"
"ARID5A","CDKN1A"
"ARID5A","PDK4"
"BHLHE40","PER1"
"BHLHE40","CLU"
"BHLHE40","TIMP3"
"BHLHE40","TIMP1"
"BHLHE40","HLA-E"
"BHLHE40","APOE"
"BHLHE40","NFKBIA"
"BHLHE40","MCL1"
"BHLHE40","ID3"
"BHLHE40","VEGFA"
"BHLHE40","CDKN1A"
"JUND","PER1"
"JUND","CLU"
"JUND","ACTB"
"JUND","CCND3"
"JUND","TIMP3"
"JUND","HSP90AA1"
"JUND","APOE"
"JUND","FASN"
"JUND","MCL1"
"JUND","TXN"
"JUND","MAT2A"
"CEBPB","PER1"
"CEBPB","CLU"
"CEBPB","CD14"
"CEBPB","GADD45B"
"CEBPB","TIMP1"
"CEBPB","HLA-E"
"CEBPB","APOE"
"CEBPB","NFKBIA"
"CEBPB","HLA-DRB1"
"CEBPB","SOD2"
"CEBPB","MCL1"
"CEBPB","CDKN1A"
"CEBPB","PDK4"
"CEBPD","PER1"
"CEBPD","HBB"
"CEBPD","CRYAB"
"CEBPD","CD14"
"CEBPD","GADD45B"
"CEBPD","TIMP1"
"CEBPD","HLA-E"
"CEBPD","TAGLN"
"CEBPD","APOE"
"CEBPD","DUSP1"
"CEBPD","NFKBIA"
"CEBPD","HLA-DRB1"
"CEBPD","HBA2"
"CEBPD","SOD2"
"CEBPD","SOCS3"
"CEBPD","MCL1"
"CEBPD","VIM"
"CEBPD","ID3"
"CEBPD","VEGFA"
"CEBPD","CSF1R"
"CEBPD","CDKN1A"
"CEBPD","PDK4"
"MAFF","PER1"
"MAFF","CRYAB"
"MAFF","CD14"
"MAFF","GADD45B"
"MAFF","TIMP1"
"MAFF","HLA-E"
"MAFF","TAGLN"
"MAFF","APOE"
"MAFF","DUSP1"
"MAFF","NFKBIA"
"MAFF","HLA-DRB1"
"MAFF","SOD2"
"MAFF","SOCS3"
"MAFF","MCL1"
"MAFF","VIM"
"MAFF","ID3"
"MAFF","SPARC"
"MAFF","VEGFA"
"MAFF","CDKN1A"
"MAFF","PDK4"
"MAFF","HSPA1A"
"JUNB","PER1"
"JUNB","GADD45B"
"JUNB","TIMP1"
"JUNB","HLA-E"
"JUNB","APOE"
"JUNB","DUSP1"
"JUNB","NFKBIA"
"JUNB","HLA-DRB1"
"JUNB","SOCS3"
"JUNB","MCL1"
"JUNB","VIM"
"JUNB","ID3"
"JUNB","VEGFA"
"JUNB","CDKN1A"
"JUNB","HSPA1A"
"HIF1A","PER1"
"HIF1A","CLU"
"HIF1A","ACTB"
"HIF1A","CCND3"
"HIF1A","TIMP3"
"HIF1A","HSPA4"
"HIF1A","HSP90AA1"
"HIF1A","SQSTM1"
"HIF1A","HLA-E"
"HIF1A","NFKBIA"
"HIF1A","BMI1"
"HIF1A","SOD2"
"HIF1A","MCL1"
"HIF1A","SPARC"
"HIF1A","VEGFA"
"HIF1A","MAT2A"
"HIF1A","PDK4"
"DDIT3","PER1"
"DDIT3","CLU"
"DDIT3","ACTB"
"DDIT3","CCND3"
"DDIT3","TIMP3"
"DDIT3","HSP90AA1"
"DDIT3","TIMP1"
"DDIT3","SQSTM1"
"DDIT3","HLA-E"
"DDIT3","APOE"
"DDIT3","TKT"
"DDIT3","FASN"
"DDIT3","NFKBIA"
"DDIT3","GSTP1"
"DDIT3","SOD2"
"DDIT3","MCL1"
"DDIT3","TXN"
"DDIT3","VEGFA"
"DDIT3","MAT2A"
"JUN","PER1"
"JUN","CRYAB"
"JUN","GADD45B"
"JUN","TIMP1"
"JUN","HLA-E"
"JUN","APOE"
"JUN","DUSP1"
"JUN","NFKBIA"
"JUN","HLA-DRB1"
"JUN","SOD2"
"JUN","MCL1"
"JUN","VIM"
"JUN","ID3"
"JUN","VEGFA"
"JUN","CDKN1A"
"JUN","HSPA1A"
"FOSL2","PER1"
"FOSL2","CLU"
"FOSL2","TIMP3"
"FOSL2","CRYAB"
"FOSL2","CD14"
"FOSL2","GADD45B"
"FOSL2","TIMP1"
"FOSL2","HLA-E"
"FOSL2","TAGLN"
"FOSL2","DUSP1"
"FOSL2","NFKBIA"
"FOSL2","HLA-DRB1"
"FOSL2","SOD2"
"FOSL2","SOCS3"
"FOSL2","MCL1"
"FOSL2","VIM"
"FOSL2","ID3"
"FOSL2","VEGFA"
"FOSL2","CSF1R"
"FOSL2","CDKN1A"
"FOSL2","PDK4"
"FOSL2","HSPA1A"
"NR1D1","PER1"
"NR1D1","CLU"
"NR1D1","APOE"
"NR1D1","NFKBIA"
"NR1D1","SPARC"
"SOX9","PER1"
"SOX9","CLU"
"SOX9","APOE"
"SOX9","VIM"
"SOX9","SPARC"
"SOX9","PDK4"
"NFIL3","PER1"
"NFIL3","CLU"
"NFIL3","ACTB"
"NFIL3","TIMP3"
"NFIL3","CD14"
"NFIL3","HSP90AA1"
"NFIL3","GADD45B"
"NFIL3","TIMP1"
"NFIL3","HLA-E"
"NFIL3","TAGLN"
"NFIL3","APOE"
"NFIL3","NFKBIA"
"NFIL3","HLA-DRB1"
"NFIL3","SOD2"
"NFIL3","SOCS3"
"NFIL3","MCL1"
"NFIL3","VIM"
"NFIL3","ID3"
"NFIL3","SPARC"
"NFIL3","VEGFA"
"NFIL3","CSF1R"
"NFIL3","CDKN1A"
"NFIL3","PDK4"
"BCL6","PER1"
"BCL6","CLU"
"BCL6","CD14"
"BCL6","GADD45B"
"BCL6","TIMP1"
"BCL6","HLA-E"
"BCL6","APOE"
"BCL6","NFKBIA"
"BCL6","HLA-DRB1"
"BCL6","SOD2"
"BCL6","SOCS3"
"BCL6","MCL1"
"BCL6","VIM"
"BCL6","ID3"
"BCL6","SPARC"
"BCL6","VEGFA"
"BCL6","CSF1R"
"BCL6","CDKN1A"
"BCL6","PDK4"
"XBP1","PER1"
"XBP1","ACTB"
"XBP1","TIMP3"
"XBP1","CD14"
"XBP1","HSPA4"
"XBP1","HSP90AA1"
"XBP1","GADD45B"
"XBP1","TIMP1"
"XBP1","SQSTM1"
"XBP1","HLA-E"
"XBP1","NFKBIA"
"XBP1","HLA-DRB1"
"XBP1","SOD2"
"XBP1","MCL1"
"XBP1","VIM"
"XBP1","VEGFA"
"XBP1","CSF1R"
"XBP1","CDKN1A"
"XBP1","PDK4"
"HMGA1","PER1"
"HMGA1","CLU"
"HMGA1","ACTB"
"HMGA1","APP"
"HMGA1","SUMO1"
"HMGA1","TIMP3"
"HMGA1","CD14"
"HMGA1","PKD1"
"HMGA1","HSPA4"
"HMGA1","HSP90AA1"
"HMGA1","TIMP1"
"HMGA1","SQSTM1"
"HMGA1","HLA-E"
"HMGA1","TAGLN"
"HMGA1","APOE"
"HMGA1","TKT"
"HMGA1","FASN"
"HMGA1","BCL2L1"
"HMGA1","HLA-DRB1"
"HMGA1","SOD2"
"HMGA1","SPARC"
"HMGA1","TXN"
"HMGA1","VEGFA"
"HMGA1","MAT2A"
"STAT5B","PER1"
"STAT5B","CLU"
"STAT5B","ACTB"
"STAT5B","PRKACA"
"STAT5B","APP"
"STAT5B","CCND3"
"STAT5B","SUMO1"
"STAT5B","TIMP3"
"STAT5B","PKD1"
"STAT5B","HSPA4"
"STAT5B","HSP90AA1"
"STAT5B","PCNA"
"STAT5B","SQSTM1"
"STAT5B","TKT"
"STAT5B","FASN"
"STAT5B","BCL2L1"
"STAT5B","GSTP1"
"STAT5B","HLA-DRB1"
"STAT5B","BMI1"
"STAT5B","STMN1"
"STAT5B","MCL1"
"STAT5B","SPARC"
"STAT5B","TXN"
"STAT5B","VEGFA"
"STAT5B","MAT2A"
"STAT5B","CSF1R"
"STAT5B","OGA"
