"Regulator","Target"
"FOXO3","OGA"
"FOXO3","DUSP1"
"FOXO3","TIMP3"
"FOXO3","BCL2L1"
"FOXO3","PER1"
"FOXO3","SQSTM1"
"FOXO3","PDK4"
"FOXO3","MCL1"
"FOXO3","FASN"
"FOXO3","PIK3R1"
"FOXO3","CDKN1A"
"FOXO3","NFKBIA"
"KLF15","OGA"
"KLF15","DUSP1"
"KLF15","TIMP3"
"KLF15","PER1"
"KLF15","SQSTM1"
"KLF15","PDK4"
"KLF15","MCL1"
"KLF15","NFKBIA"
"CBFB","OGA"
"CBFB","TIMP3"
"CBFB","BCL2L1"
"CBFB","PER1"
"CBFB","SQSTM1"
"CBFB","ID3"
"CBFB","SOD2"
"CBFB","MCL1"
"CBFB","FASN"
"CBFB","PIK3R1"
"CBFB","CDKN1A"
"CBFB","NFKBIA"
"XBP1","OGA"
"XBP1","DUSP1"
"XBP1","TIMP3"
"XBP1","TIMP1"
"XBP1","BCL2L1"
"XBP1","MT1A"
"XBP1","GADD45B"
"XBP1","PER1"
"XBP1","HMOX1"
"XBP1","SQSTM1"
"XBP1","ID3"
"XBP1","SOD2"
"XBP1","PDK4"
"XBP1","MCL1"
"XBP1","FASN"
"XBP1","PIK3R1"
"XBP1","CDKN1A"
"XBP1","NFKBIA"
"XBP1","MAT2A"
"BCL6","OGA"
"BCL6","BCL2L1"
"BCL6","MT1A"
"BCL6","HSP90AA1"
"BCL6","PER1"
"BCL6","ID3"
"BCL6","SOD2"
"BCL6","PDK4"
"BCL6","MCL1"
"BCL6","FASN"
"BCL6","PIK3R1"
"BCL6","CDKN1A"
"BCL6","NFKBIA"
"FOSL2","OGA"
"FOSL2","DUSP1"
"FOSL2","TIMP3"
"FOSL2","BCL2L1"
"FOSL2","MT1A"
"FOSL2","GADD45B"
"FOSL2","PER1"
"FOSL2","CDKN1C"
"FOSL2","SQSTM1"
"FOSL2","ID3"
"FOSL2","SOD2"
"FOSL2","PDK4"
"FOSL2","MCL1"
"FOSL2","FASN"
"FOSL2","PIK3R1"
"FOSL2","VEGFA"
"FOSL2","CDKN1A"
"FOSL2","NFKBIA"
"FOSL2","MAT2A"
"NFIL3","OGA"
"NFIL3","DUSP1"
"NFIL3","TIMP3"
"NFIL3","BCL2L1"
"NFIL3","MT1A"
"NFIL3","APP"
"NFIL3","GADD45B"
"NFIL3","PER1"
"NFIL3","CDKN1C"
"NFIL3","SQSTM1"
"NFIL3","ID3"
"NFIL3","SOD2"
"NFIL3","PDK4"
"NFIL3","MCL1"
"NFIL3","FASN"
"NFIL3","VEGFA"
"NFIL3","CDKN1A"
"NFIL3","NFKBIA"
"NFIL3","MAT2A"
"KLF4","DUSP1"
"KLF4","TIMP3"
"KLF4","APP"
"KLF4","ID3"
"ATOH8","DUSP1"
"ATOH8","TIMP3"
"ATOH8","BCL2L1"
"ATOH8","MT1A"
"ATOH8","GADD45B"
"ATOH8","PER1"
"ATOH8","CDKN1C"
"ATOH8","ID3"
"ATOH8","SOD2"
"ATOH8","PDK4"
"ATOH8","FASN"
"ATOH8","PIK3R1"
"ATOH8","VEGFA"
"ATOH8","CDKN1A"
"ATOH8","NFKBIA"
"ATOH8","MAT2A"
"NR4A3","DUSP1"
"NR4A3","MT1A"
"NR4A3","HBB"
"NR4A3","CRYAB"
"NR4A3","APP"
"NR4A3","HSP90AA1"
"NR4A3","GADD45B"
"NR4A3","HSPA1A"
"NR4A3","CLU"
"NR4A3","CDKN1C"
"NR4A3","TAGLN"
"NR4A3","VIM"
"NR4A3","SPARC"
"NR4A3","FN1"
"NR4A3","ACTA2"
"NR4A3","VEGFA"
"NR4A3","MAT2A"
"NR4A3","OGA"
"NR4A3","BCL2L1"
"NR4A3","HMOX1"
"NR4A3","SQSTM1"
"NR4A3","ID3"
"NR4A3","SOD2"
"NR4A3","MCL1"
"NR4A3","FASN"
"NR4A3","PIK3R1"
"NR4A3","CDKN1A"
"NR4A3","NFKBIA"
"ID1","TIMP3"
"ID1","ID3"
"TP63","TIMP3"
"TP63","SQSTM1"
"TP63","VIM"
"KLF9","TIMP3"
"KLF9","BCL2L1"
"KLF9","PER1"
"KLF9","MCL1"
"KLF9","NFKBIA"
"HES6","TIMP3"
"HES6","MT1A"
"HES6","HSP90AA1"
"HES6","CDKN1C"
"HES6","ID3"
"HES6","SOD2"
"HES6","PDK4"
"HES6","PIK3R1"
"HES6","CDKN1A"
"HES6","MAT2A"
"HES6","HLA-DRB1"
"HES6","HBB"
"HES6","CRYAB"
"HES6","HSPA1A"
"HES6","CLU"
"HES6","TAGLN"
"HES6","VIM"
"HES6","FN1"
"HES6","ACTA2"
"MYOG","TIMP1"
"MYOG","CRYAB"
"MYOG","APP"
"MYOG","HSP90AA1"
"MYOG","ID3"
"MYOG","VIM"
"MYOG","SPARC"
"SIX2","MT1A"
"SIX2","HSP90AA1"
"SIX2","CDKN1C"
"SIX2","SOD2"
"SIX2","PDK4"
"SIX2","PIK3R1"
"SIX2","HLA-DRB1"
"SIX2","VIM"
"SIX2","SPARC"
"SIX2","FN1"
"BHLHE41","APP"
"JUND","APP"
"JUND","VIM"
"JUND","SPARC"
"MEF2C","APP"
"MEF2C","SPARC"
"MEF2C","FN1"
"MEF2C","BCL2L1"
"MEF2C","MT1A"
"MEF2C","SOD2"
"MEF2C","PDK4"
"MEF2C","FASN"
"MEF2C","CDKN1A"
"MEF2C","NFKBIA"
"ZNF692","HSP90AA1"
"DDIT3","HSP90AA1"
"DDIT3","SQSTM1"
"NR1D1","HSP90AA1"
"NR1D1","SQSTM1"
"NR1D1","ID3"
"NR1D1","MCL1"
"KLF5","HSP90AA1"
"KLF5","CDKN1C"
"RARA","GADD45B"
"RARA","MAT2A"
"NCOA3","PER1"
"BACH1","PER1"
"BACH1","SQSTM1"
"BACH1","MCL1"
"BACH1","FASN"
"BACH1","PIK3R1"
"BACH1","CDKN1A"
"BACH1","NFKBIA"
"RORA","PER1"
"RORA","SQSTM1"
"RORA","MCL1"
"RORA","FASN"
"RORA","PIK3R1"
"RORA","NFKBIA"
"MLXIPL","CDKN1C"
"MLXIPL","HLA-DRB1"
"MLXIPL","APP"
"MLXIPL","HSPA1A"
"MLXIPL","SPARC"
"MLXIPL","FN1"
"HMGA1","SQSTM1"
"ZBTB7B","ID3"
"ZBTB7B","SOD2"
"KLF10","VEGFA"
"KLF10","MAT2A"
"PPARGC1A","VEGFA"
"PPARD","MAT2A"
"MYOD1","MAT2A"
"HES1","SOD2"
"RXRG","MCL1"
