"Regulator","Target"
"RPL35","ACTB"
"RPL35","VIM"
"RPL35","ID3"
"RPL35","SPARC"
"RPS10","ACTB"
"RPS10","ACTA2"
"RPS10","CDKN1A"
"RPS10","GSTP1"
"RPS10","TAGLN"
"RPS10","ID3"
"RPS10","SPARC"
"RPS10","GADD45B"
"RPL6","ACTB"
"RPL6","FN1"
"RPL6","ACTA2"
"RPL6","RHOA"
"RPL6","APP"
"RPL6","GSTP1"
"RPL6","VIM"
"RPL6","TAGLN"
"RPL6","ID3"
"RPL6","SPARC"
"RPL6","TIMP1"
"NUCB1","ACTB"
"NUCB1","ID3"
"P4HB","ACTB"
"P4HB","FN1"
"P4HB","CRYAB"
"P4HB","MAT2A"
"P4HB","PDK4"
"P4HB","ACTA2"
"P4HB","PRKACA"
"P4HB","RHOA"
"P4HB","APP"
"P4HB","CDKN1A"
"P4HB","GSTP1"
"P4HB","VIM"
"P4HB","MCL1"
"P4HB","HSP90AA1"
"P4HB","TAGLN"
"P4HB","ID3"
"P4HB","SPARC"
"P4HB","TIMP1"
"P4HB","VEGFA"
"P4HB","GADD45B"
"RPS4X","ACTB"
"RPS4X","ACTA2"
"RPS4X","RHOA"
"RPS4X","APP"
"RPS4X","GSTP1"
"RPS4X","VIM"
"RPS4X","MCL1"
"RPS4X","TAGLN"
"RPS4X","ID3"
"RPS4X","SPARC"
"RPS4X","GADD45B"
"ENO1","ACTB"
"ENO1","FN1"
"ENO1","MAT2A"
"ENO1","ACTA2"
"ENO1","RHOA"
"ENO1","CDKN1A"
"ENO1","GSTP1"
"ENO1","VIM"
"ENO1","MCL1"
"ENO1","TAGLN"
"ENO1","ID3"
"ENO1","SPARC"
"ENO1","TIMP1"
"ENO1","VEGFA"
"ENO1","GADD45B"
"DRAP1","ACTB"
"DRAP1","FN1"
"DRAP1","CRYAB"
"DRAP1","MAT2A"
"DRAP1","ACTA2"
"DRAP1","PRKACA"
"DRAP1","RHOA"
"DRAP1","APP"
"DRAP1","CDKN1A"
"DRAP1","GSTP1"
"DRAP1","VIM"
"DRAP1","MCL1"
"DRAP1","HSP90AA1"
"DRAP1","TAGLN"
"DRAP1","ID3"
"DRAP1","SPARC"
"DRAP1","TIMP1"
"DRAP1","VEGFA"
"DRAP1","GADD45B"
"PSMA6","ACTB"
"PSMA6","CRYAB"
"PSMA6","MAT2A"
"PSMA6","ACTA2"
"PSMA6","PRKACA"
"PSMA6","RHOA"
"PSMA6","APP"
"PSMA6","CDKN1A"
"PSMA6","GSTP1"
"PSMA6","MCL1"
"PSMA6","HSP90AA1"
"PSMA6","TAGLN"
"PSMA6","SPARC"
"PSMA6","VEGFA"
"PSMA6","GADD45B"
"HSPA5","ACTB"
"HSPA5","FN1"
"HSPA5","CRYAB"
"HSPA5","MAT2A"
"HSPA5","PDK4"
"HSPA5","ACTA2"
"HSPA5","PRKACA"
"HSPA5","RHOA"
"HSPA5","APP"
"HSPA5","CDKN1A"
"HSPA5","GSTP1"
"HSPA5","VIM"
"HSPA5","MCL1"
"HSPA5","HSP90AA1"
"HSPA5","TAGLN"
"HSPA5","ID3"
"HSPA5","HSPA1A"
"HSPA5","SPARC"
"HSPA5","TIMP1"
"HSPA5","VEGFA"
"HSPA5","GADD45B"
"PKM","ACTB"
"PKM","FN1"
"PKM","CRYAB"
"PKM","ACTA2"
"PKM","PRKACA"
"PKM","RHOA"
"PKM","APP"
"PKM","CDKN1A"
"PKM","GSTP1"
"PKM","MCL1"
"PKM","TAGLN"
"PKM","ID3"
"PKM","SPARC"
"PKM","TIMP1"
"PKM","TIMP3"
"PKM","VEGFA"
"PKM","GADD45B"
"HNRNPA1","ACTB"
"HNRNPA1","MAT2A"
"HNRNPA1","ACTA2"
"HNRNPA1","RHOA"
"HNRNPA1","APP"
"HNRNPA1","CDKN1A"
"HNRNPA1","VIM"
"HNRNPA1","MCL1"
"HNRNPA1","HSP90AA1"
"HNRNPA1","TAGLN"
"HNRNPA1","ID3"
"HNRNPA1","SPARC"
"HNRNPA1","TIMP1"
"HNRNPA1","TIMP3"
"HNRNPA1","VEGFA"
"HNRNPA1","GADD45B"
"CD59","ACTB"
"CD59","FN1"
"CD59","PDK4"
"CD59","RHOA"
"CD59","CDKN1A"
"CD59","MCL1"
"CD59","HSP90AA1"
"CD59","TAGLN"
"CD59","SPARC"
"CD59","TIMP1"
"CD59","GADD45B"
"YWHAE","ACTB"
"YWHAE","FN1"
"YWHAE","CRYAB"
"YWHAE","MAT2A"
"YWHAE","PDK4"
"YWHAE","ACTA2"
"YWHAE","PRKACA"
"YWHAE","RHOA"
"YWHAE","APP"
"YWHAE","CDKN1A"
"YWHAE","GSTP1"
"YWHAE","MCL1"
"YWHAE","HSP90AA1"
"YWHAE","TAGLN"
"YWHAE","SPARC"
"YWHAE","TIMP1"
"YWHAE","TIMP3"
"YWHAE","VEGFA"
"YWHAE","GADD45B"
"UGP2","ACTB"
"UGP2","FN1"
"UGP2","CRYAB"
"UGP2","MAT2A"
"UGP2","PDK4"
"UGP2","ACTA2"
"UGP2","PRKACA"
"UGP2","RHOA"
"UGP2","APP"
"UGP2","CDKN1A"
"UGP2","GSTP1"
"UGP2","MCL1"
"UGP2","HSP90AA1"
"UGP2","TAGLN"
"UGP2","ID3"
"UGP2","HSPA1A"
"UGP2","SPARC"
"UGP2","TIMP1"
"UGP2","TIMP3"
"UGP2","VEGFA"
"UGP2","GADD45B"
"UGP2","HBB"
"CFL2","ACTB"
"CFL2","FN1"
"CFL2","CRYAB"
"CFL2","MAT2A"
"CFL2","PDK4"
