cluster_uid,target,sources,n_sources,silhouette_score,note
e6e6142767ad,A1BG,HSF1;TSC22D4;SCAND1;PPP2R3B;ZNF358;RNASEH2C;UBXN1;FOXP4;NR1I2;ZNF444;ZNF563;NR1I3;ASPSCR1,13,0.3566,exp01_heart_atrial_appendage-coregtor-r1
4e3822678ff4,A1BG-AS1,ZFP41;ZNF142;ZNF132;SMUG1;WDR83;ZNF329;PICK1;ATF6B;FIZ1;AKR1A1;JRK;NFYC;ZNF585B;ZNF32;RFXANK;ZNF576,16,0.0998,exp01_heart_atrial_appendage-coregtor-r1
c7d010bc9c92,A2M,SND1;P4HB;SMAP2;CANX;TIMELESS;RB1;ZDHHC5;NFATC3;SPI1;HOMEZ;GIT2;AGGF1;ZNF770;ZNF845,14,0.2383,exp01_heart_atrial_appendage-coregtor-r1
c849735e2430,A2M-AS1,ZNF599;SIX5,2,0.1654,exp01_heart_atrial_appendage-coregtor-r1
fdfa555d82ec,A2ML1,UBB;ARG2;VENTX;PITX1;RUNX2;CREB5;ZNF385D;PAX9;TCF15;ZNF300;HMGXB4;SPI1;SIX1;POU2F2;MAFB;NANOS1;LBX2;SETDB1;ZNF541;ZNF439;ZNF784;NFYC;HAND2;DLX5,24,0.4208,exp01_heart_atrial_appendage-coregtor-r1
3be06d291d7a,A4GALT,TEAD3;ZBTB17;CREB3;GTPBP1;DRAP1;ATF4;TPI1;ZNF787;RPL35;EEF1D;PHF1;TRIP10;PPARD,13,0.2804,exp01_heart_atrial_appendage-coregtor-r1
686c1a198997,AAAS,RXRB;DMAP1;ZNF76;RFXANK;BRF1;ZNF248;ZSCAN30;ZNF793;ZNF528;NELFB;ZNF875;ZNF780B;ZNF404;CTBP1;GLI4,15,0.3332,exp01_heart_atrial_appendage-coregtor-r1
bb127cbf172d,AACS,USP39;ZNF526;NFIC,3,0.1783,exp01_heart_atrial_appendage-coregtor-r1
bc554346e7bc,AADAC,ZNF48;HOXD8,2,0.5364,exp01_heart_atrial_appendage-coregtor-r1
e2895c41b8a0,AADACP1,SF3B1;ZNF677,2,0.378,exp01_heart_atrial_appendage-coregtor-r1
98a09aca37ba,AADAT,ZNF280D;ZNF891;DMAP1;NFIB;ATF7;ZNF518A;PRDM5;POU6F1;BRF1;ZNF678;ZNF782;ZFP14;CREBZF;ZFP90;EBF2;NR3C1;ZNF90;MORN1;METTL3;HHAT;HMGB1,21,0.2066,exp01_heart_atrial_appendage-coregtor-r1
b76f70e58f36,AAGAB,ABCF2;ILF2;NCBP2;PSMD12;ATF6;RAN;PDCD11;ZDHHC5,8,0.0,exp01_heart_atrial_appendage-coregtor-r1
feb709953af7,AAK1,ZFP91;USP39,2,0.2395,exp01_heart_atrial_appendage-coregtor-r1
3abe18046b24,AAMDC,UQCRB;PRDX5,2,0.6645,exp01_heart_atrial_appendage-coregtor-r1
