cluster_uid,target,sources,n_sources,silhouette_score,note
a181cef0152c,ACTA2,STAT2;EPAS1;MAZ;JUND;CTNNB1;JUNB;KLF2;NR4A1;ATF3;KLF4;ARID5A;FOXO4;JUN;RBFOX2;NFYB;ABL1;CXXC1;HMGA1;LRRFIP1;PRRX1,20,0.4418,exp05_muscle_skeletal-coregtor-r1
d0ae04ede8f7,ACTB,JUND;CTNNB1;STAT2;JUN;SKI;JUNB;EPAS1;KLF2;ATF6B;SFPQ;ENO1;NONO;BCL3;ABL1;HMGB2;DDIT3;LDB1;ATF3;KLF6;FOXO4;EGR1;SF1;ETS2;HMGB1;CXXC1,25,0.0,exp05_muscle_skeletal-coregtor-r1
6aef7b2d3b55,AKT1,RELA;MBD1;NONO;NFKB1;ABL1;TFE3;KMT2B;NFX1;E4F1;ENO1;ZNF384;E2F4;SKI;STAT3;SF1;ZBTB7A;STAT5A;YY1;FOXK2;STAT5B;PPARD;CBFB;ZXDC;SSRP1;SP1;SND1;SREBF2;HCFC1;SMARCC1;TRIM28;NCOR1;APEX1,32,0.0,exp05_muscle_skeletal-coregtor-r1
f5aeb943cb85,APP,BCL3;CTNNB1;STAT2;ABL1;SKI;EPAS1;CXXC1;CREBZF;KLF2;KLF4;ATF6B;NONO;PRRX1;JUN;LDB1;JUND;CREB3;TFCP2;BCLAF1,19,0.0,exp05_muscle_skeletal-coregtor-r1
256e93f8219d,BCL2L1,RELA;ENO1;NONO;TFE3;SFPQ;KMT2B;ABL1;NFX1;E4F1;CBFB;APEX1;STAT5A;SF1;FOSL2;EWSR1;KLF6;NFKB1;CEBPZ;SND1;MYC;USF1;XBP1;SKI;ZXDC;HMGB2;ETS2;MBD1;SSRP1;CTNNB1;CEBPB;E2F4,31,0.0,exp05_muscle_skeletal-coregtor-r1
ee47028fbae8,BMI1,CTCF;KDM2A;MBD1;SMARCA5;SMAD4;YY1;PHF20;ATF1;NCOR1;ARNT;EP300;ZNF24;ZBTB44;PBX2;ZEB1;NFYB;FOXJ3;UBTF;SREBF2;ZNF384;RORA;SMARCC1;HCFC1;ZBTB7A;MAZ,25,0.0,exp05_muscle_skeletal-coregtor-r1
60a349f81f8f,CARM1,FOXK2;PHF20;MLXIP;RARA;CEBPZ;CIC;ZXDC;HCFC1;RELA;VEZF1;GTF2IRD1;ZNF24;SF1;PPARD;TEAD4;STAT3;TFE3;MEF2D;KLF10;ABL1;SREBF2;SP1;RXRA;NCOA1;E4F1;E2F4;NFKB1;ETS2;SMARCC1,29,0.5577,exp05_muscle_skeletal-coregtor-r1
9b162cfd24b9,CDKN1A,EWSR1;XBP1;FOSL2;SFPQ;ETS2;NONO;CEBPG;APEX1;ABL1;MYC;RELA;E4F1;ZXDC;KMT2B;SF1;TFE3;SND1;ENO1;CIC;STAT5A;ZNF384;CEBPZ;NFX1;SKI;TP63;KLF6;BACH1;MBD1,28,0.0,exp05_muscle_skeletal-coregtor-r1
11d35be4e2c2,CDKN1C,ATOH8;KLF13;NFIC;NCOR2;TBX15;RXRA;SREBF2;PHF20;ZXDC;ZBTB7B;FOXO1;ZHX2;VEZF1;HES6;KLF5;HOXC9;MLXIPL;FOXK2,18,0.6011,exp05_muscle_skeletal-coregtor-r1
2b0011694dad,CLU,JUND;CTNNB1;STAT2;LDB1;MXD4;PRRX1;KLF4;ATF6B;SKI;JUN;ZNF692;KLF2;TFCP2;ABL1;EPAS1;HMGB2;RORC;ATF3;CREBZF,19,0.0,exp05_muscle_skeletal-coregtor-r1
2a5090ebbba5,CRYAB,MAFF;HOXC9;ATF5;BHLHE40;NR4A1;ATF3;MYOG;ARID5A;PRRX1;LRRFIP1;HMGB2;RFXANK;KLF6;MYC;DDIT3;EGR1,16,0.7061,exp05_muscle_skeletal-coregtor-r1
f0596231803b,DUSP1,JUND;KLF6;KLF4;JUN;JUNB;CTNNB1;FOS;STAT2;KLF2;SFPQ;ATF6B;NR4A1;ID1;ABL1;CEBPB;CEBPD;EGR1;SKI;ZNF384;MYC;CREBZF;NONO;MAFF;CREB3,24,0.0,exp05_muscle_skeletal-coregtor-r1
f4a345940382,FASN,APEX1;NONO;SFPQ;FOSL2;KMT2B;STAT5A;NFX1;E4F1;SSRP1;SREBF1;MZF1;SND1;LMO2;ENO1;SKI;EWSR1;CEBPB;MEF2D;XBP1;CEBPG;ZBTB16;TRIM28;FOXO1;HMGB1;USF1;TFEB;CXXC1;ETS2;ZXDC,29,0.5105,exp05_muscle_skeletal-coregtor-r1
431b1a549db1,FN1,ABL1;LRRFIP1;TFDP1;MEF2C;CTNNB1;ATF5;STAT2;ENO1;PRRX1;KLF2;SKI;EPAS1;RXRA;RBFOX2;BCL3,15,0.4318,exp05_muscle_skeletal-coregtor-r1
b368f44a2e4d,GADD45B,MYC;FOS;ATF3;BCL3;CEBPD;JUNB;EPAS1;PPARD;ABL1;NFIL3;ETS2;ARID5A,12,0.48,exp05_muscle_skeletal-coregtor-r1
e65d39c4b758,GSTP1,MBD1;NR1H2;TRIM28;SSRP1;RELA;PHF1;DRAP1;RXRB;MZF1;GTF2F1;HTATIP2;SND1;STAT5A;STAT5B;TFE3;ZNF384;HSF1;E4F1;CXXC1;MLX;USF1;MAZ;HDAC3;MAFG;E2F4;HMGA1;ZBTB7A,27,0.0,exp05_muscle_skeletal-coregtor-r1
3f604ca9610f,HBB,HMGB2;CEBPD;STAT2;LDB1;ZBTB44;FOXO4;STAT5A;ENO1;NFYB;ATF6B;SFPQ;ZNF692;TP63;MYC;SND1;BCL3;MXD4;KLF6;HSF4;MAFA;HSF1;RXRB;KLF2;CEBPG;ATF3;MYOG;ETS2;JUN;TBX15;MAFF;ZBTB16,31,0.2521,exp05_muscle_skeletal-coregtor-r1
327c85e6f962,HLA-DRB1,BCL3;HMGB2;SFPQ;STAT2;MYC;JUNB;KLF2;ATF6B;SKI;JUN;ETS2;EPAS1;NONO;CTNNB1;HMGB1;LDB1;CXXC1;KLF6;CEBPD;ARID5A;JUND;ATF3;LRRFIP1;DDIT3;ZNF692;KLF4;MYOG;TFCP2;ABL1;MXD4,30,0.0,exp05_muscle_skeletal-coregtor-r1
