"Regulator","Target"
"YWHAZ","ACTB"
"YWHAZ","HLA-E"
"YWHAZ","RHOA"
"YWHAZ","VIM"
"YWHAZ","TGFB1"
"YWHAZ","CD44"
"YWHAZ","CCND3"
"YWHAZ","TKT"
"TSC22D4","ACTB"
"TSC22D4","HLA-E"
"TSC22D4","RHOA"
"TSC22D4","VIM"
"TSC22D4","TGFB1"
"TSC22D4","CCND3"
"TSC22D4","PDLIM7"
"TSC22D4","TKT"
"HCLS1","ACTB"
"HCLS1","HLA-E"
"HCLS1","RHOA"
"HCLS1","CD14"
"HCLS1","NFKBIA"
"HCLS1","VIM"
"HCLS1","TGFB1"
"HCLS1","CD44"
"HCLS1","MCL1"
"HCLS1","CCND3"
"HCLS1","SOCS3"
"HCLS1","PDLIM7"
"HCLS1","TKT"
"HCLS1","HBB"
"HCLS1","BCL2L1"
"HCLS1","HBA2"
"SPI1","ACTB"
"SPI1","HLA-E"
"SPI1","RHOA"
"SPI1","CD14"
"SPI1","VIM"
"SPI1","TGFB1"
"SPI1","CD44"
"SPI1","CCND3"
"SPI1","PDLIM7"
"SPI1","TKT"
"SPI1","HBA2"
"ZBTB7B","ACTB"
"ZBTB7B","HLA-E"
"ZBTB7B","RHOA"
"ZBTB7B","CD14"
"ZBTB7B","NFKBIA"
"ZBTB7B","VIM"
"ZBTB7B","TGFB1"
"ZBTB7B","CD44"
"ZBTB7B","MCL1"
"ZBTB7B","CCND3"
"ZBTB7B","SOCS3"
"ZBTB7B","PDLIM7"
"ZBTB7B","TKT"
"ZBTB7B","HBB"
"ZBTB7B","BCL2L1"
"ZBTB7B","HBA2"
"SEMA4A","ACTB"
"SEMA4A","HLA-E"
"SEMA4A","RHOA"
"SEMA4A","CD14"
"SEMA4A","NFKBIA"
"SEMA4A","VIM"
"SEMA4A","TGFB1"
"SEMA4A","CD44"
"SEMA4A","MCL1"
"SEMA4A","CCND3"
"SEMA4A","SOCS3"
"SEMA4A","PDLIM7"
"SEMA4A","TIMP1"
"SEMA4A","TKT"
"SEMA4A","HBB"
"SEMA4A","BCL2L1"
"SEMA4A","HBA2"
"RAB7A","ACTB"
"RAB7A","HLA-E"
"RAB7A","RHOA"
"RAB7A","NFKBIA"
"RAB7A","VIM"
"RAB7A","TGFB1"
"RAB7A","CD44"
"RAB7A","MCL1"
"RAB7A","CCND3"
"RAB7A","SOCS3"
"RAB7A","PDLIM7"
"RAB7A","TKT"
"RAB7A","HBB"
"RAB7A","BCL2L1"
"RAB7A","HBA2"
"ANXA1","ACTB"
"ANXA1","RHOA"
"ANXA1","NFKBIA"
"ANXA1","VIM"
"ANXA1","TGFB1"
"ANXA1","CD44"
"ANXA1","MCL1"
"ANXA1","SOCS3"
"ANXA1","HLA-DRB1"
"ANXA1","HBB"
"ANXA1","BCL2L1"
"ANXA1","CXCR4"
"ANXA1","HBA2"
"STAT5B","ACTB"
"STAT5B","HLA-E"
"STAT5B","RHOA"
"STAT5B","CD14"
"STAT5B","NFKBIA"
"STAT5B","VIM"
"STAT5B","TGFB1"
"STAT5B","CD44"
"STAT5B","MCL1"
"STAT5B","CCND3"
"STAT5B","SOCS3"
"STAT5B","PDLIM7"
"STAT5B","TKT"
"STAT5B","HBB"
"STAT5B","BCL2L1"
"STAT5B","HBA2"
"BCL6","ACTB"
"BCL6","HLA-E"
"BCL6","RHOA"
"BCL6","CD14"
"BCL6","NFKBIA"
"BCL6","VIM"
"BCL6","CD44"
"BCL6","MCL1"
"BCL6","CCND3"
"BCL6","SOCS3"
"BCL6","PDLIM7"
"BCL6","DUSP1"
"BCL6","TKT"
"BCL6","HLA-DRB1"
"BCL6","HBB"
"BCL6","BCL2L1"
"BCL6","HBA2"
"SMAP2","ACTB"
"SMAP2","HLA-E"
"SMAP2","RHOA"
"SMAP2","CD14"
"SMAP2","NFKBIA"
"SMAP2","VIM"
"SMAP2","TGFB1"
"SMAP2","CD44"
"SMAP2","MCL1"
"SMAP2","CCND3"
"SMAP2","SOCS3"
"SMAP2","PDLIM7"
"SMAP2","TKT"
"SMAP2","HBB"
"SMAP2","BCL2L1"
"SMAP2","HBA2"
"CEBPD","ACTB"
"CEBPD","HLA-E"
"CEBPD","RHOA"
"CEBPD","CD14"
"CEBPD","NFKBIA"
"CEBPD","VIM"
"CEBPD","TGFB1"
"CEBPD","CD44"
"CEBPD","MCL1"
"CEBPD","CCND3"
"CEBPD","SOCS3"
"CEBPD","PDLIM7"
"CEBPD","TKT"
"CEBPD","HLA-DRB1"
"CEBPD","HBB"
"CEBPD","BCL2L1"
"CEBPD","HSP90AA1"
"CEBPD","HBA2"
"CEBPD","HSPA1A"
"NFE2","ACTB"
"NFE2","CD14"
"NFE2","NFKBIA"
"NFE2","VIM"
"NFE2","CD44"
"NFE2","SOCS3"
"NFE2","PDLIM7"
"NFE2","TKT"
"NFE2","HLA-DRB1"
"NFE2","HMOX1"
"NFE2","HBB"
"NFE2","BCL2L1"
"NFE2","HSP90AA1"
"NFE2","CXCR4"
"NFE2","HBA2"
"NFE2","HSPA1A"
"NFE2","GADD45B"
"RPS4X","HLA-DRB1"
"RPS4X","HMOX1"
"RPS4X","GSTP1"
"RPS4X","TGFB1"
"RPS4X","HSP90AA1"
"RPS4X","CXCR4"
"KLF2","HLA-DRB1"
"KLF2","HMOX1"
"KLF2","RHOA"
"KLF2","GSTP1"
"KLF2","TGFB1"
"KLF2","SOCS3"
"KLF2","TIMP1"
"KLF2","DUSP1"
"KLF2","GADD45B"
"FOSL2","HLA-DRB1"
"FOSL2","HMOX1"
"FOSL2","RHOA"
"FOSL2","GSTP1"
"FOSL2","TGFB1"
"FOSL2","SOCS3"
